osmid,oneway,highway,reversed,length,geometry,lanes,bridge,name,ref
42502915,True,motorway_link,False,120.486,"LINESTRING (-73.9655599 40.8545417, -73.9662193 40.8546316, -73.9662925 40.8546382, -73.9663696 40.8546436, -73.9665196 40.8546522, -73.9666593 40.8546638, -73.9668029 40.8546807, -73.9669736 40.8547102)",,,,
960120646,True,motorway_link,False,92.87899999999999,"LINESTRING (-73.9669736 40.8547102, -73.9670981 40.8547287, -73.9672183 40.8547479, -73.9673758 40.8547803, -73.9675868 40.8548259, -73.9680423 40.8549193)",2,,,
9702733,True,motorway_link,False,156.954,"LINESTRING (-73.9680423 40.8549193, -73.9682266 40.8549335, -73.9683533 40.8549491, -73.9687118 40.8550066, -73.9688418 40.8550282, -73.9689522 40.8550477, -73.9690735 40.8550734, -73.969851 40.8552548)",1,,,
"[9702721, 1110668797, 1110668798]",True,motorway_link,False,53.454,"LINESTRING (-73.9668911 40.8550421, -73.9666672 40.8549534, -73.9666424 40.854942, -73.9666207 40.854929, -73.9666039 40.8549151, -73.9665897 40.8548982, -73.9665809 40.8548815, -73.9665743 40.854862, -73.9665716 40.8548439, -73.9665733 40.8548239, -73.9665783 40.8548053, -73.9665882 40.8547848, -73.9666024 40.8547654, -73.9666197 40.8547485, -73.9666428 40.8547329, -73.9666699 40.8547211)",1,yes,,
42480740,False,secondary,True,49.925,"LINESTRING (-73.9668911 40.8550421, -73.9667721 40.8550251, -73.9666998 40.8550176, -73.9663032 40.8549811)",,,Bridge Plaza North,
"[60438736, 420812546]",False,primary,False,60.704,"LINESTRING (-73.9668911 40.8550421, -73.9670241 40.8550656, -73.9671501 40.8550891, -73.9673133 40.8551188, -73.9674452 40.8551431, -73.9675928 40.8551699)",,,Bridge Plaza North,
"[42480736, 51757251, 60438917]",True,secondary,False,63.602999999999994,"LINESTRING (-73.9707653 40.8546866, -73.9707 40.8548017, -73.9705386 40.8550745, -73.970491 40.8551486, -73.9704513 40.8552068)",2,yes,Center Avenue,
"[849939330, 849939332, 60438724, 1171527878, 420541638, 1171527879, 420537330]",False,primary,False,220.87800000000004,"LINESTRING (-73.9707653 40.8546866, -73.9703151 40.8544127, -73.9702382 40.8543699, -73.9701548 40.8543258, -73.9700589 40.854279, -73.9699743 40.8542408, -73.9698852 40.8542029, -73.9697534 40.8541482, -73.9692563 40.8539517, -73.9691054 40.8538922, -73.9690149 40.8538565, -73.9686963 40.8537385, -73.9685159 40.8536766)",,yes,Bruce Reynolds Boulevard,
217704420,False,unclassified,True,88.233,"LINESTRING (-73.9659738 40.8536448, -73.966025 40.8535602, -73.9660957 40.8534434, -73.96636 40.8530072, -73.9664107 40.8529234)",,,Hoyt Avenue,
850046396,False,unclassified,False,82.836,"LINESTRING (-73.9659738 40.8536448, -73.9664603 40.8536935, -73.9669502 40.8537425)",,,Spruce Street,
"[850046396, 850046397]",False,unclassified,True,161.828,"LINESTRING (-73.9659738 40.8536448, -73.9650682 40.8535541, -73.9650408 40.8535487, -73.9650196 40.8535416, -73.9649996 40.8535323, -73.9649808 40.8535211, -73.9649644 40.853508, -73.9649521 40.8534943, -73.9649417 40.8534782, -73.9649327 40.8534577, -73.9649298 40.8534385, -73.9649312 40.8534181, -73.9649374 40.853399, -73.9650154 40.8532436, -73.9650451 40.8531842, -73.9651981 40.8528791)",,,"['Spruce Street', 'Central Road']",
"[552035026, 11586996, 11565798]",False,unclassified,True,474.11899999999997,"LINESTRING (-73.9654046 40.8548655, -73.9645671 40.8562675, -73.964537 40.856319, -73.9645344 40.8563512, -73.9645487 40.8563918, -73.9645723 40.8564179, -73.9645986 40.8564371, -73.9648211 40.8565618, -73.9649863 40.8566597, -73.9650788 40.8567233, -73.965151 40.8567767, -73.965218 40.8567261, -73.965242 40.856706, -73.9652671 40.8566733, -73.965329 40.8565708, -73.9654277 40.856399, -73.9654861 40.8563015, -73.9655895 40.8561414, -73.9656862 40.8559918, -73.9657252 40.8559261, -73.9659692 40.8555179, -73.9662552 40.8550478, -73.9662701 40.854978)",,,"['Hoyt Avenue', 'Hudson Street']",
42480740,False,secondary,False,74.036,"LINESTRING (-73.9654046 40.8548655, -73.9657362 40.8549313, -73.9660867 40.8549611, -73.9662701 40.854978)",,,Bridge Plaza North,
"[11568960, 42480740]",False,"['residential', 'secondary']","[False, True]",119.755,"LINESTRING (-73.9654046 40.8548655, -73.9651237 40.8547886, -73.9648962 40.8547049, -73.9648235 40.8546855, -73.9647834 40.8546889, -73.9647461 40.8546996, -73.9647075 40.8547199, -73.9646782 40.8547539, -73.964591 40.8548883, -73.9644247 40.8551769)",,,"['Bridge Plaza North', 'Central Road']",
217704420,False,unclassified,False,88.233,"LINESTRING (-73.9664107 40.8529234, -73.96636 40.8530072, -73.9660957 40.8534434, -73.966025 40.8535602, -73.9659738 40.8536448)",,,Hoyt Avenue,
223694179,False,secondary,False,93.167,"LINESTRING (-73.9664107 40.8529234, -73.9662909 40.8528818, -73.9661941 40.8528504, -73.9660902 40.8528214, -73.9659947 40.8528, -73.9658868 40.8527799, -73.9657826 40.8527637, -73.9656542 40.8527465, -73.9654741 40.8527236, -73.9653462 40.8527073)",,,Bruce Reynolds Boulevard,
"[223694179, 420535923]",False,secondary,True,61.135000000000005,"LINESTRING (-73.9664107 40.8529234, -73.9665579 40.8529762, -73.9669095 40.8531005, -73.9669411 40.8531117, -73.9670687 40.853157)",,,Bruce Reynolds Boulevard,
"[61374232, 420538307]",False,secondary,True,77.523,"LINESTRING (-73.9750124 40.8538476, -73.9752562 40.8539929, -73.9753004 40.8540192, -73.975308 40.8540238, -73.9753743 40.8540642, -73.9756435 40.854228, -73.9757329 40.8542824)",,,Main Street,CR 56
