osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,ref,tunnel,bridge,access
5655450,False,2,East Jackson Street,residential,False,118.382,"LINESTRING (-112.0712125 33.4450555, -112.0710699 33.4450564, -112.0707832 33.4450551, -112.0700631 33.4450528, -112.0699366 33.4450522)",,,,,
5655450,False,2,East Jackson Street,residential,True,121.94999999999999,"LINESTRING (-112.0712125 33.4450555, -112.0713426 33.4450536, -112.0723875 33.445044, -112.0724033 33.4450445, -112.0725267 33.4450478)",,,,,
5600785,False,2,East Madison Street,residential,False,119.909,"LINESTRING (-112.0738259 33.4460779, -112.0737666 33.446079, -112.0737124 33.4460779, -112.0734151 33.4460806, -112.073282 33.4460818, -112.0731154 33.4460807, -112.0728163 33.4460786, -112.0727252 33.446078, -112.0726971 33.446078, -112.0725336 33.4460779)",25 mph,,,,
29913185,False,2,West Madison Street,residential,False,113.901,"LINESTRING (-112.0738259 33.4460779, -112.0739374 33.4460779, -112.0747237 33.4460755, -112.0749611 33.4460748, -112.0750535 33.446076)",25 mph,,,,
646560361,True,3,South Central Avenue,secondary,False,120.86599999999999,"LINESTRING (-112.0738259 33.4460779, -112.073825 33.4461735, -112.0738202 33.4463872, -112.0738121 33.4466054, -112.0738116 33.446618, -112.073821 33.4468122, -112.0738221 33.4468491, -112.0738277 33.4470592, -112.07383 33.4470806, -112.073837 33.4471642)",,,,,
"[531246662, 30120759]",True,"['4', '5']",West Jefferson Street,primary,False,118.48299999999999,"LINESTRING (-112.075114 33.4471618, -112.0749503 33.4471633, -112.0747503 33.4471636, -112.0743029 33.4471655, -112.0739509 33.4471643, -112.073837 33.4471642)",,,,,
105564990,True,3,South 1st Avenue,secondary,False,64.636,"LINESTRING (-112.075114 33.4471618, -112.0751126 33.4470757, -112.0751129 33.4470327, -112.075104 33.4466065, -112.0751012 33.4465807)",,,,,
29913185,False,2,West Madison Street,residential,True,113.901,"LINESTRING (-112.0750535 33.446076, -112.0749611 33.4460748, -112.0747237 33.4460755, -112.0739374 33.4460779, -112.0738259 33.4460779)",25 mph,,,,
421762648,False,2,West Madison Street,residential,False,10.439,"LINESTRING (-112.0750535 33.446076, -112.0750917 33.4460765, -112.075166 33.4460774)",25 mph,,,,
5686619,False,2,West Monroe Street,residential,False,113.653,"LINESTRING (-112.077714 33.4503616, -112.077839 33.4503612, -112.077876 33.4503611, -112.078175 33.4503602, -112.078348 33.4503596, -112.078833 33.4503581, -112.078939 33.4503578)",25 mph,,,,
5686619,False,2,West Monroe Street,residential,True,118.848,"LINESTRING (-112.077714 33.4503616, -112.077602 33.4503619, -112.077562 33.4503621, -112.076549 33.4503652, -112.076433 33.4503656)",25 mph,,,,
"[218678330, 48665391]",False,3,North 3rd Avenue,tertiary,False,115.73100000000001,"LINESTRING (-112.077714 33.4503616, -112.0777147 33.4504489, -112.077719 33.4508845, -112.0777198 33.4509705, -112.077732 33.4513069, -112.077734 33.4514022)",,,,,
48665391,False,3,North 3rd Avenue,tertiary,True,116.478,"LINESTRING (-112.077714 33.4503616, -112.077714 33.4502925, -112.0777142 33.449984, -112.0777147 33.4494002, -112.0777137 33.4493141)",,,,,
5600517,False,2,North 1st Street,residential,False,118.358,"LINESTRING (-112.072562 33.4493134, -112.0725598 33.4493825, -112.0725577 33.4494486, -112.0725495 33.4498518, -112.0725516 33.450238, -112.0725529 33.450314, -112.0725529 33.4503777)",25 mph,,,,
5600517,False,2,North 1st Street,residential,True,113.497,"LINESTRING (-112.072562 33.4493134, -112.072566 33.4492503, -112.072564 33.4489439, -112.0725622 33.4488071, -112.0725618 33.4487607, -112.07256 33.4483675, -112.0725602 33.4482928)",25 mph,,,,
5603931,False,,East Adams Street,residential,False,119.03399999999999,"LINESTRING (-112.072562 33.4493134, -112.072442 33.4493135, -112.071359 33.4493141, -112.071279 33.4493142)",,,,,
5603931,False,,East Adams Street,residential,True,116.344,"LINESTRING (-112.072562 33.4493134, -112.072683 33.4493133, -112.0737192 33.4493127, -112.073816 33.4493126)",,,,,
5600517,False,2,North 1st Street,residential,False,111.519,"LINESTRING (-112.0725529 33.4503777, -112.0725529 33.4504447, -112.0725537 33.4511134, -112.0725511 33.4512881, -112.072551 33.4513806)",25 mph,,,,
5600517,False,2,North 1st Street,residential,True,118.358,"LINESTRING (-112.0725529 33.4503777, -112.0725529 33.450314, -112.0725516 33.450238, -112.0725495 33.4498518, -112.0725577 33.4494486, -112.0725598 33.4493825, -112.072562 33.4493134)",25 mph,,,,
5613555,False,2,East Monroe Street,residential,False,119.303,"LINESTRING (-112.0725529 33.4503777, -112.0724678 33.450378, -112.071363 33.4503814, -112.071267 33.4503817)",,,,,
5613555,False,2,East Monroe Street,residential,True,117.837,"LINESTRING (-112.0725529 33.4503777, -112.0726745 33.4503773, -112.0727876 33.450377, -112.0730559 33.4503761, -112.0735679 33.4503745, -112.0736296 33.4503743, -112.0737033 33.4503741, -112.073823 33.4503737)",,,,,
5600517,False,2,North 1st Street,residential,True,111.51899999999999,"LINESTRING (-112.072551 33.4513806, -112.0725511 33.4512881, -112.0725537 33.4511134, -112.0725529 33.4504447, -112.0725529 33.4503777)",25 mph,,,,
"[136758915, 436946879]",False,"['4', '5']",East Van Buren Street,secondary,False,118.75800000000001,"LINESTRING (-112.072551 33.4513806, -112.0727192 33.4513839, -112.073165 33.4513849, -112.0735015 33.4513855, -112.0737134 33.4513858, -112.073831 33.4513869)",,US 80 Hist,,,
"[436946884, 227519989]",True,"['3', '2']",East Van Buren Street,secondary,False,120.061,"LINESTRING (-112.072551 33.4513806, -112.0724338 33.4513437, -112.0717142 33.4513406, -112.0713784 33.4513392, -112.071265 33.4513389)",,US 80 Hist,,,
"[324630648, 681285211, 681285212]",False,2,North 1st Street,residential,False,113.62100000000001,"LINESTRING (-112.072551 33.4513806, -112.07255 33.4514939, -112.0725506 33.4517892, -112.07255 33.4519239, -112.07255 33.4523135, -112.0725489 33.4524024)",25 mph,,,,
30119666,False,2,East Polk Street,residential,True,118.779,"LINESTRING (-112.0725489 33.4524024, -112.0726739 33.4524037, -112.0731503 33.4524086, -112.0736794 33.4524141, -112.0738291 33.4524156)",25 mph,,,,
324630646,False,2,East Polk Street,residential,False,119.149,"LINESTRING (-112.0725489 33.4524024, -112.0724326 33.4524013, -112.0713744 33.4523911, -112.0712647 33.45239)",25 mph,,,,
"[324630648, 681285211, 681285212]",False,2,North 1st Street,residential,True,113.621,"LINESTRING (-112.0725489 33.4524024, -112.07255 33.4523135, -112.07255 33.4519239, -112.0725506 33.4517892, -112.07255 33.4514939, -112.072551 33.4513806)",25 mph,,,,
5600785,False,2,East Madison Street,residential,True,119.90899999999999,"LINESTRING (-112.0725336 33.4460779, -112.0726971 33.446078, -112.0727252 33.446078, -112.0728163 33.4460786, -112.0731154 33.4460807, -112.073282 33.4460818, -112.0734151 33.4460806, -112.0737124 33.4460779, -112.0737666 33.446079, -112.0738259 33.4460779)",25 mph,,,,
28887067,False,2,South 1st Street,residential,False,114.55,"LINESTRING (-112.0725336 33.4460779, -112.0725303 33.4459809, -112.0725321 33.4455669, -112.0725263 33.4451784, -112.0725264 33.4451505, -112.0725267 33.4450478)",25 mph,,,,
28887067,False,2,South 1st Street,residential,True,115.61,"LINESTRING (-112.0725336 33.4460779, -112.0725368 33.4461733, -112.0725503 33.4466113, -112.0725515 33.446975, -112.0725505 33.4470409, -112.0725524 33.4471174)",25 mph,,,,
5603931,False,,East Adams Street,residential,True,119.03399999999999,"LINESTRING (-112.071279 33.4493142, -112.071359 33.4493141, -112.072442 33.4493135, -112.072562 33.4493134)",,,,,
1069097895,False,,North 2nd Street,residential,True,119.37700000000001,"LINESTRING (-112.071279 33.4493142, -112.0712791 33.4492385, -112.0712739 33.4490772, -112.0712669 33.4488656, -112.0712652 33.4488138, -112.0712612 33.4484702, -112.07126 33.4483765, -112.0712593 33.4483197, -112.071258 33.4482408)",25 mph,,,,
1078673133,False,,North 2nd Street,residential,False,118.72099999999999,"LINESTRING (-112.071279 33.4493142, -112.0712772 33.4493914, -112.0712799 33.4495214, -112.0712735 33.4502403, -112.0712727 33.4502878, -112.071267 33.4503817)",25 mph,,,,
"[84969937, 84969938, 5608675]",False,,North 4th Avenue,residential,False,117.075,"LINESTRING (-112.078943 33.4493061, -112.078927 33.4494205, -112.0789231 33.4494612, -112.0789235 33.449496, -112.0789264 33.4497972, -112.0789268 33.4498322, -112.0789308 33.4502447, -112.078931 33.4502701, -112.078939 33.4503578)",25 mph,,yes,,
5608675,False,,North 4th Avenue,residential,True,119.271,"LINESTRING (-112.078943 33.4493061, -112.0789591 33.4492131, -112.0789594 33.4491899, -112.0789646 33.4484695, -112.0789649 33.4483451, -112.0789689 33.4482345)",,,,,
1065730717,False,2,West Adams Street,residential,True,114.056,"LINESTRING (-112.078943 33.4493061, -112.078856 33.449307, -112.077815 33.4493135, -112.0777137 33.4493141)",25 mph,,,,
5686619,False,2,West Monroe Street,residential,True,113.653,"LINESTRING (-112.078939 33.4503578, -112.078833 33.4503581, -112.078348 33.4503596, -112.078175 33.4503602, -112.077876 33.4503611, -112.077839 33.4503612, -112.077714 33.4503616)",25 mph,,,,
84969937,False,,North 4th Avenue,residential,False,117.183,"LINESTRING (-112.078939 33.4503578, -112.0789476 33.4504524, -112.0789532 33.4504913, -112.078959 33.4505348, -112.078969 33.4508817, -112.0789809 33.4512781, -112.0789823 33.4513103, -112.0789869 33.4514105)",25 mph,,,,
"[84969937, 84969938, 5608675]",False,,North 4th Avenue,residential,True,117.07500000000002,"LINESTRING (-112.078939 33.4503578, -112.078931 33.4502701, -112.0789308 33.4502447, -112.0789268 33.4498322, -112.0789264 33.4497972, -112.0789235 33.449496, -112.0789231 33.4494612, -112.078927 33.4494205, -112.078943 33.4493061)",25 mph,,yes,,
"[436946891, 30788758]",False,5,West Van Buren Street,secondary,True,116.242,"LINESTRING (-112.0789869 33.4514105, -112.0788821 33.4514098, -112.078656 33.4514083, -112.0785484 33.4514076, -112.0785351 33.4514075, -112.0783952 33.4514066, -112.0782137 33.4514054, -112.0781068 33.4514046, -112.0778944 33.4514031, -112.0778365 33.4514027, -112.077734 33.4514022)",,US 80 Hist,,,
84969937,False,,North 4th Avenue,residential,True,117.18299999999999,"LINESTRING (-112.0789869 33.4514105, -112.0789823 33.4513103, -112.0789809 33.4512781, -112.078969 33.4508817, -112.078959 33.4505348, -112.0789532 33.4504913, -112.0789476 33.4504524, -112.078939 33.4503578)",25 mph,,,,
5613555,False,2,East Monroe Street,residential,False,122.551,"LINESTRING (-112.071267 33.4503817, -112.0711519 33.450382, -112.0700904 33.4503854, -112.0699461 33.4503858)",,,,,
5613555,False,2,East Monroe Street,residential,True,119.303,"LINESTRING (-112.071267 33.4503817, -112.071363 33.4503814, -112.0724678 33.450378, -112.0725529 33.4503777)",,,,,
1069097894,False,,North 2nd Street,residential,False,106.438,"LINESTRING (-112.071267 33.4503817, -112.071267 33.4504514, -112.0712662 33.4505845, -112.0712668 33.4507004, -112.0712666 33.451028, -112.0712664 33.4512978, -112.071265 33.4513389)",25 mph,,,,
1078673133,False,,North 2nd Street,residential,True,118.72099999999999,"LINESTRING (-112.071267 33.4503817, -112.0712727 33.4502878, -112.0712735 33.4502403, -112.0712799 33.4495214, -112.0712772 33.4493914, -112.071279 33.4493142)",25 mph,,,,
