osmid,name,highway,oneway,reversed,length,bridge,geometry,lanes,ref
"[21830392, 111477056, 21818283, 582845028]","['East State Street', 'West State Street', 'State Street Bridge']",secondary,False,"[False, True]",216.152,yes,"LINESTRING (-88.2956547 41.9942964, -88.2955474 41.9942963, -88.2950135 41.9942958, -88.293665 41.9942895, -88.2932015 41.9942861, -88.2930392 41.994287)",,
"[582845029, 171583454]",South Water Street,residential,False,False,107.23899999999999,,"LINESTRING (-88.2956547 41.9942964, -88.2956564 41.9940785, -88.2956586 41.9938015, -88.2956557 41.9935417, -88.2956533 41.993332)",,
604520391,West State Street,secondary,False,False,120.087,,"LINESTRING (-88.2956547 41.9942964, -88.2967544 41.9942975, -88.2971078 41.9942972)",,
517168447,South La Fox Street,primary,False,True,106.186,,"LINESTRING (-88.2971392 41.9923452, -88.2971258 41.9933001)",2,IL 31
"[171583282, 171583453]","['West Plum Street', 'South Water Street']",residential,False,"[False, True]",227.28500000000003,,"LINESTRING (-88.2971392 41.9923452, -88.2956667 41.9923831, -88.2956533 41.993332)",,
21807079,North Gilbert Street,residential,False,False,85.31,,"LINESTRING (-88.290103 41.997817, -88.2901074 41.9970498)",,
21807079,North Gilbert Street,residential,False,False,101.432,,"LINESTRING (-88.2901074 41.9970498, -88.2901074 41.9961376)",,
21807079,North Gilbert Street,residential,False,True,85.31,,"LINESTRING (-88.2901074 41.9970498, -88.290103 41.997817)",,
21813186,Oak Street,residential,False,True,116.263,,"LINESTRING (-88.2901074 41.9970498, -88.2915143 41.997048)",,
21813186,Oak Street,residential,False,False,235.231,,"LINESTRING (-88.2901074 41.9970498, -88.2884887 41.9970385, -88.287261 41.99703)",,
21807079,North Gilbert Street,residential,False,True,101.432,,"LINESTRING (-88.2901074 41.9961376, -88.2901074 41.9970498)",,
689059565,Spruce Street,tertiary,False,False,127.958,,"LINESTRING (-88.2901074 41.9961376, -88.2885591 41.996125)",,
21820550,Spruce Street,residential,False,True,108.902,,"LINESTRING (-88.2901074 41.9961376, -88.2906228 41.9961372, -88.290875 41.996137, -88.2910734 41.9961369, -88.2914252 41.9961366)",,
689059561,North Gilbert Street,tertiary,False,False,103.733,,"LINESTRING (-88.2901074 41.9961376, -88.290095 41.9957694, -88.290076 41.995205)",,
21809697,Mill Street,residential,False,False,99.58800000000001,,"LINESTRING (-88.290076 41.995205, -88.2893907 41.9952107, -88.2889731 41.9952142, -88.288871 41.995215)",,
21809697,Mill Street,residential,False,True,97.91199999999999,,"LINESTRING (-88.290076 41.995205, -88.2911102 41.9952107, -88.29126 41.995222)",,
689059561,North Gilbert Street,tertiary,False,False,99.973,,"LINESTRING (-88.290076 41.995205, -88.2900839 41.9947318, -88.290091 41.994306)",,
689059561,North Gilbert Street,tertiary,False,True,103.733,,"LINESTRING (-88.290076 41.995205, -88.290095 41.9957694, -88.2901074 41.9961376)",,
111477056,East State Street,secondary,False,True,80.882,,"LINESTRING (-88.290091 41.994306, -88.2910697 41.9943023)",,
140781207,East State Street,residential,False,False,99.583,,"LINESTRING (-88.290091 41.994306, -88.288886 41.994306)",,
21820046,South Gilbert Street,secondary,False,False,104.07,,"LINESTRING (-88.290091 41.994306, -88.2901049 41.9939154, -88.2901077 41.9938348, -88.2901242 41.9933704)",,
689059561,North Gilbert Street,tertiary,False,True,99.973,,"LINESTRING (-88.290091 41.994306, -88.2900839 41.9947318, -88.290076 41.995205)",,
171583434,South Gilbert Street,tertiary,False,True,44.451,,"LINESTRING (-88.2881893 41.9897484, -88.2884337 41.9901045)",,
21807296,Woodbury Street,residential,False,False,103.468,,"LINESTRING (-88.2910697 41.9943023, -88.29126 41.995222)",,
111477056,East State Street,secondary,False,False,80.882,,"LINESTRING (-88.2910697 41.9943023, -88.290091 41.994306)",,
111477056,East State Street,secondary,False,True,107.241,,"LINESTRING (-88.2910697 41.9943023, -88.2912483 41.9942991, -88.2914033 41.9942986, -88.2918795 41.9942969, -88.2923673 41.9942952)",,
21807296,Woodbury Street,residential,False,True,103.468,,"LINESTRING (-88.29126 41.995222, -88.2910697 41.9943023)",,
21807296,Woodbury Street,residential,False,False,102.653,,"LINESTRING (-88.29126 41.995222, -88.2913255 41.9955144, -88.2913865 41.9958356, -88.2914252 41.9961366)",,
21809697,Mill Street,residential,False,False,97.91199999999999,,"LINESTRING (-88.29126 41.995222, -88.2911102 41.9952107, -88.290076 41.995205)",,
21809697,Mill Street,residential,False,True,92.043,,"LINESTRING (-88.29126 41.995222, -88.2915023 41.9952235, -88.2916247 41.9952223, -88.2923737 41.9952146)",,
21807296,Woodbury Street,residential,False,False,101.66300000000001,,"LINESTRING (-88.2914252 41.9961366, -88.2914691 41.996505, -88.2915127 41.9968707, -88.2915143 41.997048)",,
21807296,Woodbury Street,residential,False,True,102.653,,"LINESTRING (-88.2914252 41.9961366, -88.2913865 41.9958356, -88.2913255 41.9955144, -88.29126 41.995222)",,
21820550,Spruce Street,residential,False,False,108.902,,"LINESTRING (-88.2914252 41.9961366, -88.2910734 41.9961369, -88.290875 41.996137, -88.2906228 41.9961372, -88.2901074 41.9961376)",,
21813186,Oak Street,residential,False,False,116.263,,"LINESTRING (-88.2915143 41.997048, -88.2901074 41.9970498)",,
21807296,Woodbury Street,residential,False,True,101.663,,"LINESTRING (-88.2915143 41.997048, -88.2915127 41.9968707, -88.2914691 41.996505, -88.2914252 41.9961366)",,
21807467,East Plum Street,residential,False,False,57.978,,"LINESTRING (-88.2930216 41.99244, -88.2923201 41.9924348)",,
21810419,South River Street,residential,False,False,107.317,,"LINESTRING (-88.2930216 41.99244, -88.2930306 41.9914749)",,
21810419,South River Street,residential,False,True,205.382,,"LINESTRING (-88.2930216 41.99244, -88.2930392 41.994287)",,
21807467,East Plum Street,residential,False,False,38.587,,"LINESTRING (-88.2923201 41.9924348, -88.2918532 41.9924359)",,
21807467,East Plum Street,residential,False,True,57.978,,"LINESTRING (-88.2923201 41.9924348, -88.2930216 41.99244)",,
717248430,South Center Street,residential,False,True,99.882,,"LINESTRING (-88.2923201 41.9924348, -88.2923335 41.993333)",,
21807467,East Plum Street,residential,False,True,38.587,,"LINESTRING (-88.2918532 41.9924359, -88.2923201 41.9924348)",,
21824298,Cherry Street,residential,False,False,108.971,,"LINESTRING (-88.2918532 41.9924359, -88.2918506 41.9914559)",,
21807467,East Plum Street,residential,False,False,136.852,,"LINESTRING (-88.2918532 41.9924359, -88.2909045 41.9924493, -88.2907824 41.9924294, -88.2906657 41.9923765, -88.2906188 41.9922998, -88.2906069 41.9920532)",,
21827475,Fulton Street,residential,False,True,67.337,,"LINESTRING (-88.2906069 41.9920532, -88.2906194 41.9914477)",,
21807467,East Plum Street,residential,False,True,136.852,,"LINESTRING (-88.2906069 41.9920532, -88.2906188 41.9922998, -88.2906657 41.9923765, -88.2907824 41.9924294, -88.2909045 41.9924493, -88.2918532 41.9924359)",,
171583436,East Plum Street,residential,False,False,63.963,,"LINESTRING (-88.2906069 41.9920532, -88.290105 41.9920501, -88.2898346 41.9920722)",,
21826926,Plum Court,residential,False,False,55.719,,"LINESTRING (-88.2900556 41.9924678, -88.2893817 41.9924829)",,
689059558,South Gilbert Street,tertiary,False,False,47.757000000000005,,"LINESTRING (-88.2900556 41.9924678, -88.289992 41.9923144, -88.2898346 41.9920722)",,
689059558,South Gilbert Street,tertiary,False,True,100.685,,"LINESTRING (-88.2900556 41.9924678, -88.290092 41.9926125, -88.2900987 41.9927581, -88.2901242 41.9933704)",,
140781202,Spring Street,residential,False,True,120.657,,"LINESTRING (-88.2971125 41.9950056, -88.2956525 41.9950114)",,
928011465,North La Fox Street,primary,False,False,102.123,,"LINESTRING (-88.2971125 41.9950056, -88.2971153 41.9954712, -88.2971173 41.9957734, -88.2971182 41.995924)",2,IL 31
"[928011466, 21810123, 1147801398]",North La Fox Street,primary,False,True,78.77099999999999,,"LINESTRING (-88.2971125 41.9950056, -88.2971112 41.9948248, -88.2971106 41.9947286, -88.2971099 41.9946202, -88.2971078 41.9942972)",2,IL 31
21809697,Mill Street,residential,False,False,92.043,,"LINESTRING (-88.2923737 41.9952146, -88.2916247 41.9952223, -88.2915023 41.9952235, -88.29126 41.995222)",,
21815097,North Center Street,residential,False,False,158.50000000000003,,"LINESTRING (-88.2923737 41.9952146, -88.2923814 41.9953757, -88.2923897 41.9955497, -88.2924049 41.9958692, -88.292417 41.996123, -88.2924169 41.9965448, -88.2924839 41.9966253)",,
21815097,North Center Street,residential,False,True,102.23400000000001,,"LINESTRING (-88.2923737 41.9952146, -88.2923726 41.995059, -88.2923673 41.9942952)",,
21809697,Mill Street,residential,False,False,25.775,,"LINESTRING (-88.288871 41.995215, -88.2885591 41.995215)",,
21817595,North Main Street,residential,False,True,101.084,,"LINESTRING (-88.288871 41.995215, -88.288886 41.994306)",,
21809697,Mill Street,residential,False,True,99.588,,"LINESTRING (-88.288871 41.995215, -88.2889731 41.9952142, -88.2893907 41.9952107, -88.290076 41.995205)",,
21809697,Mill Street,residential,False,False,105.705,,"LINESTRING (-88.2885591 41.995215, -88.28728 41.995215)",,
21809697,Mill Street,residential,False,True,25.775,,"LINESTRING (-88.2885591 41.995215, -88.288871 41.995215)",,
21817594,North Main Street,residential,False,False,101.188,,"LINESTRING (-88.2885591 41.995215, -88.2885591 41.996125)",,
21809697,Mill Street,residential,False,True,105.705,,"LINESTRING (-88.28728 41.995215, -88.2885591 41.995215)",,
21818204,North South Elgin Boulevard,residential,False,False,103.513,,"LINESTRING (-88.28728 41.995215, -88.2872737 41.9961459)",,
21818204,North South Elgin Boulevard,residential,False,True,98.296,,"LINESTRING (-88.28728 41.995215, -88.2872808 41.994331)",,
"[928011466, 21810123, 1147801398]",North La Fox Street,primary,False,False,78.771,,"LINESTRING (-88.2971078 41.9942972, -88.2971099 41.9946202, -88.2971106 41.9947286, -88.2971112 41.9948248, -88.2971125 41.9950056)",2,IL 31
517168447,South La Fox Street,primary,False,False,110.88300000000001,,"LINESTRING (-88.2971078 41.9942972, -88.297115 41.9937835, -88.2971258 41.9933001)",2,IL 31
604520391,West State Street,secondary,False,True,120.087,,"LINESTRING (-88.2971078 41.9942972, -88.2967544 41.9942975, -88.2956547 41.9942964)",,
21829952,West Middle Street,residential,False,True,121.743,,"LINESTRING (-88.2971258 41.9933001, -88.2956533 41.993332)",,
517168447,South La Fox Street,primary,False,False,106.186,,"LINESTRING (-88.2971258 41.9933001, -88.2971392 41.9923452)",2,IL 31
517168447,South La Fox Street,primary,False,True,110.88300000000001,,"LINESTRING (-88.2971258 41.9933001, -88.297115 41.9937835, -88.2971078 41.9942972)",2,IL 31
761622372,North La Fox Street,primary,False,True,106.215,,"LINESTRING (-88.2971306 41.9978583, -88.2971276 41.9973948, -88.2971271 41.9969031)",2,IL 31
140781221,Prairie Street,residential,False,True,51.384,,"LINESTRING (-88.2971182 41.995924, -88.2964965 41.9959316)",,
761622372,North La Fox Street,primary,False,False,108.874,,"LINESTRING (-88.2971182 41.995924, -88.2971208 41.9963345, -88.2971218 41.996484, -88.2971271 41.9969031)",2,IL 31
928011465,North La Fox Street,primary,False,True,102.12299999999999,,"LINESTRING (-88.2971182 41.995924, -88.2971173 41.9957734, -88.2971153 41.9954712, -88.2971125 41.9950056)",2,IL 31
171583268,Stone Street,residential,False,True,66.883,,"LINESTRING (-88.2971271 41.9969031, -88.2963178 41.9968965)",,
761622372,North La Fox Street,primary,False,False,106.215,,"LINESTRING (-88.2971271 41.9969031, -88.2971276 41.9973948, -88.2971306 41.9978583)",2,IL 31
761622372,North La Fox Street,primary,False,True,108.874,,"LINESTRING (-88.2971271 41.9969031, -88.2971218 41.996484, -88.2971208 41.9963345, -88.2971182 41.995924)",2,IL 31
21810419,South River Street,residential,False,False,205.382,,"LINESTRING (-88.2930392 41.994287, -88.2930216 41.99244)",,
111477056,East State Street,secondary,False,False,55.534,,"LINESTRING (-88.2930392 41.994287, -88.2923673 41.9942952)",,
"[111477056, 21818283, 582845028, 21830392]","['State Street Bridge', 'West State Street', 'East State Street']",secondary,False,"[False, True]",216.15200000000002,yes,"LINESTRING (-88.2930392 41.994287, -88.2932015 41.9942861, -88.293665 41.9942895, -88.2950135 41.9942958, -88.2955474 41.9942963, -88.2956547 41.9942964)",,
21810419,South River Street,residential,False,False,62.181,,"LINESTRING (-88.2930306 41.9914749, -88.2930348 41.9909157)",,
21810419,South River Street,residential,False,True,107.317,,"LINESTRING (-88.2930306 41.9914749, -88.2930216 41.99244)",,
21819050,Locust Street,residential,False,False,97.544,,"LINESTRING (-88.2930306 41.9914749, -88.2918506 41.9914559)",,
21810419,South River Street,residential,False,True,62.181,,"LINESTRING (-88.2930348 41.9909157, -88.2930306 41.9914749)",,
689059569,North South Elgin Boulevard,tertiary,False,True,53.835,,"LINESTRING (-88.287261 41.99703, -88.287277 41.996546)",,
21813186,Oak Street,residential,False,True,235.231,,"LINESTRING (-88.287261 41.99703, -88.2884887 41.9970385, -88.2901074 41.9970498)",,
140781211,East Middle Street,secondary,False,True,76.604,,"LINESTRING (-88.2863478 41.9933474, -88.2872747 41.9933528)",,
21814956,South Center Street,residential,False,False,107.028,,"LINESTRING (-88.2923673 41.9942952, -88.2923335 41.993333)",,
111477056,East State Street,secondary,False,True,55.534,,"LINESTRING (-88.2923673 41.9942952, -88.2930392 41.994287)",,
21815097,North Center Street,residential,False,False,102.23400000000001,,"LINESTRING (-88.2923673 41.9942952, -88.2923726 41.995059, -88.2923737 41.9952146)",,
111477056,East State Street,secondary,False,False,107.241,,"LINESTRING (-88.2923673 41.9942952, -88.2918795 41.9942969, -88.2914033 41.9942986, -88.2912483 41.9942991, -88.2910697 41.9943023)",,
21814956,South Center Street,residential,False,True,107.028,,"LINESTRING (-88.2923335 41.993333, -88.2923673 41.9942952)",,
717248429,East Middle Street,residential,False,False,94.392,,"LINESTRING (-88.2923335 41.993333, -88.2911915 41.9933478)",,
717248430,South Center Street,residential,False,False,99.882,,"LINESTRING (-88.2923335 41.993333, -88.2923201 41.9924348)",,
21817594,North Main Street,residential,False,True,101.188,,"LINESTRING (-88.2885591 41.996125, -88.2885591 41.995215)",,
689059565,Spruce Street,tertiary,False,True,127.958,,"LINESTRING (-88.2885591 41.996125, -88.2901074 41.9961376)",,
"[21827722, 689059565]","['East Main Street', 'Spruce Street']",tertiary,False,False,121.93200000000002,,"LINESTRING (-88.2885591 41.996125, -88.28801 41.996125, -88.287277 41.996546)",,
21817595,North Main Street,residential,False,False,101.084,,"LINESTRING (-88.288886 41.994306, -88.288871 41.995215)",,
21829552,South Main Street,residential,False,False,103.967,,"LINESTRING (-88.288886 41.994306, -88.2888853 41.993371)",,
140781207,East State Street,residential,False,False,132.685,,"LINESTRING (-88.288886 41.994306, -88.2872808 41.994331)",,
140781207,East State Street,residential,False,True,99.583,,"LINESTRING (-88.288886 41.994306, -88.290091 41.994306)",,
21818204,North South Elgin Boulevard,residential,False,False,98.296,,"LINESTRING (-88.2872808 41.994331, -88.28728 41.995215)",,
21821839,South South Elgin Boulevard,residential,False,False,108.772,,"LINESTRING (-88.2872808 41.994331, -88.2872747 41.9933528)",,
140781207,East State Street,residential,False,True,132.685,,"LINESTRING (-88.2872808 41.994331, -88.288886 41.994306)",,
21818204,North South Elgin Boulevard,residential,False,False,44.49,,"LINESTRING (-88.2872737 41.9961459, -88.287277 41.996546)",,
21818204,North South Elgin Boulevard,residential,False,True,103.513,,"LINESTRING (-88.2872737 41.9961459, -88.28728 41.995215)",,
21818204,North South Elgin Boulevard,residential,False,True,44.49,,"LINESTRING (-88.287277 41.996546, -88.2872737 41.9961459)",,
689059569,North South Elgin Boulevard,tertiary,False,False,53.835,,"LINESTRING (-88.287277 41.996546, -88.287261 41.99703)",,
"[21827722, 689059565]","['East Main Street', 'Spruce Street']",tertiary,False,True,121.93200000000002,,"LINESTRING (-88.287277 41.996546, -88.28801 41.996125, -88.2885591 41.996125)",,
171583434,South Gilbert Street,tertiary,False,False,142.019,,"LINESTRING (-88.2892397 41.9912325, -88.2884337 41.9901045)",,
171583434,South Gilbert Street,tertiary,False,True,105.524,,"LINESTRING (-88.2892397 41.9912325, -88.2898346 41.9920722)",,
21819027,Locust Street,residential,False,True,89.368,,"LINESTRING (-88.2892397 41.9912325, -88.2888185 41.99139, -88.2887713 41.9914254, -88.2887303 41.9914696, -88.2887323 41.9916526, -88.2886913 41.9917136, -88.2885785 41.9917654)",,
21819050,Locust Street,residential,False,False,101.757,,"LINESTRING (-88.2918506 41.9914559, -88.2906194 41.9914477)",,
21819050,Locust Street,residential,False,True,97.544,,"LINESTRING (-88.2918506 41.9914559, -88.2930306 41.9914749)",,
