osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref
82595023,Rue de la Tuilerie,residential,50,False,True,231.765,"LINESTRING (1.4029002 48.723319, 1.4028855 48.7233159, 1.4028685 48.7233106, 1.4028471 48.7232988, 1.4022837 48.7229408, 1.4021964 48.7228806, 1.4020288 48.7227726, 1.4019275 48.7226851, 1.4018084 48.7225729, 1.4013782 48.7221154, 1.4013312 48.7220601, 1.4013049 48.7220149, 1.401296 48.721976, 1.401303 48.7219352, 1.4013226 48.7218984, 1.4013964 48.7218015, 1.4014164 48.7217636, 1.4014214 48.7217286, 1.4014168 48.7216833, 1.4014104 48.7216399)",
476443926,Rue du Pressoir,residential,30,False,True,7.173,"LINESTRING (1.4001436 48.7208042, 1.4002173 48.7207618)",
82535870,Rue de l'Ancienne Mairie,tertiary,30,False,False,231.429,"LINESTRING (1.4001436 48.7208042, 1.4000515 48.7207548, 1.3998155 48.7207221, 1.3995539 48.7206983, 1.3993047 48.7206744, 1.39905 48.7206424, 1.3988601 48.7206002, 1.3987629 48.7205655, 1.3987161 48.7205488, 1.3985105 48.7204754, 1.3982936 48.7204173, 1.3978283 48.7203715, 1.3975701 48.7203249, 1.3974473 48.7202939, 1.3972743 48.7202464, 1.3971605 48.7202039)",D 152B
82535870,Rue de l'Ancienne Mairie,tertiary,30,False,True,156.40099999999998,"LINESTRING (1.4001436 48.7208042, 1.4002671 48.7209777, 1.4003457 48.7211477, 1.4004263 48.7213656, 1.4005255 48.7215487, 1.4007528 48.7216558, 1.4011119 48.7216458, 1.4014104 48.7216399)",D 152B
82443726,Rue de l'Église,tertiary,30,False,False,123.77199999999999,"LINESTRING (1.3971605 48.7202039, 1.3971655 48.7200492, 1.3970903 48.7196481, 1.3971382 48.7194119, 1.3971953 48.7192585, 1.3972524 48.7191051)",D 309
82535847,Grand Rue,tertiary,30,False,False,17.58,"LINESTRING (1.3971605 48.7202039, 1.3970906 48.7203119, 1.3970664 48.7203493)",D 152B
82535870,Rue de l'Ancienne Mairie,tertiary,30,False,True,231.429,"LINESTRING (1.3971605 48.7202039, 1.3972743 48.7202464, 1.3974473 48.7202939, 1.3975701 48.7203249, 1.3978283 48.7203715, 1.3982936 48.7204173, 1.3985105 48.7204754, 1.3987161 48.7205488, 1.3987629 48.7205655, 1.3988601 48.7206002, 1.39905 48.7206424, 1.3993047 48.7206744, 1.3995539 48.7206983, 1.3998155 48.7207221, 1.4000515 48.7207548, 1.4001436 48.7208042)",D 152B
82535847,Grand Rue,tertiary,30,False,True,41.474000000000004,"LINESTRING (1.3948354 48.7211627, 1.394912 48.7211317, 1.3950393 48.7210777, 1.3952497 48.7210201, 1.3953365 48.7209925)",D 152B
82535866,Rue de Dreux,tertiary,30,False,False,258.318,"LINESTRING (1.3948354 48.7211627, 1.3948376 48.7212031, 1.3950477 48.7214369, 1.3951731 48.7216819, 1.3951974 48.721952, 1.3952017 48.7220058, 1.3952279 48.7223315, 1.3952061 48.7224865, 1.3951331 48.7226737, 1.3950958 48.722737, 1.3950374 48.7228364, 1.3948334 48.7231532, 1.3947121 48.7233731)",D 152B
82535852,Rue des Landes,residential,30,False,False,74.286,"LINESTRING (1.3947121 48.7233731, 1.394792 48.7233971, 1.3948719 48.723421, 1.3956331 48.7236509)",
82535866,Rue de Dreux,tertiary,30,False,False,150.304,"LINESTRING (1.3947121 48.7233731, 1.3945032 48.7235777, 1.3939952 48.7240277, 1.3935387 48.7243741, 1.3934542 48.7244382)",D 152B
82535866,Rue de Dreux,tertiary,30,False,True,258.318,"LINESTRING (1.3947121 48.7233731, 1.3948334 48.7231532, 1.3950374 48.7228364, 1.3950958 48.722737, 1.3951331 48.7226737, 1.3952061 48.7224865, 1.3952279 48.7223315, 1.3952017 48.7220058, 1.3951974 48.721952, 1.3951731 48.7216819, 1.3950477 48.7214369, 1.3948376 48.7212031, 1.3948354 48.7211627)",D 152B
82535842,Rue Charles Péguy,residential,30,False,True,64.014,"LINESTRING (1.3972734 48.723515, 1.3968522 48.7240192)",
82443726,Rue de l'Église,tertiary,30,False,False,41.301,"LINESTRING (1.3972524 48.7191051, 1.3972578 48.719047, 1.3971656 48.7189698, 1.3969271 48.7188234)",D 309
82443726,Rue de l'Église,tertiary,30,False,True,123.772,"LINESTRING (1.3972524 48.7191051, 1.3971953 48.7192585, 1.3971382 48.7194119, 1.3970903 48.7196481, 1.3971655 48.7200492, 1.3971605 48.7202039)",D 309
82595014,Rue du Pressoir,residential,30,True,False,112.80699999999999,"LINESTRING (1.3972524 48.7191051, 1.3974414 48.7191208, 1.3981838 48.7192613, 1.3984243 48.7192916, 1.3987508 48.7193233)",
82443726,Rue de l'Église,tertiary,30,False,True,41.301,"LINESTRING (1.3969271 48.7188234, 1.3971656 48.7189698, 1.3972578 48.719047, 1.3972524 48.7191051)",D 309
82535842,Rue Charles Péguy,residential,30,False,False,64.014,"LINESTRING (1.3968522 48.7240192, 1.3972734 48.723515)",
82535852,Rue des Landes,residential,30,False,True,98.357,"LINESTRING (1.3968522 48.7240192, 1.3956331 48.7236509)",
82535878,Rue Pasteur,residential,30,False,True,43.565,"LINESTRING (1.3968522 48.7240192, 1.3965933 48.7243718)",
732213368,Rue Léontine Peauger,residential,30,False,True,72.975,"LINESTRING (1.3914402 48.7225647, 1.3908581 48.7220325)",
