osmid,name,highway,oneway,reversed,length,geometry,junction,bridge,ref
19033005,Clinton Street,residential,False,True,147.008,"LINESTRING (-82.9700958 40.8121276, -82.9710758 40.8121023, -82.9716088 40.8120919, -82.9716649 40.8120963, -82.9718362 40.8121289)",,,
1123637160,South Spring Street,residential,False,False,120.915,"LINESTRING (-82.9785824 40.8075639, -82.9785755 40.8086513)",,,
1123637160,South Spring Street,residential,False,True,120.23,"LINESTRING (-82.9785824 40.8075639, -82.9785966 40.8064827)",,,
19032845,West Rensselaer Street,residential,False,False,123.053,"LINESTRING (-82.9785824 40.8075639, -82.9778793 40.8075693, -82.9771204 40.8075731)",,,
19032845,West Rensselaer Street,residential,False,True,98.969,"LINESTRING (-82.9785824 40.8075639, -82.9792836 40.8075654, -82.9797583 40.8075663)",,,
19033981,West Mansfield Street,secondary,False,False,65.497,"LINESTRING (-82.976363 40.80867, -82.9764016 40.8086695, -82.9771411 40.80866)",,,
19034404,Washington Square,primary,True,False,70.291,"LINESTRING (-82.976363 40.80867, -82.9761935 40.8085302, -82.9757343 40.8085214, -82.9756092 40.808519)",circular,,
"[19033936, 19028923]",North East Street,residential,False,"[False, True]",183.96099999999998,"LINESTRING (-82.9722647 40.8095182, -82.9716779 40.8095088, -82.971202 40.809502, -82.971115 40.809479, -82.9711115 40.8092188, -82.9711273 40.808699)",,,
19032747,North Lane Street,residential,False,False,56.668,"LINESTRING (-82.9722647 40.8095182, -82.9722644 40.809684, -82.9722654 40.8098405, -82.9722699 40.8100278)",,,
19032747,North Lane Street,residential,False,True,37.385999999999996,"LINESTRING (-82.9722647 40.8095182, -82.9722607 40.809206, -82.9722611 40.809182)",,,
"[19034282, 19034167]","['Swagart Street', 'East Galen Street']",residential,False,True,131.518,"LINESTRING (-82.9722647 40.8095182, -82.9723276 40.8095191, -82.972383 40.8095207, -82.973335 40.809549, -82.9733869 40.809179)",,,
19032747,North Lane Street,residential,False,False,20.498,"LINESTRING (-82.9722762 40.8106865, -82.9722812 40.8108708)",,,
19032747,North Lane Street,residential,False,True,73.246,"LINESTRING (-82.9722762 40.8106865, -82.9722699 40.8100278)",,,
"[19031858, 19033933]",North East Street,residential,False,"[False, True]",109.29599999999999,"LINESTRING (-82.9722762 40.8106865, -82.9720204 40.8106807, -82.971346 40.8106547, -82.971253 40.8106368, -82.9711781 40.8106034, -82.9711172 40.8105477, -82.9711101 40.8104805)",,,
19032320,North Street,residential,False,False,94.751,"LINESTRING (-82.9733869 40.809179, -82.9722611 40.809182)",,,
19034282,Swagart Street,residential,False,True,54.146,"LINESTRING (-82.9733869 40.809179, -82.9733782 40.8086921)",,,
"[19034282, 19034167]","['Swagart Street', 'East Galen Street']",residential,False,False,131.51799999999997,"LINESTRING (-82.9733869 40.809179, -82.973335 40.809549, -82.972383 40.8095207, -82.9723276 40.8095191, -82.9722647 40.8095182)",,,
19032320,North Street,residential,False,True,94.751,"LINESTRING (-82.9722611 40.809182, -82.9733869 40.809179)",,,
19032747,North Lane Street,residential,False,True,54.374,"LINESTRING (-82.9722611 40.809182, -82.97226 40.808693)",,,
19032747,North Lane Street,residential,False,False,37.385999999999996,"LINESTRING (-82.9722611 40.809182, -82.9722607 40.809206, -82.9722647 40.8095182)",,,
19032747,North Lane Street,residential,False,True,20.498,"LINESTRING (-82.9722812 40.8108708, -82.9722762 40.8106865)",,,
19032352,East Mary Street,tertiary,False,False,158.61599999999999,"LINESTRING (-82.9722812 40.8108708, -82.9727043 40.8108666, -82.9728317 40.810865, -82.973405 40.810858, -82.9736558 40.8108536, -82.9741656 40.8108462)",,,
"[487539993, 487539994, 19032747]",North Lane Street,residential,False,False,146.678,"LINESTRING (-82.9722812 40.8108708, -82.9722812 40.8110058, -82.97227 40.8110899, -82.9722382 40.8111699, -82.9720986 40.8113323, -82.9720495 40.8114226, -82.9719572 40.811703, -82.971846 40.8120862, -82.9718362 40.8121289)",,yes,
19032695,North Walnut Street,secondary,False,True,88.389,"LINESTRING (-82.9741656 40.8108462, -82.9741638 40.8100513)",,,SR 19;SR 100
19032352,East Mary Street,tertiary,False,False,124.018,"LINESTRING (-82.9741656 40.8108462, -82.9749065 40.810838, -82.9756391 40.8108409)",,,
19032352,East Mary Street,tertiary,False,True,158.616,"LINESTRING (-82.9741656 40.8108462, -82.9736558 40.8108536, -82.973405 40.810858, -82.9728317 40.810865, -82.9727043 40.8108666, -82.9722812 40.8108708)",,,
19032695,North Walnut Street,secondary,False,False,122.515,"LINESTRING (-82.9741656 40.8108462, -82.9741674 40.8112072, -82.974176 40.8115914, -82.9741863 40.811842, -82.9741832 40.8119478)",,,SR 19;SR 100
19034411,North Sandusky Avenue,primary,False,False,119.658,"LINESTRING (-82.9756391 40.8108409, -82.975644 40.811917)",,,SR 4;SR 98
