osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,bridge,tunnel
11981891,True,5,Avenida 9 de Diciembre,primary,50,False,76.32499999999999,"LINESTRING (-77.04101 -12.0603624, -77.0409052 -12.0602879, -77.0406016 -12.0602599, -77.0403354 -12.0602353)",,,
1021325945,True,4,Plaza Francisco Bolognesi,primary,40,False,35.714000000000006,"LINESTRING (-77.04101 -12.0603624, -77.0409994 -12.0602725, -77.0410035 -12.0601615, -77.0410165 -12.0600846, -77.0410342 -12.0600467)",circular,,
129490542,True,,Jirón Hernán Velarde,residential,40,False,94.122,"LINESTRING (-77.0371895 -12.0657195, -77.0371591 -12.0657154, -77.036332 -12.0656041)",,,
409655391,True,,Avenida Arequipa,secondary_link,40,False,17.095,"LINESTRING (-77.0371895 -12.0657195, -77.0371996 -12.0656455, -77.037211 -12.0655672)",,,
409655391,True,,Avenida Arequipa,secondary_link,40,False,77.776,"LINESTRING (-77.037211 -12.0655672, -77.0373288 -12.0648773)",,,
892082572,True,5,Avenida 9 de Diciembre,primary,50,False,10.749,"LINESTRING (-77.0379307 -12.0599981, -77.0378322 -12.05999)",,,
"[329328310, 761576526]",True,4,Avenida Garcilazo de la Vega,secondary,40,False,141.066,"LINESTRING (-77.0379307 -12.0599981, -77.0379197 -12.0601199, -77.0378363 -12.0611371, -77.0378628 -12.0612603)",,,
320750256,True,5,Avenida 9 de Diciembre,primary,50,False,98.77799999999999,"LINESTRING (-77.0401424 -12.0600326, -77.0406275 -12.0600717, -77.0409307 -12.0600961, -77.0409746 -12.0600872, -77.0410342 -12.0600467)",,,
11985886,True,2,Avenida Paseo de la República,motorway,40,False,123.23899999999999,"LINESTRING (-77.0360904 -12.0601815, -77.0360209 -12.060452, -77.0359703 -12.0605572, -77.0359181 -12.0606526, -77.0358537 -12.0607702, -77.0356831 -12.0609584, -77.0355113 -12.0611005)",,,
329328085,True,8,Vía Expresa Grau,primary,40,False,81.44900000000001,"LINESTRING (-77.0360904 -12.0601815, -77.0360031 -12.0602344, -77.035938 -12.0602652, -77.0358566 -12.0602911, -77.0357333 -12.0603025, -77.0356539 -12.0602926, -77.035579 -12.0602734, -77.0355323 -12.0602557, -77.0354883 -12.0602336, -77.0354442 -12.0602114, -77.0354022 -12.0601724)",,,
"[761576537, 11981891]",True,5,Avenida 9 de Diciembre,primary,50,False,136.715,"LINESTRING (-77.0403354 -12.0602353, -77.0400617 -12.0602076, -77.0392255 -12.0601231, -77.0390849 -12.060108)",,,
338337377,True,8,Vía Expresa Grau,primary,40,False,92.612,"LINESTRING (-77.035432 -12.0595357, -77.0354684 -12.0594114, -77.0354907 -12.0593704, -77.0355204 -12.0593325, -77.0355454 -12.0593147, -77.0356388 -12.0592726, -77.0357421 -12.0592601, -77.0358393 -12.0592671, -77.0359502 -12.0592929, -77.0360754 -12.0593431, -77.0360991 -12.0593728)",,,
338546493,True,4,Avenida Paseo de la República,primary,35,False,147.666,"LINESTRING (-77.035432 -12.0595357, -77.0354649 -12.059171, -77.0354698 -12.0590523, -77.0355502 -12.0582129)",,,
"[319797049, 761576531]",True,5,Avenida 9 de Diciembre,primary,50,False,200.166,"LINESTRING (-77.0360991 -12.0593728, -77.0362765 -12.0595004, -77.0363462 -12.0595556, -77.0364083 -12.0595879, -77.0365389 -12.0596423, -77.0367316 -12.0596998, -77.036879 -12.0597263, -77.0370451 -12.0597486, -77.0372791 -12.0597688, -77.0373935 -12.0597787, -77.0376757 -12.0598011, -77.03773 -12.0598049, -77.0377717 -12.0598085, -77.0378418 -12.0598145)",,,
435394268,True,8,Vía Expresa Grau,primary,30,False,90.21600000000001,"LINESTRING (-77.0360991 -12.0593728, -77.0361235 -12.0599367, -77.0360904 -12.0601815)",,,
111935502,True,3,Avenida Almirante Miguel Grau,primary,50,False,44.638000000000005,"LINESTRING (-77.0354022 -12.0601724, -77.0352158 -12.0599931, -77.0351642 -12.0599647, -77.0350861 -12.0599213)",,,
279140884,True,8,Vía Expresa Grau,primary,30,False,71.07000000000001,"LINESTRING (-77.0354022 -12.0601724, -77.0353904 -12.0600291, -77.0353931 -12.0599056, -77.0354133 -12.0597068, -77.0354198 -12.0596474, -77.0354259 -12.0595916, -77.035432 -12.0595357)",,,
111935502,True,3,Avenida Almirante Miguel Grau,primary,50,False,126.07900000000001,"LINESTRING (-77.0350861 -12.0599213, -77.0349734 -12.05989, -77.0348627 -12.0598769, -77.0344612 -12.0598228, -77.0339398 -12.0597588)",,,
172244021,True,2,Jirón Cotabambas,residential,30,False,168.93699999999998,"LINESTRING (-77.034608 -12.0595462, -77.0345504 -12.0594563, -77.0337829 -12.0582589)",,,
359190907,True,3,Avenida Almirante Miguel Grau,primary,50,False,91.41700000000002,"LINESTRING (-77.034608 -12.0595462, -77.0351285 -12.0596125, -77.0352806 -12.0595883, -77.0353452 -12.0595751, -77.035432 -12.0595357)",,,
334764114,True,4,Vía Expresa Luis Fernán Bedoya Reyes,motorway,60,False,27.183,"LINESTRING (-77.0349119 -12.060981, -77.0350527 -12.060779)",,,
163519811,True,2,Avenida Paseo de la República,secondary,30,False,280.821,"LINESTRING (-77.0355113 -12.0611005, -77.0355019 -12.0611096, -77.0352902 -12.0613152, -77.035138 -12.0614505, -77.0350939 -12.0615032, -77.0350054 -12.0616092, -77.0348673 -12.0618061, -77.0347676 -12.0620077, -77.0344728 -12.0628607, -77.03431 -12.0632833)",,,
335953102,True,1,Vía Expresa Luis Fernán Bedoya Reyes,motorway,60,False,115.88300000000001,"LINESTRING (-77.0355113 -12.0611005, -77.0353714 -12.0611592, -77.0352747 -12.0612227, -77.0350679 -12.0613835, -77.0347477 -12.0617999)",,,
129490542,True,,Jirón Hernán Velarde,residential,40,False,30.294,"LINESTRING (-77.0361441 -12.065579, -77.0358681 -12.0655419)",,,
1183563028,True,4,Avenida Petit Thouars,secondary,60,False,17.312,"LINESTRING (-77.0361441 -12.065579, -77.0361719 -12.0654257)",,,
172601441,True,,Jirón Hernán Velarde,residential,40,False,19.245,"LINESTRING (-77.0361719 -12.0654257, -77.0363471 -12.0654502)",,,
"[1183563028, 676415439]",True,4,Avenida Petit Thouars,secondary,60,False,115.011,"LINESTRING (-77.0361719 -12.0654257, -77.036235 -12.0649869, -77.0362972 -12.0645569, -77.0363172 -12.0644012)",,,
675314801,True,4,Plaza Jorge Chávez,secondary,40,False,6.645,"LINESTRING (-77.0392366 -12.0649151, -77.0391986 -12.0649169, -77.0391756 -12.0649152)",circular,,
675314801,True,4,Plaza Jorge Chávez,secondary,40,False,6.62,"LINESTRING (-77.0394511 -12.0647285, -77.0394296 -12.0647842)",circular,,
1008734388,True,2,Avenida Paseo de la República,secondary,40,False,12.764,"LINESTRING (-77.0332141 -12.0651206, -77.033253 -12.0650123)",,,
39409072,True,2,Avenida Bauzate y Meza,secondary,30,False,127.32499999999999,"LINESTRING (-77.0332141 -12.0651206, -77.0331317 -12.0651091, -77.0328036 -12.0650636, -77.0324831 -12.0650192, -77.0322158 -12.0649822, -77.0320731 -12.0649059)",,,
163519812,True,2,Avenida Paseo de la República,secondary,40,False,37.686,"LINESTRING (-77.0335936 -12.0651758, -77.0335703 -12.0652378, -77.033478 -12.0654953)",,,
"[1146112624, 1146112619, 1008734389]",True,2,"['Avenida Bauzate y Meza', 'Avenida Jaime Bausate y Meza']",secondary,"['40', '30']",False,41.72,"LINESTRING (-77.0335936 -12.0651758, -77.0335459 -12.0651689, -77.0332594 -12.0651272, -77.0332141 -12.0651206)",,yes,
172601440,True,,Jirón Hernán Velarde,living_street,30,False,405.502,"LINESTRING (-77.0350956 -12.0654358, -77.0354238 -12.0660679, -77.0354881 -12.0661678, -77.0355008 -12.0662046, -77.035501 -12.0662433, -77.0354888 -12.0662802, -77.0354655 -12.0663115, -77.0354332 -12.0663341, -77.0353954 -12.0663457, -77.0353558 -12.0663451, -77.0353183 -12.0663324, -77.0352849 -12.0663068, -77.0352621 -12.0662717, -77.0352336 -12.0661721, -77.0351996 -12.0660716, -77.0348374 -12.06526, -77.0347257 -12.0650602, -77.0346055 -12.0648996, -77.03459 -12.0648609, -77.0345887 -12.0648194, -77.0346017 -12.0647798, -77.0346275 -12.0647468, -77.0346631 -12.0647241, -77.0347044 -12.0647144, -77.0347466 -12.0647188, -77.0347849 -12.0647368, -77.0348148 -12.0647663, -77.0348321 -12.0648012, -77.0349192 -12.0650598, -77.0350087 -12.0652617)",,,
172601441,True,,Jirón Hernán Velarde,residential,40,False,99.541,"LINESTRING (-77.0350087 -12.0652617, -77.0359152 -12.0653863)",,,
172601440,True,,Jirón Hernán Velarde,living_street,30,False,21.542,"LINESTRING (-77.0350087 -12.0652617, -77.0350486 -12.0653417, -77.0350956 -12.0654358)",,,
172601441,True,,Jirón Hernán Velarde,residential,40,False,28.255,"LINESTRING (-77.0359152 -12.0653863, -77.0361719 -12.0654257)",,,
440689136,True,,,residential,20,False,21.089,"LINESTRING (-77.0359152 -12.0653863, -77.0359378 -12.0654355, -77.0359386 -12.065466, -77.0359211 -12.0655018, -77.0358681 -12.0655419)",,,
39413204,True,2,Jirón Manuel Cuadros,residential,40,False,58.707,"LINESTRING (-77.0337829 -12.0582589, -77.0343193 -12.0581991)",,,
39413204,True,2,Jirón Manuel Cuadros,residential,40,False,115.838,"LINESTRING (-77.0327191 -12.0583135, -77.0332835 -12.0582845, -77.0334194 -12.0582776, -77.0337829 -12.0582589)",,,
412495541,True,2,Jirón Sandía,residential,30,False,133.61599999999999,"LINESTRING (-77.0327191 -12.0583135, -77.0329888 -12.0587899, -77.0330951 -12.0589778, -77.0333142 -12.0593648)",,,
