osmid,highway,oneway,reversed,length,geometry,name,lanes,ref,bridge
18252726,residential,False,False,163.914,"LINESTRING (-94.9495543 45.7403979, -94.9496352 45.7406427, -94.9496361 45.7406602, -94.9496484 45.740892, -94.9496195 45.7409984, -94.9495564 45.7410864, -94.9494356 45.7411579, -94.9490941 45.7412422, -94.9489154 45.741321, -94.948876 45.7414017, -94.9488681 45.7415722)",,,,
18257815,residential,False,False,81.755,"LINESTRING (-94.9488681 45.7415722, -94.9499216 45.7415704)",1st Street North,,,
18252726,residential,False,True,163.91400000000002,"LINESTRING (-94.9488681 45.7415722, -94.948876 45.7414017, -94.9489154 45.741321, -94.9490941 45.7412422, -94.9494356 45.7411579, -94.9495564 45.7410864, -94.9496195 45.7409984, -94.9496484 45.740892, -94.9496361 45.7406602, -94.9496352 45.7406427, -94.9495543 45.7403979)",,,,
18256324,residential,False,False,121.307,"LINESTRING (-94.9535332 45.7358553, -94.9536088 45.7358546, -94.9549784 45.7358424, -94.9550961 45.7358414)",4th Street South,,,
18256324,residential,False,True,124.63899999999998,"LINESTRING (-94.9535332 45.7358553, -94.952508 45.7358679, -94.9520784 45.7358732, -94.9519275 45.7358751)",4th Street South,,,
18260094,residential,False,True,140.53900000000002,"LINESTRING (-94.9535332 45.7358553, -94.9535355 45.7359482, -94.9535627 45.7370448, -94.9535645 45.737119)",Oak Street South,,,
18254637,residential,False,False,169.709,"LINESTRING (-94.9565367 45.733276, -94.9570458 45.7335994, -94.9577791 45.7340653, -94.9581538 45.7343033)",Railroad Avenue,,,
18254637,residential,False,True,169.709,"LINESTRING (-94.9581538 45.7343033, -94.9577791 45.7340653, -94.9570458 45.7335994, -94.9565367 45.733276)",Railroad Avenue,,,
"[18260692, 18260693]",residential,False,False,167.95999999999998,"LINESTRING (-94.9581538 45.7343033, -94.9581856 45.7351432, -94.9581908 45.7358135)",Walnut Street South,,,
18254851,residential,False,False,74.94,"LINESTRING (-94.9544556 45.7333217, -94.9538093 45.7338224)",Grove Lake Street,,,
18261777,residential,False,True,50.822,"LINESTRING (-94.9544556 45.7333217, -94.9538008 45.7333197)",6th Street South,,,
18258381,residential,False,False,179.76200000000003,"LINESTRING (-94.9544556 45.7333217, -94.9546405 45.7333178, -94.9548447 45.7333134, -94.9548823 45.7333202, -94.9549465 45.7333318, -94.9550279 45.7333776, -94.9550373 45.7334301, -94.9550604 45.7345005, -94.955062 45.7345756)",Elm Street South,,,
18254851,residential,False,False,38.993,"LINESTRING (-94.9538093 45.7338224, -94.9534791 45.7340867)",Grove Lake Street,,,
18254851,residential,False,True,74.94,"LINESTRING (-94.9538093 45.7338224, -94.9544556 45.7333217)",Grove Lake Street,,,
18256717,residential,False,True,55.902,"LINESTRING (-94.9538093 45.7338224, -94.9538008 45.7333197)",Getty Street South,,,
18254851,residential,False,False,79.126,"LINESTRING (-94.9534791 45.7340867, -94.9527801 45.7346047)",Grove Lake Street,,,
18254851,residential,False,True,38.993,"LINESTRING (-94.9534791 45.7340867, -94.9538093 45.7338224)",Grove Lake Street,,,
18260093,residential,False,False,56.375,"LINESTRING (-94.9534791 45.7340867, -94.953499 45.7345935)",Oak Street South,,,
18254851,residential,False,True,79.126,"LINESTRING (-94.9527801 45.7346047, -94.9534791 45.7340867)",Grove Lake Street,,,
18256610,residential,False,False,55.809,"LINESTRING (-94.9527801 45.7346047, -94.953499 45.7345935)",5th Street South,,,
18256610,residential,False,True,67.221,"LINESTRING (-94.9527801 45.7346047, -94.9527079 45.734605, -94.9524834 45.7346059, -94.9520542 45.7346076, -94.951914 45.7346081)",5th Street South,,,
18256324,residential,False,False,121.547,"LINESTRING (-94.9472257 45.7359168, -94.9473384 45.7359158, -94.9480127 45.7359096, -94.9486811 45.7359035, -94.9487917 45.7359025)",4th Street South,,,
18257428,residential,False,False,142.24699999999999,"LINESTRING (-94.9472257 45.7359168, -94.947228 45.7359971, -94.9472605 45.7371233, -94.9472626 45.7371958)",Ash Street South,,,
18257428,residential,False,True,141.938,"LINESTRING (-94.9472257 45.7359168, -94.9472234 45.7358386, -94.9471902 45.7347199, -94.9471878 45.7346406)",Ash Street South,,,
18256324,residential,False,False,121.193,"LINESTRING (-94.9487917 45.7359025, -94.948901 45.7359014, -94.9502309 45.7358883, -94.9503531 45.7358871)",4th Street South,,,
18256324,residential,False,True,121.547,"LINESTRING (-94.9487917 45.7359025, -94.9486811 45.7359035, -94.9480127 45.7359096, -94.9473384 45.7359158, -94.9472257 45.7359168)",4th Street South,,,
18259003,residential,False,False,142.088,"LINESTRING (-94.9487917 45.7359025, -94.9487925 45.7359815, -94.9488032 45.7371082, -94.9488039 45.7371803)",Birch Street South,,,
18259003,residential,False,True,141.905,"LINESTRING (-94.9487917 45.7359025, -94.9487904 45.7358208, -94.9487726 45.7347121, -94.9487712 45.7346264)",Birch Street South,,,
18256324,residential,False,False,122.197,"LINESTRING (-94.9503531 45.7358871, -94.9504679 45.7358862, -94.9517983 45.7358761, -94.9519275 45.7358751)",4th Street South,,,
18256324,residential,False,True,121.193,"LINESTRING (-94.9503531 45.7358871, -94.9502309 45.7358883, -94.948901 45.7359014, -94.9487917 45.7359025)",4th Street South,,,
