osmid,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,lanes,ref
9059048,Chestnut Alley,residential,False,False,63.677,"LINESTRING (-76.788795 40.2091956, -76.7886818 40.2097617)",,,,
9063528,Broad Street,residential,False,True,66.952,"LINESTRING (-76.788795 40.2091956, -76.7895607 40.2093391)",,,,
9063528,Broad Street,residential,False,False,130.178,"LINESTRING (-76.788795 40.2091956, -76.787818 40.2090352, -76.7876306 40.2089735, -76.7873593 40.2088306)",,,,
9059048,Chestnut Alley,residential,False,False,59.512,"LINESTRING (-76.7886818 40.2097617, -76.7885618 40.210289)",,,,
9059048,Chestnut Alley,residential,False,True,63.677,"LINESTRING (-76.7886818 40.2097617, -76.788795 40.2091956)",,,,
9068514,Penn Street,residential,True,False,85.773,"LINESTRING (-76.7886818 40.2097617, -76.789675 40.2099021)",,,,
9059048,Chestnut Alley,residential,False,False,44.011,"LINESTRING (-76.7885618 40.210289, -76.7884432 40.2106743)",,,,
9059048,Chestnut Alley,residential,False,True,59.512,"LINESTRING (-76.7885618 40.210289, -76.7886818 40.2097617)",,,,
151807274,Steel Avenue,residential,False,True,102.61,"LINESTRING (-76.7885618 40.210289, -76.7897606 40.2104048)",,,,
"[692838362, 151807274, 692838363]",Steel Avenue,residential,False,False,219.47200000000004,"LINESTRING (-76.7885618 40.210289, -76.7885136 40.2102848, -76.7876057 40.2102053, -76.7873925 40.2101866, -76.7872969 40.210176, -76.7871318 40.2101592, -76.7859974 40.2100439)",yes,,,
9059048,Chestnut Alley,residential,False,True,44.011,"LINESTRING (-76.7884432 40.2106743, -76.7885618 40.210289)",,,,
9061706,Chestnut Street,residential,False,False,48.921,"LINESTRING (-76.7884432 40.2106743, -76.7883561 40.2111092)",,,,
64882521,Market Street,residential,False,False,89.999,"LINESTRING (-76.7884432 40.2106743, -76.7873933 40.2105637)",,,,
64882521,Market Street,residential,False,True,118.654,"LINESTRING (-76.7884432 40.2106743, -76.7898317 40.2107938)",,,,
9061123,Market Street,residential,True,False,57.436,"LINESTRING (-76.7847852 40.2103672, -76.7854357 40.2105087)",,,,
9064797,Grant Street,residential,False,True,44.888,"LINESTRING (-76.7847852 40.2103672, -76.7849325 40.2099795)",,,,
9068270,Vine Street,residential,False,True,46.275,"LINESTRING (-76.7922918 40.211101, -76.7923959 40.2106925)",,,,
9061132,Market Street,residential,False,False,82.89999999999999,"LINESTRING (-76.7922918 40.211101, -76.7913571 40.2109817, -76.7913289 40.2109781)",,,,
1067852881,Vine Street,residential,False,False,118.549,"LINESTRING (-76.7922918 40.211101, -76.7922216 40.211562, -76.7924877 40.2121287)",,,,
9070572,Paxton Street,residential,False,False,53.381,"LINESTRING (-76.7898317 40.2107938, -76.7898808 40.2112724)",,,,
9070572,Paxton Street,residential,False,True,43.674,"LINESTRING (-76.7898317 40.2107938, -76.7897606 40.2104048)",,,,
