osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,lanes,junction
"[990669832, 43512335]",Newport Street,tertiary,30 mph,False,False,65.824,"LINESTRING (-3.488221 50.9051507, -3.4882008 50.9051369, -3.4881766 50.9051285, -3.4881129 50.9051213, -3.4880058 50.9051194, -3.4876465 50.9051172, -3.487378 50.9051134, -3.4872973 50.905121)",,,,
5737732,Leat Street,primary,30 mph,False,False,203.555,"LINESTRING (-3.4927234 50.9042138, -3.4928123 50.9043936, -3.4929433 50.9046376, -3.4930889 50.9048903, -3.4931902 50.9050595, -3.4932451 50.9051477, -3.4933151 50.905206, -3.493405 50.9052716, -3.4937035 50.9054963, -3.4940955 50.9057944)",A3126,,,
5737968,West Exe North,primary,30 mph,True,False,21.569,"LINESTRING (-3.4927234 50.9042138, -3.4926143 50.9041204, -3.4925205 50.9040696)",A3126,,,
5737972,Church Street,primary,30 mph,True,False,21.328000000000003,"LINESTRING (-3.4925234 50.9027387, -3.4925431 50.9027553, -3.492562 50.9027901, -3.4925745 50.9028837, -3.4925801 50.9029239)",A3126,,,
37565764,Brewin Road,residential,,False,False,32.999,"LINESTRING (-3.4925234 50.9027387, -3.4925413 50.9026979, -3.4925206 50.9024438)",,,,
5737738,Gold Street,tertiary,30 mph,False,True,17.664,"LINESTRING (-3.4837974 50.9034016, -3.4840434 50.9033674)",,,,
"[5737738, 30045492, 5885794, 308751998]","['Gold Street', 'Station Road']",tertiary,30 mph,False,False,130.709,"LINESTRING (-3.4837974 50.9034016, -3.4836714 50.9034116, -3.4834573 50.9034356, -3.4833748 50.9034375, -3.4833278 50.9034333, -3.4832286 50.9034096, -3.4831676 50.9033821, -3.4830985 50.903347, -3.4828769 50.9032243, -3.4827001 50.9031331, -3.4825709 50.9030664, -3.4822996 50.9029417, -3.4822203 50.9029102)",,yes,,
5737738,Gold Street,tertiary,30 mph,False,False,17.664,"LINESTRING (-3.4840434 50.9033674, -3.4837974 50.9034016)",,,,
"[5790795, 5737735]","['Bampton Street', 'Gold Street']",tertiary,,True,False,376.39000000000004,"LINESTRING (-3.4840434 50.9033674, -3.4846736 50.9032577, -3.4851648 50.9031772, -3.4855523 50.9031225, -3.4858175 50.9030905, -3.4860958 50.9030694, -3.4862132 50.9030726, -3.4862702 50.9030804, -3.4863195 50.9030979, -3.4862891 50.9033032, -3.4862764 50.9035058, -3.486269 50.9039192, -3.4862391 50.9041374, -3.4862224 50.9043467, -3.486225 50.9045464, -3.4862617 50.9047648, -3.48628 50.9048299, -3.4862763 50.9048892, -3.4862562 50.9049213, -3.4862143 50.9049559, -3.4861763 50.9049811)",,,1,
5790792,Barrington Street,tertiary,30 mph,True,False,143.89800000000002,"LINESTRING (-3.4851669 50.9050456, -3.4850854 50.9049848, -3.4850062 50.9048418, -3.4848482 50.9045852, -3.4848416 50.9045723, -3.4848102 50.9045107, -3.4844552 50.9039184, -3.4844063 50.9038486)",,,,
