osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,access
4860354,Gilmour Street Southeast,residential,False,False,159.003,,"LINESTRING (-85.610033 42.944897, -85.6080799 42.9449242)",,
17842138,Breton Road Southeast,secondary,False,False,26.477,25 mph,"LINESTRING (-85.610033 42.944897, -85.610023 42.944659)",,
17839416,Kenesaw Drive Southeast,residential,False,True,75.744,,"LINESTRING (-85.6080652 42.9442431, -85.6080799 42.9449242)",,
17847841,Santa Monica Street Southeast,residential,False,True,158.43,,"LINESTRING (-85.6080652 42.9442431, -85.610011 42.944208)",,
17839416,Kenesaw Drive Southeast,residential,False,False,62.28,,"LINESTRING (-85.6080652 42.9442431, -85.6080512 42.943802, -85.6080158 42.943735, -85.60797 42.943702)",,
17842138,Breton Road Southeast,secondary,False,False,45.376,25 mph,"LINESTRING (-85.610011 42.944208, -85.61 42.9438)",,
17842138,Breton Road Southeast,secondary,False,True,50.158,25 mph,"LINESTRING (-85.610011 42.944208, -85.610023 42.944659)",,
17847841,Santa Monica Street Southeast,residential,False,False,158.43,,"LINESTRING (-85.610011 42.944208, -85.6080652 42.9442431)",,
558994689,Lake Drive Southeast,secondary,False,True,147.962,25 mph,"LINESTRING (-85.6080465 42.9454491, -85.6064753 42.9447799)",2,yes
17839416,Kenesaw Drive Southeast,residential,False,False,59.083,,"LINESTRING (-85.6080465 42.9454491, -85.6080806 42.945404, -85.6080799 42.9449242)",,
4860354,Gilmour Street Southeast,residential,False,True,159.003,,"LINESTRING (-85.6080799 42.9449242, -85.610033 42.944897)",,
17839416,Kenesaw Drive Southeast,residential,False,False,75.744,,"LINESTRING (-85.6080799 42.9449242, -85.6080652 42.9442431)",,
17839416,Kenesaw Drive Southeast,residential,False,True,59.083,,"LINESTRING (-85.6080799 42.9449242, -85.6080806 42.945404, -85.6080465 42.9454491)",,
17839416,Kenesaw Drive Southeast,residential,False,False,197.24699999999999,,"LINESTRING (-85.60797 42.943702, -85.60786 42.943566, -85.607815 42.943341, -85.607811 42.942946, -85.607794 42.942508, -85.607795 42.942066, -85.607837 42.941957)",,
"[17856120, 17860057]","['Keneberry Way Southeast', 'Eldorado Drive Southeast']",residential,False,False,308.981,,"LINESTRING (-85.60797 42.943702, -85.608015 42.943674, -85.608053 42.94366, -85.608103 42.943655, -85.608209 42.943653, -85.6085937 42.9436717, -85.6086521 42.9436615, -85.6086941 42.9436359, -85.6087175 42.9435965, -85.608722 42.943522, -85.608692 42.942091, -85.608668 42.942045, -85.608598 42.942011, -85.608518 42.942005, -85.607988 42.94199, -85.607896 42.94198, -85.607837 42.941957)",,
17839416,Kenesaw Drive Southeast,residential,False,True,62.28,,"LINESTRING (-85.60797 42.943702, -85.6080158 42.943735, -85.6080512 42.943802, -85.6080652 42.9442431)",,
17860057,Eldorado Drive Southeast,residential,False,True,96.634,,"LINESTRING (-85.60797 42.943702, -85.607914 42.943725, -85.607841 42.943733, -85.6072557 42.9437367, -85.606792 42.943745)",,
17839416,Kenesaw Drive Southeast,residential,False,False,104.148,,"LINESTRING (-85.607837 42.941957, -85.607863 42.941863, -85.607878 42.941735, -85.607852 42.941023)",,
17839416,Kenesaw Drive Southeast,residential,False,True,197.247,,"LINESTRING (-85.607837 42.941957, -85.607795 42.942066, -85.607794 42.942508, -85.607811 42.942946, -85.607815 42.943341, -85.60786 42.943566, -85.60797 42.943702)",,
"[17856120, 17860057]","['Keneberry Way Southeast', 'Eldorado Drive Southeast']",residential,False,True,308.981,,"LINESTRING (-85.607837 42.941957, -85.607896 42.94198, -85.607988 42.94199, -85.608518 42.942005, -85.608598 42.942011, -85.608668 42.942045, -85.608692 42.942091, -85.608722 42.943522, -85.6087175 42.9435965, -85.6086941 42.9436359, -85.6086521 42.9436615, -85.6085937 42.9436717, -85.608209 42.943653, -85.608103 42.943655, -85.608053 42.94366, -85.608015 42.943674, -85.60797 42.943702)",,
1221857958,Hall Street Southeast,secondary,False,False,91.742,25 mph,"LINESTRING (-85.607852 42.941023, -85.606725 42.94103)",,
17839416,Kenesaw Drive Southeast,residential,False,True,104.148,,"LINESTRING (-85.607852 42.941023, -85.607878 42.941735, -85.607863 42.941863, -85.607837 42.941957)",,
1221857958,Hall Street Southeast,secondary,False,True,180.955,25 mph,"LINESTRING (-85.607852 42.941023, -85.6099302 42.9410249, -85.610075 42.941025)",,
17842138,Breton Road Southeast,secondary,False,False,50.158,25 mph,"LINESTRING (-85.610023 42.944659, -85.610011 42.944208)",,
17842138,Breton Road Southeast,secondary,False,True,26.477,25 mph,"LINESTRING (-85.610023 42.944659, -85.610033 42.944897)",,
17863956,Argentina Drive Southeast,residential,False,True,93.204,,"LINESTRING (-85.610023 42.944659, -85.611168 42.94465)",,
17842138,Breton Road Southeast,secondary,False,False,107.545,25 mph,"LINESTRING (-85.61 42.9438, -85.609975 42.942833)",,
17842138,Breton Road Southeast,secondary,False,True,45.376,25 mph,"LINESTRING (-85.61 42.9438, -85.610011 42.944208)",,
255822807,Eldorado Drive Southeast,residential,False,False,272.22499999999997,,"LINESTRING (-85.61 42.9438, -85.611798 42.943844, -85.612044 42.943857, -85.612432 42.94386, -85.612744 42.943857, -85.6133427 42.9438544)",,
843733523,el Dorado Drive Southeast,residential,False,False,40.85,,"LINESTRING (-85.61 42.9438, -85.6099066 42.9438125, -85.6094997 42.9438147)",,
17842138,Breton Road Southeast,secondary,False,True,107.545,25 mph,"LINESTRING (-85.609975 42.942833, -85.61 42.9438)",,
17842138,Breton Road Southeast,secondary,False,False,202.10000000000002,25 mph,"LINESTRING (-85.609975 42.942833, -85.6099665 42.9425128, -85.6099514 42.9419411, -85.609942 42.941586, -85.609956 42.941456, -85.6099766 42.9413731, -85.609992 42.941311, -85.610025 42.941218, -85.6100516 42.9411152, -85.610075 42.941025)",,
17854537,Burchard Street Southeast,residential,False,True,245.909,,"LINESTRING (-85.609975 42.942833, -85.611771 42.942829, -85.6120262 42.9428273, -85.612996 42.942821)",,
17842138,Breton Road Southeast,secondary,False,False,41.295,25 mph,"LINESTRING (-85.610075 42.941025, -85.6101035 42.9409412, -85.610167 42.94066)",,
17842138,Breton Road Southeast,secondary,False,True,202.1,25 mph,"LINESTRING (-85.610075 42.941025, -85.6100516 42.9411152, -85.610025 42.941218, -85.609992 42.941311, -85.6099766 42.9413731, -85.609956 42.941456, -85.609942 42.941586, -85.6099514 42.9419411, -85.6099665 42.9425128, -85.609975 42.942833)",,
1221857958,Hall Street Southeast,secondary,False,False,180.955,25 mph,"LINESTRING (-85.610075 42.941025, -85.6099302 42.9410249, -85.607852 42.941023)",,
1221857958,Hall Street Southeast,secondary,False,True,150.789,25 mph,"LINESTRING (-85.610075 42.941025, -85.6102153 42.9410279, -85.610315 42.94103, -85.6106 42.941028, -85.6119273 42.9410233)",,
17842138,Breton Road Southeast,secondary,False,False,209.522,25 mph,"LINESTRING (-85.610167 42.94066, -85.610189 42.94053, -85.610197 42.940428, -85.610195 42.939864, -85.610128 42.938778)",,
17842138,Breton Road Southeast,secondary,False,True,41.295,25 mph,"LINESTRING (-85.610167 42.94066, -85.6101035 42.9409412, -85.610075 42.941025)",,
17852882,Willshire Drive Southeast,residential,False,True,303.10200000000003,,"LINESTRING (-85.610167 42.94066, -85.6103224 42.9405992, -85.610507 42.940527, -85.610767 42.940397, -85.6116576 42.9398701, -85.612834 42.939174, -85.613108 42.938997)",,
17842138,Breton Road Southeast,secondary,False,False,88.53999999999999,25 mph,"LINESTRING (-85.610128 42.938778, -85.610117 42.938657, -85.610067 42.937983)",,
17842138,Breton Road Southeast,secondary,False,True,209.522,25 mph,"LINESTRING (-85.610128 42.938778, -85.610195 42.939864, -85.610197 42.940428, -85.610189 42.94053, -85.610167 42.94066)",,
17844373,Oakwood Drive Southeast,residential,False,False,320.443,,"LINESTRING (-85.610128 42.938778, -85.6099941 42.938776, -85.609733 42.938772, -85.60902 42.938787, -85.608079 42.938829, -85.607173 42.938905, -85.60621 42.939009)",,
17844373,Oakwood Drive Southeast,residential,False,True,245.765,,"LINESTRING (-85.610128 42.938778, -85.6102571 42.9388186, -85.610322 42.938839, -85.610586 42.938889, -85.611056 42.938951, -85.61168 42.938996, -85.612074 42.938991, -85.612663 42.938968, -85.613108 42.938997)",,
17842138,Breton Road Southeast,secondary,False,False,28.401,25 mph,"LINESTRING (-85.610067 42.937983, -85.610047 42.937728)",,
17842138,Breton Road Southeast,secondary,False,True,88.53999999999999,25 mph,"LINESTRING (-85.610067 42.937983, -85.610117 42.938657, -85.610128 42.938778)",,
17873400,Elmwood Drive Southeast,residential,False,True,26.783,,"LINESTRING (-85.610067 42.937983, -85.610177 42.937983, -85.610396 42.937983)",,
17842138,Breton Road Southeast,secondary,False,True,28.401,25 mph,"LINESTRING (-85.610047 42.937728, -85.610067 42.937983)",,
17842138,Breton Road Southeast,secondary,False,False,113.04599999999999,25 mph,"LINESTRING (-85.610047 42.937728, -85.6099754 42.9368085, -85.609968 42.936713)",,
17873408,Elmwood Drive Southeast,residential,False,False,309.25999999999993,,"LINESTRING (-85.610047 42.937728, -85.6099107 42.9377263, -85.609257 42.937718, -85.608875 42.937723, -85.608502 42.937745, -85.6082 42.93777, -85.6075288 42.937849, -85.606828 42.9379068, -85.6064163 42.9379329, -85.606266 42.937929)",,
17842138,Breton Road Southeast,secondary,False,True,113.04599999999999,25 mph,"LINESTRING (-85.609968 42.936713, -85.6099754 42.9368085, -85.610047 42.937728)",,
17847178,Estelle Drive Southeast,residential,False,False,86.796,,"LINESTRING (-85.612143 42.937224, -85.61171 42.937223, -85.611445 42.937238, -85.611264 42.93726, -85.611085 42.937291)",,
17847178,Estelle Drive Southeast,residential,False,True,220.623,,"LINESTRING (-85.612143 42.937224, -85.612659 42.937287, -85.613089 42.937324, -85.613576 42.937342, -85.614239 42.937325, -85.614841 42.937299)",,
17842774,Eastlawn Road Southeast,residential,False,False,144.494,,"LINESTRING (-85.614433 42.941016, -85.613655 42.939848)",,
756797345,Hall Street Southeast,secondary,False,False,39.399,25 mph,"LINESTRING (-85.614433 42.941016, -85.613949 42.941013)",,
756797345,Hall Street Southeast,secondary,False,True,42.653999999999996,25 mph,"LINESTRING (-85.614433 42.941016, -85.614727 42.941015, -85.614957 42.941015)",,
17842774,Eastlawn Road Southeast,residential,False,True,144.494,,"LINESTRING (-85.613655 42.939848, -85.614433 42.941016)",,
