osmid,oneway,name,highway,reversed,length,geometry,ref,lanes,bridge,junction
17310741,False,West Adams Street,residential,False,96.664,"LINESTRING (-85.3865739 40.1919682, -85.3866489 40.1919696, -85.3871477 40.1919788, -85.3872575 40.1919803, -85.3874933 40.1919861, -85.3876223 40.1919893, -85.3877115 40.1919915)",,,,
17310963,False,South Walnut Street,tertiary,False,94.87700000000001,"LINESTRING (-85.3865739 40.1919682, -85.3865725 40.1919276, -85.3865685 40.1915434, -85.3865638 40.1911801, -85.386563 40.191115)",,,,
17310963,False,South Walnut Street,tertiary,True,93.713,"LINESTRING (-85.3865739 40.1919682, -85.3865721 40.1920212, -85.3865604 40.1923511, -85.3865426 40.1927658, -85.3865407 40.1928106)",,,,
17316784,False,East Adams Street,residential,True,95.41300000000001,"LINESTRING (-85.3865739 40.1919682, -85.3864879 40.1919672, -85.3859934 40.1919566, -85.3859687 40.1919565, -85.3856918 40.1919509, -85.3855336 40.1919477, -85.385451 40.191946)",,,,
17310741,False,West Adams Street,residential,True,96.664,"LINESTRING (-85.3877115 40.1919915, -85.3876223 40.1919893, -85.3874933 40.1919861, -85.3872575 40.1919803, -85.3871477 40.1919788, -85.3866489 40.1919696, -85.3865739 40.1919682)",,,,
782199598,False,West Adams Street,residential,False,95.15100000000001,"LINESTRING (-85.3877115 40.1919915, -85.387824 40.1919935, -85.3886461 40.1920082, -85.388752 40.1920101, -85.3888314 40.1920115)",,,,
782199599,True,South High Street,secondary,False,97.91900000000001,"LINESTRING (-85.3877115 40.1919915, -85.3877118 40.1919367, -85.3877137 40.1916143, -85.3877141 40.1914993, -85.3877048 40.1911755, -85.387703 40.191111)",,,,
17319264,False,South Franklin Street,residential,False,93.476,"LINESTRING (-85.3888314 40.1920115, -85.38883 40.1920684, -85.3888191 40.1925172, -85.3888125 40.1927888, -85.388811 40.192852)",,,,
17319264,False,South Franklin Street,residential,True,101.246,"LINESTRING (-85.3888314 40.1920115, -85.3888309 40.1919608, -85.3888275 40.191637, -85.3888228 40.1911754, -85.388822 40.191101)",,,,
782199598,False,West Adams Street,residential,False,93.69800000000001,"LINESTRING (-85.3888314 40.1920115, -85.3889144 40.1920166, -85.3890423 40.1920208, -85.3892657 40.1920271, -85.3893788 40.1920303, -85.3897173 40.192035, -85.3898668 40.1920393, -85.3899337 40.1920404)",,,,
782199598,False,West Adams Street,residential,True,95.15100000000001,"LINESTRING (-85.3888314 40.1920115, -85.388752 40.1920101, -85.3886461 40.1920082, -85.387824 40.1919935, -85.3877115 40.1919915)",,,,
782199598,False,West Adams Street,residential,False,93.448,"LINESTRING (-85.3899337 40.1920404, -85.3900043 40.1920454, -85.390154 40.1920488, -85.3909626 40.1920671, -85.3910331 40.1920687)",,,,
782199598,False,West Adams Street,residential,True,93.69800000000001,"LINESTRING (-85.3899337 40.1920404, -85.3898668 40.1920393, -85.3897173 40.192035, -85.3893788 40.1920303, -85.3892657 40.1920271, -85.3890423 40.1920208, -85.3889144 40.1920166, -85.3888314 40.1920115)",,,,
782262702,False,South Liberty Street,tertiary,False,105.35,"LINESTRING (-85.3899337 40.1920404, -85.3899352 40.1919724, -85.3899321 40.1916619, -85.389931 40.191531, -85.3899312 40.1915117, -85.389935 40.191183, -85.389936 40.191093)",,,,
782262702,False,South Liberty Street,tertiary,True,92.38199999999999,"LINESTRING (-85.3899337 40.1920404, -85.3899319 40.1920915, -85.389921 40.1924637, -85.3899108 40.192809, -85.389909 40.192871)",,,,
17310911,False,South Cherry Street,residential,False,104.93300000000002,"LINESTRING (-85.3910331 40.1920687, -85.391034 40.1920153, -85.3910411 40.1916046, -85.3910413 40.1915532, -85.3910481 40.1911978, -85.3910495 40.1911251)",,,,
17310911,False,South Cherry Street,residential,True,92.595,"LINESTRING (-85.3910331 40.1920687, -85.391032 40.1921238, -85.3910299 40.1922322, -85.3910252 40.1924715, -85.3910246 40.1925177, -85.3910152 40.192864, -85.3910142 40.1929013)",,,,
782199598,False,West Adams Street,residential,False,93.88499999999999,"LINESTRING (-85.3910331 40.1920687, -85.3911033 40.19207, -85.3911989 40.1920717, -85.3919008 40.1920842, -85.3920698 40.1920872, -85.3921381 40.1920884)",,,,
782199598,False,West Adams Street,residential,True,93.448,"LINESTRING (-85.3910331 40.1920687, -85.3909626 40.1920671, -85.390154 40.1920488, -85.3900043 40.1920454, -85.3899337 40.1920404)",,,,
17315783,False,South Council Street,residential,True,92.649,"LINESTRING (-85.3921381 40.1920884, -85.3921355 40.1921338, -85.3921192 40.1924895, -85.3921133 40.1927764, -85.3921111 40.1928805, -85.3921103 40.1929213)",,,,
782199598,False,West Adams Street,residential,True,93.885,"LINESTRING (-85.3921381 40.1920884, -85.3920698 40.1920872, -85.3919008 40.1920842, -85.3911989 40.1920717, -85.3911033 40.19207, -85.3910331 40.1920687)",,,,
782199600,False,South Council Street,residential,False,104.402,"LINESTRING (-85.3921381 40.1920884, -85.392138 40.1920275, -85.3921373 40.1916286, -85.3921396 40.1911495)",,,,
17310757,True,North Elm Street,residential,False,97.21900000000001,"LINESTRING (-85.382883 40.193613, -85.3828707 40.1939712, -85.3828677 40.1940576, -85.3828639 40.1941676, -85.382858 40.1943395, -85.382855 40.1944273, -85.382853 40.194487)",,,,
782462386,True,East Main Street,secondary,False,119.95400000000001,"LINESTRING (-85.382883 40.193613, -85.3833507 40.193619, -85.3833986 40.1936198, -85.38364 40.1936204, -85.3842343 40.193631, -85.384295 40.193631)",SR 32,,,
17315534,False,East Washington Street,residential,True,120.558,"LINESTRING (-85.382853 40.194487, -85.3829214 40.1944882, -85.3835681 40.1944996, -85.3841936 40.1945106, -85.384272 40.194512)",,,,
782256863,True,North Elm Street,residential,False,98.10300000000001,"LINESTRING (-85.382853 40.194487, -85.3828504 40.1945818, -85.3828488 40.1949326, -85.3828413 40.1953692)",,,,
782256864,False,East Washington Street,residential,False,96.087,"LINESTRING (-85.382853 40.194487, -85.3828022 40.194487, -85.382674 40.194487, -85.3819923 40.1944741, -85.3819452 40.1944734, -85.3818594 40.1944721, -85.381722 40.19447)",,,,
17317423,True,East Gilbert Street,residential,False,119.978,"LINESTRING (-85.3828413 40.1953692, -85.3829026 40.1953703, -85.3842535 40.1953939)",,,,
782256863,True,North Elm Street,residential,False,92.702,"LINESTRING (-85.3828413 40.1953692, -85.3828235 40.1958011, -85.3828211 40.195894, -85.3828133 40.1962026)",,,,
17317026,True,East North Street,residential,False,96.133,"LINESTRING (-85.3828133 40.1962026, -85.38259 40.1961973, -85.3818026 40.1961788, -85.381682 40.196176)",,,,
782256863,True,North Elm Street,residential,False,94.307,"LINESTRING (-85.3828133 40.1962026, -85.3827945 40.196617, -85.3827751 40.1969724, -85.3827709 40.1970501)",,,,
17318821,False,East Wysor Street,tertiary,True,121.142,"LINESTRING (-85.3827709 40.1970501, -85.3828676 40.1970513, -85.384197 40.1970687)",,,,
95018004,False,North Elm Street,residential,False,97.90100000000001,"LINESTRING (-85.3827709 40.1970501, -85.3827698 40.1971166, -85.3827642 40.1974443, -85.3827629 40.1975706, -85.3827592 40.1979305)",,,,
