osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,ref,bridge
8927379,Cedar Lane,residential,False,False,160.244,,,"LINESTRING (-122.253962 37.4284372, -122.2557338 37.4281256)",,
"[1206775094, 995446351]",Mountain Home Road,residential,False,True,98.69,2,25 mph,"LINESTRING (-122.253962 37.4284372, -122.2540236 37.4286694, -122.2540649 37.4288884, -122.2540723 37.4290406, -122.2540554 37.4291707, -122.25402 37.4292497, -122.2539825 37.4293039)",,
8927379,Cedar Lane,residential,False,True,160.244,,,"LINESTRING (-122.2557338 37.4281256, -122.253962 37.4284372)",,
276909112,Cañada Road,secondary,False,False,62.476,2,35 mph,"LINESTRING (-122.2583196 37.4342422, -122.2581576 37.4340932, -122.25786 37.433815)",,
276909112,Cañada Road,secondary,False,False,183.63400000000001,2,35 mph,"LINESTRING (-122.25786 37.433815, -122.2571778 37.4331798, -122.2571539 37.4331574, -122.2567431 37.4327627, -122.2565247 37.432549)",,
276909112,Cañada Road,secondary,False,True,62.476,2,35 mph,"LINESTRING (-122.25786 37.433815, -122.2581576 37.4340932, -122.2583196 37.4342422)",,
8942351,Dean Road,residential,False,False,256.348,,,"LINESTRING (-122.2565247 37.432549, -122.2564784 37.4325867, -122.2544541 37.434165)",,
276909112,Cañada Road,secondary,False,False,106.67900000000002,2,35 mph,"LINESTRING (-122.2565247 37.432549, -122.2564787 37.4324984, -122.2560244 37.4320112, -122.2558785 37.4318532, -122.2558081 37.4317766)",,
276909112,Cañada Road,secondary,False,True,183.63400000000001,2,35 mph,"LINESTRING (-122.2565247 37.432549, -122.2567431 37.4327627, -122.2571539 37.4331574, -122.2571778 37.4331798, -122.25786 37.433815)",,
8928586,La Questa Way,residential,False,False,404.85,,25 mph,"LINESTRING (-122.2543735 37.4305498, -122.2528163 37.4317692, -122.2527854 37.4318373, -122.2527773 37.4318551, -122.2527918 37.4319135, -122.2528724 37.4319818, -122.2532647 37.4323107, -122.2533051 37.4323703, -122.2532762 37.4324573, -122.2531712 37.4325328, -122.2523956 37.4330922, -122.2523321 37.4331839)",,
8929400,Cañada Lane,residential,False,False,128.594,,,"LINESTRING (-122.2543735 37.4305498, -122.2540948 37.4302964, -122.2538866 37.4301071, -122.2537257 37.4299608, -122.2534813 37.4297386, -122.253415 37.4296791)",,
