osmid,highway,oneway,reversed,length,ref,name,geometry,maxspeed
18248419,residential,False,False,35.047,,,"LINESTRING (-94.2163812 44.5530517, -94.2163708 44.5527366)",
58850455,primary,False,True,111.859,MN 5;MN 19,Main Avenue,"LINESTRING (-94.2163812 44.5530517, -94.2177928 44.553063)",
18250883,residential,False,False,117.011,,1st Street,"LINESTRING (-94.2163812 44.5530517, -94.2163817 44.5535788, -94.2163822 44.554104)",
58850455,primary,False,False,114.55400000000002,MN 5;MN 19,Main Avenue,"LINESTRING (-94.2163812 44.5530517, -94.2157396 44.5530761, -94.2152217 44.5531144, -94.2149465 44.5531599)",
18248419,residential,False,True,35.047,,,"LINESTRING (-94.2163708 44.5527366, -94.2163812 44.5530517)",
18250269,residential,False,False,103.743,,Division Street,"LINESTRING (-94.2149465 44.5531599, -94.214964 44.5540928)",
58850455,primary,False,True,114.554,MN 5;MN 19,Main Avenue,"LINESTRING (-94.2149465 44.5531599, -94.2152217 44.5531144, -94.2157396 44.5530761, -94.2163812 44.5530517)",
18250269,residential,False,False,113.219,,Division Street,"LINESTRING (-94.214964 44.5540928, -94.2149672 44.555111)",
18250269,residential,False,True,103.743,,Division Street,"LINESTRING (-94.214964 44.5540928, -94.2149465 44.5531599)",
18251216,residential,False,False,112.38,,High Avenue,"LINESTRING (-94.214964 44.5540928, -94.2163822 44.554104)",
18250269,residential,False,False,109.101,,Division Street,"LINESTRING (-94.2149672 44.555111, -94.2149511 44.5560921)",
18250269,residential,False,True,113.219,,Division Street,"LINESTRING (-94.2149672 44.555111, -94.214964 44.5540928)",
18250269,residential,False,True,109.101,,Division Street,"LINESTRING (-94.2149511 44.5560921, -94.2149672 44.555111)",
18250307,residential,False,False,114.84,,Commercial Avenue South,"LINESTRING (-94.222123 44.549603, -94.2206738 44.5496095)",
18250516,residential,False,False,43.666,,5th Street South,"LINESTRING (-94.222123 44.549603, -94.2221242 44.5499957)",
18250516,residential,False,True,112.542,,5th Street South,"LINESTRING (-94.222123 44.549603, -94.2221171 44.5485909)",
18250307,residential,False,False,114.124,,Commercial Avenue South,"LINESTRING (-94.2206738 44.5496095, -94.2192337 44.5495985)",
18250307,residential,False,True,114.84,,Commercial Avenue South,"LINESTRING (-94.2206738 44.5496095, -94.222123 44.549603)",
18251330,primary,False,True,113.939,MN 22,4th Street South,"LINESTRING (-94.2206738 44.5496095, -94.2206909 44.5485849)",30 mph
"[18251330, 18250940]",primary,False,False,275.36699999999996,MN 22,"['4th Street South', '4th Street']","LINESTRING (-94.2206738 44.5496095, -94.2206564 44.5508157, -94.2206277 44.5520857)",30 mph
18250307,residential,False,True,114.124,,Commercial Avenue South,"LINESTRING (-94.2192337 44.5495985, -94.2206738 44.5496095)",
18251296,residential,False,True,113.198,,3rd Street South,"LINESTRING (-94.2192337 44.5495985, -94.2192396 44.5485805)",
"[18251298, 18251406]",residential,False,False,222.442,,"['3rd Street South', 'Industrial Avenue South']","LINESTRING (-94.2192337 44.5495985, -94.2192134 44.5506125, -94.2178294 44.5506252)",
18250883,residential,False,True,111.924,,1st Street,"LINESTRING (-94.2163501 44.5571408, -94.2163646 44.5561343)",
18250515,residential,False,False,112.759,,Columbia Avenue,"LINESTRING (-94.2163501 44.5571408, -94.2170333 44.5571475, -94.2177731 44.5571548)",
18251636,residential,False,True,112.589,,2nd Street,"LINESTRING (-94.2177731 44.5571548, -94.2177615 44.5561423)",
18250515,residential,False,False,110.758,,Columbia Avenue,"LINESTRING (-94.2177731 44.5571548, -94.2184657 44.5571542, -94.219171 44.5571535)",
18250515,residential,False,True,112.759,,Columbia Avenue,"LINESTRING (-94.2177731 44.5571548, -94.2170333 44.5571475, -94.2163501 44.5571408)",
18251605,residential,False,True,57.778,,3rd Street,"LINESTRING (-94.219171 44.5571535, -94.219186 44.556634)",
18250515,residential,False,True,110.758,,Columbia Avenue,"LINESTRING (-94.219171 44.5571535, -94.2184657 44.5571542, -94.2177731 44.5571548)",
18250516,residential,False,False,112.542,,5th Street South,"LINESTRING (-94.2221171 44.5485909, -94.222123 44.549603)",
18251510,residential,False,True,113.02,,Prairie Avenue South,"LINESTRING (-94.2221171 44.5485909, -94.2206909 44.5485849)",
18250516,residential,False,True,43.666,,5th Street South,"LINESTRING (-94.2221242 44.5499957, -94.222123 44.549603)",
18250609,residential,False,False,133.089,,West Main Street,"LINESTRING (-94.2235186 44.55309, -94.2251982 44.5530951)",
18251599,primary,False,False,115.037,MN 5;MN 19;MN 22,Main Avenue,"LINESTRING (-94.2235186 44.55309, -94.222067 44.5531068)",30 mph
743676167,primary,False,True,109.625,MN 19,6th Street,"LINESTRING (-94.2235186 44.55309, -94.2235361 44.5521042)",30 mph
18250701,primary,False,False,114.62,MN 22,6th Street,"LINESTRING (-94.2235186 44.55309, -94.2235173 44.553596, -94.2235159 44.5541208)",30 mph
18250609,residential,False,True,133.089,,West Main Street,"LINESTRING (-94.2251982 44.5530951, -94.2235186 44.55309)",
18251455,residential,False,True,114.444,,7th Street,"LINESTRING (-94.2251982 44.5530951, -94.2252057 44.5520659)",
18251517,residential,False,False,89.596,,Spring Street,"LINESTRING (-94.2241601 44.5508748, -94.2243385 44.5509415, -94.2244385 44.550959, -94.2245571 44.550937, -94.2252145 44.5507581)",
743676167,primary,False,False,147.048,MN 19,6th Street,"LINESTRING (-94.2241601 44.5508748, -94.224072 44.5509679, -94.2239637 44.5511089, -94.2238554 44.5512579, -94.2237584 44.5514149, -94.2236762 44.5515745, -94.223609 44.5517448, -94.2235717 44.5519177, -94.2235361 44.5521042)",30 mph
18250981,residential,False,True,115.619,,Sibley Avenue,"LINESTRING (-94.2235361 44.5521042, -94.2220771 44.5520914)",30 mph
743676167,primary,False,False,109.625,MN 19,6th Street,"LINESTRING (-94.2235361 44.5521042, -94.2235186 44.55309)",30 mph
18250981,residential,False,False,132.893,,Sibley Avenue,"LINESTRING (-94.2235361 44.5521042, -94.2236875 44.5521314, -94.2252057 44.5520659)",30 mph
743676167,primary,False,True,147.04799999999997,MN 19,6th Street,"LINESTRING (-94.2235361 44.5521042, -94.2235717 44.5519177, -94.223609 44.5517448, -94.2236762 44.5515745, -94.2237584 44.5514149, -94.2238554 44.5512579, -94.2239637 44.5511089, -94.224072 44.5509679, -94.2241601 44.5508748)",30 mph
18251216,residential,False,True,113.008,,High Avenue,"LINESTRING (-94.2235159 44.5541208, -94.2220897 44.5541255)",
18250701,primary,False,False,167.84199999999998,MN 22,6th Street,"LINESTRING (-94.2235159 44.5541208, -94.223511 44.5546167, -94.223501 44.5556302)",30 mph
18250701,primary,False,True,114.62,MN 22,6th Street,"LINESTRING (-94.2235159 44.5541208, -94.2235173 44.553596, -94.2235186 44.55309)",30 mph
18251216,residential,False,False,112.69,,High Avenue,"LINESTRING (-94.2163822 44.554104, -94.2178044 44.5541069)",
18251216,residential,False,True,112.38,,High Avenue,"LINESTRING (-94.2163822 44.554104, -94.214964 44.5540928)",
18250883,residential,False,False,111.902,,1st Street,"LINESTRING (-94.2163822 44.554104, -94.2163677 44.5545593, -94.2163502 44.5551101)",
18250883,residential,False,True,117.011,,1st Street,"LINESTRING (-94.2163822 44.554104, -94.2163817 44.5535788, -94.2163812 44.5530517)",
18250883,residential,False,False,113.892,,1st Street,"LINESTRING (-94.2163502 44.5551101, -94.2163646 44.5561343)",
18250883,residential,False,True,111.902,,1st Street,"LINESTRING (-94.2163502 44.5551101, -94.2163677 44.5545593, -94.2163822 44.554104)",
18251555,residential,False,False,113.94,,Jefferson Avenue,"LINESTRING (-94.2163502 44.5551101, -94.2170547 44.5551205, -94.2177879 44.5551313)",
18250883,residential,False,False,111.924,,1st Street,"LINESTRING (-94.2163646 44.5561343, -94.2163501 44.5571408)",
18250883,residential,False,True,113.892,,1st Street,"LINESTRING (-94.2163646 44.5561343, -94.2163502 44.5551101)",
