osmid,lanes,name,highway,width,oneway,reversed,length,geometry,ref,bridge,junction
621077930,2,Grove Street,residential,12.2,False,False,132.175,"LINESTRING (-71.765591 42.190879, -71.765134 42.191031, -71.764658 42.191207, -71.764146 42.191395)",,,
186540544,2,Canal Street,secondary,15.2,False,False,181.769,"LINESTRING (-71.7546277 42.1928181, -71.7547625 42.1928827, -71.7548677 42.1929162, -71.7549838 42.1929497, -71.755087 42.1929756, -71.7551968 42.1929967, -71.7553087 42.1930073, -71.7554402 42.193013, -71.7555424 42.1930171, -71.7556727 42.1930179, -71.7559748 42.1930115, -71.7562381 42.1930007, -71.7563807 42.1929927, -71.756508 42.1929799, -71.7566351 42.1929638, -71.7567718 42.1929387)",MA 122A,,
"[9106985, 693973623]",2,"['Granite Street', 'Coral Street']",residential,12.2,False,True,166.56,"LINESTRING (-71.755825 42.1918, -71.755427 42.191317, -71.7549935 42.1908819, -71.7545453 42.1910887)",,,
9107215,2,Maple Street,residential,15.2,False,True,140.409,"LINESTRING (-71.755825 42.1918, -71.75589 42.191786, -71.756005 42.191737, -71.756137 42.191652, -71.756322 42.191511, -71.756574 42.191302, -71.757042 42.190931)",,,
588237548,2,,secondary_link,15.2,True,False,28.723,"LINESTRING (-71.75705 42.192933, -71.7573976 42.1929531)",MA 122A,,
9106724,,Canal Court,residential,,False,False,126.19099999999999,"LINESTRING (-71.75705 42.192933, -71.757231 42.193465, -71.757223 42.193603, -71.757201 42.193768, -71.757121 42.194044)",,,
9106568,2,Main Street,secondary,18.3,False,True,21.345,"LINESTRING (-71.761295 42.193557, -71.761392 42.193735)",MA 122A,,
9106561,2,Main Street,secondary,18.3,False,True,108.912,"LINESTRING (-71.761295 42.193557, -71.761198 42.193314, -71.761092 42.193066, -71.7610503 42.1929509, -71.7610269 42.1928862, -71.760929 42.192616)",,,
9107175,2,Canal Street,secondary,15.2,False,False,169.396,"LINESTRING (-71.761295 42.193557, -71.761007 42.193585, -71.7608539 42.193601, -71.760749 42.193612, -71.760553 42.193635, -71.760538 42.1936363, -71.760425 42.193646, -71.760288 42.193646, -71.760152 42.193639, -71.760049 42.193625, -71.75992 42.193601, -71.759703 42.193541, -71.759517 42.193494, -71.759461 42.193477, -71.759293 42.193433)",MA 122A,,
903889722,2,South Main Street,tertiary,24.4,False,False,154.19099999999997,"LINESTRING (-71.760147 42.189957, -71.760224 42.190036, -71.7602502 42.1900784, -71.760292 42.190146, -71.760341 42.190266, -71.760388 42.190419, -71.760407 42.190595, -71.76041 42.190637, -71.760411 42.190644, -71.7604168 42.1907246, -71.760425 42.190837, -71.760448 42.1909459, -71.76047 42.19105, -71.7604775 42.1910764, -71.76054 42.191296)",,,
"[903889721, 903889722, 848261346]",2,South Main Street,tertiary,24.4,False,True,109.24,"LINESTRING (-71.760147 42.189957, -71.760075 42.189892, -71.760066 42.1898861, -71.759997 42.189841, -71.759887 42.189782, -71.7598692 42.1897731, -71.759833 42.189755, -71.759706 42.189692, -71.759578 42.189634, -71.75947 42.1895848, -71.759283 42.189501, -71.75906 42.189403)",,yes,
848701106,,,residential,,False,True,52.701,"LINESTRING (-71.761836 42.1914379, -71.762149 42.191324, -71.762283 42.191274, -71.762319 42.191249, -71.762326 42.191221, -71.762312 42.191183)",,,
848701670,,,residential,,False,False,57.36299999999999,"LINESTRING (-71.761836 42.1914379, -71.761981 42.191614, -71.762027 42.191676, -71.762034 42.191701, -71.7620261 42.1917249, -71.7620038 42.1917438, -71.761807 42.191818)",,,
848701670,,,residential,,False,True,72.47,"LINESTRING (-71.761836 42.1914379, -71.7615573 42.1915388, -71.7615354 42.1915575, -71.7615386 42.191584, -71.761698 42.191841, -71.7617173 42.1918466, -71.761736 42.191841, -71.761807 42.191818)",,,
9107202,2,Summer Street,residential,12.2,False,False,164.154,"LINESTRING (-71.763308 42.193355, -71.762934 42.193488, -71.762453 42.193564, -71.761888 42.193661, -71.7618579 42.1936655, -71.761392 42.193735)",,,
9107216,2,Cherry Street,residential,12.2,False,False,87.241,"LINESTRING (-71.763308 42.193355, -71.763621 42.193732, -71.763859 42.194025)",,,
9107216,2,Cherry Street,residential,12.2,False,True,162.757,"LINESTRING (-71.763308 42.193355, -71.763164 42.193179, -71.76288 42.192808, -71.762536 42.192362, -71.76231 42.192092)",,,
588237547,2,Howe Avenue,secondary,18.3,False,True,121.109,"LINESTRING (-71.7589026 42.1944828, -71.7592274 42.1935792, -71.759293 42.193433)",,,
9106568,2,Main Street,secondary,18.3,False,False,111.93599999999999,"LINESTRING (-71.76291 42.1957539, -71.762669 42.1954, -71.762386 42.195032, -71.762263 42.194869)",MA 122A,,
848261346,2,South Main Street,tertiary,24.4,False,True,61.555,"LINESTRING (-71.757633 42.188688, -71.757014 42.188378)",,,
"[9107172, 693973871]",2,"['Fontaine Street', 'Colonial Drive']",residential,12.2,False,True,427.0319999999999,"LINESTRING (-71.757633 42.188688, -71.757673 42.188535, -71.757776 42.188224, -71.757796 42.188154, -71.757915 42.187746, -71.758027 42.187383, -71.758124 42.187051, -71.758158 42.186951, -71.758117 42.186868, -71.75803 42.186831, -71.757938 42.18683, -71.757682 42.186827, -71.757637 42.187008, -71.757568 42.18726, -71.757498 42.187452, -71.757437 42.187648, -71.757392 42.187797, -71.757331 42.187918, -71.757228 42.188069, -71.757168 42.188155, -71.757014 42.188378)",,,
848261346,2,South Main Street,tertiary,24.4,False,False,115.82900000000001,"LINESTRING (-71.757633 42.188688, -71.7576795 42.1887123, -71.757948 42.1888526, -71.758215 42.188988, -71.758438 42.189105, -71.758795 42.189274)",,,
633904979,2,Elm Street,secondary,15.2,False,True,9.161,"LINESTRING (-71.7572091 42.1928081, -71.7573054 42.1927669)",MA 122A,,
186540548,,Elm Street,secondary,15.2,True,False,23.462000000000003,"LINESTRING (-71.7572091 42.1928081, -71.7572694 42.1928969, -71.7573195 42.1929284, -71.7573976 42.1929531)",,,
633904979,2,Elm Street,secondary,15.2,False,False,38.928,"LINESTRING (-71.7572091 42.1928081, -71.7571184 42.1928406, -71.757 42.192883, -71.7567718 42.1929387)",MA 122A,,
9106612,2,Waters Street,residential,12.2,False,False,185.39,"LINESTRING (-71.763301 42.189852, -71.763351 42.189992, -71.763557 42.190356, -71.7636509 42.1905123, -71.763685 42.190569, -71.763922 42.191041, -71.764146 42.191395)",,,
148902004,2,Elm Street,secondary,12.2,False,False,123.253,"LINESTRING (-71.763301 42.189852, -71.763075 42.1900471, -71.762945 42.190148, -71.762823 42.190221, -71.7626716 42.1903149, -71.762652 42.190327, -71.762468 42.190435, -71.7623639 42.1904847, -71.762177 42.190574)",,,
148902004,2,Elm Street,secondary,12.2,False,True,88.44,"LINESTRING (-71.763301 42.189852, -71.76349 42.189687, -71.763642 42.189548, -71.7638563 42.1893988, -71.7638783 42.1893819, -71.764018 42.189291, -71.764039 42.189277)",,,
848261346,2,South Main Street,tertiary,24.4,False,False,40.883,"LINESTRING (-71.755631 42.187691, -71.755661 42.187701, -71.755875 42.187802, -71.75603 42.187873, -71.756053 42.187884)",,,
9106561,2,Main Street,secondary,18.3,False,False,68.165,"LINESTRING (-71.76054 42.191296, -71.7606096 42.1915933, -71.760643 42.1917363, -71.760653 42.191779, -71.76067 42.191831, -71.760694 42.191898)",,,
9107036,2,Elm Street,secondary,15.2,False,True,315.213,"LINESTRING (-71.76054 42.191296, -71.760112 42.191428, -71.75967 42.19156, -71.759356 42.191654, -71.759159 42.191733, -71.759004 42.191802, -71.758869 42.191868, -71.7588489 42.1918782, -71.7588292 42.1918882, -71.7587791 42.1919136, -71.758729 42.191939, -71.758649 42.1919873, -71.758449 42.192108, -71.758047 42.192362, -71.7576 42.192618, -71.7573881 42.1927251, -71.7573054 42.1927669)",,,
148902004,2,Elm Street,secondary,12.2,False,True,20.985,"LINESTRING (-71.76054 42.191296, -71.760701 42.191229, -71.76076 42.191201)",,,
903889722,2,South Main Street,tertiary,24.4,False,True,154.191,"LINESTRING (-71.76054 42.191296, -71.7604775 42.1910764, -71.76047 42.19105, -71.760448 42.1909459, -71.760425 42.190837, -71.7604168 42.1907246, -71.760411 42.190644, -71.76041 42.190637, -71.760407 42.190595, -71.760388 42.190419, -71.760341 42.190266, -71.760292 42.190146, -71.7602502 42.1900784, -71.760224 42.190036, -71.760147 42.189957)",,,
9107108,2,Harris Place,residential,10.1,False,True,46.241,"LINESTRING (-71.762035 42.192198, -71.761807 42.191818)",,,
621077931,2,Grove Street,residential,12.2,False,False,102.351,"LINESTRING (-71.762035 42.192198, -71.761801 42.192289, -71.76135 42.192474, -71.760929 42.192616)",,,
621077931,2,Grove Street,residential,12.2,False,True,25.537999999999997,"LINESTRING (-71.762035 42.192198, -71.762265 42.192109, -71.76231 42.192092)",,,
9106599,2,River Street,residential,12.2,False,True,280.95,"LINESTRING (-71.765157 42.193289, -71.765282 42.193143, -71.765495 42.192798, -71.765691 42.192464, -71.765763 42.192312, -71.7657802 42.1922192, -71.765797 42.192128, -71.765807 42.191998, -71.765811 42.191956, -71.7657996 42.1918173, -71.765797 42.191785, -71.765744 42.191434, -71.765659 42.191102, -71.765591 42.190879)",,,
"[9106612, 693973494, 693973495]",2,Waters Street,residential,12.2,False,False,106.602,"LINESTRING (-71.765157 42.193289, -71.765247 42.193318, -71.765344 42.193329, -71.765523 42.193371, -71.765795 42.193499, -71.765983 42.1936189, -71.7661945 42.1937641, -71.766215 42.193777, -71.766232 42.19379)",,yes,
9106612,2,Waters Street,residential,12.2,False,True,226.50300000000001,"LINESTRING (-71.765157 42.193289, -71.764931 42.192853, -71.764669 42.192387, -71.764464 42.192003, -71.7644275 42.1919211, -71.764146 42.191395)",,,
9106670,2,West Street,residential,12.2,False,False,134.902,"LINESTRING (-71.765157 42.193289, -71.765018 42.193398, -71.764799 42.193513, -71.764479 42.193688, -71.7643812 42.1937412, -71.7641512 42.1938662, -71.763859 42.194025)",,,
9106579,,Elm Street,secondary,15.2,True,False,22.069000000000003,"LINESTRING (-71.7573976 42.1929531, -71.7573559 42.1928796, -71.7573054 42.1927669)",MA 122A,,
9107175,2,Canal Street,secondary,15.2,False,True,97.987,"LINESTRING (-71.7573976 42.1929531, -71.7577166 42.1930274, -71.7578813 42.1930669, -71.7579104 42.1930736, -71.758532 42.193218)",MA 122A,,
9106599,2,River Street,residential,12.2,False,False,228.329,"LINESTRING (-71.764039 42.189277, -71.764173 42.189343, -71.764441 42.189458, -71.764671 42.18959, -71.764858 42.189722, -71.765028 42.189851, -71.7650424 42.1898678, -71.765215 42.19007, -71.765366 42.190327, -71.7653864 42.1903667, -71.765503 42.190593, -71.7655279 42.1906738, -71.765591 42.190879)",,,
148902004,2,Elm Street,secondary,12.2,False,False,88.44,"LINESTRING (-71.764039 42.189277, -71.764018 42.189291, -71.7638783 42.1893819, -71.7638563 42.1893988, -71.763642 42.189548, -71.76349 42.189687, -71.763301 42.189852)",,,
"[148902004, 148902005, 686526415]",2,Elm Street,secondary,12.2,False,True,196.357,"LINESTRING (-71.764039 42.189277, -71.764334 42.189077, -71.764542 42.1889456, -71.764969 42.188662, -71.765125 42.188561, -71.7657553 42.1881465, -71.7658233 42.1881066)",,yes,
9106700,2,School Street,residential,10.1,True,False,196.128,"LINESTRING (-71.762177 42.190574, -71.761921 42.190327, -71.761712 42.190139, -71.76161 42.19005, -71.761548 42.190029, -71.761525 42.190022, -71.761428 42.190018, -71.761214 42.190007, -71.7611085 42.1900032, -71.760798 42.189992, -71.760412 42.189974, -71.760147 42.189957)",,,
148902004,2,Elm Street,secondary,12.2,False,False,20.936,"LINESTRING (-71.762177 42.190574, -71.7620418 42.1906411, -71.761967 42.19068)",,,
148902004,2,Elm Street,secondary,12.2,False,True,123.25299999999999,"LINESTRING (-71.762177 42.190574, -71.7623639 42.1904847, -71.762468 42.190435, -71.762652 42.190327, -71.7626716 42.1903149, -71.762823 42.190221, -71.762945 42.190148, -71.763075 42.1900471, -71.763301 42.189852)",,,
9107293,2,Curve Street,residential,12.2,False,False,168.091,"LINESTRING (-71.755997 42.189683, -71.756102 42.189964, -71.756175 42.190159, -71.756215 42.190248, -71.756265 42.190322, -71.75642 42.190488, -71.756628 42.190643, -71.756859 42.190802, -71.757042 42.190931)",,,
9107293,2,Curve Street,residential,12.2,False,True,205.321,"LINESTRING (-71.755997 42.189683, -71.755923 42.189454, -71.755856 42.189247, -71.75581 42.189032, -71.755795 42.188871, -71.755787 42.188715, -71.755793 42.188565, -71.755831 42.188425, -71.755859 42.188252, -71.755898 42.188158, -71.7559304 42.1880826, -71.756053 42.187884)",,,
9106561,2,Main Street,secondary,18.3,False,False,52.248,"LINESTRING (-71.760776 42.19216, -71.760929 42.192616)",,,
9106561,2,Main Street,secondary,18.3,False,True,29.909000000000002,"LINESTRING (-71.760776 42.19216, -71.7607102 42.191955, -71.760707 42.191945, -71.760694 42.191898)",,,
9107009,2,Church Street,residential,12.2,True,False,229.063,"LINESTRING (-71.760776 42.19216, -71.7604189 42.1922287, -71.760308 42.19225, -71.760076 42.192321, -71.7597417 42.1924239, -71.759735 42.192426, -71.759352 42.192566, -71.759146 42.192641, -71.758986 42.192718, -71.75889 42.192772, -71.758807 42.192823, -71.758755 42.192884, -71.758709 42.192938, -71.758632 42.193055, -71.758532 42.193218)",,,
9106568,2,Main Street,secondary,18.3,False,False,120.15499999999999,"LINESTRING (-71.762263 42.194869, -71.761938 42.194469, -71.7617797 42.1942728, -71.761691 42.194163, -71.7616135 42.1940565, -71.761552 42.193972, -71.761528 42.193936)",MA 122A,,
9106568,2,Main Street,secondary,18.3,False,True,111.936,"LINESTRING (-71.762263 42.194869, -71.762386 42.195032, -71.762669 42.1954, -71.76291 42.1957539)",MA 122A,,
9107188,2,West Street,residential,12.2,False,True,161.56400000000002,"LINESTRING (-71.762263 42.194869, -71.762788 42.194597, -71.762853 42.1945607, -71.7629935 42.1944822, -71.7631639 42.194387, -71.763266 42.19433, -71.7636014 42.1941575, -71.763859 42.194025)",,,
848261346,2,South Main Street,tertiary,24.4,False,False,26.16,"LINESTRING (-71.758795 42.189274, -71.7589879 42.1893744, -71.75906 42.189403)",,,
848261346,2,South Main Street,tertiary,24.4,False,True,115.82900000000001,"LINESTRING (-71.758795 42.189274, -71.758438 42.189105, -71.758215 42.188988, -71.757948 42.1888526, -71.7576795 42.1887123, -71.757633 42.188688)",,,
9106987,2,Grove Street,residential,12.2,True,False,169.976,"LINESTRING (-71.76231 42.192092, -71.762801 42.191915, -71.7631698 42.1917726, -71.763223 42.191752, -71.76362 42.191603, -71.7636493 42.1915914, -71.764146 42.191395)",,,
9107216,2,Cherry Street,residential,12.2,False,False,162.757,"LINESTRING (-71.76231 42.192092, -71.762536 42.192362, -71.76288 42.192808, -71.763164 42.193179, -71.763308 42.193355)",,,
621077931,2,Grove Street,residential,12.2,False,False,25.537999999999997,"LINESTRING (-71.76231 42.192092, -71.762265 42.192109, -71.762035 42.192198)",,,
848261346,2,South Main Street,tertiary,24.4,False,False,61.555,"LINESTRING (-71.757014 42.188378, -71.757633 42.188688)",,,
"[9107172, 693973871]",2,"['Fontaine Street', 'Colonial Drive']",residential,12.2,False,False,427.0320000000001,"LINESTRING (-71.757014 42.188378, -71.757168 42.188155, -71.757228 42.188069, -71.757331 42.187918, -71.757392 42.187797, -71.757437 42.187648, -71.757498 42.187452, -71.757568 42.18726, -71.757637 42.187008, -71.757682 42.186827, -71.757938 42.18683, -71.75803 42.186831, -71.758117 42.186868, -71.758158 42.186951, -71.758124 42.187051, -71.758027 42.187383, -71.757915 42.187746, -71.757796 42.188154, -71.757776 42.188224, -71.757673 42.188535, -71.757633 42.188688)",,,
848261346,2,South Main Street,tertiary,24.4,False,True,96.376,"LINESTRING (-71.757014 42.188378, -71.756594 42.188157, -71.756443 42.188077, -71.756053 42.187884)",,,
"[9106612, 693973494, 693973495]",2,Waters Street,residential,12.2,False,True,106.602,"LINESTRING (-71.766232 42.19379, -71.766215 42.193777, -71.7661945 42.1937641, -71.765983 42.1936189, -71.765795 42.193499, -71.765523 42.193371, -71.765344 42.193329, -71.765247 42.193318, -71.765157 42.193289)",,yes,
9106561,2,Main Street,secondary,18.3,False,False,29.909,"LINESTRING (-71.760694 42.191898, -71.760707 42.191945, -71.7607102 42.191955, -71.760776 42.19216)",,,
9106561,2,Main Street,secondary,18.3,False,True,68.16499999999999,"LINESTRING (-71.760694 42.191898, -71.76067 42.191831, -71.760653 42.191779, -71.760643 42.1917363, -71.7606096 42.1915933, -71.76054 42.191296)",,,
9107055,2,Farnsworth Court,residential,10.1,False,True,102.727,"LINESTRING (-71.760694 42.191898, -71.761028 42.191797, -71.761056 42.191774, -71.761072 42.191743, -71.761071 42.191709, -71.761043 42.191643, -71.76076 42.191201)",,,
148902004,2,Elm Street,secondary,12.2,False,False,65.527,"LINESTRING (-71.761449 42.190907, -71.760971 42.191117, -71.760812 42.191183, -71.76076 42.191201)",,,
148902004,2,Elm Street,secondary,12.2,False,True,49.582,"LINESTRING (-71.761449 42.190907, -71.7615442 42.1908653, -71.761618 42.190833, -71.761967 42.19068)",,,
848701671,,,residential,,True,False,67.093,"LINESTRING (-71.761449 42.190907, -71.761638 42.191168, -71.761836 42.1914379)",,,
9106758,,Railroad Court,residential,,False,False,87.41,"LINESTRING (-71.758789 42.193284, -71.7584756 42.1939029, -71.758381 42.1940065)",,,
9107175,2,Canal Street,secondary,15.2,False,False,22.42,"LINESTRING (-71.758789 42.193284, -71.758686 42.193261, -71.758554 42.193224, -71.758532 42.193218)",MA 122A,,
9107175,2,Canal Street,secondary,15.2,False,True,44.72599999999999,"LINESTRING (-71.758789 42.193284, -71.758938 42.193334, -71.759151 42.193395, -71.759194 42.193407, -71.759293 42.193433)",MA 122A,,
9106561,2,Main Street,secondary,18.3,False,True,52.248,"LINESTRING (-71.760929 42.192616, -71.760776 42.19216)",,,
9106561,2,Main Street,secondary,18.3,False,False,108.912,"LINESTRING (-71.760929 42.192616, -71.7610269 42.1928862, -71.7610503 42.1929509, -71.761092 42.193066, -71.761198 42.193314, -71.761295 42.193557)",,,
621077931,2,Grove Street,residential,12.2,False,True,102.351,"LINESTRING (-71.760929 42.192616, -71.76135 42.192474, -71.761801 42.192289, -71.762035 42.192198)",,,
9106612,2,Waters Street,residential,12.2,False,False,226.50300000000001,"LINESTRING (-71.764146 42.191395, -71.7644275 42.1919211, -71.764464 42.192003, -71.764669 42.192387, -71.764931 42.192853, -71.765157 42.193289)",,,
9106612,2,Waters Street,residential,12.2,False,True,185.39000000000001,"LINESTRING (-71.764146 42.191395, -71.763922 42.191041, -71.763685 42.190569, -71.7636509 42.1905123, -71.763557 42.190356, -71.763351 42.189992, -71.763301 42.189852)",,,
621077930,2,Grove Street,residential,12.2,False,True,132.175,"LINESTRING (-71.764146 42.191395, -71.764658 42.191207, -71.765134 42.191031, -71.765591 42.190879)",,,
9106670,2,West Street,residential,12.2,False,True,134.902,"LINESTRING (-71.763859 42.194025, -71.7641512 42.1938662, -71.7643812 42.1937412, -71.764479 42.193688, -71.764799 42.193513, -71.765018 42.193398, -71.765157 42.193289)",,,
9107188,2,West Street,residential,12.2,False,False,161.56400000000002,"LINESTRING (-71.763859 42.194025, -71.7636014 42.1941575, -71.763266 42.19433, -71.7631639 42.194387, -71.7629935 42.1944822, -71.762853 42.1945607, -71.762788 42.194597, -71.762263 42.194869)",,,
9107216,2,Cherry Street,residential,12.2,False,True,87.241,"LINESTRING (-71.763859 42.194025, -71.763621 42.193732, -71.763308 42.193355)",,,
9107175,2,Canal Street,secondary,15.2,False,False,97.987,"LINESTRING (-71.758532 42.193218, -71.7579104 42.1930736, -71.7578813 42.1930669, -71.7577166 42.1930274, -71.7573976 42.1929531)",MA 122A,,
9107175,2,Canal Street,secondary,15.2,False,True,22.42,"LINESTRING (-71.758532 42.193218, -71.758554 42.193224, -71.758686 42.193261, -71.758789 42.193284)",MA 122A,,
9106724,,Canal Court,residential,,False,True,126.191,"LINESTRING (-71.757121 42.194044, -71.757201 42.193768, -71.757223 42.193603, -71.757231 42.193465, -71.75705 42.192933)",,,
9107055,2,Farnsworth Court,residential,10.1,False,False,102.727,"LINESTRING (-71.76076 42.191201, -71.761043 42.191643, -71.761071 42.191709, -71.761072 42.191743, -71.761056 42.191774, -71.761028 42.191797, -71.760694 42.191898)",,,
148902004,2,Elm Street,secondary,12.2,False,False,20.985,"LINESTRING (-71.76076 42.191201, -71.760701 42.191229, -71.76054 42.191296)",,,
148902004,2,Elm Street,secondary,12.2,False,True,65.527,"LINESTRING (-71.76076 42.191201, -71.760812 42.191183, -71.760971 42.191117, -71.761449 42.190907)",,,
9106568,2,Main Street,secondary,18.3,False,False,21.345,"LINESTRING (-71.761392 42.193735, -71.761295 42.193557)",MA 122A,,
9106568,2,Main Street,secondary,18.3,False,True,25.009999999999998,"LINESTRING (-71.761392 42.193735, -71.761404 42.193757, -71.761528 42.193936)",MA 122A,,
9107202,2,Summer Street,residential,12.2,False,True,164.154,"LINESTRING (-71.761392 42.193735, -71.7618579 42.1936655, -71.761888 42.193661, -71.762453 42.193564, -71.762934 42.193488, -71.763308 42.193355)",,,
148902004,2,Elm Street,secondary,12.2,False,False,49.581999999999994,"LINESTRING (-71.761967 42.19068, -71.761618 42.190833, -71.7615442 42.1908653, -71.761449 42.190907)",,,
148902004,2,Elm Street,secondary,12.2,False,True,20.936,"LINESTRING (-71.761967 42.19068, -71.7620418 42.1906411, -71.762177 42.190574)",,,
9106758,,Railroad Court,residential,,False,True,87.41,"LINESTRING (-71.758381 42.1940065, -71.7584756 42.1939029, -71.758789 42.193284)",,,
9107175,2,Canal Street,secondary,15.2,False,False,44.726,"LINESTRING (-71.759293 42.193433, -71.759194 42.193407, -71.759151 42.193395, -71.758938 42.193334, -71.758789 42.193284)",MA 122A,,
