osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,ref,maxspeed
12934289,West 14th Street,tertiary,False,False,11.058,"LINESTRING (-92.269076 34.767394, -92.269197 34.767397)",,,,
12934289,West 14th Street,tertiary,False,True,57.421,"LINESTRING (-92.269076 34.767394, -92.2684479 34.7673729)",,,,
12905296,,residential,False,False,112.26299999999999,"LINESTRING (-92.269076 34.767394, -92.269085 34.767377, -92.269099 34.767262, -92.269104 34.767079, -92.269134 34.766688, -92.269128 34.766564, -92.269085 34.766391)",,,,
"[12929352, 12944020]","['Orange Street', 'East 14th Street']",residential,False,"[False, True]",27.891,"LINESTRING (-92.269076 34.767394, -92.269048 34.767425, -92.269048 34.7674581, -92.269048 34.767486, -92.269232 34.767491)",,,,
12905296,,residential,False,True,112.263,"LINESTRING (-92.269085 34.766391, -92.269128 34.766564, -92.269134 34.766688, -92.269104 34.767079, -92.269099 34.767262, -92.269085 34.767377, -92.269076 34.767394)",,,,
12925386,West 13th Street,residential,False,False,55.952,"LINESTRING (-92.269085 34.766391, -92.2691948 34.7664009, -92.2692309 34.7664039, -92.269328 34.766412, -92.269696 34.766422)",,,,
12925386,West 13th Street,residential,False,True,55.979000000000006,"LINESTRING (-92.269085 34.766391, -92.268789 34.76636, -92.26863 34.766334, -92.268583 34.766317, -92.2684941 34.7662777)",,,,
12932030,East 13th Street,tertiary,False,False,52.912,"LINESTRING (-92.266679 34.766062, -92.2661 34.766048)",,,,
12920113,North Poplar Street,residential,False,True,61.379999999999995,"LINESTRING (-92.266679 34.766062, -92.2666777 34.765526, -92.2666777 34.76551)",,,,
12932030,East 13th Street,tertiary,False,True,58.33,"LINESTRING (-92.266679 34.766062, -92.267149 34.766069, -92.2672197 34.7660735, -92.2673171 34.7660784)",,,,
"[12907955, 110246662, 110246655]",,motorway_link,True,False,288.871,"LINESTRING (-92.262394 34.767896, -92.262334 34.767679, -92.2623307 34.7676615, -92.262291 34.76745, -92.262164 34.766639, -92.2621266 34.766222, -92.2621245 34.765823, -92.2621022 34.7653145)",yes,,,
783263322,North Cypress Street,secondary,True,False,92.477,"LINESTRING (-92.262394 34.767896, -92.2624141 34.7676613, -92.262448 34.767267, -92.262456 34.767066)",,,,
12923157,West 20th Street,residential,False,False,57.121,"LINESTRING (-92.2687659 34.7733224, -92.2689167 34.7733262, -92.269391 34.773338)",,,,
12923157,West 20th Street,residential,False,True,51.922,"LINESTRING (-92.2687659 34.7733224, -92.2684198 34.7733138, -92.2681977 34.7733082)",,,,
12915231,East 20th Street,residential,False,False,53.625,"LINESTRING (-92.2652016 34.7732113, -92.2646151 34.7731893)",,,,
12915231,East 20th Street,residential,False,True,55.819,"LINESTRING (-92.2652016 34.7732113, -92.2658121 34.773234)",,,,
12908364,,residential,False,False,110.397,"LINESTRING (-92.2652016 34.7732113, -92.2652379 34.7722972, -92.265241 34.772219)",,,,
12918261,East 19th Street,tertiary,False,False,53.485,"LINESTRING (-92.265241 34.772219, -92.2646559 34.7721997)",,,,
12908364,,residential,False,True,110.397,"LINESTRING (-92.265241 34.772219, -92.2652379 34.7722972, -92.2652016 34.7732113)",,,,
12918261,East 19th Street,tertiary,False,True,55.861,"LINESTRING (-92.265241 34.772219, -92.265811 34.772237, -92.2658521 34.7722351)",,,,
12909866,,residential,False,False,108.239,"LINESTRING (-92.2641008 34.7711891, -92.2641493 34.7702165)",,,,
12937810,East 18th Street,residential,False,False,55.851,"LINESTRING (-92.2641008 34.7711891, -92.2634899 34.7711676)",,,,
12937810,East 18th Street,residential,False,True,54.47,"LINESTRING (-92.2641008 34.7711891, -92.2646966 34.77121)",,,,
12909866,,residential,False,False,108.584,"LINESTRING (-92.2641493 34.7702165, -92.264198 34.7692408)",,,,
12909866,,residential,False,True,108.239,"LINESTRING (-92.2641493 34.7702165, -92.2641008 34.7711891)",,,,
12928832,East 17th Street,residential,False,False,56.662,"LINESTRING (-92.2641493 34.7702165, -92.2635294 34.7701973)",,,,
12928832,East 17th Street,residential,False,True,53.692,"LINESTRING (-92.2641493 34.7702165, -92.2647367 34.7702348)",,,,
12909866,,residential,False,False,53.396,"LINESTRING (-92.264198 34.7692408, -92.264222 34.768761)",,,,
12909866,,residential,False,True,108.584,"LINESTRING (-92.264198 34.7692408, -92.2641493 34.7702165)",,,,
12919003,East 16th Street,residential,False,False,57.465,"LINESTRING (-92.264198 34.7692408, -92.2635692 34.7692244)",,,,
12919003,East 16th Street,residential,False,True,52.923,"LINESTRING (-92.264198 34.7692408, -92.2647771 34.7692561)",,,,
12909866,,residential,False,True,53.396,"LINESTRING (-92.264222 34.768761, -92.264198 34.7692408)",,,,
180808173,North Cypress Street,secondary,True,False,56.932,"LINESTRING (-92.262274 34.771637, -92.262276 34.771125)",,,,
12912311,,residential,False,False,109.312,"LINESTRING (-92.262274 34.771637, -92.262665 34.771654, -92.263398 34.771662, -92.2634693 34.7716711)",,,,
12941220,North Olive Street,residential,False,True,56.018,"LINESTRING (-92.2634693 34.7716711, -92.2634899 34.7711676)",,,,
12912311,,residential,False,False,110.382,"LINESTRING (-92.2634693 34.7716711, -92.263528 34.771679, -92.264134 34.771702, -92.264284 34.771699, -92.2646762 34.7717064)",,,,
12912311,,residential,False,True,109.31199999999998,"LINESTRING (-92.2634693 34.7716711, -92.263398 34.771662, -92.262665 34.771654, -92.262274 34.771637)",,,,
12941220,North Olive Street,residential,False,False,54.516,"LINESTRING (-92.2634693 34.7716711, -92.2634512 34.7721149, -92.2634493 34.7721611)",,,,
12920566,North Magnolia Street,residential,False,True,55.229,"LINESTRING (-92.2646762 34.7717064, -92.2646966 34.77121)",,,,
12912311,,residential,False,True,110.382,"LINESTRING (-92.2646762 34.7717064, -92.264284 34.771699, -92.264134 34.771702, -92.263528 34.771679, -92.2634693 34.7716711)",,,,
