osmid,oneway,lanes,highway,reversed,length,geometry,name,bridge,maxspeed,ref,access
38905716,True,1,motorway_link,False,81.685,"LINESTRING (-80.1935387 25.7725267, -80.1936398 25.7725494, -80.193807 25.7725869, -80.1939096 25.7726033, -80.1940101 25.7726124, -80.1941215 25.7726196, -80.1943412 25.7726505)",,,,,
87573108,True,1,tertiary,False,198.321,"LINESTRING (-80.1935387 25.7725267, -80.1936441 25.7725226, -80.19491 25.7724733, -80.1949711 25.772471, -80.1955174 25.7724497)",Southwest 2nd Street,,,,
"[190557248, 87573113, 907910023]",True,"['3', '2']",secondary,False,84.90899999999999,"LINESTRING (-80.1935387 25.7725267, -80.1935354 25.7724316, -80.1935275 25.7722026, -80.1935251 25.7720708, -80.1935235 25.7719815, -80.1935204 25.7717633)",South Miami Avenue,,,,
11163772,True,2,secondary,False,41.688,"LINESTRING (-80.1935556 25.7729013, -80.1935387 25.7725267)",South Miami Avenue,,,,
11114465,True,1,motorway_link,False,89.02600000000001,"LINESTRING (-80.1935556 25.7729013, -80.1936255 25.7728061, -80.1936678 25.7727603, -80.1937198 25.7727271, -80.1937663 25.7727055, -80.1938257 25.7726909, -80.1939078 25.7726844, -80.1941188 25.7726818, -80.1943412 25.7726505)",,,,,
"[572999322, 48421717, 38906310]",True,"['3', '2']",motorway_link,False,222.712,"LINESTRING (-80.1923712 25.7715582, -80.1921205 25.7715562, -80.1918705 25.7715619, -80.1916934 25.7715701, -80.1915152 25.7715798, -80.1913152 25.7716003, -80.1911122 25.7716228, -80.1908436 25.7716529, -80.1907063 25.7716661, -80.1905692 25.7716743, -80.1904891 25.771677, -80.1903867 25.7716773, -80.1902638 25.7716752, -80.1902275 25.7716754, -80.1901538 25.7716757)",Downtown Distributor,yes,35 mph,,
11105143,True,1,motorway_link,False,43.425999999999995,"LINESTRING (-80.1901788 25.7721798, -80.1902504 25.7720683, -80.1902709 25.7720425, -80.1902879 25.7720212, -80.1903398 25.7719863, -80.1903704 25.7719675, -80.1904599 25.7718896)",,,55 mph,,
800883755,True,2,primary,False,13.184999999999999,"LINESTRING (-80.1901788 25.7721798, -80.1901639 25.7720967, -80.1901639 25.7720623)",Southeast 2nd Avenue,,35 mph,US 1,
11113522,True,1,motorway_link,False,310.313,"LINESTRING (-80.1951078 25.7721234, -80.1953146 25.7722019, -80.1954438 25.7722446, -80.1955597 25.7722926, -80.1956456 25.7723328, -80.19574 25.7723811, -80.1960344 25.7725512, -80.1961831 25.7726342, -80.1962873 25.7726939, -80.1964062 25.7727551, -80.1965204 25.7728067, -80.1966333 25.7728473, -80.1967337 25.7728822, -80.1968808 25.7729191, -80.1970005 25.772943, -80.1972304 25.7729637, -80.1973971 25.7729729, -80.1975565 25.7729749, -80.1977277 25.7729807, -80.1979841 25.7730042)",,yes,,,
"[87567884, 38922639]",True,1,motorway_link,False,311.89,"LINESTRING (-80.1951078 25.7721234, -80.1953291 25.7721365, -80.1954411 25.772159, -80.1955555 25.7721879, -80.1956718 25.7722253, -80.1957903 25.7722706, -80.1959834 25.7723585, -80.196288 25.7725013, -80.1964603 25.772584, -80.1966257 25.7726608, -80.1967333 25.7727122, -80.1968298 25.7727549, -80.1969369 25.7727921, -80.197037 25.7728195, -80.1971533 25.7728458, -80.1972342 25.7728563, -80.1973259 25.7728649, -80.1974233 25.7728666, -80.1975357 25.7728619, -80.1976318 25.7728491, -80.1977066 25.7728356, -80.1977988 25.7728147, -80.1978377 25.7728056, -80.1980359 25.7727591)",,yes,55 mph,,
38890321,True,1,motorway_link,False,21.221,"LINESTRING (-80.1922402 25.7714366, -80.1921888 25.7714078, -80.1921589 25.771376, -80.1921145 25.7712902)",,,,,
800883758,True,1,motorway_link,False,59.300000000000004,"LINESTRING (-80.1922402 25.7714366, -80.192148 25.7714572, -80.1920729 25.7714861, -80.1920023 25.7715215, -80.1919562 25.7715659, -80.1919147 25.7716172, -80.1918865 25.771677, -80.191827 25.7717756)",,,,,
800883752,True,2,motorway_link,False,54.656,"LINESTRING (-80.1943412 25.7726505, -80.1946203 25.7726432, -80.1948869 25.7726413)",,,,,
"[49238454, 11139927]",True,1,motorway_link,False,323.929,"LINESTRING (-80.1948869 25.7726413, -80.1952855 25.7726136, -80.1954403 25.7726237, -80.1955732 25.7726426, -80.195713 25.7726648, -80.195824 25.7726891, -80.1961271 25.7727641, -80.1965951 25.7728762, -80.1967467 25.7729137, -80.1968911 25.7729375, -80.1970247 25.7729517, -80.1971651 25.7729578, -80.1972874 25.7729553, -80.1974361 25.7729429, -80.1975788 25.7729221, -80.1977143 25.7728946, -80.1978131 25.772865, -80.1978544 25.7728503, -80.1980359 25.7727591)",,yes,,,
"[38922717, 38922966]",True,1,motorway_link,False,315.66099999999994,"LINESTRING (-80.1948869 25.7726413, -80.1952698 25.7726986, -80.195476 25.7727325, -80.1956158 25.7727657, -80.1960436 25.7728744, -80.196225 25.7729185, -80.1964135 25.772965, -80.1965334 25.7729928, -80.1966361 25.77301, -80.1968459 25.7730381, -80.1969995 25.7730508, -80.1971515 25.7730554, -80.1973233 25.7730532, -80.1975249 25.7730433, -80.1977304 25.7730357, -80.1979841 25.7730042)",,yes,,,
"[704905978, 190532764]",True,2,secondary,False,125.99500000000003,"LINESTRING (-80.1902391 25.7734084, -80.1901743 25.7734117, -80.1901624 25.7734123, -80.1898263 25.7734452, -80.1897508 25.7734471, -80.1896614 25.7734494, -80.1894871 25.7734547, -80.1891176 25.7734639, -80.1890779 25.773465, -80.1890592 25.7734655, -80.1889837 25.7734729)",Southeast 1st Street,,,,
190532765,True,3,secondary,False,87.957,"LINESTRING (-80.1902391 25.7734084, -80.1902357 25.7733551, -80.1901939 25.7727065, -80.1901883 25.7726187)",Southeast 2nd Avenue,,,,
11127529,True,2,tertiary,False,167.79,"LINESTRING (-80.1901883 25.7726187, -80.1902937 25.7726242, -80.1903141 25.7726244, -80.1905526 25.7726161, -80.1909095 25.7726036, -80.190963 25.7726017, -80.1917755 25.7725754, -80.1918627 25.7725726)",Southeast 2nd Street,,,,
42603033,True,3,primary,False,48.817,"LINESTRING (-80.1901883 25.7726187, -80.1901813 25.7724511, -80.1901788 25.7721798)",Southeast 2nd Avenue,,35 mph,US 1,
86302423,True,4,primary,False,30.362,"LINESTRING (-80.1901538 25.7716757, -80.1901409 25.7714029)",Southeast 2nd Avenue,,35 mph,US 1,
1021045629,True,2,tertiary,False,22.334,"LINESTRING (-80.1901538 25.7716757, -80.1900357 25.7716777, -80.1899308 25.7716794)",Southeast 3rd Street,,20 mph,,
