osmid,oneway,name,highway,reversed,length,geometry,access,lanes,maxspeed,tunnel
22938370,True,Calle Claudio Marcelo,residential,False,90.454,"LINESTRING (-4.7769716 37.884633, -4.7767289 37.8846084, -4.7765414 37.8845894, -4.7761152 37.8845575, -4.7759471 37.8845449)",,,,
"[224296513, 49915844, 36868999, 96237800, 1192669964, 49915828]",True,"['Calle Ambrosio de Morales', 'Calle Antonio del Castillo', 'Plaza Séneca', 'Calle María Cristina', 'Calle Horno del Cristo']",residential,False,482.153,"LINESTRING (-4.7769716 37.884633, -4.7769862 37.8845419, -4.7770678 37.8842254, -4.777058 37.884078, -4.7770602 37.8838017, -4.777151 37.8833959, -4.777217 37.8830868, -4.7771897 37.882913, -4.7771934 37.8827467, -4.7771976 37.8826514, -4.7771482 37.8824667, -4.7770471 37.8823144, -4.776974 37.8820447, -4.7779072 37.8815642, -4.7779239 37.8815531, -4.777946 37.8815309, -4.7779759 37.8814329, -4.7779808 37.8814167, -4.778129 37.8812781, -4.7781179 37.8812592, -4.7784756 37.8809037)",destination,,,
301595733,True,Calle María Cristina,living_street,False,80.71100000000001,"LINESTRING (-4.7769716 37.884633, -4.7769603 37.8846868, -4.7769545 37.8853581)",,1,,
113952138,True,Calle Ángel de Saavedra,living_street,False,87.966,"LINESTRING (-4.7800601 37.8819611, -4.7799802 37.8820961, -4.7799198 37.8821266, -4.7798155 37.882297, -4.7797651 37.8824706, -4.7797585 37.8825463, -4.7797548 37.8825887, -4.7797695 37.8826878)",,1,,
227716631,False,Ronda de los Mártires,tertiary,False,129.36399999999998,"LINESTRING (-4.7724425 37.8807773, -4.7723299 37.8807867, -4.7721849 37.8807845, -4.7715773 37.8807467, -4.7713614 37.8807509, -4.7709752 37.8807953)",,2,30,
1257346934,True,Calle Consolación,living_street,False,43.36300000000001,"LINESTRING (-4.7724425 37.8807773, -4.7724497 37.8808108, -4.7725383 37.8809258, -4.77266 37.8811063, -4.7726702 37.8811212)",,1,20,
227716631,False,Ronda de los Mártires,tertiary,True,129.364,"LINESTRING (-4.7709752 37.8807953, -4.7713614 37.8807509, -4.7715773 37.8807467, -4.7721849 37.8807845, -4.7723299 37.8807867, -4.7724425 37.8807773)",,2,30,
224539695,True,Calle San Pablo,living_street,False,142.1,"LINESTRING (-4.7733091 37.8861723, -4.7734892 37.8861469, -4.7735162 37.8861431, -4.7736301 37.8861227, -4.7737596 37.8860997, -4.773912 37.886072, -4.7741495 37.8860288, -4.7742633 37.8860076, -4.774539 37.8859593, -4.774894 37.8859129)",,1,,
"[36483107, 206530006]",True,"['Calle Fernán Pérez de Oliva', 'Calle Gutiérrez de los Ríos']",living_street,False,253.869,"LINESTRING (-4.7728695 37.8843119, -4.7727229 37.8846322, -4.7726091 37.8848415, -4.77255 37.8848824, -4.7724156 37.8852051, -4.7726207 37.8852773, -4.7729097 37.8854008, -4.7731068 37.8855019, -4.7731838 37.8856755, -4.773198 37.8857274, -4.7732257 37.8858099, -4.7732789 37.8860094, -4.7732871 37.8860464, -4.7733057 37.8861562, -4.7733091 37.8861723)",,1,20,
83949787,True,Calle Juan Rufo,residential,False,67.15299999999999,"LINESTRING (-4.7762408 37.8874264, -4.7760898 37.8874264, -4.7757118 37.8874472, -4.7754806 37.8874817)",,1,,
