osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,tunnel,bridge,junction
12135964,Dartmouth Avenue,residential,False,False,111.593,"LINESTRING (-75.3450063 39.9030674, -75.3462508 39.902758)",,,,,,
12113804,Oberlin Avenue,residential,False,False,136.958,"LINESTRING (-75.3450063 39.9030674, -75.3447341 39.9025, -75.3447694 39.9018735)",,,,,,
12120331,Lafayette Avenue,residential,False,False,136.397,"LINESTRING (-75.3447694 39.9018735, -75.3463477 39.9016769)",,,,,,
12113804,Oberlin Avenue,residential,False,True,136.958,"LINESTRING (-75.3447694 39.9018735, -75.3447341 39.9025, -75.3450063 39.9030674)",,,,,,
12155660,South Princeton Avenue,residential,False,False,57.129,"LINESTRING (-75.3462018 39.9032704, -75.3462508 39.902758)",,,,,,
12115531,Myers Avenue,residential,False,False,270.873,"LINESTRING (-75.3462018 39.9032704, -75.3462793 39.9033178, -75.3484644 39.9027727, -75.3492079 39.9025953)",,,,,,
30411093,Village Green Ln,living_street,False,False,86.967,"LINESTRING (-75.3462018 39.9032704, -75.346116 39.9033757, -75.3459872 39.9034481, -75.3453117 39.9035829)",,,,,,
12115531,Myers Avenue,residential,False,False,102.222,"LINESTRING (-75.3492079 39.9025953, -75.3498413 39.9024467, -75.3501902 39.9023556, -75.350325 39.9022794)",,,,,,
12115531,Myers Avenue,residential,False,True,270.873,"LINESTRING (-75.3492079 39.9025953, -75.3484644 39.9027727, -75.3462793 39.9033178, -75.3462018 39.9032704)",,,,,,
12115531,Myers Avenue,residential,False,True,102.22200000000001,"LINESTRING (-75.350325 39.9022794, -75.3501902 39.9023556, -75.3498413 39.9024467, -75.3492079 39.9025953)",,,,,,
12159733,Park Avenue,residential,False,False,77.508,"LINESTRING (-75.350325 39.9022794, -75.3496356 39.9018717, -75.3496054 39.9018538)",,,,,,
365149570,Park Avenue,residential,True,False,140.167,"LINESTRING (-75.350325 39.9022794, -75.3506405 39.9022629, -75.350776 39.9022309, -75.3508137 39.9021857, -75.3508603 39.9019839, -75.3508621 39.9019717, -75.3509118 39.9016415, -75.3509171 39.9015884, -75.350901 39.9015452, -75.3508635 39.9014834, -75.3508242 39.9014262, -75.3508098 39.9014052, -75.3507753 39.9013614)",,,,,,
12118578,Cornell Avenue,residential,False,True,153.168,"LINESTRING (-75.3495664 39.8991221, -75.3494957 39.9004985)",,,,,,
12119096,Harvard Avenue,residential,False,False,136.246,"LINESTRING (-75.3495664 39.8991221, -75.3511622 39.8991724)",,,,,,
12119096,Harvard Avenue,residential,False,True,124.477,"LINESTRING (-75.3495664 39.8991221, -75.3481073 39.8991102)",,,,,,
12119096,Harvard Avenue,residential,False,False,185.197,"LINESTRING (-75.344674 39.9009658, -75.3463815 39.8999372)",,,,,,
12119096,Harvard Avenue,residential,False,False,115.341,"LINESTRING (-75.3463815 39.8999372, -75.3473858 39.8992427)",,,,,,
12119096,Harvard Avenue,residential,False,True,185.197,"LINESTRING (-75.3463815 39.8999372, -75.344674 39.9009658)",,,,,,
55203617,Park Avenue,residential,False,True,347.922,"LINESTRING (-75.3463815 39.8999372, -75.3496054 39.9018538)",,,,,,
55203618,South Princeton Avenue,residential,False,True,193.468,"LINESTRING (-75.3463815 39.8999372, -75.3463477 39.9016769)",,,,,,
12119096,Harvard Avenue,residential,False,False,63.287,"LINESTRING (-75.3473858 39.8992427, -75.3481073 39.8991102)",,,,,,
12119096,Harvard Avenue,residential,False,True,115.341,"LINESTRING (-75.3473858 39.8992427, -75.3463815 39.8999372)",,,,,,
12119096,Harvard Avenue,residential,False,False,124.477,"LINESTRING (-75.3481073 39.8991102, -75.3495664 39.8991221)",,,,,,
12119096,Harvard Avenue,residential,False,True,63.287,"LINESTRING (-75.3481073 39.8991102, -75.3473858 39.8992427)",,,,,,
580872792,Rutgers Avenue,residential,False,False,101.179,"LINESTRING (-75.3481073 39.8991102, -75.3481158 39.8982003)",,,,,,
580872792,Rutgers Avenue,residential,False,True,202.947,"LINESTRING (-75.3481073 39.8991102, -75.3482017 39.8994843, -75.3482618 39.8996357, -75.3483819 39.8997674, -75.3485278 39.8998794, -75.3494957 39.9004985)",,,,,,
12119096,Harvard Avenue,residential,False,True,136.246,"LINESTRING (-75.3511622 39.8991724, -75.3495664 39.8991221)",,,,,,
"[362082036, 362082038]",South Chester Road,primary,False,True,140.486,"LINESTRING (-75.3511622 39.8991724, -75.3511477 39.8992361, -75.3510681 39.8995857, -75.3509764 39.8999108, -75.3509596 39.8999746, -75.3508842 39.9002602, -75.3508346 39.9004102)",2,PA 320,30 mph,,,
12120331,Lafayette Avenue,residential,False,True,136.397,"LINESTRING (-75.3463477 39.9016769, -75.3447694 39.9018735)",,,,,,
12155660,South Princeton Avenue,residential,False,True,120.497,"LINESTRING (-75.3463477 39.9016769, -75.3462508 39.902758)",,,,,,
55203618,South Princeton Avenue,residential,False,False,193.468,"LINESTRING (-75.3463477 39.9016769, -75.3463815 39.8999372)",,,,,,
12120331,Lafayette Avenue,residential,False,False,223.583,"LINESTRING (-75.3463477 39.9016769, -75.3480558 39.9017099, -75.3482618 39.9017494, -75.3486596 39.9020125, -75.348792 39.9021001)",,,,,,
441438323,North Chester Road,primary,False,True,173.935,"LINESTRING (-75.3502106 39.9062865, -75.3502688 39.9047229)",2,PA 320,30 mph,,,
12112886,College Avenue,residential,False,True,137.97,"LINESTRING (-75.3502106 39.9062865, -75.3499022 39.9062405, -75.349071 39.9061165, -75.3486228 39.9060497)",,,,,,
12112886,College Avenue,residential,False,False,90.812,"LINESTRING (-75.3460387 39.9056506, -75.3469314 39.9057761, -75.3470859 39.9057978)",,,,,,
12112886,College Avenue,residential,False,True,116.457,"LINESTRING (-75.3460387 39.9056506, -75.3457153 39.9056934, -75.3451788 39.9057083, -75.3446788 39.9057209)",,,,,,
"[12135041, 12159346]","['Benjamin West Avenue', 'North Princeton Avenue']",residential,False,True,336.782,"LINESTRING (-75.3460387 39.9056506, -75.3461246 39.9041132, -75.3450088 39.9043897, -75.344276 39.9045703)",,,,,,
12135964,Dartmouth Avenue,residential,False,True,111.593,"LINESTRING (-75.3462508 39.902758, -75.3450063 39.9030674)",,,,,,
12155660,South Princeton Avenue,residential,False,False,120.497,"LINESTRING (-75.3462508 39.902758, -75.3463477 39.9016769)",,,,,,
12155660,South Princeton Avenue,residential,False,True,57.129,"LINESTRING (-75.3462508 39.902758, -75.3462018 39.9032704)",,,,,,
12135964,Dartmouth Avenue,residential,False,False,228.82600000000002,"LINESTRING (-75.3462508 39.902758, -75.3472953 39.9024996, -75.3480463 39.9023127, -75.348792 39.9021001)",,,,,,
580872792,Rutgers Avenue,residential,False,True,101.179,"LINESTRING (-75.3481158 39.8982003, -75.3481073 39.8991102)",,,,,,
12154246,Garrett Avenue,residential,False,True,132.474,"LINESTRING (-75.3446788 39.9057209, -75.344276 39.9045703)",,,,,,
12112886,College Avenue,residential,False,False,116.457,"LINESTRING (-75.3446788 39.9057209, -75.3451788 39.9057083, -75.3457153 39.9056934, -75.3460387 39.9056506)",,,,,,
12112886,College Avenue,residential,False,False,134.054,"LINESTRING (-75.3470859 39.9057978, -75.3472167 39.9058201, -75.3474084 39.9058529, -75.3486228 39.9060497)",,,,,,
12112886,College Avenue,residential,False,True,90.812,"LINESTRING (-75.3470859 39.9057978, -75.3469314 39.9057761, -75.3460387 39.9056506)",,,,,,
12112886,College Avenue,residential,False,False,137.97,"LINESTRING (-75.3486228 39.9060497, -75.349071 39.9061165, -75.3499022 39.9062405, -75.3502106 39.9062865)",,,,,,
