osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,junction,bridge,width,tunnel
27377437,Große Kremper Straße,residential,30,False,False,12.663,"LINESTRING (9.4265222 53.7896317, 9.426385 53.7895517)",,,,,,
28578100,Am Kommandantengraben,residential,30,False,False,36.291,"LINESTRING (9.4171731 53.7882189, 9.4176915 53.7883317)",,,,,,
409262689,Palaisgarten,living_street,,False,False,62.044,"LINESTRING (9.4171731 53.7882189, 9.4172671 53.7876637)",,,,,,
28578100,Am Kommandantengraben,residential,30,False,True,112.553,"LINESTRING (9.4171731 53.7882189, 9.4169061 53.7881711, 9.4167133 53.788131, 9.4165851 53.7880947, 9.4164706 53.788038, 9.4163789 53.7879564, 9.4163405 53.7878861, 9.4163247 53.7878014, 9.4163313 53.7876559, 9.4163409 53.7875042)",,,,,,
28578100,Am Kommandantengraben,residential,30,False,False,8.595,"LINESTRING (9.4191946 53.788673, 9.419249 53.7887433)",,,,,,
28578086,Ballhausstraße,residential,30,False,True,47.797,"LINESTRING (9.4191946 53.788673, 9.4193386 53.788434, 9.4194577 53.7882725)",,,,,,
28578100,Am Kommandantengraben,residential,30,False,True,26.717,"LINESTRING (9.4191946 53.788673, 9.4190165 53.7886134, 9.4188264 53.788573)",,,,,,
28559362,Bohnstraße,residential,30,False,False,18.358,"LINESTRING (9.4200866 53.7897239, 9.4203616 53.7897533)",,,,,,
10814802,Am Fleth,tertiary,50,True,False,102.91,"LINESTRING (9.4200866 53.7897239, 9.4202731 53.789578, 9.4206862 53.7893111, 9.4211319 53.7890357)",1,K 8,,,,
28578100,Am Kommandantengraben,residential,30,False,True,125.52799999999999,"LINESTRING (9.4200866 53.7897239, 9.4199092 53.7896663, 9.4198012 53.7896027, 9.419249 53.7887433)",,,,,,
26999746,Molenkiekergang,residential,30,False,False,27.826,"LINESTRING (9.4192686 53.7914791, 9.4190806 53.791454, 9.4189411 53.7914392, 9.4188532 53.7914304)",,,,,,
1047447198,Am Neuendeich,tertiary,50,True,False,21.072000000000003,"LINESTRING (9.4192686 53.7914791, 9.4192863 53.7914427, 9.419323 53.7914116, 9.4193749 53.7913892, 9.4194362 53.7913781, 9.4195003 53.7913793)",,K 8,roundabout,,,
147925088,Molenkiekergang,residential,30,False,False,109.545,"LINESTRING (9.4174201 53.7913034, 9.417291 53.791278, 9.4171558 53.791237, 9.4169348 53.7911416, 9.4168291 53.7910859, 9.4167358 53.7910229, 9.4166183 53.7909117, 9.4165162 53.7908033, 9.4164246 53.7906522, 9.4163951 53.7905841)",,,,,,
"[147925089, 26999746]",Molenkiekergang,residential,30,False,True,95.386,"LINESTRING (9.4174201 53.7913034, 9.4175511 53.7913277, 9.4176703 53.7913439, 9.4178167 53.7913579, 9.4181849 53.7913796, 9.4184796 53.7913988, 9.4186337 53.7914088, 9.4187061 53.7914135, 9.4188532 53.7914304)",,,,,,
119625534,Am Fleth,tertiary,20,True,False,30.594,"LINESTRING (9.4230043 53.7879206, 9.4231347 53.7878395, 9.4232812 53.7877484, 9.423325 53.7877211)",1,,,,,
"[28559371, 127673660, 127673663]",Am Fleth,unclassified,20,True,False,19.734,"LINESTRING (9.4236637 53.7875341, 9.423705 53.7875619, 9.4238072 53.7876206, 9.4238335 53.7876376, 9.4238465 53.7876459, 9.4238595 53.7876537, 9.4238726 53.7876615)",1,,,yes,,
120443390,Am Fleth,tertiary,30,True,False,7.62,"LINESTRING (9.4236637 53.7875341, 9.4236956 53.7875129, 9.4237408 53.7874829)",1,K 8,,,,
"[25217643, 1172562566]",Am Batardeau,residential,30,False,False,57.323,"LINESTRING (9.4257915 53.7863481, 9.4259166 53.7863967, 9.4265204 53.7866315)",,,,,,
334023513,,tertiary,50,True,False,9.21,"LINESTRING (9.4257915 53.7863481, 9.4257714 53.786373, 9.4257397 53.7863933, 9.4256994 53.7864073)",1,,roundabout,,,
1047447202,,tertiary,50,True,False,18.913,"LINESTRING (9.4256994 53.7864073, 9.4256507 53.7864138, 9.4256082 53.7864121, 9.4255651 53.7864028, 9.4255283 53.7863866, 9.4255042 53.7863672, 9.4254873 53.7863415, 9.4254853 53.786332)",1,,roundabout,,,
"[44829368, 1059056961, 1059056962, 25217634]",Am Fleth,tertiary,"['50', '20', '30']",True,False,185.21499999999997,"LINESTRING (9.4256994 53.7864073, 9.425631 53.786487, 9.4254731 53.7866545, 9.4252502 53.7868384, 9.4250034 53.7870106, 9.4249678 53.7870308, 9.4244792 53.787308, 9.4244368 53.7873324, 9.4239264 53.7876318, 9.4238726 53.7876615)",1,,,,,
1047447203,,primary,50,True,False,19.130000000000003,"LINESTRING (9.4258809 53.7857056, 9.4259017 53.7856891, 9.4259277 53.7856754, 9.4259743 53.7856612, 9.426026 53.7856558, 9.4260781 53.7856598, 9.4261079 53.7856667, 9.4261351 53.7856767)",1,,roundabout,,,
"[10041271, 1170265567]",Am Rethövel,residential,30,False,False,221.935,"LINESTRING (9.4258809 53.7857056, 9.4258114 53.7856873, 9.4255362 53.7856182, 9.4237736 53.7852834, 9.4233464 53.7851959, 9.4226866 53.7850586)",,,,,6.5,
"[127673658, 127673666, 25217535]",Am Fleth,unclassified,20,True,False,19.569,"LINESTRING (9.4232223 53.7880405, 9.4232013 53.788029, 9.4231853 53.7880202, 9.4231596 53.7880063, 9.4230549 53.787949, 9.4230496 53.7879461, 9.4230194 53.7879297, 9.4230043 53.7879206)",1,,,yes,,
"[72599027, 44829367]",Am Fleth,tertiary,"['50', '20']",True,False,267.608,"LINESTRING (9.4232223 53.7880405, 9.4231368 53.7880884, 9.4225781 53.7884142, 9.4224618 53.788482, 9.4219386 53.7888046, 9.4214132 53.7891177, 9.4207771 53.7895137, 9.42055 53.7896521, 9.420439 53.7897117, 9.4203616 53.7897533)",,K 8,,,,
71571660,Am Batardeau,residential,30,False,False,21.457,"LINESTRING (9.4265204 53.7866315, 9.4267871 53.7867429)",,,,,,
"[25217643, 1172562566]",Am Batardeau,residential,30,False,True,57.323,"LINESTRING (9.4265204 53.7866315, 9.4259166 53.7863967, 9.4257915 53.7863481)",,,,,,
"[25217600, 1170265565]",Am Hafen,residential,,False,True,70.156,"LINESTRING (9.4244438 53.7861847, 9.4253114 53.7863128, 9.4254838 53.786325)",,,,,,
66587481,Am Jungfernstieg,residential,30,False,False,76.333,"LINESTRING (9.4188859 53.7859053, 9.4188879 53.7862284, 9.418947 53.7865901)",,,,,,
71571661,Am Hafen,residential,30,True,False,231.31300000000002,"LINESTRING (9.4188859 53.7859053, 9.4196026 53.7858475, 9.4214614 53.7856131, 9.4216935 53.7856025, 9.4219238 53.7856103, 9.4223469 53.7856662)",,,,,,
26998587,Am Hafen,residential,30,False,True,25.07,"LINESTRING (9.4166757 53.7857837, 9.4162941 53.7857821)",,,,,,
71571661,Am Hafen,residential,30,True,False,145.827,"LINESTRING (9.4166757 53.7857837, 9.4188618 53.7859039, 9.4188859 53.7859053)",,,,,,
28489250,Grönlandstraße,residential,30,False,False,81.87299999999999,"LINESTRING (9.4287485 53.7867582, 9.4291167 53.7868716, 9.4293512 53.7869305, 9.4296895 53.7870143, 9.4297856 53.7870293, 9.4298956 53.7870279)",,,,,,
71571660,Am Batardeau,residential,30,False,True,132.29700000000003,"LINESTRING (9.4287485 53.7867582, 9.4284503 53.7867331, 9.4282808 53.7867324, 9.4277922 53.7867872, 9.427442 53.7868286, 9.4272216 53.7868358, 9.4271117 53.7868284, 9.4270218 53.7868139, 9.4269699 53.7868007, 9.4269153 53.7867868, 9.4267871 53.7867429)",,,,,,
25217648,Reichenstraße,residential,30,False,False,124.935,"LINESTRING (9.4211257 53.787662, 9.4204623 53.788715)",,,,,,
25217648,Reichenstraße,residential,30,False,True,86.371,"LINESTRING (9.4211257 53.787662, 9.4215583 53.7869285)",,,,,,
40644893,Königstraße,residential,30,False,True,53.695,"LINESTRING (9.4211257 53.787662, 9.4203245 53.7875664)",,,,,,
25217648,Reichenstraße,residential,30,False,True,124.935,"LINESTRING (9.4204623 53.788715, 9.4211257 53.787662)",,,,,,
28578088,Ballhausstraße,residential,30,False,True,82.317,"LINESTRING (9.4204623 53.788715, 9.4194577 53.7882725)",,,,,,
28578088,Ballhausstraße,residential,30,False,False,56.625,"LINESTRING (9.4204623 53.788715, 9.4210488 53.7889959, 9.4211319 53.7890357)",,,,,,
66587481,Am Jungfernstieg,residential,30,False,False,48.398,"LINESTRING (9.4189793 53.7868088, 9.419049 53.7872421)",,,,,,
"[28578104, 28578085]",Groß Neuwerk,"['residential', 'living_street']",30,False,False,103.042,"LINESTRING (9.4189793 53.7868088, 9.4196187 53.7868231, 9.4196751 53.7868244, 9.4197082 53.7868251, 9.4199311 53.7868293, 9.4205469 53.7868408)",,,,,,
66587481,Am Jungfernstieg,residential,30,False,True,24.411,"LINESTRING (9.4189793 53.7868088, 9.4189721 53.7867643, 9.418947 53.7865901)",,,,,,
25217648,Reichenstraße,residential,30,False,False,86.371,"LINESTRING (9.4215583 53.7869285, 9.4211257 53.787662)",,,,,,
25217648,Reichenstraße,residential,30,False,True,84.981,"LINESTRING (9.4215583 53.7869285, 9.4220052 53.7862113)",,,,,,
"[28578104, 1189987309]",Groß Neuwerk,residential,30,False,True,67.444,"LINESTRING (9.4215583 53.7869285, 9.421115 53.7868618, 9.4205786 53.786842, 9.4205469 53.7868408)",,,,,,
28578095,Kleine Deichstraße,living_street,,True,False,81.598,"LINESTRING (9.4224074 53.7871674, 9.4229391 53.78683, 9.4231133 53.786746, 9.4233182 53.7866757)",,,,,,
28578103,Schlachterstraße,residential,30,True,False,62.866,"LINESTRING (9.4224074 53.7871674, 9.4221444 53.787038, 9.4215583 53.7869285)",,,,,5,
28578103,Schlachterstraße,residential,30,True,False,86.164,"LINESTRING (9.423325 53.7877211, 9.4224074 53.7871674)",,,,,5,
119625534,Am Fleth,tertiary,20,True,False,30.452999999999996,"LINESTRING (9.423325 53.7877211, 9.4233632 53.7877, 9.4235107 53.7876185, 9.4236637 53.7875341)",1,,,,,
26999747,Am Neuendeich,tertiary,50,True,False,49.369,"LINESTRING (9.4197426 53.7901144, 9.4197637 53.7900532, 9.4198184 53.789975, 9.419925 53.789874, 9.4200866 53.7897239)",1,K 8,,,,
26999749,Am Neuendeich,tertiary,50,False,False,88.927,"LINESTRING (9.4197426 53.7901144, 9.4196623 53.7902475, 9.4196121 53.7904147, 9.4196194 53.7906869, 9.4196037 53.7909031)",2,K 8,,,,
