osmid,lanes,name,highway,width,oneway,reversed,length,geometry,bridge
9529108,2,Locust Avenue,residential,12.2,False,True,277.219,"LINESTRING (-71.251633 41.841024, -71.251625 41.840127, -71.251633 41.839719, -71.251633 41.839623, -71.251615 41.839509, -71.251516 41.839113, -71.251363 41.83855)",
"[9529169, 972611698, 972611699]",2,Bay State Road,residential,12.2,False,True,401.073,"LINESTRING (-71.251633 41.841024, -71.2510993 41.841302, -71.2509419 41.841363, -71.2508136 41.841387, -71.2506759 41.841392, -71.2505629 41.841377, -71.2504384 41.841324, -71.250304 41.84125, -71.2502017 41.841191, -71.249979 41.84105, -71.2497746 41.840957, -71.2496329 41.840922, -71.2495013 41.840911, -71.2493425 41.840912, -71.2491594 41.840944, -71.2489592 41.840992, -71.248695 41.841057, -71.248383 41.841145, -71.248091 41.841227, -71.247809 41.841312, -71.247529 41.841399, -71.247264 41.841479)",yes
9529187,2,Heritage Road,residential,12.2,False,True,396.928,"LINESTRING (-71.2471251 41.839978, -71.24734 41.839944, -71.24755 41.839909, -71.24778 41.839846, -71.247958 41.839783, -71.2480612 41.8397191, -71.248092 41.8397, -71.248245 41.839595, -71.2484 41.839475, -71.248562 41.839333, -71.248699 41.839228, -71.248837 41.839122, -71.248961 41.839059, -71.249122 41.838993, -71.249301 41.838944, -71.249772 41.838815, -71.250435 41.83866, -71.25082 41.838593, -71.250973 41.83857, -71.251114 41.838563, -71.251363 41.83855)",
"[9529169, 972611698, 972611699]",2,Bay State Road,residential,12.2,False,False,401.073,"LINESTRING (-71.247264 41.841479, -71.247529 41.841399, -71.247809 41.841312, -71.248091 41.841227, -71.248383 41.841145, -71.248695 41.841057, -71.2489592 41.840992, -71.2491594 41.840944, -71.2493425 41.840912, -71.2495013 41.840911, -71.2496329 41.840922, -71.2497746 41.840957, -71.249979 41.84105, -71.2502017 41.841191, -71.250304 41.84125, -71.2504384 41.841324, -71.2505629 41.841377, -71.2506759 41.841392, -71.2508136 41.841387, -71.2509419 41.841363, -71.2510993 41.841302, -71.251633 41.841024)",yes
9529108,2,Locust Avenue,residential,12.2,False,False,277.21899999999994,"LINESTRING (-71.251363 41.83855, -71.251516 41.839113, -71.251615 41.839509, -71.251633 41.839623, -71.251633 41.839719, -71.251625 41.840127, -71.251633 41.841024)",
9529187,2,Heritage Road,residential,12.2,False,False,396.92799999999994,"LINESTRING (-71.251363 41.83855, -71.251114 41.838563, -71.250973 41.83857, -71.25082 41.838593, -71.250435 41.83866, -71.249772 41.838815, -71.249301 41.838944, -71.249122 41.838993, -71.248961 41.839059, -71.248837 41.839122, -71.248699 41.839228, -71.248562 41.839333, -71.2484 41.839475, -71.248245 41.839595, -71.248092 41.8397, -71.2480612 41.8397191, -71.247958 41.839783, -71.24778 41.839846, -71.24755 41.839909, -71.24734 41.839944, -71.2471251 41.839978)",
