osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,ref,width,bridge
914934626,Harlow Street,tertiary,False,True,42.973,,"LINESTRING (-68.7743682 44.8055212, -68.7739527 44.8052713)",,,,
914934629,Center Street,tertiary,False,False,12.627,25 mph,"LINESTRING (-68.7707632 44.8054132, -68.7708532 44.8055071)",,,,
187452775,Park Street,tertiary,True,False,129.37099999999998,,"LINESTRING (-68.7707632 44.8054132, -68.7706756 44.8053615, -68.7705583 44.8052079, -68.7701477 44.804348)",,,,
11465640,Somerset Street,residential,False,False,105.734,,"LINESTRING (-68.7696107 44.8057056, -68.7695224 44.8057207, -68.7685227 44.8058744, -68.7684651 44.8058844, -68.7683027 44.8059126)",,,,
11465640,Somerset Street,residential,False,True,100.98199999999999,,"LINESTRING (-68.7696107 44.8057056, -68.76968 44.8056952, -68.7707336 44.8055492, -68.7707743 44.8055436, -68.7708532 44.8055071)",,,,
1172894699,French Street,residential,True,False,139.554,,"LINESTRING (-68.7696107 44.8057056, -68.7695886 44.8056327, -68.7692318 44.8044797)",,,,
11465640,Somerset Street,residential,False,True,105.734,,"LINESTRING (-68.7683027 44.8059126, -68.7684651 44.8058844, -68.7685227 44.8058744, -68.7695224 44.8057207, -68.7696107 44.8057056)",,,,
67834486,Broadway,primary,True,False,142.86799999999997,25 mph,"LINESTRING (-68.7683027 44.8059126, -68.7683337 44.8058106, -68.7680978 44.8049841, -68.768023 44.8047222, -68.7680034 44.8046536)",1,ME 15 Business,,
914967016,Somerset Street,residential,False,False,76.97,,"LINESTRING (-68.7683027 44.8059126, -68.7681667 44.8059322, -68.7681317 44.8059373, -68.7673471 44.8060521)",,,,
11470969,Pine Street,residential,False,True,142.061,,"LINESTRING (-68.7673471 44.8060521, -68.7673292 44.8059718, -68.7673252 44.8059582, -68.7670064 44.80486, -68.7669885 44.8048002)",,,,
914967016,Somerset Street,residential,False,True,76.97,,"LINESTRING (-68.7673471 44.8060521, -68.7681317 44.8059373, -68.7681667 44.8059322, -68.7683027 44.8059126)",,,,
51715160,Harlow Street,tertiary,False,False,64.005,,"LINESTRING (-68.773178 44.8048283, -68.7738125 44.805187)",,,,
11465687,Spring Street,residential,False,False,136.382,,"LINESTRING (-68.773178 44.8048283, -68.7725258 44.8053887, -68.7722149 44.8056335, -68.7720362 44.8057471)",,,,
51715160,Harlow Street,tertiary,False,True,155.679,,"LINESTRING (-68.773178 44.8048283, -68.7729381 44.804685, -68.772558 44.8044633, -68.7716549 44.8039382)",,,,
11465687,Spring Street,residential,False,True,136.382,,"LINESTRING (-68.7720362 44.8057471, -68.7722149 44.8056335, -68.7725258 44.8053887, -68.773178 44.8048283)",,,,
907558949,Spring Street,residential,True,False,80.569,,"LINESTRING (-68.7710704 44.8059682, -68.7711365 44.8059581, -68.7715723 44.8058915, -68.7719627 44.8057804, -68.7720362 44.8057471)",,,,
914934629,Center Street,tertiary,False,True,54.745,25 mph,"LINESTRING (-68.7710704 44.8059682, -68.7709513 44.8056095, -68.7708532 44.8055071)",,,,
962769555,Bangor Alley,unclassified,False,False,57.785,,"LINESTRING (-68.7708571 44.8008532, -68.7701835 44.8010572)",,,,
"[11472058, 798163131, 1132600861, 1132600862]",Merchants Plaza,unclassified,True,False,145.99599999999998,,"LINESTRING (-68.7708571 44.8008532, -68.7709795 44.8004132, -68.7709983 44.8003738, -68.7711035 44.8001532, -68.7711894 44.799973, -68.7713365 44.7995871)",,,"20'0""",
800397196,Broad Street,residential,False,False,30.27,,"LINESTRING (-68.7701843 44.7988835, -68.7700896 44.7986197)",,,,
11470142,Independent Street,primary,False,False,62.132999999999996,,"LINESTRING (-68.7701843 44.7988835, -68.7703691 44.7988024, -68.7705991 44.7986635, -68.7707757 44.7985203)",,,,
11472679,Washington Street,primary,False,False,54.986000000000004,,"LINESTRING (-68.7701843 44.7988835, -68.7700016 44.7989278, -68.7695249 44.7990435)",,,,
"[43145521, 798163145]","['Water Street', 'Broad Street']","['residential', 'unclassified']",False,True,144.184,,"LINESTRING (-68.7701843 44.7988835, -68.7702452 44.7990606, -68.7703185 44.7992736, -68.7703907 44.7994835, -68.7711296 44.7995644, -68.7713365 44.7995871)",,,,
11469071,Main Street,primary,False,True,56.107,,"LINESTRING (-68.7722085 44.7997069, -68.7719651 44.800181)",2,US 202;9,,
43145522,Water Street,unclassified,False,False,70.08,,"LINESTRING (-68.7722085 44.7997069, -68.7713365 44.7995871)",,,,
798163144,Main Street,primary,False,False,109.279,,"LINESTRING (-68.7722085 44.7997069, -68.7724782 44.7991644, -68.7726414 44.7987737)",2,US 202;9,,
43145522,Water Street,unclassified,False,True,70.08,,"LINESTRING (-68.7713365 44.7995871, -68.7722085 44.7997069)",,,,
"[798163145, 43145521]","['Water Street', 'Broad Street']","['unclassified', 'residential']",False,False,144.184,,"LINESTRING (-68.7713365 44.7995871, -68.7711296 44.7995644, -68.7703907 44.7994835, -68.7703185 44.7992736, -68.7702452 44.7990606, -68.7701843 44.7988835)",,,,
11465794,Harlow Street,primary,True,False,54.423,,"LINESTRING (-68.7692255 44.8023484, -68.7693444 44.8024258, -68.7696876 44.8027109)",2,US 2,,
915380662,Exchange Street,primary,False,True,91.009,,"LINESTRING (-68.7692255 44.8023484, -68.769162 44.8022666, -68.7688356 44.8015795)",,,,
1174447390,State Street,primary,False,False,76.27799999999999,25 mph,"LINESTRING (-68.7692255 44.8023484, -68.7687458 44.802546, -68.7683857 44.8026882)",2,US 2,,
11472457,Center Street,tertiary,True,False,227.979,,"LINESTRING (-68.7706128 44.8033924, -68.7706123 44.8034961, -68.7706303 44.8035468, -68.7706585 44.8036264, -68.7706618 44.8039652, -68.7706881 44.8042099, -68.7708733 44.8052208, -68.7708332 44.805317, -68.7708186 44.8053371, -68.7707632 44.8054132)",,,,
51715160,Harlow Street,tertiary,False,False,102.23899999999999,,"LINESTRING (-68.7706128 44.8033924, -68.7707511 44.803477, -68.7716549 44.8039382)",,,,
"[11470232, 425638777, 425638776]",Central Street,primary,True,False,216.05199999999996,,"LINESTRING (-68.7706128 44.8033924, -68.7710128 44.803003, -68.7713541 44.802534, -68.7714425 44.8023232, -68.7713053 44.8016165)",2,US 2,,yes
