osmid,lanes,name,highway,width,oneway,reversed,length,geometry,ref,maxspeed,bridge,access,tunnel
8891588,2,Linden Street,residential,12.2,False,True,84.175,"LINESTRING (-71.308344 42.6389989, -71.3081983 42.6385233, -71.3081161 42.6382607)",,,,,
8890760,1,Palmer Street,tertiary,15.2,True,False,69.42800000000001,"LINESTRING (-71.3107728 42.6445106, -71.3107707 42.644597, -71.3107291 42.644817, -71.3106864 42.645085, -71.3106791 42.6451307)",,,,,
107758311,2,Market Street,secondary,18.3,False,False,191.93,"LINESTRING (-71.3107728 42.6445106, -71.310678 42.6445012, -71.310004 42.644449, -71.309687 42.6444244, -71.3089468 42.644367, -71.3085623 42.6443372, -71.3084435 42.644362)",,25 mph,,,
107758311,2,Market Street,secondary,18.3,False,True,47.763999999999996,"LINESTRING (-71.3107728 42.6445106, -71.3108895 42.6445222, -71.3113534 42.6445563)",,25 mph,,,
8891615,2,Shattuck Street,tertiary,13.7,True,False,78.002,"LINESTRING (-71.3124049 42.6452732, -71.3126652 42.6449696, -71.3128503 42.6447538, -71.3129137 42.6446799)",,,,,
8889064,2,Ames Street,residential,9.1,True,False,131.326,"LINESTRING (-71.305593 42.637995, -71.304143 42.638502)",,,,,
8890677,2,Central Street,secondary,15.2,False,False,32.552,"LINESTRING (-71.305593 42.637995, -71.305649 42.638103, -71.305738 42.638228, -71.305763 42.638259)",,30 mph,,,
8890677,2,Central Street,secondary,15.2,False,True,27.389,"LINESTRING (-71.305593 42.637995, -71.305568 42.637946, -71.3054757 42.6377643)",,30 mph,,,
440541301,2,Chapel Street,residential,12.2,False,False,75.44,"LINESTRING (-71.30758 42.6392075, -71.307888 42.639847)",,,,,
440541301,2,Chapel Street,residential,12.2,False,True,88.254,"LINESTRING (-71.30758 42.6392075, -71.3072204 42.6384592)",,,,,
8891197,2,Union Street,residential,11.3,False,False,73.276,"LINESTRING (-71.30758 42.6392075, -71.3075011 42.6392412, -71.306805 42.639538)",,,,,
8891197,2,Union Street,residential,11.3,False,True,66.664,"LINESTRING (-71.30758 42.6392075, -71.3076763 42.6391792, -71.308344 42.6389989)",,,,,
8889018,2,Middlesex Street,secondary,16.8,False,False,38.977,"LINESTRING (-71.3128509 42.6405998, -71.3132895 42.6404628)",MA 110,,,,
8889018,2,Middlesex Street,secondary,16.8,False,True,105.38900000000001,"LINESTRING (-71.3128509 42.6405998, -71.312423 42.64073, -71.311663 42.6409668)",MA 110,,,,
8889117,2,Warren Street,tertiary,13.7,False,False,44.863,"LINESTRING (-71.3061973 42.6426893, -71.306117 42.6426544, -71.3057642 42.6424428)",,,,,
"[8891357, 666382756, 186174341]","['1', '2']",Warren Street,tertiary,12.2,True,False,214.69,"LINESTRING (-71.3061973 42.6426893, -71.3062693 42.6427744, -71.3063655 42.6428314, -71.3064945 42.6429069, -71.3066337 42.6429859, -71.3070329 42.6432221, -71.307163 42.6432976, -71.3072623 42.6433385, -71.307474 42.643358, -71.307605 42.643358, -71.3083827 42.6433294, -71.3084921 42.6433272)",,,,,
847167571,2,George Street,tertiary,15.2,False,True,43.371,"LINESTRING (-71.3061973 42.6426893, -71.3061981 42.6426064, -71.306198 42.6425826, -71.3062356 42.6423006)",,,,,
8891588,2,Linden Street,residential,12.2,False,True,17.403,"LINESTRING (-71.3081161 42.6382607, -71.3080739 42.6381073)",,,,,
8890429,1,Court Avenue,residential,3.0,False,False,76.645,"LINESTRING (-71.3081161 42.6382607, -71.30773 42.638326, -71.3072204 42.6384592)",,,,,
8891588,2,Linden Street,residential,12.2,False,False,84.175,"LINESTRING (-71.3081161 42.6382607, -71.3081983 42.6385233, -71.308344 42.6389989)",,,,,
666216974,3,Middlesex Street,secondary,16.8,False,True,26.848,"LINESTRING (-71.3089778 42.6417893, -71.308941 42.641799, -71.308802 42.6418434, -71.3087462 42.6418523, -71.3086659 42.6418566)",MA 110,,,,
731977327,2,Middlesex Street,secondary,16.8,False,False,76.35600000000001,"LINESTRING (-71.3089778 42.6417893, -71.3090548 42.6417654, -71.3097565 42.641556, -71.3098424 42.6415304)",MA 110,,,,
8891392,2,Bents Court,residential,4.9,False,False,44.70400000000001,"LINESTRING (-71.3087945 42.6402215, -71.3087071 42.6402268, -71.308687 42.640228, -71.3084923 42.6401584, -71.3083823 42.6401501, -71.3083307 42.6401348, -71.3082788 42.6401194)",,,,,
186174339,2,Gorham Street,secondary,15.2,True,False,32.693,"LINESTRING (-71.3087945 42.6402215, -71.3088028 42.6400165, -71.3088092 42.6399277)",,30 mph,,,
8889533,,,residential,,False,False,124.466,"LINESTRING (-71.310863 42.643499, -71.3111309 42.6440032, -71.3113285 42.6444421, -71.3113534 42.6445563)",,,,,
8889533,,,residential,,False,True,124.46600000000001,"LINESTRING (-71.3113534 42.6445563, -71.3113285 42.6444421, -71.3111309 42.6440032, -71.310863 42.643499)",,,,,
107758311,2,Market Street,secondary,18.3,False,False,47.763999999999996,"LINESTRING (-71.3113534 42.6445563, -71.3108895 42.6445222, -71.3107728 42.6445106)",,25 mph,,,
107758311,2,Market Street,secondary,18.3,False,True,128.35899999999998,"LINESTRING (-71.3113534 42.6445563, -71.3126085 42.6446536, -71.3129137 42.6446799)",,25 mph,,,
8888675,1,Veterans Way,secondary,,True,False,21.827,"LINESTRING (-71.3082788 42.6401194, -71.308094 42.640261)",,,,,
8891392,2,Bents Court,residential,4.9,False,True,44.704,"LINESTRING (-71.3082788 42.6401194, -71.3083307 42.6401348, -71.3083823 42.6401501, -71.3084923 42.6401584, -71.308687 42.640228, -71.3087071 42.6402268, -71.3087945 42.6402215)",,,,,
8891047,2,Brown Street,residential,15.9,False,True,104.83,"LINESTRING (-71.303781 42.645544, -71.303732 42.645481, -71.303681 42.645364, -71.3035877 42.6450206, -71.303503 42.6446284)",,,,,
8890047,2,Lawrence Street,tertiary,12.2,False,True,34.183,"LINESTRING (-71.304192 42.638904, -71.304232 42.63921)",,25 mph,,,
8890047,2,Lawrence Street,tertiary,12.2,False,False,44.879999999999995,"LINESTRING (-71.304192 42.638904, -71.304182 42.638826, -71.304143 42.638502)",,25 mph,,,
8889529,,Green Street,secondary,,True,False,91.46,"LINESTRING (-71.3052278 42.6415821, -71.3055001 42.6416181, -71.3055148 42.6416196, -71.3055697 42.6416315, -71.3056107 42.641642, -71.3056585 42.6416563, -71.3060788 42.6418111, -71.3061282 42.6418241, -71.3061817 42.6418336, -71.3062781 42.6418406)",MA 110,,,,
666217040,2,Church Street,secondary,18.3,False,False,59.298,"LINESTRING (-71.3052278 42.6415821, -71.3051283 42.6415897, -71.3050166 42.6415983, -71.3047584 42.641623, -71.3045083 42.6416472)",MA 110,,,,
8890677,2,Central Street,secondary,15.2,False,False,21.165,"LINESTRING (-71.305763 42.638259, -71.305892 42.638424)",,30 mph,,,
8890677,2,Central Street,secondary,15.2,False,True,32.552,"LINESTRING (-71.305763 42.638259, -71.305738 42.638228, -71.305649 42.638103, -71.305593 42.637995)",,30 mph,,,
8891455,1,Cottage Street,residential,4.3,False,True,106.155,"LINESTRING (-71.305763 42.638259, -71.305946 42.638187, -71.306161 42.638084, -71.3065275 42.6379358, -71.3066594 42.6378743, -71.3067479 42.6378348, -71.3068293 42.6378018, -71.3068864 42.6377826)",,,,,
8889887,2,Warren Court,residential,9.1,False,True,50.17100000000001,"LINESTRING (-71.303788 42.641688, -71.3037779 42.6416422, -71.303773 42.64162, -71.30373 42.641239)",,,,,
186174338,2,Church Street,secondary,18.3,False,True,59.096000000000004,"LINESTRING (-71.303788 42.641688, -71.303909 42.641679, -71.304378 42.6416541, -71.3045083 42.6416472)",MA 110,,,,
847170307,2,Warren Street,tertiary,13.7,False,True,209.304,"LINESTRING (-71.303788 42.641688, -71.3038156 42.6417697, -71.3038196 42.6417818, -71.3038488 42.6420282, -71.3038718 42.6420942, -71.3039138 42.6421372, -71.3039658 42.6421612, -71.3040358 42.6421742, -71.3042548 42.6421853, -71.3048094 42.6422233, -71.3050139 42.6422401, -71.3052211 42.6422608, -71.3053434 42.6422839, -71.3054062 42.6422963, -71.3054746 42.6423185, -71.3055819 42.6423585, -71.3056838 42.6424043, -71.3057642 42.6424428)",,,,,
578863366,2,George Street,tertiary,15.2,False,False,17.779,"LINESTRING (-71.3062558 42.6421414, -71.3062356 42.6423006)",,,,,
8890297,2,William Street,residential,12.2,True,False,181.497,"LINESTRING (-71.3062558 42.6421414, -71.3063703 42.6421452, -71.3071364 42.6421707, -71.3071706 42.6421725, -71.3074162 42.6421857, -71.3083867 42.6422422, -71.3084698 42.642247)",,,,,
578863366,2,George Street,tertiary,15.2,False,True,33.577,"LINESTRING (-71.3062558 42.6421414, -71.3062772 42.6419905, -71.3062846 42.641916, -71.3062781 42.6418406)",,,,,
8888922,2,Green Street,secondary,11.0,False,False,17.862,"LINESTRING (-71.3084481 42.6418683, -71.3086659 42.6418566)",MA 110,,,,
186174337,2,Central Street,secondary,15.2,True,False,42.155,"LINESTRING (-71.3084481 42.6418683, -71.3084595 42.6419844, -71.3084642 42.6421051, -71.3084698 42.642247)",,30 mph,,,
8890047,2,Lawrence Street,tertiary,12.2,False,False,37.751999999999995,"LINESTRING (-71.304143 42.638502, -71.304109 42.638249, -71.3040933 42.6381645)",,25 mph,,,
8890047,2,Lawrence Street,tertiary,12.2,False,True,44.879999999999995,"LINESTRING (-71.304143 42.638502, -71.304182 42.638826, -71.304192 42.638904)",,25 mph,,,
8888850,2,Merrimack Street,secondary,22.9,False,True,78.425,"LINESTRING (-71.308372 42.645566, -71.3082556 42.6455552, -71.3082098 42.645551, -71.3079824 42.6455285, -71.3078277 42.6455062, -71.3075718 42.6454578, -71.3074343 42.6454262)",,,,,
8889935,2,Central Street,secondary,18.3,False,False,69.12,"LINESTRING (-71.308372 42.645566, -71.308379 42.6454799, -71.3084091 42.644945)",,30 mph,,,
543153086,2,Merrimack Street,secondary,22.9,False,False,72.894,"LINESTRING (-71.308372 42.645566, -71.3085103 42.6455773, -71.3088179 42.6456026, -71.3090972 42.6456249, -71.309258 42.6456369)",,,,,
186174337,2,Central Street,secondary,15.2,True,False,44.719,"LINESTRING (-71.3084698 42.642247, -71.3084907 42.6424601, -71.3085242 42.642647)",,30 mph,,,
"[666217041, 703496861]","['1', '2']",Central Street,secondary,15.2,True,False,34.027,"LINESTRING (-71.3078309 42.6407402, -71.3078385 42.6408352, -71.3078505 42.6408956, -71.3078988 42.6409836, -71.307918 42.6410148, -71.3079296 42.6410336)",,30 mph,,,
186174340,2,Green Street,secondary,11.0,True,False,177.57,"LINESTRING (-71.3062781 42.6418406, -71.3064506 42.641842, -71.3071503 42.6418473, -71.3076886 42.6418589, -71.3077471 42.6418603, -71.3082366 42.6418716, -71.3083078 42.6418734, -71.308337 42.6418742, -71.3084481 42.6418683)",MA 110,,,,
578863366,2,George Street,tertiary,15.2,False,False,33.577,"LINESTRING (-71.3062781 42.6418406, -71.3062846 42.641916, -71.3062772 42.6419905, -71.3062558 42.6421414)",,,,,
8888827,2,Chapel Street,residential,12.2,False,False,56.169,"LINESTRING (-71.306529 42.63697, -71.3067127 42.637405, -71.3067327 42.6374524)",,,,,
8888702,2,South Street,tertiary,13.7,False,False,49.67,"LINESTRING (-71.3110315 42.6398519, -71.3110911 42.6399519, -71.3112114 42.640175, -71.3112241 42.6401986, -71.3112636 42.6402646)",,,,,
8888702,2,South Street,tertiary,13.7,False,True,42.925,"LINESTRING (-71.3110315 42.6398519, -71.3108849 42.6395965, -71.3108656 42.6395628, -71.3108296 42.6394956)",,,,,
8890418,2,Winter Street,residential,9.1,False,False,66.106,"LINESTRING (-71.3110315 42.6398519, -71.3109591 42.6398729, -71.3108258 42.6399082, -71.3106218 42.6399623, -71.310272 42.640055)",,,,,
8891420,2,Jackson Street,residential,12.2,False,True,70.057,"LINESTRING (-71.3085242 42.642647, -71.3086585 42.6426339, -71.3087395 42.6426199, -71.3090028 42.6425345, -71.309076 42.6425108, -71.3093241 42.6424323)",,,,,
186174328,2,Central Street,secondary,15.2,False,True,31.079,"LINESTRING (-71.3085242 42.642647, -71.3085091 42.6428687, -71.3085068 42.6429262)",,30 mph,,,
186174331,2,Central Street,secondary,15.2,True,False,88.82799999999999,"LINESTRING (-71.3085242 42.642647, -71.30859 42.6424472, -71.3086099 42.6422628, -71.308643 42.6420168, -71.3086458 42.641996, -71.3086659 42.6418566)",,30 mph,,,
8888898,2,Groves Avenue,residential,7.6,False,False,68.877,"LINESTRING (-71.305003 42.638961, -71.304232 42.63921)",,,,,
8891588,2,Linden Street,residential,12.2,False,False,17.403,"LINESTRING (-71.3080739 42.6381073, -71.3081161 42.6382607)",,,,,
8891588,2,Linden Street,residential,12.2,False,True,6.847,"LINESTRING (-71.3080739 42.6381073, -71.3080551 42.6380473)",,,,,
8889949,2,Moulton Avenue,residential,7.3,True,False,77.067,"LINESTRING (-71.3093241 42.6424323, -71.3092905 42.642374, -71.3090004 42.6418708, -71.3089778 42.6417893)",,,,customers,
8891420,2,Jackson Street,residential,12.2,False,False,70.057,"LINESTRING (-71.3093241 42.6424323, -71.309076 42.6425108, -71.3090028 42.6425345, -71.3087395 42.6426199, -71.3086585 42.6426339, -71.3085242 42.642647)",,,,,
8891420,2,Jackson Street,residential,12.2,False,True,77.46600000000001,"LINESTRING (-71.3093241 42.6424323, -71.3094722 42.6423808, -71.3096885 42.6423068, -71.3101885 42.6421478)",,,,,
578863366,2,George Street,tertiary,15.2,False,True,17.779,"LINESTRING (-71.3062356 42.6423006, -71.3062558 42.6421414)",,,,,
98251848,,Sheraton Way,tertiary,,True,False,45.988,"LINESTRING (-71.3062356 42.6423006, -71.3061331 42.6423956, -71.3060816 42.6424314, -71.3060176 42.6424538, -71.3059473 42.6424607, -71.3057642 42.6424428)",,,,,
847167571,2,George Street,tertiary,15.2,False,False,43.370999999999995,"LINESTRING (-71.3062356 42.6423006, -71.306198 42.6425826, -71.3061981 42.6426064, -71.3061973 42.6426893)",,,,,
8890418,2,Winter Street,residential,9.1,False,True,66.106,"LINESTRING (-71.310272 42.640055, -71.3106218 42.6399623, -71.3108258 42.6399082, -71.3109591 42.6398729, -71.3110315 42.6398519)",,,,,
8889018,2,Middlesex Street,secondary,16.8,False,False,34.081,"LINESTRING (-71.3108665 42.6412087, -71.3111342 42.6411302, -71.3112539 42.6410959)",MA 110,,,,
8891478,2,Elliott Street,residential,15.2,False,True,85.31700000000001,"LINESTRING (-71.3108665 42.6412087, -71.3108333 42.641148, -71.3106819 42.6408712, -71.3105173 42.6405703, -71.3104771 42.6404969)",,,,,
731977327,2,Middlesex Street,secondary,16.8,False,True,91.086,"LINESTRING (-71.3108665 42.6412087, -71.3104698 42.6413333, -71.3098424 42.6415304)",MA 110,,,,
8890218,2,Wamesit Street,secondary,12.2,False,True,19.897,"LINESTRING (-71.305224 42.6372047, -71.3053438 42.6372259, -71.3054638 42.6372244)",,,,,
1026165228,,Central Street,secondary,15.2,True,False,24.118000000000002,"LINESTRING (-71.305224 42.6372047, -71.3052125 42.6373288, -71.305204 42.6374211)",,30 mph,,,
8890047,2,Lawrence Street,tertiary,12.2,False,False,77.46900000000001,"LINESTRING (-71.3045083 42.6416472, -71.3044985 42.6415568, -71.3044332 42.6409527)",,25 mph,,,
186174338,2,Church Street,secondary,18.3,False,False,59.096000000000004,"LINESTRING (-71.3045083 42.6416472, -71.304378 42.6416541, -71.303909 42.641679, -71.303788 42.641688)",MA 110,,,,
666217040,2,Church Street,secondary,18.3,False,True,59.298,"LINESTRING (-71.3045083 42.6416472, -71.3047584 42.641623, -71.3050166 42.6415983, -71.3051283 42.6415897, -71.3052278 42.6415821)",MA 110,,,,
8890553,2,Centre Street,residential,10.7,False,True,94.462,"LINESTRING (-71.306117 42.638703, -71.3069116 42.6384404, -71.3071713 42.6383564)",,,,,
8890677,2,Central Street,secondary,15.2,False,False,43.888000000000005,"LINESTRING (-71.306117 42.638703, -71.3062028 42.63882, -71.3063581 42.6389959, -71.306396 42.6390398)",,30 mph,,,
8890677,2,Central Street,secondary,15.2,False,True,36.075,"LINESTRING (-71.306117 42.638703, -71.306006 42.638569, -71.305892 42.638424)",,30 mph,,,
8890948,2,Favor Street,residential,9.1,True,False,92.035,"LINESTRING (-71.3132496 42.6387548, -71.3132876 42.6388202, -71.3135193 42.6392197, -71.3136911 42.6395161)",,,,,
134818220,2,Summer Street,tertiary,15.2,False,False,214.41299999999998,"LINESTRING (-71.3132496 42.6387548, -71.3109413 42.6394636, -71.3108969 42.6394772, -71.3108296 42.6394956)",,,,,
134818220,2,Summer Street,tertiary,15.2,False,True,114.277,"LINESTRING (-71.3132496 42.6387548, -71.3138737 42.6385622, -71.3142173 42.6384561, -71.3143232 42.6384059, -71.3145184 42.6383287)",,,,,
8890377,2,Gorham Street,secondary,18.3,True,False,34.457,"LINESTRING (-71.3087531 42.6410639, -71.3087593 42.6409659, -71.308771 42.6407543)",,30 mph,,,
186174325,2,Appleton Street,secondary,18.3,True,False,59.56400000000001,"LINESTRING (-71.3087531 42.6410639, -71.3086348 42.6411147, -71.3084239 42.6411963, -71.3082055 42.6412868, -71.3081133 42.6413193)",MA 110,,,,
666216975,2,Appleton Street,secondary,18.3,False,True,36.333,"LINESTRING (-71.3087531 42.6410639, -71.3088433 42.6410341, -71.3091584 42.6409302)",MA 110,,,,
107758311,2,Market Street,secondary,18.3,False,False,128.35899999999998,"LINESTRING (-71.3129137 42.6446799, -71.3126085 42.6446536, -71.3113534 42.6445563)",,25 mph,,,
"[666382777, 8889899, 107758348]",2,Market Street,secondary,18.3,False,True,63.019,"LINESTRING (-71.3129137 42.6446799, -71.312978 42.6446854, -71.3131665 42.6447038, -71.3132793 42.6447408, -71.3132899 42.6447453, -71.313444 42.6448193, -71.3135006 42.644849, -71.3136044 42.6449019)",,25 mph,yes,,
8888922,2,Green Street,secondary,11.0,False,True,17.862,"LINESTRING (-71.3086659 42.6418566, -71.3084481 42.6418683)",MA 110,,,,
8891402,2,Gorham Street,secondary,15.2,True,False,88.439,"LINESTRING (-71.3086659 42.6418566, -71.3086825 42.6417452, -71.308712 42.6414599, -71.308738 42.641208, -71.3087425 42.6411622, -71.3087531 42.6410639)",,30 mph,,,
666216974,3,Middlesex Street,secondary,16.8,False,False,26.848,"LINESTRING (-71.3086659 42.6418566, -71.3087462 42.6418523, -71.308802 42.6418434, -71.308941 42.641799, -71.3089778 42.6417893)",MA 110,,,,
8889930,2,Charles Street,tertiary,15.2,False,True,118.039,"LINESTRING (-71.3043597 42.6403074, -71.304486 42.6402958, -71.3057917 42.6401762)",,,,,
