osmid,lanes,name,highway,width,oneway,reversed,length,geometry,maxspeed,bridge
8951975,1,Symonds Court,residential,9.8,False,False,45.266,"LINESTRING (-70.8611 42.503028, -70.860674 42.502769)",,
276437995,2,Bassett Street,residential,6.7,True,False,18.317,"LINESTRING (-70.855209 42.50251, -70.8554315 42.5025251)",,
8951993,2,Linden Street,residential,8.8,False,True,57.899,"LINESTRING (-70.858619 42.50225, -70.858498 42.502763)",,
8952655,2,Sewall Street,residential,10.7,False,True,40.259,"LINESTRING (-70.858619 42.50225, -70.8591 42.502323)",,
8952655,2,Sewall Street,residential,10.7,False,False,91.92000000000002,"LINESTRING (-70.858619 42.50225, -70.858404 42.502208, -70.85808 42.502206, -70.857514 42.50228)",,
8951459,2,Atlantic Avenue,secondary,17.1,False,False,98.15799999999999,"LINESTRING (-70.855314 42.499565, -70.855206 42.499681, -70.855076 42.499824, -70.854929 42.500002, -70.854853 42.500084, -70.854791 42.500176, -70.854768 42.500241, -70.854771 42.500295, -70.8547846 42.5003319)",,
8951459,2,Atlantic Avenue,secondary,17.1,False,True,56.650999999999996,"LINESTRING (-70.855314 42.499565, -70.8553501 42.4995271, -70.855711 42.499148)",,
8952503,2,Hawkes Street,residential,11.9,False,False,63.89,"LINESTRING (-70.855314 42.499565, -70.855208 42.499485, -70.8551072 42.4994146, -70.854903 42.499272, -70.854776 42.499151)",,
"[8951674, 8952503]",2,Hawkes Street,residential,"['11.9', '12.2']",False,"[False, True]",171.66099999999997,"LINESTRING (-70.855314 42.499565, -70.85556 42.499764, -70.855841 42.499955, -70.856025 42.50011, -70.856116 42.500186, -70.856192 42.500251, -70.856324 42.500417, -70.856434 42.50059, -70.856531 42.500734, -70.856563 42.500784)",,
8951176,2,Washington Square,residential,8.8,False,True,53.92,"LINESTRING (-70.852095 42.50308, -70.851771 42.502658)",,
8952874,2,Washington Street,secondary,12.8,False,True,81.418,"LINESTRING (-70.852095 42.50308, -70.852322 42.502925, -70.8525805 42.5027409, -70.852807 42.502603, -70.852831 42.502589)",,
8951491,2,South Street,residential,9.1,False,False,21.78,"LINESTRING (-70.852641 42.502104, -70.852458 42.502246)",,
8951491,2,South Street,residential,9.1,False,True,17.88,"LINESTRING (-70.852641 42.502104, -70.852659 42.502089, -70.852792 42.501988)",,
8952042,,Henry's Way,residential,,False,False,93.662,"LINESTRING (-70.863889 42.501227, -70.8632025 42.5019003)",,
814408592,2,Village Street,secondary,15.5,False,False,34.988,"LINESTRING (-70.863889 42.501227, -70.863529 42.501058)",,
8952643,1,Catherine Lane,residential,6.1,True,False,50.17,"LINESTRING (-70.8524913 42.4993268, -70.8518794 42.4993203)",,
1133962047,2,Gregory Street,tertiary,12.2,False,True,8.857,"LINESTRING (-70.8524913 42.4993268, -70.85254 42.4992557)",,
8952899,2,Gregory Street,tertiary,10.1,True,False,115.467,"LINESTRING (-70.8524913 42.4993268, -70.8523512 42.4995448, -70.852139 42.499873, -70.851912 42.500273)",,
8951719,2,Tyler Row,residential,8.5,False,False,23.266,"LINESTRING (-70.8518607 42.4983167, -70.8518554 42.4985259)",,
8951299,2,Barnard Street,residential,8.5,True,False,113.31399999999998,"LINESTRING (-70.855711 42.499148, -70.856079 42.499362, -70.856284 42.499521, -70.8564251 42.4996255, -70.856492 42.499675, -70.856627 42.499746, -70.856725 42.499771, -70.856776 42.499777)",,
8951459,2,Atlantic Avenue,secondary,17.1,False,False,56.650999999999996,"LINESTRING (-70.855711 42.499148, -70.8553501 42.4995271, -70.855314 42.499565)",,
8951459,2,Atlantic Avenue,secondary,17.1,False,True,78.147,"LINESTRING (-70.855711 42.499148, -70.855744 42.4991135, -70.856261 42.498574)",,
8951588,2,Barnard Hawkes Court,residential,,False,False,50.767,"LINESTRING (-70.854727 42.498501, -70.854331 42.498852)",,
8951299,2,Barnard Street,residential,8.5,True,False,108.10300000000001,"LINESTRING (-70.854727 42.498501, -70.854911 42.498616, -70.855215 42.498822, -70.855402 42.498947, -70.855711 42.499148)",,
8951179,2,Spring Street,secondary,11.9,False,False,104.815,"LINESTRING (-70.8563215 42.5035382, -70.856202 42.503385, -70.8559993 42.5032547, -70.855978 42.503241, -70.8558519 42.5031498, -70.8556054 42.5029716, -70.8554413 42.5028638)",,
8951374,2,Elm Street,secondary,14.6,False,True,21.316,"LINESTRING (-70.8563215 42.5035382, -70.856331 42.503613, -70.856324 42.50366, -70.856306 42.503728)",30 mph,
8952515,2,Sewall Street,residential,12.8,False,True,100.58000000000001,"LINESTRING (-70.8563215 42.5035382, -70.85642 42.503474, -70.856654 42.503235, -70.857031 42.502804)",,
8952708,2,Pleasant Street,secondary,17.7,False,False,18.13,"LINESTRING (-70.8622008 42.496832, -70.862071 42.496964)",,
8952408,2,Hewitt Street,residential,7.9,False,False,111.00000000000001,"LINESTRING (-70.8622008 42.496832, -70.86176 42.496628, -70.861438 42.496439, -70.861233 42.496322, -70.86115 42.496264, -70.861122 42.496235)",,
8952708,2,Pleasant Street,secondary,17.7,False,True,54.272999999999996,"LINESTRING (-70.8622008 42.496832, -70.862258 42.496755, -70.862358 42.49662, -70.8624747 42.4964634, -70.862519 42.496404)",,
8952697,2,Guernsey Street,residential,12.2,False,True,113.187,"LINESTRING (-70.857204 42.504129, -70.857559 42.503996, -70.857785 42.503909, -70.857941 42.503833, -70.858104 42.503726, -70.858316 42.503547)",,
8952788,2,Evans Road,residential,11.9,False,False,86.066,"LINESTRING (-70.857204 42.504129, -70.8568118 42.5039539, -70.856306 42.503728)",,
8951374,2,Elm Street,secondary,14.6,False,False,40.891999999999996,"LINESTRING (-70.855794 42.504302, -70.856027 42.50407, -70.85609 42.504006)",30 mph,
8952714,2,Gregory Street,tertiary,12.2,False,False,36.1,"LINESTRING (-70.853477 42.497718, -70.853312 42.498019)",,
8952714,2,Gregory Street,tertiary,12.2,False,True,60.366,"LINESTRING (-70.853477 42.497718, -70.853754 42.497215)",,
8951299,2,Barnard Street,residential,8.5,True,False,88.687,"LINESTRING (-70.853477 42.497718, -70.853757 42.497857, -70.8542 42.498151, -70.854309 42.498225)",,
8952535,2,Commercial Street,tertiary,12.8,False,False,95.003,"LINESTRING (-70.854754 42.497635, -70.854572 42.497519, -70.854399 42.497433, -70.853979 42.497293, -70.853754 42.497215)",,
8952535,2,Commercial Street,tertiary,12.8,False,True,161.794,"LINESTRING (-70.854754 42.497635, -70.854822 42.497678, -70.855202 42.497914, -70.855224 42.497927, -70.855412 42.498037, -70.855628 42.498164, -70.856261 42.498574)",,
8952686,1,Red Frank Lane,residential,4.6,False,False,75.07499999999999,"LINESTRING (-70.854754 42.497635, -70.854525 42.497928, -70.854309 42.498225)",,
8951147,1,Roundys Hill,residential,6.1,False,True,50.793,"LINESTRING (-70.854411 42.4995121, -70.8544912 42.4994025, -70.854585 42.499277, -70.854776 42.499151)",,
8952039,,Byors Road,residential,,False,True,198.898,"LINESTRING (-70.8626938 42.5022621, -70.862255 42.502029, -70.862191 42.501972, -70.862173 42.501944, -70.862176 42.501914, -70.863199 42.500911)",,
8951491,2,South Street,residential,9.1,False,False,17.88,"LINESTRING (-70.852792 42.501988, -70.852659 42.502089, -70.852641 42.502104)",,
8951491,2,South Street,residential,9.1,False,True,88.53800000000001,"LINESTRING (-70.852792 42.501988, -70.853055 42.501694, -70.8533 42.501526, -70.85353 42.501425)",,
8952000,2,Middle Street,residential,11.6,False,True,124.11099999999999,"LINESTRING (-70.852792 42.501988, -70.85298 42.50192, -70.853045 42.501884, -70.853469 42.501735, -70.853903 42.501612, -70.854172 42.501535)",,
8952319,,Washington Square,residential,,False,False,57.907000000000004,"LINESTRING (-70.852792 42.501988, -70.852831 42.502088, -70.853169 42.502422)",,
8952641,2,Washington Square,residential,10.4,False,False,48.884,"LINESTRING (-70.852831 42.502589, -70.852458 42.502246)",,
8952874,2,Washington Street,secondary,12.8,False,True,33.356,"LINESTRING (-70.852831 42.502589, -70.853169 42.502422)",,
8952874,2,Washington Street,secondary,12.8,False,False,81.418,"LINESTRING (-70.852831 42.502589, -70.852807 42.502603, -70.8525805 42.5027409, -70.852322 42.502925, -70.852095 42.50308)",,
8952714,2,Gregory Street,tertiary,12.2,False,False,32.93,"LINESTRING (-70.853185 42.498278, -70.853003 42.498542)",,
8952714,2,Gregory Street,tertiary,12.2,False,True,30.624,"LINESTRING (-70.853185 42.498278, -70.853312 42.498019)",,
8952503,2,Hawkes Street,residential,11.9,False,True,74.174,"LINESTRING (-70.853185 42.498278, -70.853507 42.498431, -70.853933 42.498653)",,
8951491,2,South Street,residential,9.1,False,True,21.78,"LINESTRING (-70.852458 42.502246, -70.852641 42.502104)",,
8952641,2,Washington Square,residential,10.4,False,True,48.884,"LINESTRING (-70.852458 42.502246, -70.852831 42.502589)",,
8951465,2,Washington Square,residential,10.4,False,False,72.67600000000002,"LINESTRING (-70.852458 42.502246, -70.852099 42.502456, -70.8520685 42.5024755, -70.8518 42.502647, -70.851771 42.502658)",,
8951556,2,Commercial Street,residential,12.8,False,True,20.651,"LINESTRING (-70.853528 42.497133, -70.853754 42.497215)",,
"[900623732, 8951556]",2,"['Commercial Street', 'Cliff Street']",residential,"['12.2', '12.8']",False,"[False, True]",91.487,"LINESTRING (-70.853528 42.497133, -70.8534538 42.4971083, -70.852859 42.49691, -70.8530303 42.4966585)",,
8952802,2,Walnut Street,residential,11.9,False,True,105.529,"LINESTRING (-70.853528 42.497133, -70.853721 42.496923, -70.853892 42.496747, -70.854341 42.496401)",,
8951993,2,Linden Street,residential,8.8,False,False,57.899,"LINESTRING (-70.858498 42.502763, -70.858619 42.50225)",,
8951993,2,Linden Street,residential,8.8,False,True,43.419,"LINESTRING (-70.858498 42.502763, -70.858887 42.503028)",,
8952090,2,Linden Street,residential,8.8,False,False,24.163,"LINESTRING (-70.858498 42.502763, -70.8582427 42.5026544)",,
8952090,2,Linden Street,residential,8.8,False,True,24.163,"LINESTRING (-70.8582427 42.5026544, -70.858498 42.502763)",,
8951837,2,Village Street,secondary,10.7,False,False,11.109,"LINESTRING (-70.859696 42.499281, -70.8595813 42.4992278)",,
8952812,2,Vine Street,residential,8.5,False,False,18.756,"LINESTRING (-70.859696 42.499281, -70.8595 42.499368)",,
8951837,2,Village Street,secondary,10.7,False,True,193.88899999999998,"LINESTRING (-70.859696 42.499281, -70.859896 42.499377, -70.860154 42.499491, -70.8604 42.499621, -70.860645 42.499735, -70.860859 42.49983, -70.861071 42.499929, -70.861216 42.499998, -70.861412 42.500095, -70.861642 42.500217, -70.861677 42.500232)",,
"[8952915, 8952812]",2,Vine Street,residential,"['8.5', '11.3']",False,True,254.65400000000002,"LINESTRING (-70.859696 42.499281, -70.859846 42.499186, -70.860037 42.499071, -70.860209 42.498964, -70.860387 42.498886, -70.860469 42.498918, -70.860615 42.498981, -70.860867 42.499098, -70.861109 42.499212, -70.861322 42.499305, -70.861509 42.499389, -70.861722 42.499502, -70.86189 42.49958, -70.8619722 42.4996108, -70.862058 42.499643, -70.862287 42.499744)",,
8952408,2,Hewitt Street,residential,7.9,False,True,111.0,"LINESTRING (-70.861122 42.496235, -70.86115 42.496264, -70.861233 42.496322, -70.861438 42.496439, -70.86176 42.496628, -70.8622008 42.496832)",,
8952862,2,West Cottage Street,residential,9.8,False,False,100.026,"LINESTRING (-70.861122 42.496235, -70.8607882 42.4964107, -70.860492 42.496568, -70.86041 42.496607, -70.860346 42.496623, -70.8600671 42.4966387)",,
8952000,2,Middle Street,residential,11.6,False,False,30.314999999999998,"LINESTRING (-70.8545232 42.5016203, -70.8543076 42.5015665, -70.854172 42.501535)",,
