osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,maxspeed,width
303760613,False,2,Ακροπόλεως,residential,False,69.887,"LINESTRING (22.4270932 37.0803814, 22.4273225 37.0797801)",,,
31521083,True,2,Κωνσταντίνου Παλαιολόγου,residential,False,99.798,"LINESTRING (22.4283813 37.0789654, 22.4287122 37.0781076)",,,
61456511,True,,Τριακοσίων,residential,False,62.36,"LINESTRING (22.4283813 37.0789654, 22.4283089 37.078948, 22.4277081 37.078804)",,,
61293911,False,,Αλκμάνος,residential,False,54.711,"LINESTRING (22.4267299 37.0796438, 22.4273225 37.0797801)",,,
61293911,False,,Αλκμάνος,residential,True,74.936,"LINESTRING (22.4267299 37.0796438, 22.4259255 37.0794381)",,,
511671226,True,,Γκορτσολόγου,residential,False,20.586,"LINESTRING (22.4275369 37.0776254, 22.427458 37.0777995)",,,
61456511,True,,Τριακοσίων,residential,False,112.294,"LINESTRING (22.4260609 37.0784217, 22.4248026 37.0783118)",,,
145611185,False,,Λεωνίδου,residential,True,104.239,"LINESTRING (22.4260609 37.0784217, 22.4261984 37.0774907)",,,
145611185,False,,Λεωνίδου,residential,False,114.13900000000001,"LINESTRING (22.4260609 37.0784217, 22.4259593 37.0791889, 22.4259707 37.0792379, 22.4259711 37.0792999, 22.4259563 37.0793612, 22.4259255 37.0794381)",,,
61293921,False,2,Πλατανιστά,residential,False,33.472,"LINESTRING (22.4218597 37.0803253, 22.4219023 37.0800262)",,,
61293899,False,,,residential,False,46.279,"LINESTRING (22.4276686 37.0783706, 22.4281685 37.0784896)",,,
61293905,True,,Σακέτα,residential,False,47.271,"LINESTRING (22.4276686 37.0783706, 22.427664 37.0787957)",,,
511671226,True,,Γκορτσολόγου,residential,False,100.095,"LINESTRING (22.427458 37.0777995, 22.4271108 37.078656)",,,
188333789,True,,Ηρακλειδών,residential,False,10.21,"LINESTRING (22.427458 37.0777995, 22.4275064 37.0777949, 22.4275696 37.077811)",,,
61293899,False,,,residential,True,46.279,"LINESTRING (22.4281685 37.0784896, 22.4276686 37.0783706)",,,
61456511,True,,Τριακοσίων,residential,False,120.788,"LINESTRING (22.4248026 37.0783118, 22.4234506 37.0781833)",,,
50086027,True,,Άγιδος,residential,False,113.02799999999999,"LINESTRING (22.4248026 37.0783118, 22.4247509 37.0787282, 22.4246766 37.0793233)",,,
61456511,True,,Τριακοσίων,residential,False,4.02,"LINESTRING (22.4277081 37.078804, 22.427664 37.0787957)",,,
303760613,False,2,Ακροπόλεως,residential,True,113.80000000000001,"LINESTRING (22.4277081 37.078804, 22.4276834 37.0788665, 22.4273225 37.0797801)",,,
61456511,True,,Τριακοσίων,residential,False,51.475,"LINESTRING (22.427664 37.0787957, 22.4271108 37.078656)",,,
61293915,False,,Αλκμάνος,residential,True,117.254,"LINESTRING (22.4220363 37.0790775, 22.4207231 37.0789578)",,,
61293921,False,2,Πλατανιστά,residential,False,113.343,"LINESTRING (22.4220363 37.0790775, 22.4221794 37.0780646)",,,
61293921,False,2,Πλατανιστά,residential,True,106.158,"LINESTRING (22.4220363 37.0790775, 22.4219023 37.0800262)",,,
"[61293915, 61293911]",False,,Αλκμάνος,residential,False,237.02,"LINESTRING (22.4220363 37.0790775, 22.4225913 37.0791225, 22.4226773 37.0791292, 22.4227816 37.0791338, 22.4233247 37.0791351, 22.4234584 37.0791345, 22.4235906 37.0791448, 22.4237881 37.0791614, 22.4239678 37.0791834, 22.4241236 37.0792113, 22.4242528 37.0792437, 22.4244 37.0792887, 22.424483 37.079304, 22.4246766 37.0793233)",,,
145800330,False,,Γκορτσολόγου,residential,False,5.903,"LINESTRING (22.4278338 37.0768457, 22.4278543 37.0767952)",,,
511671226,True,,Γκορτσολόγου,residential,False,90.611,"LINESTRING (22.4278338 37.0768457, 22.4275369 37.0776254)",,,
61293911,False,,Αλκμάνος,residential,False,74.936,"LINESTRING (22.4259255 37.0794381, 22.4267299 37.0796438)",,,
61293911,False,,Αλκμάνος,residential,True,111.544,"LINESTRING (22.4259255 37.0794381, 22.4256356 37.0794038, 22.425385 37.079384, 22.4251422 37.0793626, 22.4246766 37.0793233)",,,
