osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes
24071107,True,West 25th Place,residential,20 mph,False,186.947,"LINESTRING (-87.7540878 41.844736, -87.7563443 41.8447064)",
"[517213194, 288398863]",True,,secondary_link,,False,100.68299999999999,"LINESTRING (-87.7540878 41.844736, -87.7540645 41.8442829, -87.7540524 41.8439131, -87.7540497 41.843831)",
24071107,True,West 25th Place,residential,20 mph,False,204.486,"LINESTRING (-87.7563443 41.8447064, -87.7588125 41.8446741)",
273206929,False,South 53rd Avenue,residential,20 mph,False,101.136,"LINESTRING (-87.7563443 41.8447064, -87.7563336 41.8442534, -87.7563229 41.843797)",
273206929,False,South 53rd Avenue,residential,20 mph,True,102.015,"LINESTRING (-87.7563443 41.8447064, -87.7563553 41.8451718, -87.7563659 41.8456237)",
320172690,False,South 54th Avenue,residential,20 mph,False,101.654,"LINESTRING (-87.7588125 41.8446741, -87.7588001 41.8442212, -87.7587874 41.8437601)",
320172690,False,South 54th Avenue,residential,20 mph,True,101.69800000000001,"LINESTRING (-87.7588125 41.8446741, -87.7588251 41.8451374, -87.7588376 41.8455885)",
359282544,False,South 50th Avenue,residential,,True,33.788,"LINESTRING (-87.7489608 41.84468, -87.7489475 41.8443763)",
711613813,False,South 50th Avenue,residential,20 mph,True,46.348,"LINESTRING (-87.7489608 41.84468, -87.7489742 41.8450967)",
"[39269546, 428642179]",False,West 26th Street,secondary,,False,221.92800000000003,"LINESTRING (-87.7489608 41.84468, -87.7492285 41.8445863, -87.7495235 41.8444727, -87.7497632 41.8443805, -87.7498749 41.8443375, -87.7500918 41.8442467, -87.7504408 41.8441007, -87.7504894 41.8440853, -87.7507158 41.8440138, -87.7509706 41.8439509, -87.7511784 41.8439109, -87.7513997 41.8438809)",3
24080214,False,South 51st Avenue,residential,20 mph,False,100.662,"LINESTRING (-87.7514295 41.8447859, -87.7514135 41.8443175, -87.7513997 41.8438809)",
24080214,False,South 51st Avenue,residential,20 mph,True,100.53500000000001,"LINESTRING (-87.7514295 41.8447859, -87.7514427 41.8452401, -87.7514548 41.8456225, -87.7514569 41.8456898)",
"[660547515, 24078703]",False,"['Laramie Cut Off', 'West 25th Place']",residential,20 mph,False,241.324,"LINESTRING (-87.7514295 41.8447859, -87.7531055 41.844759, -87.7537225 41.8447491, -87.7537193 41.8442874)",
58806015,False,West 25th Street,tertiary,,True,204.656,"LINESTRING (-87.7539272 41.8456583, -87.7538135 41.8456598, -87.7531059 41.8456688, -87.752754 41.8456733, -87.751572 41.8456883, -87.7514569 41.8456898)",
272938555,False,South Laramie Avenue,secondary,,False,50.339,"LINESTRING (-87.7539272 41.8456583, -87.7539265 41.8455845, -87.753923 41.8452056)",5
273206928,False,West 25th Street,tertiary,,False,202.04500000000002,"LINESTRING (-87.7539272 41.8456583, -87.7540334 41.8456568, -87.7544036 41.8456515, -87.7549328 41.845644, -87.7550448 41.8456424, -87.7552993 41.8456388, -87.7563659 41.8456237)",
"[995574621, 428642173]",False,South Laramie Avenue,secondary,,True,101.77900000000002,"LINESTRING (-87.7539272 41.8456583, -87.7539297 41.8457495, -87.7539372 41.8460182, -87.7539404 41.8461249, -87.7539519 41.8465027, -87.7539541 41.8465734)",5
517213187,False,West 26th Street,secondary,,True,219.625,"LINESTRING (-87.7540497 41.843831, -87.7516921 41.8438639, -87.7513997 41.8438809)",
517213191,False,West 26th Street,secondary,,False,188.342,"LINESTRING (-87.7540497 41.843831, -87.755659 41.8438069, -87.7563229 41.843797)",
"[660547515, 24078703]",False,"['West 25th Place', 'Laramie Cut Off']",residential,20 mph,True,241.324,"LINESTRING (-87.7537193 41.8442874, -87.7537225 41.8447491, -87.7531055 41.844759, -87.7514295 41.8447859)",
24080214,False,South 51st Avenue,residential,20 mph,False,100.79399999999998,"LINESTRING (-87.7515726 41.8493466, -87.7515704 41.8492783, -87.7515585 41.8488992, -87.7515466 41.8485213, -87.7515438 41.8484404)",
1184633745,True,West 23rd Street,residential,20 mph,False,203.84199999999998,"LINESTRING (-87.7515726 41.8493466, -87.7514659 41.8493482, -87.7497797 41.849373, -87.749293 41.8493801, -87.7491121 41.8493828)",
24080214,False,South 51st Avenue,residential,20 mph,False,102.883,"LINESTRING (-87.7515438 41.8484404, -87.7515414 41.8483624, -87.7515293 41.8479789, -87.7515265 41.8478888, -87.7515176 41.8476084, -87.7515147 41.8475154)",
24080214,False,South 51st Avenue,residential,20 mph,True,100.794,"LINESTRING (-87.7515438 41.8484404, -87.7515466 41.8485213, -87.7515585 41.8488992, -87.7515704 41.8492783, -87.7515726 41.8493466)",
32947148,True,West 23rd Place,residential,20 mph,False,204.437,"LINESTRING (-87.7515438 41.8484404, -87.7516539 41.8484389, -87.7535869 41.8484118, -87.7538976 41.8484074, -87.7540115 41.8484058)",
24080214,False,South 51st Avenue,residential,20 mph,False,101.183,"LINESTRING (-87.7515147 41.8475154, -87.7515125 41.8474462, -87.7515009 41.84708, -87.7514888 41.8466958, -87.7514859 41.8466057)",
24080214,False,South 51st Avenue,residential,20 mph,True,102.883,"LINESTRING (-87.7515147 41.8475154, -87.7515176 41.8476084, -87.7515265 41.8478888, -87.7515293 41.8479789, -87.7515414 41.8483624, -87.7515438 41.8484404)",
1184633746,False,West 24th Street,residential,25 mph,False,204.468,"LINESTRING (-87.7515147 41.8475154, -87.7522538 41.8475046, -87.7528828 41.8474954, -87.7538724 41.8474809, -87.7539827 41.8474793)",
1184633746,False,West 24th Street,residential,25 mph,True,203.92999999999998,"LINESTRING (-87.7515147 41.8475154, -87.7514112 41.8475169, -87.7497197 41.8475417, -87.7492262 41.8475489, -87.7490532 41.8475514)",
24080214,False,South 51st Avenue,residential,20 mph,False,101.871,"LINESTRING (-87.7514859 41.8466057, -87.7514837 41.8465371, -87.7514717 41.8461592, -87.7514598 41.8457829, -87.7514569 41.8456898)",
24080214,False,South 51st Avenue,residential,20 mph,True,101.18299999999999,"LINESTRING (-87.7514859 41.8466057, -87.7514888 41.8466958, -87.7515009 41.84708, -87.7515125 41.8474462, -87.7515147 41.8475154)",
272938554,False,West 24th Place,residential,20 mph,False,203.97400000000002,"LINESTRING (-87.7514859 41.8466057, -87.7513842 41.846607, -87.7496898 41.8466292, -87.7492009 41.8466356, -87.7490238 41.8466379)",
272938554,False,West 24th Place,residential,20 mph,True,204.48100000000002,"LINESTRING (-87.7514859 41.8466057, -87.7515975 41.8466042, -87.7537683 41.8465758, -87.7538333 41.846575, -87.7539541 41.8465734)",
24080214,False,South 51st Avenue,residential,20 mph,False,100.535,"LINESTRING (-87.7514569 41.8456898, -87.7514548 41.8456225, -87.7514427 41.8452401, -87.7514295 41.8447859)",
24080214,False,South 51st Avenue,residential,20 mph,True,101.871,"LINESTRING (-87.7514569 41.8456898, -87.7514598 41.8457829, -87.7514717 41.8461592, -87.7514837 41.8465371, -87.7514859 41.8466057)",
58806015,False,West 25th Street,tertiary,,False,204.65599999999998,"LINESTRING (-87.7514569 41.8456898, -87.751572 41.8456883, -87.752754 41.8456733, -87.7531059 41.8456688, -87.7538135 41.8456598, -87.7539272 41.8456583)",
58806015,False,West 25th Street,tertiary,,True,204.01899999999998,"LINESTRING (-87.7514569 41.8456898, -87.7513553 41.8456919, -87.7508658 41.8457022, -87.7500237 41.8457199, -87.7498413 41.8457237, -87.7496603 41.8457275, -87.7495582 41.8457287, -87.7489947 41.8457352)",
24080214,False,South 51st Avenue,residential,20 mph,True,100.662,"LINESTRING (-87.7513997 41.8438809, -87.7514135 41.8443175, -87.7514295 41.8447859)",
"[39269546, 428642179]",False,West 26th Street,secondary,,True,221.92800000000003,"LINESTRING (-87.7513997 41.8438809, -87.7511784 41.8439109, -87.7509706 41.8439509, -87.7507158 41.8440138, -87.7504894 41.8440853, -87.7504408 41.8441007, -87.7500918 41.8442467, -87.7498749 41.8443375, -87.7497632 41.8443805, -87.7495235 41.8444727, -87.7492285 41.8445863, -87.7489608 41.84468)",3
517213187,False,West 26th Street,secondary,,False,219.625,"LINESTRING (-87.7513997 41.8438809, -87.7516921 41.8438639, -87.7540497 41.843831)",
517213191,False,West 26th Street,secondary,,False,204.192,"LINESTRING (-87.7563229 41.843797, -87.7587874 41.8437601)",
273206929,False,South 53rd Avenue,residential,20 mph,True,101.136,"LINESTRING (-87.7563229 41.843797, -87.7563336 41.8442534, -87.7563443 41.8447064)",
517213191,False,West 26th Street,secondary,,True,188.342,"LINESTRING (-87.7563229 41.843797, -87.755659 41.8438069, -87.7540497 41.843831)",
517213191,False,West 26th Street,secondary,,True,204.192,"LINESTRING (-87.7587874 41.8437601, -87.7563229 41.843797)",
320172690,False,South 54th Avenue,residential,20 mph,True,101.654,"LINESTRING (-87.7587874 41.8437601, -87.7588001 41.8442212, -87.7588125 41.8446741)",
995574621,False,South Laramie Avenue,secondary,,False,101.204,"LINESTRING (-87.7540398 41.8493157, -87.7540375 41.8492406, -87.7540257 41.848863, -87.7540141 41.8484899, -87.7540115 41.8484058)",
1184633745,True,West 23rd Street,residential,20 mph,False,204.38500000000002,"LINESTRING (-87.7540398 41.8493157, -87.7539243 41.8493171, -87.7516854 41.8493452, -87.7515726 41.8493466)",
272938195,True,West 23rd Place,residential,20 mph,False,202.551,"LINESTRING (-87.7540115 41.8484058, -87.7541086 41.848404, -87.7564561 41.84836)",
995574621,False,South Laramie Avenue,secondary,,False,103.04999999999998,"LINESTRING (-87.7540115 41.8484058, -87.7540091 41.8483284, -87.7540063 41.8482384, -87.7539971 41.8479431, -87.7539857 41.8475746, -87.7539827 41.8474793)",
