osmid,name,highway,oneway,reversed,length,access,geometry,ref
17797977,West Hopson Street,residential,False,False,120.381,,"LINESTRING (-83.004808 43.8042298, -83.0033083 43.8042536)",
17802127,Bacon Street,residential,False,False,120.454,,"LINESTRING (-83.004808 43.8042298, -83.0048242 43.805313)",
17802127,Bacon Street,residential,False,True,122.112,,"LINESTRING (-83.004808 43.8042298, -83.004768 43.803132)",
17797977,West Hopson Street,residential,False,True,120.381,,"LINESTRING (-83.0033083 43.8042536, -83.004808 43.8042298)",
17802764,Willis Street,residential,False,False,122.196,,"LINESTRING (-83.0033083 43.8042536, -83.0033199 43.8053525)",
17802764,Willis Street,residential,False,True,121.102,,"LINESTRING (-83.0033083 43.8042536, -83.003263 43.803165)",
"[17797977, 1228822724]",West Hopson Street,residential,False,False,220.707,destination,"LINESTRING (-83.0033083 43.8042536, -83.0010051 43.8042967, -83.000559 43.804305)",
17801781,East Hopson Street,residential,False,True,120.763,,"LINESTRING (-83.000559 43.804305, -82.999055 43.804341)",
17802166,North Port Crescent Street,trunk,False,False,123.123,,"LINESTRING (-83.000559 43.804305, -83.000593 43.805412)",M 53;M 142
17802166,North Port Crescent Street,trunk,False,True,121.215,,"LINESTRING (-83.000559 43.804305, -83.000537 43.803215)",M 53;M 142
"[17797977, 1228822724]",West Hopson Street,residential,False,True,220.707,destination,"LINESTRING (-83.000559 43.804305, -83.0010051 43.8042967, -83.0033083 43.8042536)",
17800966,Whitelam Street,residential,False,False,119.472,,"LINESTRING (-82.9945938 43.8055502, -82.9945468 43.8044763)",
17804473,East Irwin Street,residential,False,True,119.781,,"LINESTRING (-82.9945938 43.8055502, -82.9951714 43.8055332, -82.9955855 43.8055278, -82.9960858 43.8055213)",
17800966,Whitelam Street,residential,False,False,121.964,,"LINESTRING (-82.9945468 43.8044763, -82.9945217 43.8033796)",
17800966,Whitelam Street,residential,False,True,119.472,,"LINESTRING (-82.9945468 43.8044763, -82.9945938 43.8055502)",
17801781,East Hopson Street,residential,False,False,120.114,,"LINESTRING (-82.9945468 43.8044763, -82.9952886 43.8044536, -82.9960422 43.8044305)",
17800966,Whitelam Street,residential,False,False,131.632,,"LINESTRING (-82.9945217 43.8033796, -82.9944546 43.8021968)",
17800966,Whitelam Street,residential,False,True,121.964,,"LINESTRING (-82.9945217 43.8033796, -82.9945468 43.8044763)",
17805814,East Woodworth Street,residential,False,False,54.745,,"LINESTRING (-82.9945217 43.8033796, -82.9952034 43.8033613)",
17800966,Whitelam Street,residential,False,True,131.632,,"LINESTRING (-82.9944546 43.8021968, -82.9945217 43.8033796)",
17802255,East Huron Avenue,primary,False,True,123.851,,"LINESTRING (-82.9944546 43.8021968, -82.9959972 43.8021644)",M 142
17801094,South Port Crescent Street,secondary,False,False,131.908,,"LINESTRING (-83.0003947 43.797905, -83.00043 43.799091)",
17805582,Carolan Street,residential,False,True,128.012,,"LINESTRING (-83.0003947 43.797905, -82.9988009 43.7979495)",
17801094,South Port Crescent Street,secondary,False,False,65.063,,"LINESTRING (-83.00043 43.799091, -83.000447 43.799676)",
17801094,South Port Crescent Street,secondary,False,True,131.908,,"LINESTRING (-83.00043 43.799091, -83.0003947 43.797905)",
17805788,Park Avenue,residential,False,True,236.593,,"LINESTRING (-83.00043 43.799091, -82.997484 43.799168)",
17801094,South Port Crescent Street,secondary,False,True,65.063,,"LINESTRING (-83.000447 43.799676, -83.00043 43.799091)",
