osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,bridge,access,ref
8930326,Silverlake Court,residential,False,False,123.28,"LINESTRING (-121.90247 37.4360254, -121.9027784 37.4371067)",,,,,
8953421,Silverlake Drive,residential,False,True,70.789,"LINESTRING (-121.90247 37.4360254, -121.9032049 37.4357709)",,,,,
8953421,Silverlake Drive,residential,False,False,79.759,"LINESTRING (-121.90247 37.4360254, -121.902157 37.436141, -121.9021082 37.4361531, -121.9019106 37.4361735, -121.901612 37.4361143)",,,,,
8930326,Silverlake Court,residential,False,True,123.28,"LINESTRING (-121.9027784 37.4371067, -121.90247 37.4360254)",,,,,
8953582,North Hillview Drive,residential,True,False,16.602,"LINESTRING (-121.8933787 37.4335174, -121.8933549 37.4336655)",2,30 mph,,,
8941899,Meadowhaven Way,residential,False,False,6.127,"LINESTRING (-121.9035327 37.4349628, -121.9035234 37.4349082)",,,,,
8941899,Meadowhaven Way,residential,False,True,64.384,"LINESTRING (-121.9035327 37.4349628, -121.9035579 37.4350945, -121.9036211 37.4352389, -121.9037925 37.4354983)",,,,,
8932458,Sandhurst Drive,residential,False,False,78.316,"LINESTRING (-121.9003038 37.4353978, -121.9002645 37.4353984, -121.9001784 37.4353997, -121.8996292 37.4355493, -121.899453 37.435582)",,,,,
8932903,Granite Court,residential,False,True,24.253,"LINESTRING (-121.9003038 37.4353978, -121.9003216 37.4353095, -121.9002997 37.435182)",,,,,
8939259,Woodward Drive,residential,False,False,88.68700000000001,"LINESTRING (-121.9003038 37.4353978, -121.9003647 37.4354957, -121.9003559 37.4356714, -121.900352 37.43575, -121.9004668 37.4361742)",,,,,
"[8964865, 8932458]","['Sandhurst Drive', 'Sutterwind Drive']",residential,False,"[False, True]",246.50000000000003,"LINESTRING (-121.899453 37.435582, -121.8991635 37.4356508, -121.8986702 37.4357679, -121.8985818 37.4358235, -121.8984642 37.4358974, -121.8980929 37.4364413, -121.898078 37.4364631, -121.8980548 37.4365512, -121.8980651 37.4366269, -121.8981192 37.4366545, -121.8984691 37.436721, -121.8987303 37.4367698)",,,,,
8932458,Sandhurst Drive,residential,False,True,78.316,"LINESTRING (-121.899453 37.435582, -121.8996292 37.4355493, -121.9001784 37.4353997, -121.9002645 37.4353984, -121.9003038 37.4353978)",,,,,
8948671,Oakhurst Way,residential,False,False,84.51599999999999,"LINESTRING (-121.899453 37.435582, -121.8995261 37.4357665, -121.89971 37.4359574, -121.8997643 37.4360638, -121.8997949 37.4362739)",,,,,
8948671,Oakhurst Way,residential,False,True,32.677,"LINESTRING (-121.899453 37.435582, -121.8994013 37.4353955, -121.8993734 37.435295)",,,,,
8932903,Granite Court,residential,False,False,24.253,"LINESTRING (-121.9002997 37.435182, -121.9003216 37.4353095, -121.9003038 37.4353978)",,,,,
8953421,Silverlake Drive,residential,False,False,14.438,"LINESTRING (-121.901612 37.4361143, -121.9014494 37.4361005)",,,,,
"[8960945, 8938790]","['Meadowland Drive', 'Edgewater Drive']",residential,False,True,941.0309999999998,"LINESTRING (-121.901612 37.4361143, -121.901657 37.4362135, -121.90178 37.4366413, -121.9018728 37.4369857, -121.9018932 37.4371931, -121.9018921 37.4374111, -121.9019724 37.4374687, -121.9023068 37.4375066, -121.9033425 37.4377786, -121.9036588 37.4378084, -121.9044151 37.4379605, -121.9048831 37.4380035, -121.9051641 37.4379925, -121.905606 37.4378714, -121.9059354 37.4377489, -121.9060164 37.4376853, -121.9060133 37.4376276, -121.9057584 37.43717, -121.9056646 37.4371255, -121.9055538 37.4371514, -121.905349 37.4372199, -121.9049874 37.4373422, -121.9047728 37.4373422, -121.90422 37.4372237, -121.9037256 37.4371514, -121.903683 37.4371191, -121.903657 37.4370356, -121.9036322 37.4368858, -121.9035751 37.4367276, -121.903457 37.4364926, -121.9032264 37.4358241, -121.9032049 37.4357709)",,,,,
8953421,Silverlake Drive,residential,False,True,79.759,"LINESTRING (-121.901612 37.4361143, -121.9019106 37.4361735, -121.9021082 37.4361531, -121.902157 37.436141, -121.90247 37.4360254)",,,,,
8941899,Meadowhaven Way,residential,False,False,9.358,"LINESTRING (-121.9038418 37.4355728, -121.9037925 37.4354983)",,,,,
8941899,Meadowhaven Way,residential,False,True,49.114,"LINESTRING (-121.9033936 37.4344787, -121.9035234 37.4349082)",,,,,
"[8941899, 8946949, 574290535]","['Beresford Court', 'Meadowhaven Way']",residential,False,False,288.27799999999996,"LINESTRING (-121.9033936 37.4344787, -121.9031432 37.4339635, -121.9027729 37.4340437, -121.9025221 37.4341792, -121.902467 37.434209, -121.9023695 37.4342617, -121.9022064 37.4343708, -121.9019537 37.4344803, -121.9018362 37.4345233, -121.9011115 37.4347888, -121.900999 37.4348303, -121.9008677 37.4348792)",,,,,
8965280,Waterford Meadow Court,residential,False,False,35.266999999999996,"LINESTRING (-121.9033936 37.4344787, -121.9036381 37.4344507, -121.9037788 37.4344042)",,,,,
51382652,Sagemeadow Court,residential,False,True,81.416,"LINESTRING (-121.9033936 37.4344787, -121.9030905 37.4345412, -121.9030432 37.4345074, -121.9028162 37.4341137)",,,,,
"[8962816, 252248558, 252248567]",Paseo Refugio,residential,False,False,335.721,"LINESTRING (-121.8966546 37.4371153, -121.8965891 37.4370985, -121.8963912 37.4370475, -121.8961671 37.4369899, -121.8958593 37.4368567, -121.8951529 37.4364971, -121.8949631 37.4363986, -121.8948268 37.4363295, -121.8947721 37.4363037, -121.8944744 37.4361614, -121.8943643 37.4361141, -121.894224 37.4360813, -121.8941039 37.436073, -121.8939368 37.4360786, -121.8937957 37.4360606, -121.8936625 37.4360234, -121.8933917 37.4358849, -121.893278 37.4358267)",,,yes,destination,
8948671,Oakhurst Way,residential,False,False,78.79599999999999,"LINESTRING (-121.8997949 37.4362739, -121.8998159 37.4363783, -121.8998886 37.4367401, -121.8998257 37.4369713)",,,,,
8948671,Oakhurst Way,residential,False,True,84.516,"LINESTRING (-121.8997949 37.4362739, -121.8997643 37.4360638, -121.89971 37.4359574, -121.8995261 37.4357665, -121.899453 37.435582)",,,,,
8949253,Bayberry Way,residential,False,True,133.98399999999998,"LINESTRING (-121.8997949 37.4362739, -121.8995449 37.4363066, -121.8995208 37.4363098, -121.8994427 37.43632, -121.8992367 37.4362859, -121.8990307 37.4362654, -121.898902 37.43632, -121.8987904 37.4365108, -121.8987303 37.4367698)",,,,,
8948671,Oakhurst Way,residential,False,True,78.79599999999999,"LINESTRING (-121.8998257 37.4369713, -121.8998886 37.4367401, -121.8998159 37.4363783, -121.8997949 37.4362739)",,,,,
8964865,Sutterwind Drive,residential,False,False,99.275,"LINESTRING (-121.8998257 37.4369713, -121.8990597 37.4368304, -121.8990017 37.4368197, -121.8987303 37.4367698)",,,,,
"[8964865, 8939259]","['Woodward Drive', 'Sutterwind Drive']",residential,False,True,154.11900000000003,"LINESTRING (-121.8998257 37.4369713, -121.8999789 37.4369977, -121.9003474 37.4370611, -121.900385 37.4370585, -121.9004233 37.4370559, -121.9004696 37.4370089, -121.9005201 37.4368099, -121.9004909 37.4366553, -121.9004719 37.436555, -121.9004806 37.4363626, -121.9004668 37.4361742)",,,,,
