osmid,oneway,ref,name,highway,maxspeed,reversed,length,lanes,geometry,junction,access
77894881,True,A370,Marine Parade,primary,30 mph,False,22.508,,"LINESTRING (-2.981219 51.3447087, -2.9812234 51.3449111)",,
206446388,True,A370,Beach Road,primary,30 mph,False,37.370999999999995,1,"LINESTRING (-2.9808348 51.3445162, -2.9808754 51.3445142, -2.9809159 51.3445168, -2.9809514 51.3445225, -2.9809827 51.3445298, -2.9810068 51.3445366, -2.981049 51.3445521, -2.9810968 51.3445772, -2.9811267 51.3445964, -2.9811612 51.3446228, -2.9811826 51.3446415, -2.9811996 51.3446619, -2.981212 51.3446841, -2.9812162 51.344697, -2.981219 51.3447087)",,
23812388,True,A370,Beach Road,primary,30 mph,False,40.539,1,"LINESTRING (-2.9805904 51.3446932, -2.9805885 51.3446264, -2.9805929 51.3444346, -2.9806045 51.3443289)",,
171460246,True,A370,Beach Road,primary,30 mph,False,27.642,1,"LINESTRING (-2.9805904 51.3446932, -2.9806035 51.3446684, -2.980621 51.3446397, -2.9806521 51.3445982, -2.9806884 51.344565, -2.980713 51.3445494, -2.9807432 51.3445358, -2.980789 51.3445241, -2.9808348 51.3445162)",,
38110979,False,,Baker Street,unclassified,,False,24.54,,"LINESTRING (-2.9728336 51.3489943, -2.9724902 51.3490463)",,
38110979,False,,Baker Street,unclassified,,True,81.514,,"LINESTRING (-2.9728336 51.3489943, -2.9739557 51.3487793)",,
38071805,False,,Jubilee Road,residential,,False,275.416,,"LINESTRING (-2.9728336 51.3489943, -2.9728108 51.3489105, -2.9728389 51.3486006, -2.9728662 51.3483777, -2.973089 51.346525)",,
28378308,False,,Glebe Road,residential,,False,86.524,,"LINESTRING (-2.9717949 51.3490745, -2.9717589 51.3498523)",,
38110979,False,,Baker Street,unclassified,,False,22.39,,"LINESTRING (-2.9717949 51.3490745, -2.9714729 51.3490844)",,
38110979,False,,Baker Street,unclassified,,True,48.39,,"LINESTRING (-2.9717949 51.3490745, -2.9724902 51.3490463)",,
26023303,False,,High Street,unclassified,,False,41.724000000000004,,"LINESTRING (-2.9784784 51.3470177, -2.9784881 51.3470081, -2.9784943 51.3469986, -2.9784986 51.3469795, -2.978499 51.3469642, -2.9784954 51.3469214, -2.9784853 51.3468323, -2.9784605 51.3466461)",,
"[171460263, 55489111]",True,,"['Oxford Place', 'Union Place']",unclassified,,False,81.85199999999999,,"LINESTRING (-2.9784784 51.3470177, -2.9784682 51.3470231, -2.9784586 51.3470264, -2.9784448 51.3470297, -2.978144 51.3470512, -2.978054 51.3470565, -2.9779505 51.3470618, -2.9778958 51.3470565, -2.9778701 51.3470388, -2.9778654 51.3469988, -2.977847 51.3468049, -2.9778325 51.3467258, -2.9778308 51.346697)",,
206426772,False,,Neva Road,residential,,True,44.497,,"LINESTRING (-2.9754614 51.3436701, -2.9748247 51.3437144)",,
206426775,False,,Neva Road,residential,,False,126.23199999999999,,"LINESTRING (-2.9754614 51.3436701, -2.9765135 51.3436058, -2.97714 51.3435771, -2.9772717 51.3435835)",,
24918824,False,,Graham Road,residential,,True,82.377,,"LINESTRING (-2.9748247 51.3437144, -2.9746787 51.3444496)",,
206426772,False,,Neva Road,residential,,False,44.497,,"LINESTRING (-2.9748247 51.3437144, -2.9754614 51.3436701)",,
206426772,False,,Neva Road,residential,,True,92.529,,"LINESTRING (-2.9748247 51.3437144, -2.9742015 51.3437376, -2.9739297 51.343766, -2.9735129 51.3438376)",,
24918824,False,,Graham Road,residential,,False,82.377,,"LINESTRING (-2.9746787 51.3444496, -2.9748247 51.3437144)",,
24918665,False,,Beaconsfield Road,residential,,True,169.276,,"LINESTRING (-2.9746787 51.3444496, -2.9761235 51.3444016, -2.9771084 51.3443371)",,
24918824,False,,Graham Road,residential,,True,103.869,,"LINESTRING (-2.9746787 51.3444496, -2.9746285 51.3446987, -2.9744894 51.3453762)",,
24918824,False,,Graham Road,residential,,False,103.869,,"LINESTRING (-2.9744894 51.3453762, -2.9746285 51.3446987, -2.9746787 51.3444496)",,
1223346037,True,,Graham Road,residential,,False,17.09,,"LINESTRING (-2.9744894 51.3453762, -2.9744967 51.3454002, -2.9745053 51.3454235, -2.97452 51.3454524, -2.9745351 51.3454767, -2.974551 51.3454985, -2.9745678 51.3455212)",,
206426772,False,,Neva Road,residential,,False,92.529,,"LINESTRING (-2.9735129 51.3438376, -2.9739297 51.343766, -2.9742015 51.3437376, -2.9748247 51.3437144)",,
206426772,False,,Neva Road,residential,,True,135.228,,"LINESTRING (-2.9735129 51.3438376, -2.9732162 51.3440142, -2.9725705 51.3444336, -2.9725201 51.3445042, -2.9724977 51.3445629, -2.9724883 51.3446083, -2.9724955 51.3446533, -2.9725201 51.3446895, -2.972557 51.3447289, -2.9725745 51.3447673, -2.9725753 51.344792)",,
206446607,False,,Walliscote Road,unclassified,,True,20.426,,"LINESTRING (-2.9771084 51.3443371, -2.9771433 51.3441547)",,
24918665,False,,Beaconsfield Road,residential,,False,169.276,,"LINESTRING (-2.9771084 51.3443371, -2.9761235 51.3444016, -2.9746787 51.3444496)",,
"[1223368205, 206446607]",False,,Walliscote Road,unclassified,,False,138.70499999999998,,"LINESTRING (-2.9771084 51.3443371, -2.9770615 51.3444403, -2.9770127 51.3445155, -2.9769973 51.3445392, -2.9769507 51.3445861, -2.9768758 51.3446615, -2.9767852 51.3447314, -2.9767364 51.3447663, -2.9767276 51.3447719, -2.9764394 51.3449534, -2.9763831 51.3449929, -2.9763164 51.3450544, -2.9762693 51.3451092, -2.9762429 51.345156, -2.9762357 51.3451935, -2.9762367 51.3452201, -2.9762373 51.3452395, -2.9762472 51.3452915, -2.9762653 51.3453305, -2.9762725 51.3453435, -2.9762884 51.345367, -2.9763126 51.3453982)",,
206446607,False,,Walliscote Road,unclassified,,False,27.212,,"LINESTRING (-2.9772717 51.3435835, -2.9772178 51.3438259)",,
206426775,False,,Neva Road,residential,,True,126.232,,"LINESTRING (-2.9772717 51.3435835, -2.97714 51.3435771, -2.9765135 51.3436058, -2.9754614 51.3436701)",,
206446607,False,,Walliscote Road,unclassified,,False,36.925,,"LINESTRING (-2.9772178 51.3438259, -2.9771433 51.3441547)",,
24918673,False,,Wilton Gardens,residential,,False,115.44,,"LINESTRING (-2.9772178 51.3438259, -2.9777752 51.3438578, -2.9776835 51.344201, -2.9771433 51.3441547)",,
206446607,False,,Walliscote Road,unclassified,,True,27.212,,"LINESTRING (-2.9772178 51.3438259, -2.9772717 51.3435835)",,
206446607,False,,Walliscote Road,unclassified,,False,20.426,,"LINESTRING (-2.9771433 51.3441547, -2.9771084 51.3443371)",,
206446607,False,,Walliscote Road,unclassified,,True,36.925,,"LINESTRING (-2.9771433 51.3441547, -2.9772178 51.3438259)",,
24918673,False,,Wilton Gardens,residential,,True,115.44,,"LINESTRING (-2.9771433 51.3441547, -2.9776835 51.344201, -2.9777752 51.3438578, -2.9772178 51.3438259)",,
28377922,False,A370,Beach Road,primary,30 mph,True,159.93500000000003,2,"LINESTRING (-2.9806545 51.342891, -2.9806505 51.343022, -2.980622 51.3436105, -2.9806112 51.343897, -2.9806058 51.3440433, -2.9806028 51.3441705, -2.9806045 51.3443289)",,
46511553,True,A370,Station Road,primary,30 mph,False,159.225,,"LINESTRING (-2.9721067 51.3453512, -2.9722511 51.3454055, -2.9723273 51.3454275, -2.9723789 51.3454381, -2.9724375 51.3454487, -2.9724875 51.3454549, -2.9725337 51.3454592, -2.9725978 51.3454607, -2.9728697 51.3454626, -2.9730066 51.3454646, -2.9731889 51.3454685, -2.9733473 51.3454729, -2.9734703 51.3454773, -2.973549 51.3454801, -2.9737206 51.3454867, -2.9738262 51.3454913, -2.9738619 51.3454929, -2.973948 51.3454967, -2.9742161 51.3455099, -2.9743285 51.3455132, -2.9743581 51.3455142)",,
206423568,True,,,primary,30 mph,False,24.95,2,"LINESTRING (-2.9721067 51.3453512, -2.9721554 51.3453811, -2.9721876 51.3454188, -2.9722005 51.3454607, -2.9721928 51.3455031, -2.9721654 51.3455422, -2.9721539 51.3455505)",roundabout,
"[365201410, 38140965]",False,,"['Boulevard', 'Gerard Road']",tertiary,,"[False, True]",150.95499999999998,,"LINESTRING (-2.9727943 51.3503908, -2.9718796 51.3504244, -2.971718 51.3504217, -2.971584 51.3503937, -2.9708082 51.3500465)",,
38140965,False,,Boulevard,tertiary,,True,76.068,,"LINESTRING (-2.9727943 51.3503908, -2.9736002 51.3503545, -2.9738868 51.3503416)",,
