osmid,highway,oneway,reversed,length,geometry,name,lanes,maxspeed,ref,bridge,junction
6359818,tertiary,False,True,56.128,"LINESTRING (-121.781743 47.4971231, -121.7819151 47.4969441, -121.7821687 47.4967085)",Ballarat Avenue North,,25 mph,,,
6359818,tertiary,False,False,58.307,"LINESTRING (-121.7810224 47.4978025, -121.7806025 47.4982435)",Ballarat Avenue North,,25 mph,,,
6359818,tertiary,False,True,45.034,"LINESTRING (-121.7810224 47.4978025, -121.7813795 47.4974772)",Ballarat Avenue North,,25 mph,,,
6519782,residential,False,False,84.477,"LINESTRING (-121.7810224 47.4978025, -121.7809461 47.4977874, -121.7802996 47.4976595, -121.7799293 47.4976409)",Northeast 6th Street,,,,,
6359818,tertiary,False,False,75.002,"LINESTRING (-121.7806025 47.4982435, -121.780033 47.4987975)",Ballarat Avenue North,,25 mph,,,
6359818,tertiary,False,True,58.307,"LINESTRING (-121.7806025 47.4982435, -121.7810224 47.4978025)",Ballarat Avenue North,,25 mph,,,
6434015,residential,False,False,104.53800000000001,"LINESTRING (-121.7806025 47.4982435, -121.780652 47.4982679, -121.781156 47.4985169, -121.7817258 47.4987984)",East 6th Street,,,,,
6359818,tertiary,False,True,75.002,"LINESTRING (-121.780033 47.4987975, -121.7806025 47.4982435)",Ballarat Avenue North,,25 mph,,,
6417864,residential,False,True,141.65300000000002,"LINESTRING (-121.780033 47.4987975, -121.7799693 47.4987564, -121.7797718 47.4986291, -121.7799548 47.4984662, -121.7799312 47.4977037, -121.7799293 47.4976409)",Janet Avenue Northeast,,,,,
6431724,tertiary,False,False,65.473,"LINESTRING (-121.780033 47.4987975, -121.7800287 47.4992473, -121.7800274 47.4993863)",Ballarat Avenue Northeast,,,,,
6359847,residential,False,False,56.262,"LINESTRING (-121.789049 47.4943622, -121.7885866 47.4947602)",Taylor Avenue South,,,,,
6519933,residential,False,False,61.370999999999995,"LINESTRING (-121.789049 47.4943622, -121.7884862 47.4941001, -121.7883764 47.494049)",West Park Street,,,,,
"[6469225, 6519933]",residential,False,True,84.78399999999999,"LINESTRING (-121.789049 47.4943622, -121.7894729 47.4945597, -121.7891478 47.4949113)","['Sydney Avenue South', 'West Park Street']",,,,,
6359847,residential,False,True,56.262,"LINESTRING (-121.7885866 47.4947602, -121.789049 47.4943622)",Taylor Avenue South,,,,,
264394740,residential,False,False,63.147,"LINESTRING (-121.7846563 47.4926686, -121.7846343 47.4932363)",Ballarat Avenue South,,,,,
6378151,residential,False,False,51.096000000000004,"LINESTRING (-121.7846563 47.4926686, -121.7851515 47.4926736, -121.7853363 47.4926755)",East Park Street,,,,,
6378151,residential,False,True,136.173,"LINESTRING (-121.7846563 47.4926686, -121.7841288 47.4926632, -121.7839189 47.4926611, -121.782844 47.4926545)",East Park Street,,,,,
6367218,residential,False,False,173.698,"LINESTRING (-121.7849305 47.4939872, -121.7846294 47.4938405, -121.7843612 47.4937099, -121.7842554 47.4936583, -121.7839608 47.4935142, -121.7838226 47.4934466, -121.7836387 47.4933566, -121.7834936 47.4932925, -121.7834117 47.4932807, -121.7833193 47.4932902, -121.7831212 47.4934995)",East McClellan Street,,,,,
37584898,residential,False,False,48.744,"LINESTRING (-121.7849305 47.4939872, -121.7847183 47.4941949, -121.7846468 47.4942748, -121.784564 47.4943486)",Ballarat Avenue South,,,,,
559471393,residential,True,False,107.268,"LINESTRING (-121.7849305 47.4939872, -121.7860344 47.4945179, -121.7860938 47.4945465)",East McClellan Street,,,,,
559471393,residential,True,False,108.344,"LINESTRING (-121.7860938 47.4945465, -121.7862092 47.4945995, -121.787221 47.4950644, -121.7872863 47.4950944)",East McClellan Street,,,,,
621874284,residential,False,False,144.10500000000002,"LINESTRING (-121.7860938 47.4945465, -121.7861744 47.4944692, -121.7862065 47.4944432, -121.7862576 47.4943924, -121.7862799 47.4943707, -121.7863396 47.4943124, -121.7868481 47.4938159, -121.7869416 47.4937245, -121.7871891 47.4934828)",Main Avenue South,,,,,
621874284,residential,False,True,48.419,"LINESTRING (-121.7860938 47.4945465, -121.7858383 47.4948161, -121.785787 47.4948623, -121.785736 47.4949084)",Main Avenue South,,,,,
6375391,residential,False,True,98.146,"LINESTRING (-121.7830599 47.4983849, -121.7823105 47.4991079)",Pearce Lane,,,,,
6427416,residential,False,False,266.595,"LINESTRING (-121.7871891 47.4934828, -121.7874474 47.4932423, -121.7874864 47.4932161, -121.7875181 47.4931854, -121.7878112 47.4929106, -121.7879475 47.492777, -121.7879853 47.4927411, -121.7881897 47.4925467, -121.7882634 47.4924711, -121.788288 47.4924405, -121.7883341 47.4923152, -121.7883258 47.4921953, -121.7883236 47.4921639, -121.7882698 47.4920444, -121.788213 47.4919157, -121.788195 47.4918735, -121.7881162 47.4916837, -121.7879756 47.4913613)",Main Avenue South,,,,,
621874282,residential,False,False,109.187,"LINESTRING (-121.7871891 47.4934828, -121.7874367 47.4936009, -121.787789 47.4937689, -121.7878115 47.4937796, -121.7879143 47.493826, -121.7882712 47.4939989, -121.7883764 47.494049)",East Park Street,,,,,
621874283,residential,False,True,87.816,"LINESTRING (-121.7871891 47.4934828, -121.7868495 47.4933256, -121.7867581 47.4932833, -121.7867336 47.493272, -121.7862249 47.4930364)",East Park Street,,,,,
621874284,residential,False,True,144.10500000000002,"LINESTRING (-121.7871891 47.4934828, -121.7869416 47.4937245, -121.7868481 47.4938159, -121.7863396 47.4943124, -121.7862799 47.4943707, -121.7862576 47.4943924, -121.7862065 47.4944432, -121.7861744 47.4944692, -121.7860938 47.4945465)",Main Avenue South,,,,,
6427310,residential,False,False,228.06,"LINESTRING (-121.7862249 47.4930364, -121.7866569 47.4926012, -121.7869504 47.4923163, -121.7870966 47.4921866, -121.787503 47.4918034, -121.7879756 47.4913613)",Cedar Avenue South,,,,,
6427310,residential,False,True,84.71900000000001,"LINESTRING (-121.7862249 47.4930364, -121.7859009 47.4933386, -121.7856816 47.4935432, -121.7856371 47.4935803, -121.7856005 47.4936029, -121.7855674 47.4936159, -121.7855251 47.4936208)",Cedar Avenue South,,,,,
621874283,residential,False,False,87.816,"LINESTRING (-121.7862249 47.4930364, -121.7867336 47.493272, -121.7867581 47.4932833, -121.7868495 47.4933256, -121.7871891 47.4934828)",East Park Street,,,,,
621874283,residential,False,True,37.931,"LINESTRING (-121.7862249 47.4930364, -121.7860547 47.4929576, -121.7858084 47.4928436)",East Park Street,,,,,
6378151,residential,False,True,40.677,"LINESTRING (-121.7858084 47.4928436, -121.78564 47.4927668, -121.7855245 47.492712, -121.7854865 47.4927018, -121.7854238 47.4926846, -121.7853363 47.4926755)",East Park Street,,,,,
621874280,residential,False,True,114.469,"LINESTRING (-121.7858084 47.4928436, -121.7859042 47.4927424, -121.7859684 47.4926428, -121.7860174 47.4925334, -121.7860921 47.4922538, -121.7860828 47.4919173, -121.7860755 47.4918518)",Healy Avenue South,,,,,
621874283,residential,False,False,37.931,"LINESTRING (-121.7858084 47.4928436, -121.7860547 47.4929576, -121.7862249 47.4930364)",East Park Street,,,,,
760856557,secondary,True,False,9.628,"LINESTRING (-121.782308 47.4927504, -121.7822475 47.4927361, -121.7821835 47.4927345)",,,,,,roundabout
6431724,tertiary,False,True,65.473,"LINESTRING (-121.7800274 47.4993863, -121.7800287 47.4992473, -121.780033 47.4987975)",Ballarat Avenue Northeast,,,,,
6426927,residential,False,True,108.073,"LINESTRING (-121.7833278 47.4972395, -121.7841639 47.4964486)",Main Avenue North,,,,,
6394500,residential,False,True,105.21000000000001,"LINESTRING (-121.7833278 47.4972395, -121.7830725 47.4971224, -121.7824224 47.4968244, -121.7822298 47.4967364, -121.7821687 47.4967085)",East 4th Street,,,,,
6426927,residential,False,False,105.15899999999999,"LINESTRING (-121.7833278 47.4972395, -121.7829206 47.4976667, -121.7825554 47.4980281)",Main Avenue North,,,,,
6491314,residential,False,False,99.233,"LINESTRING (-121.7833278 47.4972395, -121.7839178 47.4975194, -121.7844105 47.4977507)",West 4th Street,,,,,
6426927,residential,False,False,108.073,"LINESTRING (-121.7841639 47.4964486, -121.7833278 47.4972395)",Main Avenue North,,,,,
6407701,residential,False,False,107.39500000000001,"LINESTRING (-121.7841639 47.4964486, -121.7847798 47.4967325, -121.7853329 47.4970043)",West 3rd Street,,,,,
6426927,residential,False,True,105.19999999999999,"LINESTRING (-121.7841639 47.4964486, -121.7849152 47.4957068, -121.7849542 47.4956676)",Main Avenue North,,,,,
6487851,residential,False,True,106.697,"LINESTRING (-121.7841639 47.4964486, -121.7835678 47.4961639, -121.7830041 47.4958948)",East 3rd Street,,,,,
6407701,residential,False,True,106.28399999999999,"LINESTRING (-121.7864955 47.4975488, -121.7859123 47.4972683, -121.7853329 47.4970043)",West 3rd Street,,,,,
6440620,residential,False,False,108.167,"LINESTRING (-121.7864955 47.4975488, -121.7861142 47.49794, -121.785704 47.4983614)",Sydney Avenue North,,,,,
6440620,residential,False,True,104.15799999999999,"LINESTRING (-121.7864955 47.4975488, -121.7865565 47.4974901, -121.7867764 47.4972804, -121.787296 47.496784)",Sydney Avenue North,,,,,
6417864,residential,False,False,79.973,"LINESTRING (-121.7799608 47.496922, -121.7799293 47.4976409)",Janet Avenue Northeast,,,,,
6417864,residential,False,True,79.973,"LINESTRING (-121.7799293 47.4976409, -121.7799608 47.496922)",Janet Avenue Northeast,,,,,
6519782,residential,False,False,98.604,"LINESTRING (-121.7799293 47.4976409, -121.7786168 47.4976359)",Northeast 6th Street,,,,,
6417864,residential,False,False,141.653,"LINESTRING (-121.7799293 47.4976409, -121.7799312 47.4977037, -121.7799548 47.4984662, -121.7797718 47.4986291, -121.7799693 47.4987564, -121.780033 47.4987975)",Janet Avenue Northeast,,,,,
6519782,residential,False,True,84.47699999999999,"LINESTRING (-121.7799293 47.4976409, -121.7802996 47.4976595, -121.7809461 47.4977874, -121.7810224 47.4978025)",Northeast 6th Street,,,,,
6418257,residential,False,False,70.3,"LINESTRING (-121.7880731 47.4971362, -121.787296 47.496784)",West 2nd Street,,,,,
6418257,residential,False,True,70.3,"LINESTRING (-121.787296 47.496784, -121.7880731 47.4971362)",West 2nd Street,,,,,
6418257,residential,False,False,107.68299999999999,"LINESTRING (-121.787296 47.496784, -121.7867031 47.4964968, -121.7866164 47.4964548, -121.7861304 47.4962204)",West 2nd Street,,,,,
6440620,residential,False,False,104.15799999999999,"LINESTRING (-121.787296 47.496784, -121.7867764 47.4972804, -121.7865565 47.4974901, -121.7864955 47.4975488)",Sydney Avenue North,,,,,
6440620,residential,False,True,104.653,"LINESTRING (-121.787296 47.496784, -121.7876659 47.4964141, -121.787893 47.4961863, -121.7879875 47.496093, -121.7880762 47.4960043)",Sydney Avenue North,,,,,
6418257,residential,False,True,107.644,"LINESTRING (-121.7849542 47.4956676, -121.7850503 47.4957134, -121.7855525 47.4959476, -121.7856618 47.4959988, -121.7856934 47.4960128, -121.7861304 47.4962204)",West 2nd Street,,,,,
6426927,residential,False,False,105.19999999999999,"LINESTRING (-121.7849542 47.4956676, -121.7849152 47.4957068, -121.7841639 47.4964486)",Main Avenue North,,,,,
6426927,residential,False,True,102.847,"LINESTRING (-121.7849542 47.4956676, -121.7850102 47.495612, -121.7851291 47.4954942, -121.7852666 47.4953617, -121.785625 47.4950185, -121.7856541 47.4949909, -121.785695 47.4949496, -121.785736 47.4949084)",Main Avenue North,,,,,
6482222,residential,False,False,107.74199999999999,"LINESTRING (-121.7849542 47.4956676, -121.7848765 47.4956303, -121.7843726 47.4953832, -121.7838909 47.495147, -121.783793 47.495099)",East 2nd Street,,,,,
6418742,residential,False,False,170.758,"LINESTRING (-121.778637 47.4961003, -121.7786168 47.4976359)",Orchard Avenue Northeast,,,,,
6418742,residential,False,True,170.758,"LINESTRING (-121.7786168 47.4976359, -121.778637 47.4961003)",Orchard Avenue Northeast,,,,,
6519782,residential,False,True,98.604,"LINESTRING (-121.7786168 47.4976359, -121.7799293 47.4976409)",Northeast 6th Street,,,,,
6427310,residential,False,True,228.06,"LINESTRING (-121.7879756 47.4913613, -121.787503 47.4918034, -121.7870966 47.4921866, -121.7869504 47.4923163, -121.7866569 47.4926012, -121.7862249 47.4930364)",Cedar Avenue South,,,,,
"[6427416, 6453140]",residential,False,False,224.20499999999998,"LINESTRING (-121.7879756 47.4913613, -121.7877614 47.4911359, -121.7870603 47.4908556, -121.7866869 47.4912333, -121.7860755 47.4918518)","['Main Avenue South', 'Stow Avenue South']",,,,,
6427416,residential,False,True,266.595,"LINESTRING (-121.7879756 47.4913613, -121.7881162 47.4916837, -121.788195 47.4918735, -121.788213 47.4919157, -121.7882698 47.4920444, -121.7883236 47.4921639, -121.7883258 47.4921953, -121.7883341 47.4923152, -121.788288 47.4924405, -121.7882634 47.4924711, -121.7881897 47.4925467, -121.7879853 47.4927411, -121.7879475 47.492777, -121.7878112 47.4929106, -121.7875181 47.4931854, -121.7874864 47.4932161, -121.7874474 47.4932423, -121.7871891 47.4934828)",Main Avenue South,,,,,
239498777,residential,False,True,9.634,"LINESTRING (-121.7795275 47.4915389, -121.7796319 47.4914886)",Southeast Orchard Drive,,,,,
"[766763792, 766763793]",secondary,True,False,237.52400000000003,"LINESTRING (-121.7795275 47.4915389, -121.7796681 47.4916284, -121.7799607 47.4917709, -121.7804484 47.4919936, -121.7809078 47.4922242, -121.7810612 47.4923071, -121.781385 47.4924935, -121.7815245 47.4925725, -121.7816907 47.4926424, -121.7818276 47.4926866, -121.781888 47.4927169, -121.7819189 47.4927411, -121.7819484 47.4927769, -121.7819993 47.4928444)",East North Bend Way,1,25 mph,,,
"[6469225, 6519933]",residential,False,False,84.78399999999999,"LINESTRING (-121.7891478 47.4949113, -121.7894729 47.4945597, -121.789049 47.4943622)","['Sydney Avenue South', 'West Park Street']",,,,,
