osmid,oneway,name,highway,reversed,length,geometry,ref,lanes
46822061,True,South Jefferson Street,secondary,False,153.834,"LINESTRING (-88.013291 44.513314, -88.0133448 44.5132324, -88.0134983 44.5129993, -88.0137563 44.5126335, -88.014101 44.5121448, -88.014151 44.512074)",,
409139883,False,East Walnut Street,primary,False,124.95499999999998,"LINESTRING (-88.013291 44.513314, -88.0131974 44.5132809, -88.0126035 44.5130711, -88.0125833 44.513064, -88.0125464 44.5130509, -88.0120057 44.5128598, -88.011879 44.512815)",WI 29,
409139893,True,East Walnut Street,primary,False,126.721,"LINESTRING (-88.013291 44.513314, -88.0134238 44.5133775, -88.0135006 44.5134143, -88.0136066 44.5134554, -88.0139937 44.5135906, -88.0143348 44.5137146, -88.014581 44.5138008, -88.0147039 44.5138438)",WI 29,
46822061,True,South Jefferson Street,secondary,False,127.952,"LINESTRING (-88.014151 44.512074, -88.0141949 44.5120115, -88.0142565 44.5119238, -88.0143471 44.5117949, -88.0145304 44.511534, -88.0145594 44.5114928, -88.0146631 44.5113452, -88.0147692 44.5111941, -88.0148255 44.5111139, -88.0148738 44.5110452)",,
205384807,False,Doty Street,residential,False,124.88699999999999,"LINESTRING (-88.014151 44.512074, -88.0140438 44.5120374, -88.0134192 44.5118159, -88.0133557 44.5117934, -88.012865 44.5116193, -88.01274 44.511575)",,
205384807,False,Doty Street,residential,True,125.486,"LINESTRING (-88.014151 44.512074, -88.0142852 44.5121222, -88.0154659 44.5125461, -88.0155645 44.5125815)",,
46822061,True,South Jefferson Street,secondary,False,164.19299999999998,"LINESTRING (-88.0148738 44.5110452, -88.0149177 44.5109818, -88.0151805 44.5106022, -88.015278 44.5104615, -88.0154849 44.5101589, -88.0155005 44.5101361, -88.015515 44.5101149, -88.0155865 44.5100104, -88.015603 44.5099863, -88.0156776 44.5098772, -88.0157414 44.5097839, -88.0157855 44.5097194)",,
205384813,False,Stuart Street,residential,False,125.119,"LINESTRING (-88.0148738 44.5110452, -88.0147604 44.5110047, -88.0142739 44.5108312, -88.0135898 44.5105873, -88.0134606 44.5105448)",,
205384813,False,Stuart Street,residential,True,124.69999999999999,"LINESTRING (-88.0148738 44.5110452, -88.0149952 44.5110903, -88.0151297 44.5111366, -88.0153335 44.5112067, -88.015802 44.5113679, -88.0161818 44.5114986, -88.0162883 44.5115352)",,
868546279,True,South Jefferson Street,secondary,False,128.247,"LINESTRING (-88.0157855 44.5097194, -88.0158303 44.5096541, -88.0159029 44.5095482, -88.0161026 44.5092569, -88.0161407 44.5092014, -88.0162255 44.5090778, -88.016496 44.5086833)",,
868546280,False,Crooks Street,tertiary,False,124.962,"LINESTRING (-88.0157855 44.5097194, -88.015669 44.5096758, -88.0152706 44.5095333, -88.0151352 44.5094849, -88.0145074 44.5092603, -88.014378 44.509214)",,
868690839,False,Crooks Street,tertiary,True,123.27300000000001,"LINESTRING (-88.0157855 44.5097194, -88.0159175 44.5097656, -88.016045 44.5098102, -88.0161724 44.5098547, -88.0164095 44.5099376, -88.0166339 44.5100161, -88.0166794 44.510032, -88.0170961 44.5101777, -88.0171813 44.5102075)",,
868546279,True,South Jefferson Street,secondary,False,38.659,"LINESTRING (-88.016496 44.5086833, -88.0167216 44.5083751)",,
21443086,False,Saint John Street,residential,False,124.41799999999999,"LINESTRING (-88.016496 44.5086833, -88.0164 44.5086489, -88.0152241 44.5082276, -88.015094 44.508181)",,
21440106,False,Chicago Street,residential,True,39.538,"LINESTRING (-88.0167216 44.5083751, -88.0168203 44.5084108, -88.0170342 44.5084881, -88.0171663 44.5085359)",,
21433465,False,North Monroe Avenue,primary,False,119.231,"LINESTRING (-88.010469 44.512317, -88.0103958 44.5124224, -88.010168 44.5127507, -88.0098436 44.5132181, -88.009802 44.513278)",WI 29;WI 54;WI 57,
21442348,False,South Monroe Avenue,primary,False,153.958,"LINESTRING (-88.010469 44.512317, -88.0105266 44.512234, -88.0107973 44.5118438, -88.0108733 44.5117341, -88.0109789 44.5115819, -88.0110017 44.5115491, -88.0112828 44.5111439, -88.01133 44.511076)",WI 54;WI 57,
409139883,False,East Walnut Street,primary,True,124.764,"LINESTRING (-88.010469 44.512317, -88.0106272 44.5123729, -88.0111832 44.5125693, -88.0117733 44.5127777, -88.011879 44.512815)",WI 29,
428615208,False,East Walnut Street,tertiary,False,124.86500000000001,"LINESTRING (-88.010469 44.512317, -88.0103382 44.5122706, -88.0097717 44.5120697, -88.0095484 44.5119906, -88.0094608 44.5119595, -88.0091981 44.5118663, -88.009059 44.511817)",,
