osmid,lanes,ref,name,highway,width,oneway,reversed,length,geometry,junction
9012769,2,MA 83,North Main Street,primary,10.9,False,False,340.813,"LINESTRING (-72.5131307 42.0651991, -72.5131479 42.0652364, -72.513167 42.065275, -72.5132012 42.065331, -72.5132324 42.0653758, -72.5132646 42.0654181, -72.5134262 42.0656133, -72.5134693 42.0656684, -72.5135159 42.0657265, -72.5135631 42.0657933, -72.5136112 42.065856, -72.5136649 42.0659507, -72.5137854 42.0661807, -72.513808 42.0662303, -72.513917 42.06647, -72.5139659 42.0665647, -72.514055 42.066737, -72.5140942 42.0668018, -72.5142961 42.067136, -72.514304 42.067149, -72.5143829 42.067266, -72.5145212 42.0674882, -72.5146102 42.0676315, -72.514838 42.067983)",
9013190,1,MA 83,North Main Street,primary,14.1,True,False,35.891000000000005,"LINESTRING (-72.5131307 42.0651991, -72.513139 42.0650761, -72.5131265 42.0649573, -72.5131222 42.0648769)",
9012564,,,,residential,,False,False,10.196,"LINESTRING (-72.515794 42.064903, -72.5156819 42.0649415)",
9012564,,,,residential,,False,False,56.546,"LINESTRING (-72.515794 42.064903, -72.515843 42.064922, -72.515876 42.06493, -72.515912 42.064934, -72.515962 42.064926, -72.515995 42.064906, -72.516021 42.064885, -72.516027 42.064867, -72.516027 42.064842, -72.51602 42.064822, -72.51599 42.064797, -72.515938 42.064789, -72.515911 42.064789, -72.515851 42.064805, -72.515817 42.064835, -72.515795 42.064864, -72.51579 42.064883, -72.515794 42.064903)",
9012564,,,,residential,,False,True,56.54600000000001,"LINESTRING (-72.515794 42.064903, -72.51579 42.064883, -72.515795 42.064864, -72.515817 42.064835, -72.515851 42.064805, -72.515911 42.064789, -72.515938 42.064789, -72.51599 42.064797, -72.51602 42.064822, -72.516027 42.064842, -72.516027 42.064867, -72.516021 42.064885, -72.515995 42.064906, -72.515962 42.064926, -72.515912 42.064934, -72.515876 42.06493, -72.515843 42.064922, -72.515794 42.064903)",
9013144,2,,Maple Street,secondary,10.7,False,True,130.064,"LINESTRING (-72.5136459 42.064489, -72.5137219 42.0644693, -72.5138022 42.064444, -72.5139939 42.0643745, -72.5142277 42.0642898, -72.5143104 42.0642609, -72.5149313 42.0640349, -72.5150676 42.0639859)",
9013182,1,,,secondary_link,7.2,True,False,34.786,"LINESTRING (-72.5136459 42.064489, -72.513567 42.064456, -72.5135254 42.0644359, -72.5134873 42.064414, -72.513459 42.0643889, -72.513435 42.0643602, -72.5134201 42.0643334, -72.5134131 42.0642975, -72.5134134 42.0642563)",
92416411,1,,Maple Street,secondary,7.4,True,False,32.626,"LINESTRING (-72.5136459 42.064489, -72.5133611 42.0645422, -72.513263 42.0645617)",
9012803,2,,Calkins Avenue,residential,12.2,False,False,65.51,"LINESTRING (-72.516323 42.06793, -72.515577 42.068131)",
9013278,2,,Taylor Street,residential,12.2,False,True,25.928,"LINESTRING (-72.511861 42.066725, -72.512157 42.066803)",
9013276,2,,Taylor Street,residential,12.2,True,False,88.814,"LINESTRING (-72.511861 42.066725, -72.511739 42.066693, -72.511597 42.066636, -72.511492 42.066609, -72.511389 42.066611, -72.511223 42.066621, -72.511054 42.06663, -72.510827 42.066675)",
9012815,2,,Woodlawn Street,residential,9.1,False,True,109.94,"LINESTRING (-72.50962 42.061781, -72.509093 42.060873)",
9013243,2,,High Street,residential,12.2,False,False,80.193,"LINESTRING (-72.50962 42.061781, -72.508741 42.062088)",
9013243,2,,High Street,residential,12.2,False,True,26.566,"LINESTRING (-72.50962 42.061781, -72.509911 42.061679)",
91874502,1,MA 83,North Main Street,primary,10,True,False,11.467,"LINESTRING (-72.5127947 42.0649515, -72.5128877 42.0650281)",
91874501,1,,Center Square,primary,8.3,True,False,29.837000000000003,"LINESTRING (-72.5127947 42.0649515, -72.5128247 42.0649607, -72.5128456 42.0649643, -72.5128703 42.0649656, -72.5128977 42.0649645, -72.5129301 42.0649591, -72.5129577 42.0649504, -72.5129913 42.0649373, -72.5130172 42.0649264, -72.5130432 42.0649153, -72.5131222 42.0648769)",circular
91874511,2,,Elm Street,secondary,9.3,False,True,23.792,"LINESTRING (-72.512735 42.065565, -72.5128265 42.0653621)",
9012816,2,,White Avenue,residential,12.2,False,False,262.903,"LINESTRING (-72.512735 42.065565, -72.5123292 42.0656214, -72.512138 42.065648, -72.511187 42.065815, -72.511004 42.065825, -72.510962 42.065385, -72.510902 42.064776)",
91874511,2,,Elm Street,secondary,9.3,False,False,145.7,"LINESTRING (-72.512735 42.065565, -72.5126152 42.0658088, -72.512596 42.065848, -72.5125883 42.0658647, -72.5125567 42.0659335, -72.512157 42.066803)",
"[9013124, 9012948]",2,,"['Leo Avenue', 'Park Place']",residential,"['9.1', '9.8']",False,True,154.77300000000002,"LINESTRING (-72.508262 42.063319, -72.508138 42.063211, -72.508021 42.063041, -72.508013 42.062993, -72.507878 42.062762, -72.508072 42.06271, -72.508194 42.062688, -72.508326 42.062667, -72.508439 42.062654, -72.508565 42.062646, -72.508684 42.062652, -72.50878 42.06267, -72.508864 42.062705)",
9013176,2,,Park Place,residential,7.6,False,True,88.002,"LINESTRING (-72.508262 42.063319, -72.508602 42.063087, -72.508809 42.062915, -72.508818 42.062819, -72.508839 42.062729, -72.508864 42.062705)",
9013247,2,,Leo Avenue,residential,9.1,False,False,80.89699999999999,"LINESTRING (-72.508262 42.063319, -72.508437 42.063629, -72.508673 42.063979)",
91874511,2,,Elm Street,secondary,9.3,False,True,20.18,"LINESTRING (-72.511344 42.068608, -72.511422 42.068436)",
9012538,2,,Brook Street,residential,12.2,False,True,300.279,"LINESTRING (-72.511344 42.068608, -72.5114527 42.0686353, -72.511776 42.068647, -72.511902 42.068645, -72.512014 42.068638, -72.512569 42.068504, -72.512931 42.068407, -72.513423 42.068294, -72.5138 42.068187, -72.5143472 42.0680772, -72.514493 42.068048, -72.514838 42.067983)",
9013144,2,,Maple Street,secondary,10.7,False,False,208.59200000000004,"LINESTRING (-72.517322 42.063139, -72.517058 42.06324, -72.5168413 42.0633213, -72.5167227 42.0633637, -72.516488 42.063454, -72.516029 42.063623, -72.5159613 42.0636473, -72.5158895 42.063673, -72.5158087 42.0637019, -72.5156207 42.0637693, -72.5150676 42.0639859)",
9013010,2,,William Street,residential,12.2,False,False,88.778,"LINESTRING (-72.512745 42.063361, -72.511725 42.063614)",
9013117,2,MA 186,Prospect Street,secondary,8.8,False,False,115.03000000000002,"LINESTRING (-72.512745 42.063361, -72.5128539 42.0639065, -72.512864 42.063957, -72.512889 42.064056, -72.512921 42.064187, -72.512936 42.0642618, -72.5129617 42.0643828)",
9013117,2,MA 186,Prospect Street,secondary,8.8,False,True,233.658,"LINESTRING (-72.512745 42.063361, -72.512506 42.062197, -72.512307 42.061285)",
9013068,2,,Callender Avenue,residential,15.2,False,True,158.122,"LINESTRING (-72.507345 42.064997, -72.50739 42.064958, -72.507435 42.064919, -72.507466 42.064863, -72.5077 42.064697, -72.507916 42.064534, -72.507949 42.06451, -72.508175 42.064345, -72.508438 42.064152, -72.508516 42.064095, -72.508673 42.063979)",
