osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,bridge,junction,tunnel
202158744,Calle Piquirroti,residential,False,False,174.132,"LINESTRING (-2.431188 39.404054, -2.4312987 39.4039738, -2.4315411 39.4035042, -2.4317106 39.4032714, -2.4318789 39.4029445, -2.43206 39.402652)",,,,,
233093905,Calle Locutorio,residential,True,False,118.851,"LINESTRING (-2.431188 39.404054, -2.4311228 39.4040264, -2.4308563 39.4037426, -2.4307319 39.4035793, -2.4304532 39.4031601)",,,,,
398692474,Calle Carriona,residential,False,False,80.11,"LINESTRING (-2.4245955 39.4076871, -2.424123 39.407066)",,,,,
398692474,Calle Carriona,residential,False,True,27.255,"LINESTRING (-2.4245955 39.4076871, -2.4247545 39.4078992)",,,,,
233090608,Calle Honda,residential,False,True,166.11100000000002,"LINESTRING (-2.4245955 39.4076871, -2.4250421 39.4074765, -2.4255359 39.4072952, -2.4259949 39.4072013, -2.4261309 39.4071708, -2.4262442 39.4071385, -2.4263587 39.4070973)",,,,,
86595086,Calle Canto Blanco,residential,False,False,64.179,"LINESTRING (-2.4296451 39.399229, -2.4289224 39.3993748)",,,,,
202158734,Calle Horno Monteagudo,residential,True,False,55.099,"LINESTRING (-2.4299714 39.404753, -2.43042 39.4043989)",,,,,
512631207,Calle del Arco,residential,True,False,66.26,"LINESTRING (-2.4299714 39.404753, -2.4303762 39.4052602)",,,,,
86595076,Calle Negrillo,residential,True,False,91.55199999999999,"LINESTRING (-2.4259716 39.4058115, -2.4265458 39.4057642, -2.4267946 39.405755, -2.4270334 39.4057634)",,,,,
512628632,Calle Toledo,residential,False,False,53.014,"LINESTRING (-2.4225295 39.3995106, -2.42278 39.3999463)",,,,,
86595060,Calle del Agua,residential,True,False,62.875,"LINESTRING (-2.4244389 39.4035416, -2.424712 39.4040662)",,,,,
512628624,Calle Rús,residential,True,False,47.01,"LINESTRING (-2.4244389 39.4035416, -2.4239332 39.403703)",,,,,
233090586,Calle Jacinto Benavente,residential,False,False,110.855,"LINESTRING (-2.4299748 39.4063704, -2.430769 39.4071561)",,,,,
907656639,Calle Carril de Carretas,residential,False,False,44.055,"LINESTRING (-2.4299748 39.4063704, -2.4304494 39.4062204)",,,,,
907656639,Calle Carril de Carretas,residential,False,True,18.656,"LINESTRING (-2.4299748 39.4063704, -2.4297777 39.4064408)",,,,,
86595060,Calle del Agua,residential,True,False,80.858,"LINESTRING (-2.4252043 39.4050026, -2.4255704 39.4056725)",,,,,
86595064,Calle Clemente Pérez de Rus,residential,False,False,98.13,"LINESTRING (-2.4252043 39.4050026, -2.4241991 39.4054216)",,,,,
86595064,Calle Clemente Pérez de Rus,residential,False,True,30.565,"LINESTRING (-2.4252043 39.4050026, -2.4255216 39.4048783)",,,,,
86595060,Calle del Agua,residential,True,False,55.945,"LINESTRING (-2.4249604 39.4045361, -2.4252043 39.4050026)",,,,,
273384947,Calle Corregidor Francisco Zabala,residential,False,False,98.342,"LINESTRING (-2.4249604 39.4045361, -2.423918 39.4049014)",,,,,
273384947,Calle Corregidor Francisco Zabala,residential,False,True,40.952,"LINESTRING (-2.4249604 39.4045361, -2.4254035 39.4044004)",,,,,
86595113,Calle Pozo de las Nieves,residential,False,False,60.093,"LINESTRING (-2.424123 39.407066, -2.4235628 39.4073896)",,,,,
398692474,Calle Carriona,residential,False,False,71.216,"LINESTRING (-2.424123 39.407066, -2.4236959 39.4065171)",,,,,
398692474,Calle Carriona,residential,False,True,80.11,"LINESTRING (-2.424123 39.407066, -2.4245955 39.4076871)",,,,,
86595113,Calle Pozo de las Nieves,residential,False,True,176.177,"LINESTRING (-2.424123 39.407066, -2.4248202 39.4066634, -2.4253063 39.4065662, -2.4256144 39.4065748, -2.4259655 39.4064852)",,,,,
828205627,Calle Las Nieves,residential,False,False,71.011,"LINESTRING (-2.4259655 39.4064852, -2.4256846 39.4058846)",,,,,
828205627,Calle Las Nieves,residential,False,True,16.995,"LINESTRING (-2.4259655 39.4064852, -2.4260597 39.4066196)",,,,,
86595113,Calle Pozo de las Nieves,residential,False,False,176.17700000000002,"LINESTRING (-2.4259655 39.4064852, -2.4256144 39.4065748, -2.4253063 39.4065662, -2.4248202 39.4066634, -2.424123 39.407066)",,,,,
86595078,Calle Bibiano Hellín,residential,False,False,46.247,"LINESTRING (-2.424712 39.4040662, -2.4242163 39.4042283)",,,,,
86595078,Calle Bibiano Hellín,residential,False,True,41.639,"LINESTRING (-2.424712 39.4040662, -2.4251531 39.4039111)",,,,,
86595060,Calle del Agua,residential,True,False,56.44200000000001,"LINESTRING (-2.424712 39.4040662, -2.4248762 39.4043751, -2.4249604 39.4045361)",,,,,
202158764,Plaza Mayor,residential,True,False,23.801,"LINESTRING (-2.4285238 39.4030743, -2.4286878 39.4032468)",,,,,
86595064,Calle Clemente Pérez de Rus,residential,False,True,90.26,"LINESTRING (-2.42329 39.4058284, -2.4241991 39.4054216)",,,,,
86595073,Calle Cuesta Lerín,residential,False,False,37.355,"LINESTRING (-2.42329 39.4058284, -2.4230946 39.4055283)",,,,,
"[445565217, 883202171]","['Calle Jesus Sanchez Herrera ""Tobarra""', 'Calle Clemente Pérez de Rus']",residential,True,False,136.534,"LINESTRING (-2.42329 39.4058284, -2.4227885 39.4062622, -2.4234058 39.4066982)",,,,,
86595107,Calle Miguel de Cervantes,residential,False,False,44.562,"LINESTRING (-2.4319339 39.4066136, -2.4314897 39.4068205)",,,,,
233088470,Calle Emiliano Fernández Ayuso,residential,False,False,44.107,"LINESTRING (-2.4319339 39.4066136, -2.4315802 39.4063261)",,,,,
233088470,Calle Emiliano Fernández Ayuso,residential,False,True,91.536,"LINESTRING (-2.4319339 39.4066136, -2.4326276 39.4072384)",,,,,
233090563,Plaza Astudillo,residential,True,False,10.965,"LINESTRING (-2.4320209 39.4025064, -2.4320418 39.4025253, -2.4320513 39.402531, -2.4320721 39.4025399, -2.4320941 39.4025483, -2.4321292 39.4025489)",,,,roundabout,
86595062,Calle Emiliano Fernández Ayuso,residential,False,False,81.018,"LINESTRING (-2.4309818 39.4058187, -2.4303762 39.4052602)",,,,,
512571262,,residential,True,False,13.74,"LINESTRING (-2.4309818 39.4058187, -2.4309686 39.4058268, -2.4309494 39.4058501, -2.4309408 39.4058769, -2.4309439 39.4059045, -2.4309582 39.4059298)",,,,roundabout,
86595063,Calle Asunción,residential,True,False,73.964,"LINESTRING (-2.4266653 39.4054252, -2.4262643 39.4048366)",,,,,
"[86595065, 743598725]","['Calle Torrijos', 'Calle Boteros']",residential,True,False,104.69299999999998,"LINESTRING (-2.4266653 39.4054252, -2.4270452 39.4054038, -2.4278806 39.4053568)",,,,,
512571260,Calle Boteros,residential,False,False,74.299,"LINESTRING (-2.4266653 39.4054252, -2.4267531 39.405398, -2.4268744 39.4053394, -2.4273731 39.4050456)",,,,,
202158750,Calle Federico López de Haro,residential,True,False,23.0,"LINESTRING (-2.4299139 39.4035472, -2.4300088 39.4034761, -2.4300617 39.4033797)",,,,,
86595078,Calle Bibiano Hellín,residential,False,False,41.639,"LINESTRING (-2.4251531 39.4039111, -2.424712 39.4040662)",,,,,
86595081,Calle Hernán González del Castillo,residential,True,False,60.728,"LINESTRING (-2.4251531 39.4039111, -2.4248584 39.4034147)",,,,,
86595061,,residential,False,False,43.115,"LINESTRING (-2.4262643 39.4048366, -2.4267192 39.4046729)",,,,,
86595061,,residential,False,True,54.847,"LINESTRING (-2.4262643 39.4048366, -2.4258292 39.4047896, -2.4256304 39.404797)",,,,,
86595070,Calle Maestro Benito Moreno,residential,False,True,59.293,"LINESTRING (-2.4236312 39.4044164, -2.423918 39.4049014)",,,,,
86595078,Calle Bibiano Hellín,residential,False,False,97.369,"LINESTRING (-2.4236312 39.4044164, -2.4225929 39.4047673)",,,,,
86595078,Calle Bibiano Hellín,residential,False,True,20.836,"LINESTRING (-2.4236312 39.4044164, -2.4238517 39.4043384)",,,,,
86595061,,residential,False,True,13.004,"LINESTRING (-2.4256304 39.404797, -2.4255216 39.4048783)",,,,,
86595081,Calle Hernán González del Castillo,residential,True,False,48.217,"LINESTRING (-2.4256304 39.404797, -2.4254035 39.4044004)",,,,,
86595061,,residential,False,False,54.847,"LINESTRING (-2.4256304 39.404797, -2.4258292 39.4047896, -2.4262643 39.4048366)",,,,,
86595105,,residential,False,True,56.684,"LINESTRING (-2.4222048 39.4042733, -2.4225565 39.4047046)",,,,,
512628620,Calle Rús,residential,False,True,59.439,"LINESTRING (-2.4222048 39.4042733, -2.4228353 39.4040533)",,,,,
"[802037464, 802037465, 334159213]",Calle Escobares,residential,False,False,662.3069999999999,"LINESTRING (-2.4222048 39.4042733, -2.4219827 39.4039634, -2.4218989 39.4038879, -2.4217757 39.4038437, -2.4217426 39.4038318, -2.4215548 39.4037098, -2.421188 39.4033983, -2.4208785 39.403116, -2.4208 39.4030335, -2.4207541 39.4029511, -2.4206276 39.4026557, -2.4205175 39.4025678, -2.4202228 39.4025107, -2.4200549 39.4025023, -2.4202976 39.4015717, -2.4203511 39.4014828, -2.4204218 39.4014285, -2.4207143 39.4013503, -2.4224767 39.4006953, -2.4231071 39.4005033)",,,yes,,
86595073,Calle Cuesta Lerín,residential,False,False,58.642,"LINESTRING (-2.4228971 39.4052394, -2.4225929 39.4047673)",,,,,
86595073,Calle Cuesta Lerín,residential,False,True,36.331,"LINESTRING (-2.4228971 39.4052394, -2.4230946 39.4055283)",,,,,
273384947,Calle Corregidor Francisco Zabala,residential,False,True,95.427,"LINESTRING (-2.4228971 39.4052394, -2.423918 39.4049014)",,,,,
743598725,Calle Torrijos,residential,True,False,74.402,"LINESTRING (-2.4293063 39.4051815, -2.4299714 39.404753)",,,,,
512571263,Calle del Olmo,residential,False,False,122.893,"LINESTRING (-2.4293063 39.4051815, -2.4291408 39.4049859, -2.4289162 39.4047075, -2.4287805 39.4045187, -2.4285022 39.4042717)",,,,,
86595062,Calle Emiliano Fernández Ayuso,residential,False,True,81.018,"LINESTRING (-2.4303762 39.4052602, -2.4309818 39.4058187)",,,,,
512628627,Calle Tercia,residential,False,False,158.203,"LINESTRING (-2.4303762 39.4052602, -2.4296281 39.4056314, -2.4287493 39.4059148)",,,,,
512628627,Calle Tercia,residential,False,True,64.257,"LINESTRING (-2.4303762 39.4052602, -2.4307042 39.4050883, -2.4309214 39.4048747)",,,,,
86595052,Calle San Francisco,residential,False,True,90.918,"LINESTRING (-2.426132 39.4039927, -2.4267192 39.4046729)",,,,,
86595110,Calle Castillejos,residential,True,False,39.491,"LINESTRING (-2.426132 39.4039927, -2.4264383 39.4037279)",,,,,
86595064,Calle Clemente Pérez de Rus,residential,False,False,90.26,"LINESTRING (-2.4241991 39.4054216, -2.42329 39.4058284)",,,,,
86595064,Calle Clemente Pérez de Rus,residential,False,True,98.13,"LINESTRING (-2.4241991 39.4054216, -2.4252043 39.4050026)",,,,,
86595070,Calle Maestro Benito Moreno,residential,False,False,31.108,"LINESTRING (-2.4241991 39.4054216, -2.4240651 39.4051617)",,,,,
86595070,Calle Maestro Benito Moreno,residential,False,True,83.393,"LINESTRING (-2.4241991 39.4054216, -2.4245934 39.4061069)",,,,,
86595086,Calle Canto Blanco,residential,False,True,92.703,"LINESTRING (-2.4279107 39.3996644, -2.4289224 39.3993748)",,,,,
86595086,Calle Canto Blanco,residential,False,False,123.98399999999998,"LINESTRING (-2.4279107 39.3996644, -2.4276498 39.3997432, -2.4272091 39.400065, -2.4270748 39.4002221, -2.4269773 39.4004518)",,,,,
233090597,Calle del Huerto,residential,False,False,132.73499999999999,"LINESTRING (-2.4279107 39.3996644, -2.427908 39.3997278, -2.4282437 39.4008279)",,,,,
86595061,,residential,False,False,13.004,"LINESTRING (-2.4255216 39.4048783, -2.4256304 39.404797)",,,,,
86595064,Calle Clemente Pérez de Rus,residential,False,False,30.565,"LINESTRING (-2.4255216 39.4048783, -2.4252043 39.4050026)",,,,,
"[512571266, 512571267]",Calle Arrabal,residential,False,"[False, True]",57.122,"LINESTRING (-2.4274405 39.4016576, -2.4273092 39.4014098, -2.4272073 39.4011768)",,,,,
512571266,,residential,False,True,71.402,"LINESTRING (-2.4274405 39.4016576, -2.427502 39.4017645, -2.4278263 39.402226)",,,,,
512628624,Calle Rús,residential,True,False,38.707,"LINESTRING (-2.4248584 39.4034147, -2.4244389 39.4035416)",,,,,
86595073,Calle Cuesta Lerín,residential,False,False,7.641,"LINESTRING (-2.4225929 39.4047673, -2.4225565 39.4047046)",,,,,
86595073,Calle Cuesta Lerín,residential,False,True,58.642,"LINESTRING (-2.4225929 39.4047673, -2.4228971 39.4052394)",,,,,
86595078,Calle Bibiano Hellín,residential,False,True,97.369,"LINESTRING (-2.4225929 39.4047673, -2.4236312 39.4044164)",,,,,
687870581,Calle Horno Monteagudo,residential,True,False,68.6,"LINESTRING (-2.4304855 39.4043472, -2.431188 39.404054)",,,,,
202158752,Calle Trinidad,residential,True,False,103.396,"LINESTRING (-2.4304855 39.4043472, -2.4303294 39.4042267, -2.4301408 39.4039613, -2.4301496 39.403922, -2.4299139 39.4035472)",,,,,
233090546,Calle de las Eras,residential,False,False,72.624,"LINESTRING (-2.428241 39.4062701, -2.4286132 39.4068565)",,,,,
233090546,Calle de las Eras,residential,False,True,26.751,"LINESTRING (-2.428241 39.4062701, -2.4281709 39.4060357)",,,,,
512628627,Calle Tercia,residential,False,False,162.343,"LINESTRING (-2.428241 39.4062701, -2.4266456 39.4070524)",,,,,
512628627,Calle Tercia,residential,False,True,58.89,"LINESTRING (-2.428241 39.4062701, -2.4287493 39.4059148)",,,,,
512628632,Calle Toledo,residential,False,True,68.014,"LINESTRING (-2.4231071 39.4005033, -2.42278 39.3999463)",,,,,
802037464,Calle Escobares,residential,False,False,46.062,"LINESTRING (-2.4231071 39.4005033, -2.4236072 39.4003541)",,,,,
512628632,Calle Toledo,residential,False,False,136.639,"LINESTRING (-2.4231071 39.4005033, -2.4234784 39.4010792, -2.4238162 39.4016032)",,,,,
"[802037464, 802037465, 334159213]",Calle Escobares,residential,False,True,662.3069999999999,"LINESTRING (-2.4231071 39.4005033, -2.4224767 39.4006953, -2.4207143 39.4013503, -2.4204218 39.4014285, -2.4203511 39.4014828, -2.4202976 39.4015717, -2.4200549 39.4025023, -2.4202228 39.4025107, -2.4205175 39.4025678, -2.4206276 39.4026557, -2.4207541 39.4029511, -2.4208 39.4030335, -2.4208785 39.403116, -2.421188 39.4033983, -2.4215548 39.4037098, -2.4217426 39.4038318, -2.4217757 39.4038437, -2.4218989 39.4038879, -2.4219827 39.4039634, -2.4222048 39.4042733)",,,yes,,
86595108,Calle Galindos,residential,True,False,52.329,"LINESTRING (-2.4299546 39.4008037, -2.4293784 39.4009561)",,,,,
233090573,,residential,False,False,86.90700000000001,"LINESTRING (-2.4299546 39.4008037, -2.4301176 39.4011925, -2.4302384 39.4015535)",,,,,
512571259,Calle del Mercado,residential,True,False,83.473,"LINESTRING (-2.4258416 39.4055871, -2.4256158 39.4050869, -2.4255216 39.4048783)",,,,,
86595052,Calle San Francisco,residential,False,False,90.918,"LINESTRING (-2.4267192 39.4046729, -2.426132 39.4039927)",,,,,
86595052,Calle San Francisco,residential,False,True,15.492,"LINESTRING (-2.4267192 39.4046729, -2.4268874 39.4046227)",,,,,
86595061,,residential,False,True,43.115,"LINESTRING (-2.4267192 39.4046729, -2.4262643 39.4048366)",,,,,
512571266,,residential,False,True,14.953,"LINESTRING (-2.4278263 39.402226, -2.4279071 39.4023451)",,,,,
86595112,Calle Nueva,residential,True,False,136.534,"LINESTRING (-2.4278263 39.402226, -2.427989 39.4021553, -2.4283168 39.4020485, -2.4291881 39.4018143, -2.4293063 39.401785)",,,,,
512571266,,residential,False,False,71.402,"LINESTRING (-2.4278263 39.402226, -2.427502 39.4017645, -2.4274405 39.4016576)",,,,,
233090546,Calle de las Eras,residential,False,False,68.286,"LINESTRING (-2.4286132 39.4068565, -2.4289686 39.4074058)",,,,,
233090546,Calle de las Eras,residential,False,True,72.624,"LINESTRING (-2.4286132 39.4068565, -2.428241 39.4062701)",,,,,
233090577,Calle Comisario,residential,False,False,60.035,"LINESTRING (-2.4286132 39.4068565, -2.4292475 39.40663)",,,,,
233090577,Calle Comisario,residential,False,True,72.835,"LINESTRING (-2.4286132 39.4068565, -2.4282483 39.406967, -2.4281987 39.406982, -2.428006 39.4070316, -2.4278078 39.4070489)",,,,,
86595081,Calle Hernán González del Castillo,residential,True,False,58.507,"LINESTRING (-2.4254035 39.4044004, -2.4251531 39.4039111)",,,,,
273384947,Calle Corregidor Francisco Zabala,residential,False,False,40.952,"LINESTRING (-2.4254035 39.4044004, -2.4249604 39.4045361)",,,,,
"[512628641, 512628642, 512628644]","['Calle Pósito', 'Plaza de la Iglesia']",residential,True,False,107.06099999999998,"LINESTRING (-2.4297151 39.4028847, -2.4293105 39.4028877, -2.4288556 39.4029574, -2.4287582 39.4029556, -2.4285238 39.4030743)",,,,,
86595070,Calle Maestro Benito Moreno,residential,False,False,83.393,"LINESTRING (-2.4245934 39.4061069, -2.4241991 39.4054216)",,,,,
398692487,Calle del Carmen,residential,False,False,78.894,"LINESTRING (-2.4245934 39.4061069, -2.4254637 39.4058806)",,,,,
398692487,Calle del Carmen,residential,False,True,89.779,"LINESTRING (-2.4245934 39.4061069, -2.4242514 39.406234, -2.4236959 39.4065171)",,,,,
233090597,Calle del Huerto,residential,False,True,56.898,"LINESTRING (-2.428427 39.4013196, -2.4282437 39.4008279)",,,,,
86595108,Calle Galindos,residential,True,False,92.944,"LINESTRING (-2.428427 39.4013196, -2.4279396 39.401455, -2.4274405 39.4016576)",,,,,
802037464,Calle Escobares,residential,False,True,78.466,"LINESTRING (-2.4259941 39.399666, -2.4251212 39.3998733)",,,,,
86595073,Calle Cuesta Lerín,residential,False,True,7.641,"LINESTRING (-2.4225565 39.4047046, -2.4225929 39.4047673)",,,,,
86595105,,residential,False,False,56.684,"LINESTRING (-2.4225565 39.4047046, -2.4222048 39.4042733)",,,,,
334159206,,trunk,False,False,76.28,"LINESTRING (-2.4225565 39.4047046, -2.4228353 39.4040533)",2,N-310,,,
512628617,Calle Negrillo,residential,True,False,55.962,"LINESTRING (-2.4287493 39.4059148, -2.4281057 39.4058374)",,,,,
512628627,Calle Tercia,residential,False,False,58.89,"LINESTRING (-2.4287493 39.4059148, -2.428241 39.4062701)",,,,,
907656640,Calle Miguel Mihura,residential,False,False,90.314,"LINESTRING (-2.4287493 39.4059148, -2.4292475 39.40663)",,,,,
512628627,Calle Tercia,residential,False,True,158.203,"LINESTRING (-2.4287493 39.4059148, -2.4296281 39.4056314, -2.4303762 39.4052602)",,,,,
202158755,Calle Cruz Cerrada,residential,False,True,46.669,"LINESTRING (-2.4316538 39.4042699, -2.431188 39.404054)",,,,,
512628628,Calle Cruz Cerrada,residential,False,False,113.164,"LINESTRING (-2.4316538 39.4042699, -2.4326812 39.4049067)",,,,,
512628627,Calle Tercia,residential,False,False,92.739,"LINESTRING (-2.4316538 39.4042699, -2.4313183 39.4046184, -2.4309214 39.4048747)",,,,,
512628629,Plaza Beltrán,residential,False,True,44.245999999999995,"LINESTRING (-2.4316538 39.4042699, -2.4317551 39.4041563, -2.4320552 39.4040388)",,,,,
86595109,Calle Tercia,residential,False,True,23.181,"LINESTRING (-2.4327976 39.4032821, -2.4329803 39.4031287)",,,,,
86595109,Calle Tercia,residential,False,False,69.53999999999999,"LINESTRING (-2.4327976 39.4032821, -2.4325331 39.4034926, -2.4323237 39.4037825)",,,,,
202158764,Plaza Mayor,residential,True,False,67.078,"LINESTRING (-2.4292455 39.4038589, -2.4295103 39.4037372, -2.4299139 39.4035472)",,,,,
512631207,Calle del Arco,residential,True,False,117.384,"LINESTRING (-2.4292455 39.4038589, -2.4293931 39.4040559, -2.4299714 39.404753)",,,,,
86595109,Calle Tercia,residential,False,False,36.666,"LINESTRING (-2.4323237 39.4037825, -2.4320552 39.4040388)",,,,,
86595109,Calle Tercia,residential,False,True,69.53999999999999,"LINESTRING (-2.4323237 39.4037825, -2.4325331 39.4034926, -2.4327976 39.4032821)",,,,,
86595109,Calle Tercia,residential,False,True,36.666,"LINESTRING (-2.4320552 39.4040388, -2.4323237 39.4037825)",,,,,
233093883,Calle Obando,residential,False,False,99.878,"LINESTRING (-2.4320552 39.4040388, -2.4329989 39.4045633)",,,,,
512628629,Plaza Beltrán,residential,False,False,44.245999999999995,"LINESTRING (-2.4320552 39.4040388, -2.4317551 39.4041563, -2.4316538 39.4042699)",,,,,
233093883,Calle Obando,residential,False,True,99.878,"LINESTRING (-2.4329989 39.4045633, -2.4320552 39.4040388)",,,,,
512571253,Calle San Roque,residential,False,False,46.938,"LINESTRING (-2.4329989 39.4045633, -2.4326812 39.4049067)",,,,,
512571253,Calle San Roque,residential,False,True,46.938,"LINESTRING (-2.4326812 39.4049067, -2.4329989 39.4045633)",,,,,
512628628,Calle Cruz Cerrada,residential,False,False,28.782,"LINESTRING (-2.4326812 39.4049067, -2.4329554 39.4050554)",,,,,
512628628,Calle Cruz Cerrada,residential,False,True,113.164,"LINESTRING (-2.4326812 39.4049067, -2.4316538 39.4042699)",,,,,
512571261,Calle Carril Carretas,residential,False,True,168.76800000000003,"LINESTRING (-2.4326812 39.4049067, -2.4317827 39.4053483, -2.4311757 39.4057785, -2.4311309 39.4058257)",,,,,
512628628,Calle Cruz Cerrada,residential,False,True,28.782,"LINESTRING (-2.4329554 39.4050554, -2.4326812 39.4049067)",,,,,
86595093,Avenida de la Guardia Civil,residential,False,False,45.43,"LINESTRING (-2.4326276 39.4072384, -2.4321979 39.4074765)",,,,,
233088470,Calle Emiliano Fernández Ayuso,residential,False,False,91.536,"LINESTRING (-2.4326276 39.4072384, -2.4319339 39.4066136)",,,,,
86595107,Calle Miguel de Cervantes,residential,False,True,41.998,"LINESTRING (-2.4283314 39.4081795, -2.4287676 39.408009)",,,,,
233090618,Calle Osa Mayor,residential,False,True,30.884,"LINESTRING (-2.4283314 39.4081795, -2.4282143 39.4079169)",,,,,
233090582,Calle Juego de la Pelota,residential,False,False,56.211,"LINESTRING (-2.4316242 39.3992883, -2.4318078 39.3997735)",,,,,
233090594,Travesía Rambla,residential,False,False,81.747,"LINESTRING (-2.4316242 39.3992883, -2.4307023 39.3994699)",,,,,
86595086,Calle Canto Blanco,residential,False,False,92.703,"LINESTRING (-2.4289224 39.3993748, -2.4279107 39.3996644)",,,,,
86595086,Calle Canto Blanco,residential,False,True,64.179,"LINESTRING (-2.4289224 39.3993748, -2.4296451 39.399229)",,,,,
