osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,access
163197122,False,5,West Broadway,secondary,25 mph,False,60.134,"LINESTRING (-95.851997 41.261239, -95.8526993 41.2613563)",,
16001222,True,,North 6th Street,primary,25 mph,False,86.232,"LINESTRING (-95.851997 41.261239, -95.851907 41.261593, -95.8518156 41.2619171, -95.851792 41.261999)",,
163197122,False,5,West Broadway,secondary,25 mph,True,96.364,"LINESTRING (-95.851997 41.261239, -95.851393 41.261142, -95.850869 41.26106)",,
16011545,False,2,1st Avenue,unclassified,,True,142.62300000000002,"LINESTRING (-95.852354 41.259962, -95.8522496 41.2599437, -95.8508032 41.2597104, -95.850686 41.259692)",,
191363770,False,,1st Avenue,unclassified,,False,142.19,"LINESTRING (-95.852354 41.259962, -95.8524666 41.2599818, -95.853203 41.2601016, -95.854017 41.260231)",,
191504241,True,2,South 6th Street,primary,25 mph,False,145.10899999999998,"LINESTRING (-95.852354 41.259962, -95.8523316 41.2600441, -95.8521838 41.2605854, -95.85214 41.260746, -95.85205 41.261035, -95.852022 41.261145, -95.851997 41.261239)",,
191504207,False,2,Willow Avenue,secondary,,False,141.459,"LINESTRING (-95.852703 41.2587079, -95.8528037 41.2587243, -95.8530483 41.2587641, -95.8534819 41.2588346, -95.8535365 41.2588435, -95.854357 41.258977)",,
191504207,False,2,Willow Avenue,secondary,,True,143.11200000000002,"LINESTRING (-95.852703 41.2587079, -95.8526041 41.2586919, -95.8523697 41.2586541, -95.8518213 41.2585657, -95.851139 41.2584558, -95.851029 41.258438)",,
191504241,True,2,South 6th Street,primary,25 mph,False,142.468,"LINESTRING (-95.852703 41.2587079, -95.8526797 41.2587919, -95.8523772 41.2598787, -95.852354 41.259962)",,
16011843,False,2,5th Avenue,secondary,,True,144.95,"LINESTRING (-95.852994 41.257014, -95.8528898 41.2570134, -95.8519359 41.2570109, -95.8515253 41.2570098, -95.85126 41.257009)",,
"[698375080, 454577786, 698375086]",False,"['3', '2']",5th Avenue,secondary,,False,144.45,"LINESTRING (-95.852994 41.257014, -95.8531037 41.2570146, -95.8535367 41.2570168, -95.8536759 41.2570175, -95.853872 41.2570186, -95.8540436 41.2570195, -95.8541654 41.2570201, -95.8546181 41.2570225, -95.854722 41.257023)",,
"[852546281, 852562450]",True,2,South 6th Street,primary,25 mph,False,190.56900000000002,"LINESTRING (-95.852994 41.257014, -95.852993 41.257082, -95.8529878 41.2574346, -95.8529864 41.2575295, -95.8529808 41.257598, -95.8529754 41.2576426, -95.8529611 41.2577159, -95.8529515 41.2577527, -95.8529357 41.2578136, -95.8528707 41.2580635, -95.8528275 41.2582293, -95.8528171 41.2582693, -95.8527224 41.2586332, -95.852703 41.2587079)",,
15993626,True,2,South 6th Street,primary,25 mph,False,101.301,"LINESTRING (-95.853002 41.256103, -95.8529946 41.2569444, -95.852994 41.257014)",,
16001390,False,,6th Avenue,residential,,False,144.37,"LINESTRING (-95.853002 41.256103, -95.8535303 41.2561064, -95.8535646 41.2561066, -95.8541912 41.2561106, -95.8544765 41.2561124, -95.854729 41.256114)",,
16001390,False,,6th Avenue,residential,,True,144.152,"LINESTRING (-95.853002 41.256103, -95.8524659 41.2560975, -95.852355 41.2560964, -95.8518767 41.2560914, -95.8517893 41.2560905, -95.8512777 41.2560852)",,
15993626,True,2,South 6th Street,primary,25 mph,False,27.176,"LINESTRING (-95.8530034 41.2558586, -95.853002 41.256103)",,
15993635,True,,South 6th Street,tertiary,,False,74.539,"LINESTRING (-95.852983 41.255189, -95.8529777 41.2555227, -95.8529809 41.2556455, -95.852988 41.2557364, -95.8530034 41.2558586)",,
16004034,False,,7th Avenue,residential,,True,140.617,"LINESTRING (-95.852983 41.255189, -95.8524703 41.2551861, -95.85226 41.2551849, -95.852094 41.255184, -95.851301 41.255174)",,
194575950,False,,South 3rd Street,residential,,True,51.661,"LINESTRING (-95.847546 41.257413, -95.847421 41.257868)",,
194575950,False,,South 3rd Street,residential,,False,90.912,"LINESTRING (-95.847546 41.257413, -95.8476498 41.2570317, -95.847764 41.256612)",,
16006761,False,3,North 2nd Street,residential,,True,112.1,"LINESTRING (-95.846574 41.26305, -95.8463669 41.2627481, -95.8462762 41.2626158, -95.8460757 41.2622927, -95.845996 41.262141)",,
16000534,False,,Bluff Street,secondary,,False,143.244,"LINESTRING (-95.848423 41.258028, -95.848767 41.256766)",,
16003826,False,2,Willow Avenue,residential,,True,85.627,"LINESTRING (-95.848423 41.258028, -95.847421 41.257868)",,
"[16007941, 16000534]",False,,"['Bluff Street', 'West Pierce Street']",secondary,,True,395.076,"LINESTRING (-95.848423 41.258028, -95.8481447 41.2590865, -95.848137 41.259116, -95.8479868 41.2596623, -95.8478227 41.2602594, -95.847797 41.260353, -95.847771 41.260431, -95.847759 41.260468, -95.847707 41.26055, -95.847644 41.260605, -95.84757 41.260648, -95.8470059 41.2609188, -95.846641 41.261094)",,
191504207,False,2,Willow Avenue,secondary,,False,85.603,"LINESTRING (-95.848423 41.258028, -95.8489304 41.2581085, -95.8493415 41.2581737, -95.849425 41.258187)",,
16000534,False,,Bluff Street,secondary,,False,142.775,"LINESTRING (-95.848767 41.256766, -95.849109 41.255508)",,
16000534,False,,Bluff Street,secondary,,True,143.244,"LINESTRING (-95.848767 41.256766, -95.848423 41.258028)",,
"[1043823931, 16011839]",False,,5th Avenue,residential,,False,85.64699999999999,"LINESTRING (-95.848767 41.256766, -95.848916 41.256786, -95.8492615 41.2568414, -95.8495792 41.2568924, -95.84977 41.256923)",,
16011839,False,,5th Avenue,residential,,True,85.583,"LINESTRING (-95.848767 41.256766, -95.848596 41.256744, -95.847764 41.256612)",,
16000534,False,,Bluff Street,secondary,,True,142.775,"LINESTRING (-95.849109 41.255508, -95.848767 41.256766)",,
16006604,False,,Story Street,residential,,False,86.626,"LINESTRING (-95.849109 41.255508, -95.8496132 41.2555868, -95.8501217 41.2556731)",,
