osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,ref,bridge
15254933,South Travis Street,residential,False,False,81.466,"LINESTRING (-97.9663341 29.5681401, -97.9663338 29.5681181, -97.9663335 29.568089, -97.966331 29.5678903, -97.966327 29.5675702, -97.9663251 29.5674075)",,,,
15254933,South Travis Street,residential,False,True,83.07100000000001,"LINESTRING (-97.9663341 29.5681401, -97.9663357 29.5682133, -97.9663442 29.5687969, -97.9663455 29.5688871)",,,,
15252347,West Donegan Street,residential,True,False,81.982,"LINESTRING (-97.9654866 29.5681543, -97.9655438 29.5681525, -97.9663341 29.5681401)",30 mph,,,
186648548,South Camp Street,residential,True,False,82.565,"LINESTRING (-97.9654866 29.5681543, -97.9654881 29.5682056, -97.965492 29.568814, -97.9654915 29.5688968)",30 mph,,,
15255276,West Washington Street,residential,False,True,78.245,"LINESTRING (-97.966267 29.566653, -97.9655518 29.566658, -97.965458 29.5666587)",30 mph,2,,
15257379,West Live Oak Street,residential,False,False,44.857,"LINESTRING (-97.9659066 29.5659225, -97.9654429 29.565931)",30 mph,2,,
15253462,,residential,False,False,48.085,"LINESTRING (-97.9672021 29.5717612, -97.9676993 29.5717602)",,,,
15258500,North Bowie Street,residential,False,False,80.089,"LINESTRING (-97.9672021 29.5717612, -97.9671846 29.5710411)",30 mph,2,,
15258500,North Bowie Street,residential,False,True,70.431,"LINESTRING (-97.9672021 29.5717612, -97.967202 29.5723946)",30 mph,2,,
15253462,,residential,False,True,48.085,"LINESTRING (-97.9676993 29.5717602, -97.9672021 29.5717612)",,,,
15258117,West Ireland Street,residential,False,False,45.837,"LINESTRING (-97.9681102 29.5723806, -97.9676363 29.5723873)",30 mph,2,,
15253921,,residential,False,False,11.186,"LINESTRING (-97.9681102 29.5723806, -97.9681189 29.5723398, -97.9680809 29.5722908)",,,,
15258117,West Ireland Street,residential,False,True,52.163,"LINESTRING (-97.9681102 29.5723806, -97.9685062 29.5723793, -97.9686492 29.5723703)",30 mph,2,,
15253921,,residential,False,True,11.186,"LINESTRING (-97.9680809 29.5722908, -97.9681189 29.5723398, -97.9681102 29.5723806)",,,,
15258117,West Ireland Street,residential,False,False,42.009,"LINESTRING (-97.9676363 29.5723873, -97.967202 29.5723946)",30 mph,2,,
15258117,West Ireland Street,residential,False,True,45.837,"LINESTRING (-97.9676363 29.5723873, -97.9681102 29.5723806)",30 mph,2,,
15253922,,residential,False,False,18.249000000000002,"LINESTRING (-97.9676363 29.5723873, -97.9676348 29.5723107, -97.967636 29.5722232)",,,,
15253922,,residential,False,True,18.249000000000002,"LINESTRING (-97.967636 29.5722232, -97.9676348 29.5723107, -97.9676363 29.5723873)",,,,
15254702,North Goodrich Street,residential,False,False,73.885,"LINESTRING (-97.9686545 29.5710144, -97.9686451 29.57043, -97.9686438 29.57035)",30 mph,2,,
