osmid,highway,oneway,reversed,length,geometry,name,lanes,maxspeed,junction,access
9118821,residential,False,False,26.723,"LINESTRING (-84.677658 34.06189, -84.677552 34.061805, -84.677424 34.061753)",,,,,
9129007,residential,False,True,107.759,"LINESTRING (-84.677658 34.06189, -84.677568 34.061983, -84.677463 34.062117, -84.677365 34.06236, -84.677268 34.062544, -84.6771783 34.062765)",Lemon Street,,,,
9134455,residential,False,False,239.837,"LINESTRING (-84.677658 34.06189, -84.677704 34.061842, -84.677859 34.061744, -84.677951 34.061712, -84.678083 34.061697, -84.678205 34.061725, -84.678344 34.061821, -84.678513 34.061976, -84.678664 34.062168, -84.6792052 34.0631155)",East Lakeshore Drive,,,,
9118821,residential,False,True,26.723,"LINESTRING (-84.677424 34.061753, -84.677552 34.061805, -84.677658 34.06189)",,,,,
9147992,residential,False,True,76.045,"LINESTRING (-84.6724719 34.0674476, -84.6717904 34.0670616)",Mitchell Hill Drive,,,,
9147992,residential,False,False,180.63600000000002,"LINESTRING (-84.6724719 34.0674476, -84.6726415 34.0675144, -84.6727263 34.0675338, -84.672811 34.0675417, -84.672903 34.0675403, -84.6729855 34.0675322, -84.673482 34.0674506, -84.6743001 34.0672814, -84.6743331 34.0672756, -84.674374 34.0672683)",Mitchell Hill Drive,,,,
9128583,residential,False,False,223.03999999999996,"LINESTRING (-84.6779618 34.0675908, -84.6780051 34.0675743, -84.6780802 34.0675562, -84.6781339 34.0675596, -84.6781848 34.067574, -84.6782735 34.0676501, -84.6783704 34.0677172, -84.6785963 34.0678225, -84.6790535 34.0680086, -84.6794057 34.0681559, -84.6794509 34.0681748, -84.6794795 34.0681828, -84.6798746 34.0682939, -84.6800466 34.0683317, -84.6800755 34.0683389, -84.6801394 34.0683464)",Moon Street,,,,
9143418,residential,False,True,505.50699999999995,"LINESTRING (-84.6779618 34.0675908, -84.6779915 34.0676698, -84.6780012 34.0677396, -84.6779957 34.067813, -84.677977 34.0678917, -84.6777753 34.068441, -84.6776791 34.0687031, -84.6776753 34.0687366, -84.6776782 34.068784, -84.6776856 34.068815, -84.6776948 34.0688398, -84.6777105 34.0688703, -84.6777396 34.0689099, -84.6777743 34.0689434, -84.677812 34.0689702, -84.6778591 34.0689942, -84.6781857 34.0691187, -84.6795134 34.0696251, -84.6796024 34.0696348, -84.6796963 34.0696237, -84.6797781 34.0695937, -84.679831 34.069554, -84.6798854 34.0695048, -84.6799149 34.0694459, -84.6799417 34.069377, -84.6799766 34.0690984, -84.6800101 34.0689105, -84.6800902 34.0685294, -84.6801394 34.0683464)",School Street,2,,,
9143418,residential,False,False,67.001,"LINESTRING (-84.6779618 34.0675908, -84.6779061 34.0675098, -84.6778481 34.0674551, -84.6777758 34.067408, -84.6777491 34.0673977, -84.6777003 34.0673788, -84.6776048 34.0673522, -84.6775093 34.0673294, -84.6774347 34.0673179, -84.6774147 34.0673148, -84.6773596 34.0673111)",School Street,2,,,
9128583,residential,False,True,223.04000000000005,"LINESTRING (-84.6801394 34.0683464, -84.6800755 34.0683389, -84.6800466 34.0683317, -84.6798746 34.0682939, -84.6794795 34.0681828, -84.6794509 34.0681748, -84.6794057 34.0681559, -84.6790535 34.0680086, -84.6785963 34.0678225, -84.6783704 34.0677172, -84.6782735 34.0676501, -84.6781848 34.067574, -84.6781339 34.0675596, -84.6780802 34.0675562, -84.6780051 34.0675743, -84.6779618 34.0675908)",Moon Street,,,,
9143418,residential,False,False,505.507,"LINESTRING (-84.6801394 34.0683464, -84.6800902 34.0685294, -84.6800101 34.0689105, -84.6799766 34.0690984, -84.6799417 34.069377, -84.6799149 34.0694459, -84.6798854 34.0695048, -84.679831 34.069554, -84.6797781 34.0695937, -84.6796963 34.0696237, -84.6796024 34.0696348, -84.6795134 34.0696251, -84.6781857 34.0691187, -84.6778591 34.0689942, -84.677812 34.0689702, -84.6777743 34.0689434, -84.6777396 34.0689099, -84.6777105 34.0688703, -84.6776948 34.0688398, -84.6776856 34.068815, -84.6776782 34.068784, -84.6776753 34.0687366, -84.6776791 34.0687031, -84.6777753 34.068441, -84.677977 34.0678917, -84.6779957 34.067813, -84.6780012 34.0677396, -84.6779915 34.0676698, -84.6779618 34.0675908)",School Street,2,,,
