osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,width,tunnel,access
739032016,D 280,Avenue du Général de Gaulle,tertiary,50,False,True,8.554,"LINESTRING (2.4345771 48.8450039, 2.4345589 48.8449652, 2.4345466 48.8449297)",,,,
4039215,,Avenue du Château,tertiary,30,False,False,175.41199999999998,"LINESTRING (2.4364323 48.844796, 2.436459 48.8449672, 2.4365257 48.8453244, 2.436589 48.8456638, 2.4367151 48.8462735, 2.4367325 48.846361)",,,,
22880450,D 120,Avenue de Paris,primary,50,False,True,48.96,"LINESTRING (2.4364323 48.844796, 2.4362638 48.8448058, 2.4357692 48.8448536)",4,,,
40036695,D 120,Avenue de Paris,primary,50,False,False,109.142,"LINESTRING (2.4364323 48.844796, 2.4365663 48.8447873, 2.4368784 48.8447609, 2.4371781 48.8447338, 2.4372754 48.8447264, 2.4379128 48.8446777)",5,,,
4039215,,Avenue du Château,tertiary,30,False,False,91.614,"LINESTRING (2.4367325 48.846361, 2.4367475 48.8464407, 2.4368797 48.8471083, 2.4368931 48.8471781)",,,,
4039215,,Avenue du Château,tertiary,30,False,True,175.412,"LINESTRING (2.4367325 48.846361, 2.4367151 48.8462735, 2.436589 48.8456638, 2.4365257 48.8453244, 2.436459 48.8449672, 2.4364323 48.844796)",,,,
4040086,,Rue du Midi,living_street,20,True,False,68.152,"LINESTRING (2.4382794 48.8471293, 2.4384414 48.8471236, 2.4385541 48.8471196, 2.4386198 48.8471167, 2.4389241 48.8471061, 2.4391194 48.8470994, 2.4391739 48.8470955, 2.4392064 48.8470864)",,,,
196480362,,Rue Raymond du Temple,living_street,20,True,False,121.951,"LINESTRING (2.4382794 48.8471293, 2.4382717 48.8470475, 2.4382154 48.8460334)",,,,
209858208,D 143,Rue de Fontenay,secondary,50,False,False,26.851,"LINESTRING (2.4401696 48.847941, 2.4398057 48.8479721)",2,,,
4039680,,Rue de Condé-sur-Noireau,tertiary,30,False,True,81.69,"LINESTRING (2.4401696 48.847941, 2.4401515 48.8478517, 2.440022 48.8472128)",2,,,
622441326,D 143,Rue de Fontenay,secondary,50,False,True,78.315,"LINESTRING (2.4401696 48.847941, 2.4403072 48.8479295, 2.4407539 48.8478889, 2.4410528 48.8478588, 2.4410813 48.8478559, 2.44123 48.8478463)",3,,,
"[803115665, 30342035, 89635613, 178831765]",D 120,Avenue de Nogent,primary,50,True,False,121.00999999999999,"LINESTRING (2.4411083 48.8443908, 2.4410021 48.8444487, 2.4405374 48.8444837, 2.4401601 48.8445137, 2.4399493 48.8445305, 2.4396774 48.8445552, 2.4396392 48.8445588, 2.4394978 48.8445706)",2,,,
4039381,,,tertiary_link,50,False,False,9.802,"LINESTRING (2.4394804 48.8444832, 2.4394978 48.8445706)",1,,,
"[30342512, 803115666, 89635614]",D 120,Avenue de Nogent,primary,50,True,False,120.707,"LINESTRING (2.4394804 48.8444832, 2.4396235 48.8444706, 2.4400334 48.8444427, 2.4401969 48.8444306, 2.4405221 48.8444018, 2.4409928 48.844359, 2.4411083 48.8443908)",2,,,
34858391,D 280,Avenue du Général de Gaulle,tertiary,30,False,False,19.757,"LINESTRING (2.4339623 48.8436115, 2.4341988 48.8436972)",2,,,
22736326,D 280A,Avenue du Général de Gaulle,tertiary,30,True,False,54.47,"LINESTRING (2.4339623 48.8436115, 2.4337994 48.8435379, 2.433591 48.8434329, 2.4335312 48.84325)",1,,,
22736462,,Passage Jean Bastide,residential,,False,False,43.072,"LINESTRING (2.4337831 48.8442727, 2.4343656 48.8442171)",,,,
22736462,,Passage Jean Bastide,residential,,False,True,43.072,"LINESTRING (2.4343656 48.8442171, 2.4337831 48.8442727)",,,,
34858391,D 280,Avenue du Général de Gaulle,tertiary,30,False,False,80.337,"LINESTRING (2.4343656 48.8442171, 2.4344228 48.8444425, 2.4344866 48.8446941, 2.4345061 48.844771, 2.4345329 48.8448765, 2.4345466 48.8449297)",2,,,
34858391,D 280,Avenue du Général de Gaulle,tertiary,30,False,True,59.122,"LINESTRING (2.4343656 48.8442171, 2.4342625 48.8438541, 2.4341988 48.8436972)",2,,,
22880450,D 120,Avenue de Paris,primary,50,False,False,48.96,"LINESTRING (2.4357692 48.8448536, 2.4362638 48.8448058, 2.4364323 48.844796)",4,,,
598605589,D 120,Avenue de Paris,primary,50,True,False,49.178,"LINESTRING (2.4357692 48.8448536, 2.4355503 48.8449032, 2.4351145 48.8449456)",2,,,
34858385,,Rue de Montreuil,residential,30,True,False,57.952999999999996,"LINESTRING (2.43463 48.8455238, 2.434592 48.8450871, 2.4345771 48.8450039)",,,,
22736884,,Rue Saulpic,residential,30,True,False,38.593,"LINESTRING (2.4346796 48.8465548, 2.4347371 48.8465501, 2.4350966 48.8465193, 2.4352027 48.8465105)",,,,
118327272,,Rue de Montreuil,residential,30,True,False,21.607,"LINESTRING (2.4346796 48.8465548, 2.4346772 48.8464696, 2.4346762 48.8463605)",,,,
167162445,D 220,Avenue de la République,tertiary,30,False,False,12.342,"LINESTRING (2.4371401 48.8515645, 2.4370207 48.8514861)",,,,
34858382,,Rue de Montreuil,residential,30,True,False,78.475,"LINESTRING (2.4346277 48.8484348, 2.4346404 48.8483373, 2.4346622 48.847748, 2.4346629 48.8477296)",,,,
40036699,D 143,Rue de Fontenay,secondary,50,False,True,183.844,"LINESTRING (2.4346277 48.8484348, 2.4347653 48.8484262, 2.4347927 48.8484249, 2.4348296 48.848423, 2.4350191 48.8484137, 2.4350763 48.8484111, 2.4354588 48.8483936, 2.4355916 48.8483871, 2.436339 48.8483356, 2.4366961 48.848312, 2.436948 48.8482824, 2.4371243 48.84826)",2,,,
"[40036705, 594331403]",,Rue de Montreuil,"['residential', 'living_street']","['20', '30']",True,False,163.41200000000003,"LINESTRING (2.4346277 48.8484348, 2.4346174 48.848508, 2.434617 48.8485206, 2.4345976 48.8491474, 2.4345828 48.8496253, 2.4345787 48.8497573, 2.4345783 48.849772, 2.4345778 48.849787, 2.4345928 48.8499034)",,,,
40036699,D 143,Rue de Fontenay,secondary,50,False,False,183.844,"LINESTRING (2.4371243 48.84826, 2.436948 48.8482824, 2.4366961 48.848312, 2.436339 48.8483356, 2.4355916 48.8483871, 2.4354588 48.8483936, 2.4350763 48.8484111, 2.4350191 48.8484137, 2.4348296 48.848423, 2.4347927 48.8484249, 2.4347653 48.8484262, 2.4346277 48.8484348)",2,,,
44700576,,Avenue du Château,unclassified,30,False,False,115.918,"LINESTRING (2.4371243 48.84826, 2.4371647 48.8483791, 2.4372328 48.8487465, 2.4372488 48.8488344, 2.4372741 48.8489772, 2.4373324 48.8492929)",,,,
229517713,,Avenue du Château,tertiary,30,False,True,76.783,"LINESTRING (2.4371243 48.84826, 2.4370882 48.8481585, 2.4370613 48.8480249, 2.4369699 48.8475774)",2,,,
622441324,D 143,Rue de Fontenay,secondary,50,False,True,50.735,"LINESTRING (2.4371243 48.84826, 2.4372765 48.8482423, 2.4378066 48.8481788)",3,,,
118327272,,Rue de Montreuil,residential,30,True,False,61.514,"LINESTRING (2.4346787 48.847108, 2.4346795 48.847041, 2.4346811 48.846649, 2.4346796 48.8465548)",,,,
22736884,,Rue Saulpic,residential,30,True,False,113.225,"LINESTRING (2.4352027 48.8465105, 2.4353132 48.8465004, 2.436597 48.8463834, 2.4367325 48.846361)",,,,
268274769,,Rue Robert Giraudineau,residential,30,True,False,174.141,"LINESTRING (2.4352027 48.8465105, 2.435198 48.8464428, 2.4351241 48.8450141, 2.4351145 48.8449456)",,,,
598605587,D 120,Avenue de Paris,primary,50,True,False,39.857,"LINESTRING (2.4351145 48.8449456, 2.4346922 48.8449914, 2.4345771 48.8450039)",3,,,
22736891,,Rue de l'Église,living_street,20,True,False,169.65800000000002,"LINESTRING (2.4346629 48.8477296, 2.4347445 48.8477238, 2.4364539 48.8476121, 2.4366249 48.8476006, 2.4369699 48.8475774)",1,,,
"[1128427138, 34858382]",,Rue de Montreuil,"['residential', 'living_street']","['20', '30']",True,False,28.451999999999998,"LINESTRING (2.4346629 48.8477296, 2.4346662 48.8476574, 2.4346702 48.8475693, 2.4346711 48.8474738)",,,,
22736883,,Rue Robert Giraudineau,living_street,20,True,False,80.76400000000001,"LINESTRING (2.4352484 48.8472362, 2.4352441 48.8471617, 2.4352027 48.8465105)",,,,
196480364,,Rue du Midi,living_street,20,True,False,41.986,"LINESTRING (2.4352484 48.8472362, 2.4347984 48.8472499, 2.4346752 48.8472531)",,,,
196480364,,Rue du Midi,living_street,20,True,False,120.523,"LINESTRING (2.4368931 48.8471781, 2.4352484 48.8472362)",,,,
4039215,,Avenue du Château,tertiary,30,False,False,44.756,"LINESTRING (2.4368931 48.8471781, 2.436908 48.8472528, 2.4369207 48.8473199, 2.4369601 48.8475218, 2.4369699 48.8475774)",,,,
4039215,,Avenue du Château,tertiary,30,False,True,91.614,"LINESTRING (2.4368931 48.8471781, 2.4368797 48.8471083, 2.4367475 48.8464407, 2.4367325 48.846361)",,,,
196480363,,Rue du Midi,living_street,20,True,False,101.58699999999999,"LINESTRING (2.4368931 48.8471781, 2.4381593 48.8471327, 2.4382794 48.8471293)",,,,
4039215,,Avenue du Château,tertiary,30,False,True,44.756,"LINESTRING (2.4369699 48.8475774, 2.4369601 48.8475218, 2.4369207 48.8473199, 2.436908 48.8472528, 2.4368931 48.8471781)",,,,
229517713,,Avenue du Château,tertiary,30,False,False,76.783,"LINESTRING (2.4369699 48.8475774, 2.4370613 48.8480249, 2.4370882 48.8481585, 2.4371243 48.84826)",2,,,
"[229516517, 229517717]",,"[""Rue de l'Église"", 'Rue Raymond du Temple']",living_street,20,True,False,136.6,"LINESTRING (2.4369699 48.8475774, 2.438207 48.8474951, 2.4382735 48.8474848, 2.4383119 48.8474539, 2.4382922 48.8472857, 2.4382879 48.8472053, 2.4382794 48.8471293)",,,,
1128427138,,Rue de Montreuil,living_street,20,True,False,16.136,"LINESTRING (2.4346752 48.8472531, 2.4346787 48.847108)",,,,
22736892,,Rue Villebois-Mareuil,residential,30,True,False,76.874,"LINESTRING (2.4336473 48.8464999, 2.4346215 48.8463661, 2.4346762 48.8463605)",,,,
118327272,,Rue de Montreuil,residential,30,True,False,93.099,"LINESTRING (2.4346762 48.8463605, 2.4346354 48.8455959, 2.43463 48.8455238)",,,,
"[173055861, 22736863]",,"[""Rue d'Estienne d'Orves"", 'Avenue Lamartine']",residential,"['20', '30']",True,False,155.244,"LINESTRING (2.432866 48.8468771, 2.4328983 48.8469357, 2.4330007 48.8471386, 2.4330338 48.8471627, 2.4330632 48.8471738, 2.4332699 48.8471683, 2.4341892 48.8471271, 2.4345584 48.8471106, 2.4346787 48.847108)",1,,,
34132901,,Rue Diderot,residential,30,False,True,133.63,"LINESTRING (2.4460278 48.8504132, 2.4458908 48.8504284, 2.4443423 48.8505438, 2.444214 48.8505525)",,,,
159950763,,Rue du Commandant Mowat,residential,,True,False,108.67,"LINESTRING (2.4460278 48.8504132, 2.446039 48.8504732, 2.4460813 48.8506175, 2.4461343 48.8507983, 2.4462829 48.8513048, 2.4462989 48.8513739)",,,,
300092393,,Rue du Midi,living_street,20,False,False,13.285,"LINESTRING (2.4392064 48.8470864, 2.4392256 48.8470683, 2.4392305 48.8470459, 2.4392177 48.8469716)",,,,
106659905,,,tertiary_link,50,False,True,10.91,"LINESTRING (2.4387378 48.8445405, 2.4387531 48.8446381)",,,,
"[461541261, 461541263]",D 120,Avenue de Paris,primary,50,True,False,54.716,"LINESTRING (2.4387378 48.8445405, 2.4390617 48.8445157, 2.4393034 48.8444985, 2.4394804 48.8444832)","['4', '3']",,,
22880417,,Rue Lejemptel,residential,30,True,False,60.307,"LINESTRING (2.4389965 48.8458605, 2.4388926 48.8458817, 2.4383251 48.8460088, 2.4382154 48.8460334)",,,,
24412529,,Cours Marigny,tertiary,30,True,False,54.146,"LINESTRING (2.4389965 48.8458605, 2.4389809 48.8457825, 2.4389001 48.8453777)",1,,,
22880417,,Rue Lejemptel,residential,30,True,False,114.472,"LINESTRING (2.4382154 48.8460334, 2.4381176 48.8460553, 2.4368646 48.8463354, 2.4367325 48.846361)",,,,
30342027,D 120,Avenue de Paris,primary,50,True,False,62.56400000000001,"LINESTRING (2.4379128 48.8446777, 2.4381601 48.8446114, 2.4382481 48.8445999, 2.4386116 48.8445511, 2.4387378 48.8445405)",3,,,
40036695,D 120,Avenue de Paris,primary,50,False,True,109.142,"LINESTRING (2.4379128 48.8446777, 2.4372754 48.8447264, 2.4371781 48.8447338, 2.4368784 48.8447609, 2.4365663 48.8447873, 2.4364323 48.844796)",5,,,
24412529,,Cours Marigny,tertiary,30,True,False,124.60399999999998,"LINESTRING (2.4392177 48.8469716, 2.4391777 48.8467709, 2.4391052 48.8464067, 2.4390108 48.8459323, 2.4389965 48.8458605)",1,,,
300092393,,Rue du Midi,living_street,20,False,True,13.285,"LINESTRING (2.4392177 48.8469716, 2.4392305 48.8470459, 2.4392256 48.8470683, 2.4392064 48.8470864)",,,,
429943278,,Cours Marigny,living_street,20,True,False,55.846,"LINESTRING (2.4399748 48.8469124, 2.4398776 48.8469125, 2.4395796 48.8469392, 2.4393179 48.8469626, 2.4392177 48.8469716)",,,,
1030961065,,Rue de Condé-sur-Noireau,living_street,20,False,False,33.608000000000004,"LINESTRING (2.4399748 48.8469124, 2.4399778 48.8469795, 2.4399974 48.8470732, 2.440022 48.8472128)",2,,,
22880496,,Cours Marigny,residential,30,False,False,55.492000000000004,"LINESTRING (2.4389001 48.8453777, 2.4389748 48.8453712, 2.4390273 48.8453563, 2.4395399 48.8453153, 2.439576 48.8453146, 2.4396242 48.8453148, 2.4396491 48.8453126)",,,,
