osmid,oneway,name,highway,maxspeed,reversed,length,tunnel,geometry,lanes,junction,access,bridge
"[518535742, 853225038, 518535741, 18101782]",True,Via Ceccardo Roccatagliata Ceccardi,secondary,20,False,31.156,yes,"LINESTRING (8.9364845 44.4066589, 8.9364474 44.4065859, 8.9364423 44.4065759, 8.9364358 44.4065625, 8.9364039 44.4064972, 8.9363445 44.4063973)",,,,
212813593,True,Via Venti Settembre,tertiary,,False,83.547,,"LINESTRING (8.9364845 44.4066589, 8.9372954 44.4064541, 8.9374767 44.4064097)",2,,,
74859169,True,Piazza Dante,secondary,,False,7.5,,"LINESTRING (8.9357598 44.4053952, 8.9357128 44.4053367)",,,,
139550784,False,Piazza Dante,tertiary,,False,68.994,,"LINESTRING (8.9357598 44.4053952, 8.9363633 44.4051672, 8.9365033 44.4050799)",4,,,
"[599289558, 377770334, 551037903]",False,"['Piazza Dante', 'Via Dante']",tertiary,,True,140.745,,"LINESTRING (8.9357598 44.4053952, 8.9356508 44.4054539, 8.9355219 44.4055291, 8.9354361 44.4055934, 8.9353327 44.4056804, 8.9352684 44.4057359, 8.9351256 44.4058643, 8.9349975 44.4059832, 8.9346372 44.4063648)",4,,,
19850783,False,Corso Maurizio Quadrio,secondary,,True,13.928999999999998,,"LINESTRING (8.9279431 44.4054549, 8.9279644 44.4054402, 8.9279998 44.405412, 8.9280586 44.4053608)",3,,,
312316678,True,Piazza Cavour,secondary,,False,145.76399999999998,,"LINESTRING (8.9279431 44.4054549, 8.9278898 44.4055247, 8.9278557 44.4055855, 8.9277874 44.4057118, 8.9276761 44.4059717, 8.9276202 44.4061977, 8.9276078 44.4063398, 8.9276231 44.4065208, 8.9276646 44.4066377, 8.9276908 44.4067205)",,,,
"[23162994, 7963236]",True,"['Via Filippo Turati', 'Piazza Cavour']",unclassified,,False,181.84099999999998,,"LINESTRING (8.9276908 44.4067205, 8.9277848 44.4067539, 8.9278524 44.4068117, 8.9279663 44.4069574, 8.928114 44.4071496, 8.9282785 44.4073611, 8.9283868 44.4075078, 8.9283937 44.4075151, 8.9284922 44.407633, 8.9285758 44.407755, 8.9286543 44.4078725, 8.9287003 44.4079333, 8.9288276 44.4081224)",,,,
"[312316680, 13248844, 13248894, 13248852]",True,"['Via Antonio Gramsci', 'Sottopasso di Caricamento']",secondary,,False,563.8919999999999,yes,"LINESTRING (8.9276908 44.4067205, 8.9277624 44.4069331, 8.92796 44.4072935, 8.9283866 44.4081032, 8.9286005 44.4088112, 8.9286098 44.4095937, 8.9285968 44.4102599, 8.9285868 44.4103906, 8.9285457 44.4106814, 8.9285062 44.4108232, 8.9284358 44.4109799, 8.9283609 44.411113, 8.9282273 44.4112981, 8.9280087 44.4116037)",,,,
"[527600441, 5729711]",True,Piazza Corvetto,secondary,,False,36.548,,"LINESTRING (8.9379849 44.410191, 8.9379699 44.4101717, 8.9379572 44.4101522, 8.9379432 44.4101197, 8.9379368 44.4100902, 8.937936 44.4100605, 8.937944 44.4100201, 8.9379612 44.4099831, 8.9380035 44.4099328, 8.9380565 44.4098956)",,roundabout,,
13249283,True,Piazza Corvetto,secondary,,False,20.789,,"LINESTRING (8.9379849 44.410191, 8.9379337 44.4101708, 8.9378941 44.4101645, 8.937844 44.410159, 8.937794 44.4101572, 8.9377321 44.410157)",,,,
76701722,True,Piazza Corvetto,secondary,,False,30.371999999999996,,"LINESTRING (8.9380565 44.4098956, 8.9380978 44.4098763, 8.9381352 44.409864, 8.9381749 44.4098553, 8.938251 44.4098494, 8.9382944 44.4098524, 8.9383395 44.4098596, 8.9383775 44.4098702, 8.9384153 44.4098851)",,roundabout,,
4478353,False,Via Dodici Ottobre,secondary,,False,64.566,,"LINESTRING (8.9384153 44.4098851, 8.9384301 44.4098588, 8.9384756 44.4097773, 8.938523 44.4097149, 8.938573 44.4096553, 8.938596 44.4096036, 8.9386102 44.4094755, 8.938635 44.4093844, 8.938648 44.4093619, 8.9386635 44.4093404)",4,,,
76701722,True,Piazza Corvetto,secondary,,False,19.817,,"LINESTRING (8.9384153 44.4098851, 8.9384485 44.4099029, 8.9384782 44.4099238, 8.9385037 44.4099472, 8.9385246 44.409973, 8.9385384 44.4099962, 8.938551 44.4100291)",,roundabout,,
76744338,True,Piazza Corvetto,secondary,,False,4.907,,"LINESTRING (8.938551 44.4100291, 8.9385559 44.4100562, 8.9385566 44.410073)",,roundabout,,
10044487,True,Via Palestro,residential,,False,78.35499999999999,,"LINESTRING (8.938536 44.4102908, 8.9385119 44.4103316, 8.938502 44.4103691, 8.9384979 44.4103885, 8.9385026 44.4104142, 8.9385322 44.4104589, 8.9388019 44.4108215, 8.9388441 44.4108781, 8.938876 44.4109254)",,,,
77499353,True,Piazza Corvetto,secondary,,False,14.984,,"LINESTRING (8.938536 44.4102908, 8.9384385 44.4102849, 8.9383479 44.4102807)",,,,
4478353,False,Via Dodici Ottobre,secondary,,True,64.566,,"LINESTRING (8.9386635 44.4093404, 8.938648 44.4093619, 8.938635 44.4093844, 8.9386102 44.4094755, 8.938596 44.4096036, 8.938573 44.4096553, 8.938523 44.4097149, 8.9384756 44.4097773, 8.9384301 44.4098588, 8.9384153 44.4098851)",4,,,
23455562,False,Viale Quattro Novembre,tertiary,,False,81.07999999999998,,"LINESTRING (8.9386635 44.4093404, 8.9387272 44.4093202, 8.9387952 44.4093068, 8.9388684 44.4092921, 8.9389159 44.4092625, 8.9389457 44.4092364, 8.9389886 44.4091559, 8.9390369 44.4090937, 8.9391103 44.4090303, 8.9392884 44.4089349, 8.939352 44.4089088, 8.9394022 44.4088816)",3,,,
595925186,False,Via Dodici Ottobre,secondary,,False,86.564,,"LINESTRING (8.9386635 44.4093404, 8.9386567 44.4092994, 8.9386294 44.4092322, 8.9383692 44.4087185, 8.9383289 44.4086736, 8.9382657 44.4086233)",3,,,
620615166,False,,unclassified,,False,12.359,,"LINESTRING (8.9375046 44.4085155, 8.9373928 44.4085928)",,,,
"[617380106, 454016147, 19784494]",False,"['Largo Dodici Ottobre', 'Via Dodici Ottobre']",secondary,,False,129.777,building_passage,"LINESTRING (8.9375046 44.4085155, 8.9374688 44.4084998, 8.9374215 44.4084706, 8.9373798 44.4084358, 8.9372968 44.4082777, 8.9371698 44.4080125, 8.9369663 44.4076191, 8.9369073 44.4075061, 8.9368958 44.4074827, 8.9368787 44.4074524)",3,,,
19784494,False,Via Dodici Ottobre,secondary,,True,62.702000000000005,,"LINESTRING (8.9375046 44.4085155, 8.9376208 44.4085377, 8.9378855 44.408546, 8.9381029 44.4085607, 8.9381899 44.4085869, 8.9382657 44.4086233)",3,,,
"[19738753, 76701717, 53127142]",False,"['Piazza Dante', ""Via Ippolito d'Aste"", 'Galleria Cristoforo Colombo']",tertiary,,"[False, True]",331.39300000000003,yes,"LINESTRING (8.9400676 44.4035339, 8.9399768 44.4035722, 8.9398875 44.403613, 8.9369602 44.4048668, 8.9369118 44.4048873, 8.9366146 44.4050131, 8.9365033 44.4050799)",4,,,
7963046,True,Via Fieschi,tertiary,,False,19.204,,"LINESTRING (8.9369346 44.4057557, 8.9370338 44.4059132)",2,,,
18919894,True,Via Giosuè Carducci,tertiary,,False,70.166,,"LINESTRING (8.9369346 44.4057557, 8.9367999 44.4057981, 8.9362522 44.4059706, 8.9361273 44.4060117)",,,,
19784213,False,Via Porta D'Archi,residential,,False,124.57000000000001,,"LINESTRING (8.9369346 44.4057557, 8.9370408 44.4057292, 8.9371214 44.4057091, 8.9372645 44.4056735, 8.9375377 44.4056415, 8.9376268 44.4056312, 8.9376549 44.4056264, 8.9376822 44.4056218, 8.9379064 44.405584, 8.9379322 44.4054771, 8.9380115 44.4054359, 8.9383214 44.405474)",,,,
"[76701712, 520480889, 520480879]",True,Via Venti Settembre,tertiary,,False,182.608,,"LINESTRING (8.9374767 44.4064097, 8.9393081 44.4059705, 8.9395591 44.4059076, 8.9396181 44.405896, 8.9396557 44.4058868)",2,,,
"[522204464, 106676738, 522204463]",True,Via Cinque Dicembre,tertiary,,False,60.036,building_passage,"LINESTRING (8.9374767 44.4064097, 8.9375387 44.4064796, 8.9375583 44.4065017, 8.9375649 44.4065165, 8.9375877 44.4065675, 8.9375996 44.4066719, 8.9376107 44.4068581, 8.937613 44.4069289)",2,,,
16767458,True,Via Giosuè Carducci,residential,,False,82.15499999999999,,"LINESTRING (8.9361273 44.4060117, 8.9359712 44.4060544, 8.9357889 44.4061132, 8.9357209 44.406144, 8.9356759 44.4061652, 8.9356469 44.4061822, 8.9356223 44.4062021, 8.935545 44.4062679, 8.9354822 44.4063281, 8.9354259 44.4063965, 8.9354107 44.4064209, 8.9354064 44.4064419, 8.9354112 44.4064615, 8.9354201 44.4064794)",,,,
"[212813586, 599289564, 23455574]",True,"['Via Ceccardo Roccatagliata Ceccardi', 'Piazza Dante']",secondary,,False,74.56299999999999,,"LINESTRING (8.9361273 44.4060117, 8.9360877 44.405942, 8.9358922 44.4055871, 8.9357598 44.4053952)",,,,
"[19852496, 520480905]",True,Via Filippo Turati,residential,,False,21.406000000000002,,"LINESTRING (8.9288276 44.4081224, 8.9288928 44.4082598, 8.9289154 44.4083044)",,,,
13239061,True,Via Martin Piaggio,tertiary,,False,37.246,,"LINESTRING (8.9378189 44.410535, 8.9378404 44.4105161, 8.9378754 44.4104848, 8.9379375 44.4104223, 8.9379886 44.4103732, 8.9380012 44.4103611, 8.9380995 44.4102667)",,,,
"[28250283, 650594702, 52161351]",True,"['Via Grenchen', 'Piazzale Giuseppe Mazzini']",residential,,False,142.095,,"LINESTRING (8.9378189 44.410535, 8.9377692 44.4105133, 8.9377236 44.4104945, 8.937672 44.4104782, 8.9376366 44.4104709, 8.937626 44.4104687, 8.9375628 44.4104617, 8.9374993 44.4104627, 8.9374585 44.4104602, 8.9374254 44.4104521, 8.9373886 44.4104401, 8.9373634 44.4104372, 8.9373373 44.4104369, 8.9373065 44.410442, 8.9372796 44.4104544, 8.9371338 44.410562, 8.9371169 44.4105834, 8.9371082 44.4106127, 8.9371082 44.4106309, 8.9371175 44.4106505, 8.9371359 44.4106762, 8.9371557 44.4106981, 8.9373797 44.4108492, 8.9377384 44.4110868)",,,,
622096284,False,Via Martin Piaggio,tertiary,,True,13.68,,"LINESTRING (8.9378293 44.4109823, 8.9377384 44.4110868)",,,,
13239061,True,Via Martin Piaggio,tertiary,,False,54.354,,"LINESTRING (8.9378293 44.4109823, 8.9378997 44.410898, 8.9379327 44.4108214, 8.9379338 44.4108053, 8.9379376 44.4107496, 8.9379288 44.4107057, 8.9379151 44.4106825, 8.9378801 44.4106547, 8.9378548 44.4106325, 8.9378363 44.4106089, 8.9378247 44.4105815, 8.9378159 44.4105575, 8.9378189 44.410535)",,,,
622096285,True,Via Martin Piaggio,tertiary,,False,52.845,,"LINESTRING (8.9372242 44.4116814, 8.9375766 44.4112783)",,,,
104515226,True,Via Nicolò Bacigalupo,residential,,False,76.995,,"LINESTRING (8.938689 44.4113009, 8.9386351 44.4112883, 8.9379237 44.4110201, 8.9378293 44.4109823)",,,,
143619546,False,Piazza Fontane Marose,unclassified,,True,8.259,,"LINESTRING (8.9346515 44.4107139, 8.9347533 44.4106988)",,,,
617380107,True,Via Ettore Vernazza,secondary,,False,39.882,,"LINESTRING (8.937613 44.4069289, 8.9371302 44.4070273)",3,,,
81106776,False,Via Cinque Dicembre,residential,,True,40.51,,"LINESTRING (8.937613 44.4069289, 8.9376137 44.4070281, 8.9375906 44.4072927)",,,,
617380124,False,Via delle Casaccie,secondary,,True,60.034,,"LINESTRING (8.937613 44.4069289, 8.937724 44.4069335, 8.938368 44.4069527)",3,,,
