osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,bridge,lanes,tunnel
"[15517461, 142669711]","['Merritt Street', 'Huntington Avenue']",residential,False,"[False, True]",143.00400000000002,"LINESTRING (-82.2982138 38.4070756, -82.2982689 38.4070906, -82.2987637 38.4071954, -82.2992063 38.4072911, -82.2993001 38.4073005, -82.2993404 38.4072564, -82.299417 38.406911)",,,,,
"[15517541, 15519965]",Merritt Street,residential,False,False,234.96599999999998,"LINESTRING (-82.2970256 38.4068255, -82.295419 38.4064724, -82.2954307 38.4064429, -82.2955665 38.4061004, -82.2956956 38.4057531, -82.295715 38.405701)",,,,,
15519965,Merritt Street,residential,False,True,107.21600000000001,"LINESTRING (-82.2970256 38.4068255, -82.2976211 38.4069432, -82.2982138 38.4070756)",,,,,
15520578,Union Avenue,residential,False,False,91.595,"LINESTRING (-82.2970256 38.4068255, -82.2970314 38.4067786, -82.2970766 38.4064114, -82.297132 38.406006)",,,,,
15520578,Union Avenue,residential,False,False,17.524,"LINESTRING (-82.297132 38.406006, -82.297148 38.4058489)",,,,,
754104987,Lee Street,residential,False,False,128.044,"LINESTRING (-82.297132 38.406006, -82.295715 38.405701)",,,,,
15520578,Union Avenue,residential,False,True,91.595,"LINESTRING (-82.297132 38.406006, -82.2970766 38.4064114, -82.2970314 38.4067786, -82.2970256 38.4068255)",,,,,
15520578,Union Avenue,residential,False,True,77.981,"LINESTRING (-82.2972275 38.4051504, -82.2972203 38.4052088, -82.2971752 38.4055763, -82.297148 38.4058489)",,,,,
15522672,West Lane,residential,False,True,41.935,"LINESTRING (-82.2999552 38.4125876, -82.2995055 38.412722)",,CR 60/80,,,
15517624,Cemetery Street,residential,False,True,1.178,"LINESTRING (-82.2920429 38.4099015, -82.2920301 38.4098981)",,,,,
15517624,Cemetery Street,residential,False,False,160.33900000000003,"LINESTRING (-82.2920429 38.4099015, -82.2920327 38.4099257, -82.2920216 38.4099532, -82.2919922 38.4101004, -82.2919798 38.410205, -82.2919667 38.4103165, -82.2919097 38.4106509, -82.2918878 38.4107574, -82.2918514 38.4110122, -82.2918349 38.4111274, -82.2918222 38.4112224, -82.2918071 38.4113303)",,,,,
"[15521666, 754104988]","['Central Avenue', 'Kuhn Street']",residential,False,False,323.297,"LINESTRING (-82.2920429 38.4099015, -82.292182 38.4099492, -82.2924391 38.4100726, -82.2927992 38.4103204, -82.2929158 38.4104018, -82.2930868 38.4105105, -82.2933553 38.4106635, -82.2934308 38.4107112, -82.2934694 38.4107396, -82.2937384 38.4104643, -82.2940142 38.4101799, -82.2942498 38.4099472, -82.2944165 38.4097777, -82.2945105 38.409693, -82.2946112 38.4096162, -82.2946621 38.4095625)",,,,,
"[685122922, 791409813, 791409814, 15518006, 754104986]",Central Avenue,tertiary,False,False,67.685,"LINESTRING (-82.2950052 38.4068707, -82.2949947 38.4068346, -82.2949858 38.406804, -82.2949643 38.4067167, -82.2949509 38.4066405, -82.2949458 38.4065897, -82.2949442 38.4065565, -82.2949413 38.4065029, -82.2949422 38.4064756, -82.2949449 38.4064188, -82.2949509 38.4063505, -82.2949579 38.4062963, -82.2949617 38.4062669)",25 mph,,,,yes
15518006,Central Avenue,tertiary,False,True,23.854,"LINESTRING (-82.2950052 38.4068707, -82.295018 38.4069085, -82.2950869 38.4070754)",25 mph,,,,
544435303,Hockenberry Lane,residential,False,False,67.669,"LINESTRING (-82.2950052 38.4068707, -82.2949379 38.4068864, -82.2945339 38.4069744, -82.2942561 38.4070311)",,,,,
544435303,Hockenberry Lane,residential,False,True,67.669,"LINESTRING (-82.2942561 38.4070311, -82.2945339 38.4069744, -82.2949379 38.4068864, -82.2950052 38.4068707)",,,,,
15518006,Central Avenue,tertiary,False,False,23.854,"LINESTRING (-82.2950869 38.4070754, -82.295018 38.4069085, -82.2950052 38.4068707)",25 mph,,,,
15518006,Central Avenue,tertiary,False,True,81.56899999999999,"LINESTRING (-82.2950869 38.4070754, -82.2951866 38.407315, -82.2952228 38.4074043, -82.2953073 38.4076121, -82.2953308 38.4076707, -82.2953668 38.4077545, -82.2953774 38.4077726)",25 mph,,,,
544435310,,residential,False,False,277.67900000000003,"LINESTRING (-82.2950869 38.4070754, -82.2951467 38.407061, -82.2952514 38.4070357, -82.2955988 38.4069581, -82.2956898 38.4069391, -82.2957973 38.4069397, -82.2962829 38.4070361, -82.2964012 38.4070628, -82.2968827 38.4071643, -82.2977998 38.4073637, -82.2981631 38.4074436)",,,,,
15520831,McClung Avenue,residential,False,False,41.16,"LINESTRING (-82.2981631 38.4074436, -82.2981904 38.4072591, -82.2981938 38.4072238, -82.2982138 38.4070756)",,CR 31/1,,,
"[15517017, 15520831]","['McClung Avenue', 'Water Street']",residential,False,True,307.0610000000001,"LINESTRING (-82.2981631 38.4074436, -82.298151 38.4075654, -82.298136 38.407717, -82.298107 38.408008, -82.2980883 38.4081977, -82.298045 38.408715, -82.2980247 38.4087623, -82.2979895 38.4088031, -82.2979343 38.4088453, -82.2978835 38.4088493, -82.2976859 38.4088658, -82.2970873 38.4089062, -82.2970064 38.4089173, -82.2969459 38.4089313, -82.2968832 38.408951, -82.2968 38.4089937, -82.2966713 38.4091098, -82.296577 38.4092071, -82.2964671 38.4093174)",,CR 31/1,,,
544435310,,residential,False,True,277.67900000000003,"LINESTRING (-82.2981631 38.4074436, -82.2977998 38.4073637, -82.2968827 38.4071643, -82.2964012 38.4070628, -82.2962829 38.4070361, -82.2957973 38.4069397, -82.2956898 38.4069391, -82.2955988 38.4069581, -82.2952514 38.4070357, -82.2951467 38.407061, -82.2950869 38.4070754)",,,,,
