osmid,oneway,lanes,highway,reversed,length,geometry,ref,name
16149184,True,1,trunk_link,False,40.974999999999994,"LINESTRING (-85.37026 36.790168, -85.370258 36.79023, -85.37026 36.790252, -85.370265 36.790275, -85.370286 36.790316, -85.370302 36.790335, -85.370318 36.790351, -85.370359 36.790379, -85.37038 36.79039, -85.370405 36.7904, -85.37043 36.790406, -85.370459 36.79041, -85.370513 36.790411)",,
102380224,True,1,trunk,False,44.03,"LINESTRING (-85.37026 36.790168, -85.370236 36.790219, -85.370217 36.790267, -85.370206 36.790302, -85.370167 36.7905027, -85.370157 36.790554)",KY 61;KY 90,South Main Street
16154766,True,1,trunk,False,23.762,"LINESTRING (-85.370513 36.790411, -85.370542 36.790396, -85.370584 36.790371, -85.370614 36.790349, -85.3706372 36.79033, -85.370647 36.790322, -85.370707 36.790266)",KY 61;KY 90,North Main Street
16149276,True,1,trunk_link,False,37.163999999999994,"LINESTRING (-85.370825 36.790085, -85.37082 36.790042, -85.370811 36.79001, -85.370798 36.789984, -85.370779 36.789958, -85.370757 36.789937, -85.370721 36.789911, -85.370696 36.789896, -85.37066 36.789882, -85.370615 36.789875, -85.370565 36.789873)",,
16154766,True,1,trunk,False,41.316,"LINESTRING (-85.370825 36.790085, -85.370839 36.790043, -85.370855 36.789984, -85.370869 36.789923, -85.3709138 36.7897737, -85.370929 36.789723)",KY 61;KY 90,North Main Street
102380224,True,1,trunk,False,24.869999999999997,"LINESTRING (-85.370565 36.789873, -85.370494 36.789912, -85.3704665 36.7899315, -85.370463 36.789934, -85.370436 36.789957, -85.370367 36.790028)",KY 61;KY 90,South Main Street
16153324,False,,residential,True,60.7,"LINESTRING (-85.3692282 36.7872305, -85.3697776 36.7875536)",,Lower River Street
16149467,False,,residential,False,131.28,"LINESTRING (-85.3692282 36.7872305, -85.3691114 36.7873752, -85.3690621 36.7874743, -85.3690857 36.7876116, -85.3691736 36.7877192, -85.3693395 36.7878037, -85.3694976 36.7878043, -85.36962 36.787762, -85.3697776 36.7875536)",,Burkesville Manor
16153324,False,,residential,False,178.793,"LINESTRING (-85.3692282 36.7872305, -85.3686327 36.7868821, -85.3679178 36.7864639, -85.367607 36.786282)",,Lower River Street
16153324,False,,residential,False,60.7,"LINESTRING (-85.3697776 36.7875536, -85.3692282 36.7872305)",,Lower River Street
16149467,False,,residential,True,131.28,"LINESTRING (-85.3697776 36.7875536, -85.36962 36.787762, -85.3694976 36.7878043, -85.3693395 36.7878037, -85.3691736 36.7877192, -85.3690857 36.7876116, -85.3690621 36.7874743, -85.3691114 36.7873752, -85.3692282 36.7872305)",,Burkesville Manor
16153324,False,,residential,True,32.52,"LINESTRING (-85.3697776 36.7875536, -85.370059 36.78774)",,Lower River Street
16153324,False,,residential,True,178.793,"LINESTRING (-85.367607 36.786282, -85.3679178 36.7864639, -85.3686327 36.7868821, -85.3692282 36.7872305)",,Lower River Street
16153769,False,,residential,False,83.83399999999999,"LINESTRING (-85.374306 36.786032, -85.3743725 36.7860732, -85.375051 36.7864929)",,Smith Alley
109053096,False,2,trunk,False,36.786,"LINESTRING (-85.374306 36.786032, -85.374231 36.786124, -85.374071 36.786304)",KY 61;KY 90,South Main Street
16154937,False,,residential,False,66.977,"LINESTRING (-85.374071 36.786304, -85.37362 36.78603, -85.373469 36.785943)",,Newby Drive
109053096,False,2,trunk,False,177.216,"LINESTRING (-85.374071 36.786304, -85.3735704 36.7868501, -85.3734796 36.7869492, -85.373378 36.78706, -85.3733059 36.78714, -85.372899 36.787592)",KY 61;KY 90,South Main Street
109053096,False,2,trunk,True,36.786,"LINESTRING (-85.374071 36.786304, -85.374231 36.786124, -85.374306 36.786032)",KY 61;KY 90,South Main Street
16155399,False,,residential,False,132.142,"LINESTRING (-85.372899 36.787592, -85.372974 36.7876391, -85.374067 36.788325)",,Groce Street
109053096,False,2,trunk,False,71.47800000000001,"LINESTRING (-85.372899 36.787592, -85.3725263 36.787996, -85.372422 36.788109)",KY 61;KY 90,South Main Street
109053096,False,2,trunk,True,177.216,"LINESTRING (-85.372899 36.787592, -85.3733059 36.78714, -85.373378 36.78706, -85.3734796 36.7869492, -85.3735704 36.7868501, -85.374071 36.786304)",KY 61;KY 90,South Main Street
16152934,False,,residential,False,128.832,"LINESTRING (-85.372422 36.788109, -85.3724933 36.7881521, -85.372781 36.788326, -85.373339 36.788648, -85.37346 36.788722, -85.37358 36.788803)",,Spencer Street
109053096,False,2,trunk,False,94.887,"LINESTRING (-85.372422 36.788109, -85.3723728 36.7881619, -85.37201 36.788552, -85.37179 36.788796)",KY 61;KY 90,South Main Street
109053096,False,2,trunk,True,71.47800000000001,"LINESTRING (-85.372422 36.788109, -85.3725263 36.787996, -85.372899 36.787592)",KY 61;KY 90,South Main Street
