osmid,name,highway,oneway,reversed,length,geometry,access,bridge
17156925,Grand Street,residential,False,False,50.715,"LINESTRING (-71.904415 41.334799, -71.9050211 41.3347689)",,
17156925,Grand Street,residential,False,False,70.815,"LINESTRING (-71.9050211 41.3347689, -71.9058658 41.3347114)",,
17156925,Grand Street,residential,False,True,50.715,"LINESTRING (-71.9050211 41.3347689, -71.904415 41.334799)",,
17160511,Cliff Street,residential,False,True,47.828,"LINESTRING (-71.9050211 41.3347689, -71.905015 41.335199)",,
17156925,Grand Street,residential,False,False,85.136,"LINESTRING (-71.9058658 41.3347114, -71.9068781 41.3346194)",,
17156925,Grand Street,residential,False,True,70.815,"LINESTRING (-71.9058658 41.3347114, -71.9050211 41.3347689)",,
17165544,Main Street,residential,False,False,66.797,"LINESTRING (-71.9058658 41.3347114, -71.9058496 41.335312)",,
17165544,Main Street,residential,False,True,62.782,"LINESTRING (-71.9058658 41.3347114, -71.90587 41.3341468)",,
17156925,Grand Street,residential,False,False,52.731,"LINESTRING (-71.9068781 41.3346194, -71.9075068 41.3345743)",,
17156925,Grand Street,residential,False,True,85.136,"LINESTRING (-71.9068781 41.3346194, -71.9058658 41.3347114)",,
244633663,Water Street,residential,True,False,63.201,"LINESTRING (-71.9068781 41.3346194, -71.9067933 41.3340546)",,
17156925,Grand Street,residential,False,False,41.256,"LINESTRING (-71.9075068 41.3345743, -71.907998 41.334534)",,
17156925,Grand Street,residential,False,True,52.731,"LINESTRING (-71.9075068 41.3345743, -71.9068781 41.3346194)",,
17157051,Gold Street,residential,False,False,41.482,"LINESTRING (-71.9075068 41.3345743, -71.9074547 41.3342033)",,
17157051,Gold Street,residential,False,True,70.32,"LINESTRING (-71.9075068 41.3345743, -71.9076002 41.3352028)",,
17156925,Grand Street,residential,False,True,41.256,"LINESTRING (-71.907998 41.334534, -71.9075068 41.3345743)",,
17161650,Northwest Street,residential,False,True,77.087,"LINESTRING (-71.907998 41.334534, -71.9080803 41.3352245)",,
"[17160720, 17161650]","['Northwest Street', 'Cross Street']",residential,False,False,80.18700000000001,"LINESTRING (-71.907998 41.334534, -71.9079372 41.3341789, -71.9074547 41.3342033)",,
17159442,Broad Street,residential,False,False,7.975,"LINESTRING (-71.9078293 41.3367698, -71.9079247 41.3367662)",,
