osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,tunnel
8757545,1st Street,unclassified,False,False,115.354,"LINESTRING (-83.0513292 42.3278125, -83.0513741 42.3278744, -83.051614 42.328196, -83.0516535 42.3282455, -83.0516957 42.3282985, -83.0519411 42.3286066, -83.0520258 42.3287129)",,,,
573718279,West Congress Street,unclassified,True,False,109.23599999999999,"LINESTRING (-83.0513292 42.3278125, -83.0514427 42.3277833, -83.0516183 42.3277203, -83.0523853 42.3273899, -83.0524776 42.3273268)",1,,,
119410892,Griswold Street,tertiary,False,False,18.984,"LINESTRING (-83.0453732 42.3281934, -83.0454895 42.3283409)",,,,
"[59511849, 8752315, 8734148, 120432126]","['East Jefferson Avenue', 'West Jefferson Avenue']",trunk,True,False,135.123,"LINESTRING (-83.0453732 42.3281934, -83.0452448 42.3282329, -83.0447614 42.3283977, -83.044687 42.3284223, -83.0445802 42.328463, -83.0443097 42.3285715, -83.0441833 42.3286256, -83.0441368 42.3286452, -83.0439081 42.3287417)",4,M 10,30 mph,
119410892,Griswold Street,tertiary,False,True,18.984,"LINESTRING (-83.0454895 42.3283409, -83.0453732 42.3281934)",,,,
398661730,Griswold Street,tertiary,False,False,12.913,"LINESTRING (-83.0454895 42.3283409, -83.0455696 42.3284408)",,,,
8753847,State Street,unclassified,True,False,107.483,"LINESTRING (-83.0478434 42.3329519, -83.0478983 42.3329283, -83.0479879 42.3328849, -83.0483555 42.3327162, -83.04841 42.332692, -83.0487532 42.3325462, -83.0488257 42.3325357, -83.0489053 42.3325242, -83.048995 42.33252)",2,,25 mph,
30258921,Woodward Avenue,primary,False,True,75.589,"LINESTRING (-83.0478434 42.3329519, -83.0477886 42.3328773, -83.0477537 42.3328323, -83.0476445 42.3326924, -83.0473816 42.3323641)",4,,25 mph,
"[422218368, 505226061, 219614127]",Woodward Avenue,primary,False,False,147.34900000000002,"LINESTRING (-83.0478434 42.3329519, -83.047888 42.3330106, -83.048051 42.3332203, -83.0485811 42.3338824, -83.0486203 42.3339347, -83.0486941 42.3340308, -83.0487449 42.3340972)",4,,25 mph,
496911558,Gratiot Avenue,tertiary,True,False,106.36599999999999,"LINESTRING (-83.0467305 42.3334398, -83.0468484 42.3333842, -83.0471876 42.3332374, -83.0477314 42.333002, -83.0477911 42.3329761, -83.0478434 42.3329519)",2,,25 mph,
"[655215331, 655215332, 753142167]",Farmer Street,unclassified,False,True,98.408,"LINESTRING (-83.0467305 42.3334398, -83.0466417 42.3334007, -83.0463047 42.3332582, -83.0461777 42.333204, -83.0461285 42.333183, -83.0460957 42.3331691, -83.0458138 42.3330499, -83.0457767 42.3330344, -83.0456924 42.332999)",2,,,building_passage
456079990,Broadway Street,tertiary,True,False,93.404,"LINESTRING (-83.0460677 42.3349362, -83.0461265 42.3350109, -83.0469224 42.33535, -83.0470095 42.3353875)",2,,,
499501045,Broadway Street,tertiary,False,True,52.849,"LINESTRING (-83.0460677 42.3349362, -83.0456748 42.3347642, -83.0455085 42.3347021)",5,,,
8766337,Randolph Street,unclassified,False,False,69.76,"LINESTRING (-83.0450794 42.3354037, -83.0451632 42.3354388, -83.0455508 42.3356013, -83.045574 42.335611, -83.045623 42.335643, -83.045666 42.33568, -83.045701 42.33572, -83.045738 42.335776)",,,,
"[421876978, 478350865, 505057050]",Gratiot Avenue,primary,True,False,86.56800000000001,"LINESTRING (-83.0450794 42.3354037, -83.0451514 42.3353086, -83.0452751 42.3351347, -83.0453615 42.3350156, -83.0454937 42.3348283, -83.0455085 42.3347021)",3,M 3,25 mph,
516367926,Brush Street,tertiary,True,False,18.032,"LINESTRING (-83.0446082 42.3357561, -83.0447134 42.3358984)",,,,
30259376,Gratiot Avenue,primary,True,False,19.174,"LINESTRING (-83.0446082 42.3357561, -83.0445183 42.3358536, -83.04448 42.3359001)",3,M 3,30 mph,
8734148,East Jefferson Avenue,trunk,True,False,31.184,"LINESTRING (-83.0437806 42.3287955, -83.0434509 42.3289342)",4,M 10,30 mph,
52637835,Auditorium Drive,unclassified,False,False,90.129,"LINESTRING (-83.0437806 42.3287955, -83.0437217 42.3287184, -83.0435747 42.3285275, -83.04332 42.3282054, -83.0433043 42.3281905, -83.0432768 42.328171, -83.0431889 42.3281207)",2,,,
"[417621628, 8734148]",East Jefferson Avenue,trunk,True,False,143.854,"LINESTRING (-83.0434509 42.3289342, -83.0432479 42.3290222, -83.0424412 42.329379, -83.0420948 42.3295241, -83.0420296 42.32955, -83.0419429 42.3295903)","['4', '5']",M 10,30 mph,
475334648,Bates Street,tertiary,False,True,206.147,"LINESTRING (-83.0434509 42.3289342, -83.0433756 42.3288433, -83.043244 42.3286702, -83.0426171 42.3278808, -83.0421899 42.3273318)",2,,,
40879390,East Jefferson Avenue,trunk,True,False,16.404,"LINESTRING (-83.0419429 42.3295903, -83.0417869 42.3296823)",5,,30 mph,
"[772521545, 226154935, 772521494, 105530711]",Detroit-Windsor Tunnel,trunk,True,False,213.56600000000003,"LINESTRING (-83.0419429 42.3295903, -83.0418761 42.3295013, -83.0417561 42.3293203, -83.0417378 42.3292786, -83.0417333 42.3292492, -83.0417335 42.3292116, -83.0417395 42.3291791, -83.0417563 42.3291416, -83.0417864 42.329096, -83.0419849 42.3288188, -83.0420656 42.3286849, -83.0420943 42.3286336, -83.042126 42.3285769, -83.0422045 42.3284009, -83.0422285 42.3283435, -83.0422518 42.3282958, -83.0422778 42.3282628, -83.0423094 42.3282354, -83.0423526 42.3282129, -83.0424027 42.3281996, -83.0424547 42.3281922, -83.0425162 42.3281943, -83.0425668 42.3282073, -83.0426137 42.3282292, -83.0426484 42.3282512, -83.0426805 42.3282762, -83.0427071 42.3283093, -83.0427257 42.328339, -83.0427407 42.3283526, -83.0427776 42.3283746)","['1', '3']",,,building_passage
46274624,Brush Street,residential,False,False,85.763,"LINESTRING (-83.0410255 42.3303502, -83.0411028 42.3304728, -83.0414393 42.3309594, -83.041492 42.33104)",2,,25 mph,
742989462,East Jefferson Avenue,trunk,True,False,91.49900000000001,"LINESTRING (-83.0410255 42.3303502, -83.0413431 42.3302146, -83.0417006 42.330062, -83.0417546 42.330039, -83.0419894 42.3299387)",5,,30 mph,
188307569,East Jefferson Avenue,trunk,True,False,16.147,"LINESTRING (-83.0419894 42.3299387, -83.0421599 42.3298666)",5,M 10,30 mph,
188307925,Randolph Street,primary,True,False,47.253,"LINESTRING (-83.0419894 42.3299387, -83.0420665 42.3300399, -83.0422714 42.330309)",2,M 3,25 mph,
56019568,Randolph Street,trunk,True,False,35.526,"LINESTRING (-83.0421599 42.3298666, -83.0419429 42.3295903)",2,M 3,25 mph,
552920202,East Jefferson Avenue,trunk,True,False,184.036,"LINESTRING (-83.0421599 42.3298666, -83.0422399 42.3298335, -83.0422892 42.3298126, -83.0426865 42.3296443, -83.0427337 42.3296243, -83.0431648 42.3294417, -83.0440976 42.3290377)",5,M 10,30 mph,
8757545,1st Street,unclassified,False,False,113.02199999999999,"LINESTRING (-83.0520258 42.3287129, -83.0521059 42.328816, -83.0521832 42.3289155, -83.052307 42.3290748, -83.0523781 42.3291662, -83.052619 42.3294747, -83.0526526 42.3295151, -83.0527138 42.3295929)",,,,
8757545,1st Street,unclassified,False,True,115.35400000000001,"LINESTRING (-83.0520258 42.3287129, -83.0519411 42.3286066, -83.0516957 42.3282985, -83.0516535 42.3282455, -83.051614 42.328196, -83.0513741 42.3278744, -83.0513292 42.3278125)",,,,
421869789,Fort Street West,primary,False,True,124.061,"LINESTRING (-83.0520258 42.3287129, -83.051934 42.328752, -83.0514259 42.3289706, -83.0512257 42.3290566, -83.0511289 42.3290983, -83.0510075 42.3291499, -83.0509192 42.3291874, -83.0508182 42.3292303, -83.0507199 42.3292721)",7,M 85,25 mph,
8753193,Cass Avenue,unclassified,False,True,114.01899999999999,"LINESTRING (-83.0507199 42.3292721, -83.0506331 42.3291652, -83.0503503 42.3288169, -83.0503413 42.328807, -83.0500969 42.3285004, -83.0500615 42.328456, -83.0500096 42.3283914)",2,,25 mph,
"[649418201, 55897362]",Cass Avenue,secondary,False,False,112.652,"LINESTRING (-83.0507199 42.3292721, -83.0508062 42.3293816, -83.0509274 42.3295354, -83.0510781 42.3297264, -83.0512145 42.3298995, -83.0513503 42.330075, -83.0514092 42.3301477)",4,,25 mph,
249228131,Fort Street West,primary,False,True,86.304,"LINESTRING (-83.0507199 42.3292721, -83.0506132 42.3293185, -83.0503563 42.3294302, -83.0503056 42.329452, -83.0501656 42.3295122, -83.05001 42.3295791, -83.0499233 42.3296163, -83.0498133 42.3296635)",6,M 85,25 mph,
421869789,Fort Street West,primary,False,False,124.061,"LINESTRING (-83.0507199 42.3292721, -83.0508182 42.3292303, -83.0509192 42.3291874, -83.0510075 42.3291499, -83.0511289 42.3290983, -83.0512257 42.3290566, -83.0514259 42.3289706, -83.051934 42.328752, -83.0520258 42.3287129)",7,M 85,25 mph,
"[55897363, 518321148, 518321149]",Washington Boulevard,tertiary,False,False,112.09,"LINESTRING (-83.0498133 42.3296635, -83.0498957 42.3297708, -83.0500541 42.3299744, -83.050079 42.3300066, -83.0501652 42.3301179, -83.0502432 42.3302187, -83.0504349 42.3304664, -83.0504906 42.3305384)","['4', '5']",,,
