osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref
6022482,Beard Avenue North,residential,30,False,True,44.756,"LINESTRING (-93.3251201 45.0750819, -93.325089 45.07468)",,
6022482,Beard Avenue North,residential,30,False,False,102.845,"LINESTRING (-93.325005 45.073757, -93.325089 45.07468)",,
"[6013982, 6015671]","['66th Avenue North', 'Quarles Road']",residential,30,False,"[False, True]",955.951,"LINESTRING (-93.325005 45.073757, -93.324188 45.07375, -93.323723 45.073738, -93.323265 45.073696, -93.322815 45.073631, -93.322372 45.07354, -93.321938 45.073421, -93.321861 45.073395, -93.321503 45.07328, -93.321167 45.073139, -93.320503 45.07288, -93.320457 45.072861, -93.320335 45.072819, -93.320206 45.072788, -93.320076 45.072773, -93.319939 45.072773, -93.3197928 45.0728552, -93.319829 45.073249, -93.31987 45.073673, -93.319992 45.073666, -93.320168 45.073669, -93.320343 45.0737, -93.320511 45.07375, -93.320938 45.073929, -93.32122 45.074036, -93.321526 45.074123, -93.321831 45.074196, -93.323586 45.074543, -93.323929 45.074604, -93.324272 45.07465, -93.3245062 45.0746653, -93.324623 45.074673, -93.324974 45.07468, -93.325089 45.07468)",,
6022482,Beard Avenue North,residential,30,False,True,96.988,"LINESTRING (-93.325005 45.073757, -93.324925 45.0728866)",,
6015671,66th Avenue North,residential,30,False,False,101.296,"LINESTRING (-93.325089 45.07468, -93.326379 45.074681)",,
6022482,Beard Avenue North,residential,30,False,False,44.756,"LINESTRING (-93.325089 45.07468, -93.3251201 45.0750819)",,
6022482,Beard Avenue North,residential,30,False,True,102.845,"LINESTRING (-93.325089 45.07468, -93.325005 45.073757)",,
"[6013982, 6015671]","['66th Avenue North', 'Quarles Road']",residential,30,False,"[False, True]",955.9510000000001,"LINESTRING (-93.325089 45.07468, -93.324974 45.07468, -93.324623 45.074673, -93.3245062 45.0746653, -93.324272 45.07465, -93.323929 45.074604, -93.323586 45.074543, -93.321831 45.074196, -93.321526 45.074123, -93.32122 45.074036, -93.320938 45.073929, -93.320511 45.07375, -93.320343 45.0737, -93.320168 45.073669, -93.319992 45.073666, -93.31987 45.073673, -93.319829 45.073249, -93.3197928 45.0728552, -93.319939 45.072773, -93.320076 45.072773, -93.320206 45.072788, -93.320335 45.072819, -93.320457 45.072861, -93.320503 45.07288, -93.321167 45.073139, -93.321503 45.07328, -93.321861 45.073395, -93.321938 45.073421, -93.322372 45.07354, -93.322815 45.073631, -93.323265 45.073696, -93.323723 45.073738, -93.324188 45.07375, -93.325005 45.073757)",,
6022482,Beard Avenue North,residential,30,False,False,109.677,"LINESTRING (-93.324833 45.0719024, -93.3248655 45.0722835, -93.324925 45.0728866)",,
6022482,Beard Avenue North,residential,30,False,True,96.91999999999999,"LINESTRING (-93.324833 45.0719024, -93.3247645 45.0712324, -93.324745 45.071033)",,
6039738,65th Avenue North,residential,30 mph,False,True,99.732,"LINESTRING (-93.326195 45.07288, -93.324925 45.0728866)",,
6024757,Chowen Avenue North,residential,30,False,False,129.221,"LINESTRING (-93.326195 45.07288, -93.3261562 45.0724253, -93.3261117 45.0719035, -93.326096 45.07172)",,
