osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,access,tunnel
33420255,South Vine Street,residential,False,False,53.968,"LINESTRING (-123.4282438 48.1138758, -123.4278574 48.1142869)",,,,,
1185338322,South Laurel Street,residential,False,False,50.919,"LINESTRING (-123.4342793 48.1181472, -123.4339225 48.1185383)",,,,,
"[5857739, 5854007]","['West 2nd Street', 'South Oak Street']",residential,False,"[False, True]",287.312,"LINESTRING (-123.4342793 48.1181472, -123.4362124 48.1189209, -123.4362973 48.1189557, -123.436689 48.118535, -123.4370335 48.1181576, -123.4370929 48.1180935)",,,,,
5854007,West 2nd Street,residential,False,True,157.313,"LINESTRING (-123.4342793 48.1181472, -123.4326096 48.1174479, -123.4325176 48.1174091, -123.4324843 48.1173952)",,,,,
1185338322,South Laurel Street,residential,False,True,113.999,"LINESTRING (-123.4342793 48.1181472, -123.4346749 48.1177136, -123.4350157 48.1173398, -123.4350781 48.1172716)",,,,,
5857727,North Peabody Street,tertiary,False,True,114.882,"LINESTRING (-123.4272727 48.1176786, -123.427347 48.117596, -123.4277006 48.1172082, -123.4279972 48.1168811, -123.4280759 48.1167955)",,,,,
961630735,East Front Street,trunk,True,False,316.432,"LINESTRING (-123.4272727 48.1176786, -123.4290364 48.1184006, -123.4301198 48.1188445, -123.4303342 48.1189323, -123.43077 48.1191107, -123.4309066 48.1191662)",2,US 101,35 mph,,
"[5859570, 5858340]","['West Railroad Avenue - lilút súɬ', 'North Oak Street']",residential,False,False,248.6,"LINESTRING (-123.4346986 48.1207074, -123.434623 48.1207874, -123.4342559 48.1211845, -123.4339089 48.1215585, -123.432872 48.1211354, -123.4325982 48.1210237, -123.4323781 48.1209339, -123.4323461 48.1209208, -123.4323308 48.1209148)",2,,,,
5859570,North Oak Street,residential,False,True,114.24,"LINESTRING (-123.4346986 48.1207074, -123.434775 48.1206243, -123.4350875 48.1202882, -123.4354229 48.1199267, -123.435509 48.119834)",2,,,,
5858578,East 6th Street,residential,False,True,155.924,"LINESTRING (-123.4374496 48.1146722, -123.4362258 48.1141621, -123.4358626 48.1140108, -123.435668 48.1139296)",,,,,
1185338322,South Laurel Street,residential,False,False,112.908,"LINESTRING (-123.4374496 48.1146722, -123.4370676 48.1150909, -123.4370023 48.1151625, -123.4366584 48.1155394)",,,,,
5858578,East 6th Street,residential,False,False,155.92399999999998,"LINESTRING (-123.435668 48.1139296, -123.4358626 48.1140108, -123.4362258 48.1141621, -123.4374496 48.1146722)",,,,,
33420554,South Lincoln Street,trunk,False,True,113.463,"LINESTRING (-123.435668 48.1139296, -123.4352743 48.1143645, -123.4352165 48.1144284, -123.4350204 48.114645, -123.4348775 48.1148029)",2,US 101,30 mph,,
33420554,South Lincoln Street,trunk,False,False,113.463,"LINESTRING (-123.4348775 48.1148029, -123.4350204 48.114645, -123.4352165 48.1144284, -123.4352743 48.1143645, -123.435668 48.1139296)",2,US 101,30 mph,,
44336119,East 5th Street,tertiary,False,True,160.47500000000002,"LINESTRING (-123.4348775 48.1148029, -123.4346491 48.1147093, -123.4344352 48.1146217, -123.433416 48.114204, -123.4333268 48.1141675, -123.4330352 48.114048)",,,30 mph,,
44336120,East 5th Street,residential,False,False,155.51999999999998,"LINESTRING (-123.4348775 48.1148029, -123.4354131 48.1150244, -123.435756 48.1151662, -123.4366584 48.1155394)",,,,,
961483303,South Lincoln Street,trunk,False,True,111.953,"LINESTRING (-123.4348775 48.1148029, -123.4344818 48.1152299, -123.4342927 48.115434, -123.434143 48.1155953, -123.4340841 48.1156591)",2,US 101,30 mph,,
5857028,East 4th Street,residential,False,True,316.445,"LINESTRING (-123.4340841 48.1156591, -123.43398 48.1156169, -123.4338038 48.1155443, -123.4335312 48.1154328, -123.433482 48.1154126, -123.4329539 48.1151964, -123.4325585 48.1150346, -123.4325254 48.115021, -123.432461 48.1149946, -123.4309477 48.1143829, -123.4307604 48.1143081, -123.4304427 48.1141798)",,,,,
961482373,South Lincoln Street,trunk,False,True,113.04,"LINESTRING (-123.4340841 48.1156591, -123.434017 48.1157316, -123.4339424 48.1158133, -123.4336972 48.1160802, -123.433351 48.1164552, -123.4332878 48.1165256)",2,US 101,30 mph,,
961483303,South Lincoln Street,trunk,False,False,111.953,"LINESTRING (-123.4340841 48.1156591, -123.434143 48.1155953, -123.4342927 48.115434, -123.4344818 48.1152299, -123.4348775 48.1148029)",2,US 101,30 mph,,
5859313,East 3rd Street,residential,False,False,156.67000000000002,"LINESTRING (-123.4332878 48.1165256, -123.433399 48.1165719, -123.4339779 48.1168105, -123.4346125 48.1170803, -123.4349974 48.1172385, -123.4350781 48.1172716)",,,,,
961482373,South Lincoln Street,trunk,False,False,113.04,"LINESTRING (-123.4332878 48.1165256, -123.433351 48.1164552, -123.4336972 48.1160802, -123.4339424 48.1158133, -123.434017 48.1157316, -123.4340841 48.1156591)",2,US 101,30 mph,,
961482373,South Lincoln Street,trunk,False,True,113.612,"LINESTRING (-123.4332878 48.1165256, -123.432564 48.1173085, -123.4324843 48.1173952)",2,US 101,30 mph,,
233584164,North Lincoln Street,trunk,False,True,116.307,"LINESTRING (-123.4316944 48.1182621, -123.4316207 48.118348, -123.4313861 48.1186194, -123.4313048 48.1187093, -123.430979 48.1190816, -123.4309066 48.1191662)",2,US 101,,,
961482373,South Lincoln Street,trunk,False,False,112.82799999999999,"LINESTRING (-123.4316944 48.1182621, -123.4317652 48.118184, -123.4319901 48.1179376, -123.432431 48.1174534, -123.4324843 48.1173952)",2,US 101,30 mph,,
961630736,East 1st Street,trunk,True,False,158.28,"LINESTRING (-123.4316944 48.1182621, -123.4315889 48.1182197, -123.4314064 48.1181458, -123.4298699 48.1175255)",2,US 101,35 mph,,
5856207,North Laurel Street,residential,False,False,116.354,"LINESTRING (-123.4335239 48.119017, -123.433445 48.1191031, -123.4331139 48.119464, -123.4330324 48.1195528, -123.432781 48.1198264, -123.4327054 48.1199094)",2,,,,
26104061,East 1st Street,secondary,True,False,159.656,"LINESTRING (-123.4335239 48.119017, -123.433414 48.1189718, -123.4333106 48.118929, -123.4327946 48.1187167, -123.4326451 48.1186547, -123.4318562 48.118329, -123.4316944 48.1182621)",2,,,,
5856207,North Laurel Street,residential,False,True,109.871,"LINESTRING (-123.4319407 48.1207554, -123.4322882 48.120371, -123.43231 48.1203468, -123.432638 48.1199835, -123.4327054 48.1199094)",2,,,,
5858340,West Railroad Avenue - lilút súɬ,residential,False,True,19.534,"LINESTRING (-123.4319407 48.1207554, -123.432014 48.1207857, -123.4321632 48.1208492)",2,,,,
5859468,East Railroad Avenue,residential,False,False,18.293,"LINESTRING (-123.4319407 48.1207554, -123.4318419 48.120718, -123.4317284 48.1206719)",2,,,,
