osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,tunnel,ref,access
132603924,False,4,East Bay Street,trunk,True,8.503,"LINESTRING (-81.0878268 32.0800136, -81.0877403 32.0799918)",,,,
9078934,False,,Lincoln Street,residential,False,78.79599999999999,"LINESTRING (-81.0878268 32.0800136, -81.0878415 32.079977, -81.087859 32.0799254, -81.0879516 32.0796512, -81.0880793 32.0793383)",,,,
132603924,False,4,East Bay Street,trunk,False,42.92,"LINESTRING (-81.0878268 32.0800136, -81.0879011 32.080037, -81.0882627 32.0801252)",,,,
132603926,True,,East Bryan Street,residential,False,74.564,"LINESTRING (-81.0880793 32.0793383, -81.0888348 32.079538)",,,,
9078934,False,,Lincoln Street,residential,False,38.146,"LINESTRING (-81.0880793 32.0793383, -81.0881653 32.0790926, -81.0881944 32.0790094)",,,,
9078934,False,,Lincoln Street,residential,True,78.796,"LINESTRING (-81.0880793 32.0793383, -81.0879516 32.0796512, -81.087859 32.0799254, -81.0878415 32.079977, -81.0878268 32.0800136)",,,,
9078934,False,,Lincoln Street,residential,False,31.624,"LINESTRING (-81.0881944 32.0790094, -81.0882977 32.0787388)",,,,
9090642,False,,East Saint Julian Street,residential,True,76.229,"LINESTRING (-81.0881944 32.0790094, -81.0889659 32.0792159)",,,,
9078934,False,,Lincoln Street,residential,True,38.146,"LINESTRING (-81.0881944 32.0790094, -81.0881653 32.0790926, -81.0880793 32.0793383)",,,,
9078934,False,,Lincoln Street,residential,True,31.624,"LINESTRING (-81.0882977 32.0787388, -81.0881944 32.0790094)",,,,
9078934,False,,Lincoln Street,residential,False,79.78200000000001,"LINESTRING (-81.0882977 32.0787388, -81.0884149 32.0784222, -81.0885202 32.0781396, -81.0885519 32.0780544)",,,,
632986427,True,,East Congress Street,residential,False,70.642,"LINESTRING (-81.0882977 32.0787388, -81.0882335 32.0787211, -81.0881344 32.0786938, -81.0877339 32.0785834, -81.0875847 32.0785423)",,,,
9078934,False,,Lincoln Street,residential,False,80.18,"LINESTRING (-81.0885519 32.0780544, -81.0885815 32.0779741, -81.0886846 32.0776939, -81.0888052 32.077366)",,,,
9078934,False,,Lincoln Street,residential,True,79.78200000000001,"LINESTRING (-81.0885519 32.0780544, -81.0885202 32.0781396, -81.0884149 32.0784222, -81.0882977 32.0787388)",,,,
9089437,False,2,East Broughton Street,tertiary,False,91.40100000000001,"LINESTRING (-81.0885519 32.0780544, -81.0884838 32.0780364, -81.0884185 32.0780192, -81.0883455 32.0779999, -81.0877056 32.0778313, -81.0876256 32.0778102)",,,,
9089437,False,2,East Broughton Street,tertiary,True,113.79199999999999,"LINESTRING (-81.0885519 32.0780544, -81.0886425 32.0780783, -81.0895977 32.0783301, -81.0897051 32.0783585)",,,,
9078934,False,,Lincoln Street,residential,False,32.276,"LINESTRING (-81.0888052 32.077366, -81.0889072 32.0770889)",,,,
9078934,False,,Lincoln Street,residential,True,80.17999999999999,"LINESTRING (-81.0888052 32.077366, -81.0886846 32.0776939, -81.0885815 32.0779741, -81.0885519 32.0780544)",,,,
132603946,True,,East State Street,residential,False,74.46600000000001,"LINESTRING (-81.0888052 32.077366, -81.0892147 32.0774742, -81.0895597 32.0775654)",,,,
9078934,False,,Lincoln Street,residential,False,38.287,"LINESTRING (-81.0889072 32.0770889, -81.0890282 32.0767602)",,,,
9078934,False,,Lincoln Street,residential,True,32.276,"LINESTRING (-81.0889072 32.0770889, -81.0888052 32.077366)",,,,
9093191,False,,East President Street,residential,True,74.466,"LINESTRING (-81.0889072 32.0770889, -81.0896617 32.0772883)",,,,
9093191,False,,East President Street,residential,False,72.689,"LINESTRING (-81.0889072 32.0770889, -81.0882681 32.07692, -81.0881707 32.0768943)",,,,
9078934,False,,Lincoln Street,residential,True,38.287,"LINESTRING (-81.0890282 32.0767602, -81.0889072 32.0770889)",,,,
9078934,False,,Lincoln Street,residential,False,81.291,"LINESTRING (-81.0890282 32.0767602, -81.089143 32.0764485, -81.0892492 32.0761599, -81.0892851 32.0760623)",,,,
132603953,True,,East York Street,residential,False,72.688,"LINESTRING (-81.0890282 32.0767602, -81.0884618 32.0766105, -81.0882917 32.0765656)",,,,
9078934,False,,Lincoln Street,residential,True,15.638,"LINESTRING (-81.089332 32.0759274, -81.0892851 32.0760623)",,,,
9091890,True,,East Oglethorpe Avenue,secondary,False,90.66499999999999,"LINESTRING (-81.089332 32.0759274, -81.088513 32.0757109, -81.0884134 32.0756846)",25 mph,,,
"[9078937, 9078941]",False,2,Lincoln Street,residential,True,98.436,"LINESTRING (-81.0875547 32.0807589, -81.0876249 32.0804931, -81.0877028 32.0802991, -81.0881689 32.0804014)",,,,
132603924,False,4,East Bay Street,trunk,False,53.926,"LINESTRING (-81.0882627 32.0801252, -81.0888081 32.0802723)",,,,
9078939,False,,Lincoln Street,residential,False,31.958,"LINESTRING (-81.0882627 32.0801252, -81.0882185 32.0802553, -81.0881689 32.0804014)",,,,
132603924,False,4,East Bay Street,trunk,True,42.92,"LINESTRING (-81.0882627 32.0801252, -81.0879011 32.080037, -81.0878268 32.0800136)",,,,
9078939,False,,Lincoln Street,residential,True,31.958,"LINESTRING (-81.0881689 32.0804014, -81.0882185 32.0802553, -81.0882627 32.0801252)",,,,
"[9078937, 9078941]",False,2,Lincoln Street,residential,False,98.436,"LINESTRING (-81.0881689 32.0804014, -81.0877028 32.0802991, -81.0876249 32.0804931, -81.0875547 32.0807589)",,,,
9079215,True,1,,residential,False,82.57500000000002,"LINESTRING (-81.0881689 32.0804014, -81.088655 32.0805353, -81.0887241 32.0805044, -81.0887719 32.0803961, -81.0887803 32.080377, -81.0888081 32.0802723)",,,,
196615838,False,4,East Bay Street,trunk,True,51.72,"LINESTRING (-81.0899353 32.0805806, -81.0894121 32.0804398)",,,,
196615838,False,4,East Bay Street,trunk,False,14.455000000000002,"LINESTRING (-81.0899353 32.0805806, -81.0900197 32.0806074, -81.0900808 32.0806214)",,,,
981245122,False,,,residential,False,21.141,"LINESTRING (-81.089348 32.080622, -81.0894121 32.0804398)",,,,
9079214,True,,,residential,False,75.923,"LINESTRING (-81.089348 32.080622, -81.0894376 32.0806689, -81.0895485 32.0807491, -81.0896111 32.0807546, -81.0898578 32.0807764, -81.0899353 32.0805806)",,,,
196615838,False,4,East Bay Street,trunk,False,51.72,"LINESTRING (-81.0894121 32.0804398, -81.0899353 32.0805806)",,,,
981245122,False,,,residential,True,21.141,"LINESTRING (-81.0894121 32.0804398, -81.089348 32.080622)",,,,
196615838,False,4,East Bay Street,trunk,True,42.7,"LINESTRING (-81.0894121 32.0804398, -81.0890825 32.0803561, -81.0889786 32.0803278)",,,,
132603924,False,4,East Bay Street,trunk,True,53.926,"LINESTRING (-81.0888081 32.0802723, -81.0882627 32.0801252)",,,,
132603924,False,4,East Bay Street,trunk,False,17.209,"LINESTRING (-81.0888081 32.0802723, -81.0888591 32.080288, -81.0889786 32.0803278)",,,,
"[130209202, 9092314, 9080509]",True,,"['Whitaker Street', 'West Upper Factors Walk']",residential,False,156.838,"LINESTRING (-81.0932844 32.0814547, -81.0932297 32.0815934, -81.0931625 32.0817059, -81.0931158 32.081724, -81.0930357 32.0817264, -81.0929199 32.0816968, -81.092852 32.0816794, -81.092823 32.081672, -81.0926876 32.0816307, -81.0925583 32.0815912, -81.0924518 32.0815587, -81.0923437 32.0815285, -81.0923185 32.0815215, -81.0922148 32.0814926, -81.0922733 32.0813232, -81.0923188 32.0812135)",,,,
633080893,False,4,West Bay Street,trunk,True,94.886,"LINESTRING (-81.0932844 32.0814547, -81.0924239 32.0812317, -81.0923188 32.0812135)",,,,
633080893,False,4,West Bay Street,trunk,False,16.463,"LINESTRING (-81.0932844 32.0814547, -81.0933641 32.0814792, -81.0934496 32.0815029)",,,,
197609234,False,4,West Bay Street,trunk,False,45.721,"LINESTRING (-81.0939759 32.0816474, -81.0944393 32.0817695)",,,,
9080512,False,,,residential,False,24.154,"LINESTRING (-81.0939759 32.0816474, -81.0939389 32.0817353, -81.093897 32.081854)",,,,
633080893,False,4,West Bay Street,trunk,True,52.123,"LINESTRING (-81.0939759 32.0816474, -81.0935492 32.0815304, -81.0934496 32.0815029)",,,,
633080871,False,,,residential,False,19.193,"LINESTRING (-81.093897 32.081854, -81.09383 32.082017)",,,,
9080512,False,,,residential,True,24.154,"LINESTRING (-81.093897 32.081854, -81.0939389 32.0817353, -81.0939759 32.0816474)",,,,
"[9091072, 9083274, 1200750584]",False,2,"['Barnard Street', 'River St Access']",residential,False,117.995,"LINESTRING (-81.093897 32.081854, -81.0933875 32.0817432, -81.0933442 32.0818568, -81.0932624 32.0820595, -81.0931403 32.0823217)",,,,
633080871,False,,,residential,True,19.193,"LINESTRING (-81.09383 32.082017, -81.093897 32.081854)",,,,
9092312,False,,West Upper Factors Walk,residential,True,47.103,"LINESTRING (-81.09383 32.082017, -81.0938837 32.0820341, -81.094298 32.082166)",,,,
9092313,False,,West Upper Factors Walk,residential,False,42.176,"LINESTRING (-81.09383 32.082017, -81.09381 32.082062, -81.093739 32.082077, -81.0937149 32.0820737, -81.093688 32.08207, -81.0934354 32.0819992)",,,,
1003223568,False,,Bull Street,residential,False,17.412,"LINESTRING (-81.0935174 32.0747743, -81.0935781 32.0746264)",,,,
