osmid,lanes,name,highway,width,oneway,reversed,length,geometry,maxspeed,ref,bridge
123837291,2,Plain Street,residential,10.4,False,True,105.167,"LINESTRING (-71.3484877 42.2805251, -71.3483845 42.2795824)",,,
9176806,1,Diamond Street,residential,5.5,False,True,60.11,"LINESTRING (-71.3484877 42.2805251, -71.3488494 42.2805122, -71.3492159 42.2804836)",,,
123837291,2,Plain Street,residential,10.4,False,False,134.346,"LINESTRING (-71.3484877 42.2805251, -71.3485101 42.2807971, -71.3485921 42.2814261, -71.3486009 42.2815327, -71.3486261 42.2817288)",,,
9176151,2,Court Street,residential,15.2,False,False,60.57000000000001,"LINESTRING (-71.3469693 42.2845055, -71.3466969 42.2845494, -71.3464767 42.2845849, -71.3462499 42.2846215)",,,
9176151,2,Court Street,residential,15.2,False,True,38.999,"LINESTRING (-71.3469693 42.2845055, -71.3472892 42.2844539, -71.3474325 42.2844308)",,,
311856835,2,Morse Street,residential,9.8,False,True,69.486,"LINESTRING (-71.3448921 42.2837005, -71.3447181 42.283089)",,,
123837291,2,Plain Street,residential,10.4,False,True,116.73999999999998,"LINESTRING (-71.3489755 42.2827401, -71.3489389 42.2826873, -71.3489096 42.282632, -71.3487007 42.2821411, -71.3486749 42.2820556, -71.3486578 42.2819695, -71.3486437 42.2818708, -71.3486261 42.2817288)",,,
847474498,2,Pond Street,tertiary,10.7,False,False,73.914,"LINESTRING (-71.3489755 42.2827401, -71.3487262 42.282836, -71.3484899 42.2829269, -71.3481783 42.2830467)",30 mph,,
847474498,2,Pond Street,tertiary,10.7,False,True,88.38199999999999,"LINESTRING (-71.3489755 42.2827401, -71.3498295 42.2824285, -71.3499411 42.2823918)",30 mph,,
916546539,2,North Avenue,residential,14.0,False,False,76.767,"LINESTRING (-71.3438821 42.2865847, -71.34298 42.2867615)",,,
9176775,2,Florence Street,residential,11.3,False,False,81.08200000000001,"LINESTRING (-71.3438821 42.2865847, -71.3438979 42.2866284, -71.3441374 42.287289)",,,
916546539,2,North Avenue,residential,14.0,False,True,150.227,"LINESTRING (-71.3438821 42.2865847, -71.3439923 42.2865633, -71.3444988 42.2864651, -71.3447341 42.2864195, -71.3447438 42.2864176, -71.3456486 42.286242)",,,
9175912,2,Concord Street,residential,10.1,True,False,74.337,"LINESTRING (-71.350363 42.2814576, -71.3504224 42.2814451, -71.351232 42.2812744)",,,
9176809,2,Western Avenue,residential,10.7,False,False,84.118,"LINESTRING (-71.350363 42.2814576, -71.3505368 42.2821271, -71.3505461 42.2821504, -71.3505515 42.2821639, -71.3505725 42.2821968)",,,
9176809,2,Western Avenue,residential,10.7,False,True,207.901,"LINESTRING (-71.350363 42.2814576, -71.3502281 42.280924, -71.3501916 42.2807653, -71.350121 42.2804354, -71.3500976 42.2803134, -71.3500459 42.279981, -71.350028 42.2798494, -71.3500037 42.2796083)",,,
652506497,2,Main Street,secondary,15.2,False,True,47.938,"LINESTRING (-71.3475956 42.2850529, -71.347479 42.2846305)",,MA 27,
9175355,2,Union Court,residential,12.2,False,True,78.78399999999999,"LINESTRING (-71.3475956 42.2850529, -71.3476396 42.2850449, -71.3476809 42.2850393, -71.3477268 42.2850346, -71.3478661 42.2850214, -71.347935 42.2850146, -71.3484694 42.2849469, -71.348539 42.2849334)",,,
652506497,2,Main Street,secondary,15.2,False,False,18.671,"LINESTRING (-71.3475956 42.2850529, -71.3476094 42.2851012, -71.347624 42.2851473, -71.3476388 42.2851856, -71.3476512 42.2852156)",,MA 27,
9176115,2,East Central Street,secondary,19.8,False,True,18.725,"LINESTRING (-71.3460807 42.284009, -71.3463013 42.2839675)",,MA 135,
