osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,access
209296315,CT 160,Elm Street,secondary,False,True,30.926,"LINESTRING (-72.6427751 41.6644778, -72.6431422 41.6644315)",,
17172900,,Chapin Avenue,residential,False,False,551.296,"LINESTRING (-72.6427751 41.6644778, -72.6433796 41.6661464, -72.6435866 41.6666706, -72.6440572 41.6678626, -72.6449065 41.6691553)",,
209296315,CT 160,Elm Street,secondary,False,False,273.219,"LINESTRING (-72.6427751 41.6644778, -72.6413566 41.6646681, -72.6408819 41.6647316, -72.6404258 41.6647928, -72.6397725 41.6649297, -72.6395571 41.6649749)",,
17172900,,Chapin Avenue,residential,False,True,551.2959999999999,"LINESTRING (-72.6449065 41.6691553, -72.6440572 41.6678626, -72.6435866 41.6666706, -72.6433796 41.6661464, -72.6427751 41.6644778)",,
17180804,CT 160,Glastonbury Avenue,secondary,False,False,43.598,"LINESTRING (-72.6353156 41.6649665, -72.6347908 41.664961)",25 mph,yes
17176529,,Cedar Hollow Drive,residential,False,False,405.08000000000004,"LINESTRING (-72.6353156 41.6649665, -72.6353001 41.6646165, -72.6353105 41.6644905, -72.6353275 41.6644386, -72.6353563 41.6643799, -72.6354349 41.664329, -72.635507 41.6642644, -72.6355266 41.6642155, -72.6354821 41.6640188, -72.6354489 41.6639206, -72.6353829 41.6637251, -72.635376 41.6637047, -72.6353249 41.663596, -72.6352699 41.663553, -72.6352083 41.6635021, -72.6351964 41.6634765, -72.6351441 41.6633641, -72.6350642 41.663231, -72.6350459 41.663188, -72.6350236 41.6631498, -72.6349607 41.6631185, -72.6347433 41.6631557, -72.6344197 41.6632388, -72.6343123 41.6632506, -72.634214 41.6632359, -72.6341132 41.6631537, -72.6338879 41.6628327, -72.6335957 41.6624295, -72.6335394 41.6623117)",,
17180804,CT 160,Glastonbury Avenue,secondary,False,True,316.24999999999994,"LINESTRING (-72.6353156 41.6649665, -72.6372254 41.6650083, -72.6375585 41.6650155, -72.6378071 41.665021, -72.6380317 41.6650259, -72.6383397 41.6650326, -72.63863 41.6650389, -72.6388635 41.6650441, -72.6391211 41.6650497)",25 mph,yes
17193128,,Pratt Street,residential,False,True,12.465,"LINESTRING (-72.6333931 41.6623366, -72.6335394 41.6623117)",,
17177005,,Old Main Street,tertiary,False,False,24.372999999999998,"LINESTRING (-72.6367901 41.6677895, -72.6367959 41.667751, -72.6368062 41.6677125, -72.6368343 41.6676579, -72.6368566 41.6676215, -72.6368864 41.6675851)",25 mph,
887022935,,Riverview Road,residential,False,False,282.984,"LINESTRING (-72.6367901 41.6677895, -72.6363957 41.6680502, -72.6363132 41.6681047, -72.6360652 41.6682101, -72.6358295 41.6682396, -72.6354792 41.6681737, -72.6352772 41.6680859, -72.6351166 41.6680073, -72.6345619 41.6677011, -72.6343274 41.6675542, -72.6339693 41.6673349)",,
17192437,,Washington Street,residential,False,False,155.647,"LINESTRING (-72.6368864 41.6675851, -72.635336 41.666799)",25 mph,
17177005,,Old Main Street,tertiary,False,False,211.524,"LINESTRING (-72.6368864 41.6675851, -72.6369502 41.6675128, -72.6370011 41.6674551, -72.6370903 41.6673541, -72.637269 41.6671515, -72.6373626 41.6670454, -72.6374888 41.6669024, -72.6378054 41.6665436, -72.6379148 41.6664195, -72.6379898 41.6663345, -72.6381911 41.6661064, -72.6382878 41.6659968)",25 mph,
17177005,,Old Main Street,tertiary,False,True,24.372999999999998,"LINESTRING (-72.6368864 41.6675851, -72.6368566 41.6676215, -72.6368343 41.6676579, -72.6368062 41.6677125, -72.6367959 41.667751, -72.6367901 41.6677895)",25 mph,
17177005,,Old Main Street,tertiary,False,False,126.417,"LINESTRING (-72.6382878 41.6659968, -72.6387407 41.6655099, -72.6390708 41.6651551, -72.6390999 41.6650941, -72.6391211 41.6650497)",25 mph,
17177005,,Old Main Street,tertiary,False,True,211.52399999999997,"LINESTRING (-72.6382878 41.6659968, -72.6381911 41.6661064, -72.6379898 41.6663345, -72.6379148 41.6664195, -72.6378054 41.6665436, -72.6374888 41.6669024, -72.6373626 41.6670454, -72.637269 41.6671515, -72.6370903 41.6673541, -72.6370011 41.6674551, -72.6369502 41.6675128, -72.6368864 41.6675851)",25 mph,
17185704,,Center Street,residential,False,False,73.79,"LINESTRING (-72.6382878 41.6659968, -72.6383993 41.6660511, -72.6385687 41.6661336, -72.6387006 41.6662, -72.6389207 41.6663108, -72.6389504 41.6663288, -72.6390145 41.6663763)",,
17177005,,Old Main Street,tertiary,False,True,126.417,"LINESTRING (-72.6391211 41.6650497, -72.6390999 41.6650941, -72.6390708 41.6651551, -72.6387407 41.6655099, -72.6382878 41.6659968)",25 mph,
17180804,CT 160,Glastonbury Avenue,secondary,False,False,316.25,"LINESTRING (-72.6391211 41.6650497, -72.6388635 41.6650441, -72.63863 41.6650389, -72.6383397 41.6650326, -72.6380317 41.6650259, -72.6378071 41.665021, -72.6375585 41.6650155, -72.6372254 41.6650083, -72.6353156 41.6649665)",25 mph,yes
657687417,CT 160,Glastonbury Avenue,secondary,False,True,37.265,"LINESTRING (-72.6391211 41.6650497, -72.6392503 41.6650392, -72.6393826 41.6650115, -72.6395571 41.6649749)",25 mph,yes
17178314,,Church Street,residential,False,False,91.43799999999999,"LINESTRING (-72.6390145 41.6663763, -72.6390694 41.6663351, -72.6391004 41.6663121, -72.6391166 41.6662935, -72.6391291 41.6662753, -72.6391384 41.6662577, -72.6391458 41.6662404, -72.6391474 41.6662059, -72.6391689 41.6657025, -72.6391752 41.6656526, -72.6391968 41.6656181, -72.6392196 41.6655992)",,
17185704,,Center Street,residential,False,True,73.79,"LINESTRING (-72.6390145 41.6663763, -72.6389504 41.6663288, -72.6389207 41.6663108, -72.6387006 41.6662, -72.6385687 41.6661336, -72.6383993 41.6660511, -72.6382878 41.6659968)",,
887022935,,Riverview Road,residential,False,True,282.984,"LINESTRING (-72.6339693 41.6673349, -72.6343274 41.6675542, -72.6345619 41.6677011, -72.6351166 41.6680073, -72.6352772 41.6680859, -72.6354792 41.6681737, -72.6358295 41.6682396, -72.6360652 41.6682101, -72.6363132 41.6681047, -72.6363957 41.6680502, -72.6367901 41.6677895)",,
17192437,,Washington Street,residential,False,True,155.647,"LINESTRING (-72.635336 41.666799, -72.6368864 41.6675851)",25 mph,
17180347,,Laura Lane,residential,False,False,57.589999999999996,"LINESTRING (-72.635336 41.666799, -72.6354046 41.6666607, -72.6357472 41.6663929)",,
