osmid,oneway,highway,reversed,length,geometry,lanes,ref,name,bridge
7673492,True,motorway_link,False,50.305,"LINESTRING (-104.9789768 40.2042372, -104.9789776 40.2044054, -104.9789772 40.2046896)",,,,
"[39775858, 39775859, 186241501]",False,primary,False,188.854,"LINESTRING (-104.9789768 40.2042372, -104.9795284 40.2042214, -104.9807532 40.204197, -104.9811995 40.2041854)",8,CO 66;CR 30,State Highway 66,yes
802061371,True,primary,False,64.269,"LINESTRING (-104.9789768 40.2042372, -104.9788297 40.2041613, -104.9786561 40.204126, -104.9782566 40.2041328)",,,State Highway 66,
"[324890369, 7673494, 939727287]",True,motorway_link,False,526.228,"LINESTRING (-104.979914 40.1990932, -104.9798207 40.1997069, -104.9797689 40.2001533, -104.979693 40.2005946, -104.9796472 40.200864, -104.9795949 40.2011116, -104.9795365 40.2013407, -104.9794713 40.201563, -104.9793046 40.2021392, -104.9791648 40.2025662, -104.9790858 40.2028219, -104.9790405 40.2030341, -104.9790069 40.2031965, -104.9789832 40.2033589, -104.9789736 40.2034735, -104.9789685 40.2037606)","['1', '3', '2']",,,
"[39775858, 39775859, 186241501]",False,primary,True,188.85399999999998,"LINESTRING (-104.9811995 40.2041854, -104.9807532 40.204197, -104.9795284 40.2042214, -104.9789768 40.2042372)",8,CO 66;CR 30,State Highway 66,yes
647810731,True,motorway_link,False,52.545,"LINESTRING (-104.9811995 40.2041854, -104.981198 40.2040217, -104.9811968 40.2038948, -104.9811918 40.2037129)",2,,,
324890379,True,motorway_link,False,79.32000000000001,"LINESTRING (-104.9811956 40.2048987, -104.9812011 40.2046703, -104.981201 40.20437, -104.9811995 40.2041854)",2,,,
7681301,False,unclassified,False,219.43899999999996,"LINESTRING (-104.974482 40.207127, -104.9747189 40.2071263, -104.9753581 40.2071243, -104.9754627 40.207124, -104.976089 40.207122, -104.9767 40.2071202, -104.977066 40.207119)",,,North Valley Drive,
7693441,False,tertiary,True,199.83499999999998,"LINESTRING (-104.974482 40.207127, -104.9744787 40.206867, -104.974478 40.206809, -104.9744803 40.2066796, -104.974483 40.2065267, -104.9744852 40.2064034, -104.9744911 40.2060672, -104.9744936 40.2059254, -104.974495 40.2058464, -104.9744972 40.2057189, -104.974501 40.205506, -104.974498 40.20533)",,,Mead Street,
7681301,False,unclassified,False,160.248,"LINESTRING (-104.977066 40.207119, -104.9778843 40.2071168, -104.9782569 40.2071158, -104.9787534 40.2071145, -104.978953 40.207114)",,,North Valley Drive,
7681301,False,unclassified,True,219.43900000000002,"LINESTRING (-104.977066 40.207119, -104.9767 40.2071202, -104.976089 40.207122, -104.9754627 40.207124, -104.9753581 40.2071243, -104.9747189 40.2071263, -104.974482 40.207127)",,,North Valley Drive,
7691943,False,unclassified,True,199.934,"LINESTRING (-104.977066 40.207119, -104.9770677 40.2069798, -104.9770761 40.2063099, -104.977077 40.20624, -104.9770766 40.2061583, -104.9770745 40.2056646, -104.9770738 40.2055156, -104.977073 40.205321)",,,Valley Drive,
7681301,False,unclassified,True,160.248,"LINESTRING (-104.978953 40.207114, -104.9787534 40.2071145, -104.9782569 40.2071158, -104.9778843 40.2071168, -104.977066 40.207119)",,,North Valley Drive,
"[324888437, 324890358, 324617049, 324617051, 324888445]",False,primary,False,375.282,"LINESTRING (-104.9700769 40.204361, -104.9703783 40.2043574, -104.9711707 40.2043478, -104.9719527 40.2043369, -104.9735587 40.2043144, -104.974495 40.2042945)","['4', '5']",CO 66;CR 30,State Highway 66,
7693441,False,tertiary,False,115.143,"LINESTRING (-104.974495 40.2042945, -104.9744961 40.2046971, -104.9744969 40.2049661, -104.9744971 40.2050269, -104.974498 40.20533)",,,Mead Street,
177242469,False,unclassified,True,819.0640000000001,"LINESTRING (-104.974495 40.2042945, -104.9744831 40.2033242, -104.9744756 40.2027168, -104.974535 40.2025354, -104.9746469 40.2023959, -104.9747278 40.2023092, -104.9748059 40.2022255, -104.9749813 40.2021164, -104.9752556 40.2020277, -104.9755392 40.2020064, -104.9756337 40.2020052, -104.9760299 40.2020003, -104.9766181 40.2019929, -104.9771033 40.2019869, -104.9775548 40.2019813, -104.9776953 40.2019795, -104.9778395 40.2019777, -104.9779927 40.2019758, -104.9783214 40.2019238, -104.9787217 40.2017836, -104.9790685 40.2015828, -104.9790978 40.2015556, -104.9793543 40.2013181, -104.9794129 40.2011365, -104.9794585 40.2008977, -104.979465 40.2004798, -104.9794623 40.1999632, -104.9794617 40.199858)",,,East I25 Frontage Road,
"[324888437, 324890358, 324617049, 324617051, 324888445]",False,primary,True,375.282,"LINESTRING (-104.974495 40.2042945, -104.9735587 40.2043144, -104.9719527 40.2043369, -104.9711707 40.2043478, -104.9703783 40.2043574, -104.9700769 40.204361)","['4', '5']",CO 66;CR 30,State Highway 66,
802061372,True,primary,False,326.341,"LINESTRING (-104.974495 40.2042945, -104.9747363 40.2043448, -104.9749251 40.2043662, -104.975951 40.2043572, -104.9770628 40.204372, -104.9775983 40.2043654, -104.9783263 40.2043522)",,,State Highway 66,
177242469,False,unclassified,False,819.0640000000001,"LINESTRING (-104.9794617 40.199858, -104.9794623 40.1999632, -104.979465 40.2004798, -104.9794585 40.2008977, -104.9794129 40.2011365, -104.9793543 40.2013181, -104.9790978 40.2015556, -104.9790685 40.2015828, -104.9787217 40.2017836, -104.9783214 40.2019238, -104.9779927 40.2019758, -104.9778395 40.2019777, -104.9776953 40.2019795, -104.9775548 40.2019813, -104.9771033 40.2019869, -104.9766181 40.2019929, -104.9760299 40.2020003, -104.9756337 40.2020052, -104.9755392 40.2020064, -104.9752556 40.2020277, -104.9749813 40.2021164, -104.9748059 40.2022255, -104.9747278 40.2023092, -104.9746469 40.2023959, -104.974535 40.2025354, -104.9744756 40.2027168, -104.9744831 40.2033242, -104.974495 40.2042945)",,,East I25 Frontage Road,
7691943,False,unclassified,False,199.93399999999997,"LINESTRING (-104.977073 40.205321, -104.9770738 40.2055156, -104.9770745 40.2056646, -104.9770766 40.2061583, -104.977077 40.20624, -104.9770761 40.2063099, -104.9770677 40.2069798, -104.977066 40.207119)",,,Valley Drive,
7693413,False,unclassified,False,111.33500000000001,"LINESTRING (-104.977073 40.205321, -104.9771171 40.205321, -104.9777507 40.2053215, -104.9781831 40.2053218, -104.978384 40.205322)",,,South Valley Drive,
7693413,False,unclassified,True,218.68099999999998,"LINESTRING (-104.977073 40.205321, -104.9763395 40.205325, -104.9761297 40.2053262, -104.9758002 40.205328, -104.9756984 40.2053285, -104.975429 40.20533, -104.9753121 40.20533, -104.9749768 40.20533, -104.974498 40.20533)",,,South Valley Drive,
7693413,False,unclassified,False,218.681,"LINESTRING (-104.974498 40.20533, -104.9749768 40.20533, -104.9753121 40.20533, -104.975429 40.20533, -104.9756984 40.2053285, -104.9758002 40.205328, -104.9761297 40.2053262, -104.9763395 40.205325, -104.977073 40.205321)",,,South Valley Drive,
7693441,False,tertiary,False,199.835,"LINESTRING (-104.974498 40.20533, -104.974501 40.205506, -104.9744972 40.2057189, -104.974495 40.2058464, -104.9744936 40.2059254, -104.9744911 40.2060672, -104.9744852 40.2064034, -104.974483 40.2065267, -104.9744803 40.2066796, -104.974478 40.206809, -104.9744787 40.206867, -104.974482 40.207127)",,,Mead Street,
7693441,False,tertiary,True,115.143,"LINESTRING (-104.974498 40.20533, -104.9744971 40.2050269, -104.9744969 40.2049661, -104.9744961 40.2046971, -104.974495 40.2042945)",,,Mead Street,
7693413,False,unclassified,True,111.33500000000001,"LINESTRING (-104.978384 40.205322, -104.9781831 40.2053218, -104.9777507 40.2053215, -104.9771171 40.205321, -104.977073 40.205321)",,,South Valley Drive,
324890372,True,motorway_link,False,81.437,"LINESTRING (-104.9789685 40.2037606, -104.9788996 40.2039292, -104.9788598 40.2039815, -104.9788034 40.2040261, -104.9786765 40.2040703, -104.9784925 40.204099, -104.9782566 40.2041328)",1,,,
324890374,True,motorway_link,False,53.0,"LINESTRING (-104.9789685 40.2037606, -104.9789736 40.2040218, -104.9789768 40.2042372)",2,,,
"[312345692, 930938084]",True,motorway_link,False,546.749,"LINESTRING (-104.9811918 40.2037129, -104.9811768 40.2034897, -104.9811377 40.2032194, -104.9810886 40.2030034, -104.9810308 40.2028075, -104.9808116 40.2020725, -104.9807336 40.2017564, -104.9806688 40.2014369, -104.9805902 40.2009344, -104.9805336 40.2004958, -104.9804809 40.1998485, -104.9803845 40.1988438)","['1', '2']",,,
802061371,True,primary,False,320.461,"LINESTRING (-104.9782566 40.2041328, -104.9778639 40.2041397, -104.9765829 40.2041838, -104.9755548 40.2042133, -104.974923 40.2042272, -104.9747405 40.204248, -104.974495 40.2042945)",,,State Highway 66,
324890361,True,motorway_link,False,74.49000000000001,"LINESTRING (-104.9783263 40.2043522, -104.9785809 40.2043715, -104.9786958 40.2043939, -104.978799 40.2044302, -104.9788563 40.2044721, -104.9788969 40.2045318, -104.9789262 40.2045891, -104.9789772 40.2046896)",1,,,
802061372,True,primary,False,57.914,"LINESTRING (-104.9783263 40.2043522, -104.9786278 40.2043467, -104.9788173 40.2043071, -104.9789768 40.2042372)",,,State Highway 66,
