osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,width,access
220471882,4,,Am Kreuztor,tertiary,30,False,True,7.239,,"LINESTRING (7.6236614 51.9663472, 7.6237187 51.9662925)",,
467747209,,,Breul,residential,30,True,False,181.49499999999998,,"LINESTRING (7.6236614 51.9663472, 7.6237951 51.9663676, 7.6244464 51.9664653, 7.6259972 51.9667275, 7.6262219 51.9667655)",,
"[1132765305, 1132765306, 204256069, 672550897]",4,,Tibusstraße,residential,,False,True,164.947,,"LINESTRING (7.6262219 51.9667655, 7.6262938 51.9663847, 7.6263204 51.9662388, 7.6263355 51.9661121, 7.6263471 51.9660155, 7.6264136 51.9656627, 7.6264218 51.9656048, 7.6264188 51.9655634, 7.6264076 51.9655055, 7.6263882 51.9654251, 7.6263715 51.9653651, 7.6263537 51.9652918)",,
"[91954081, 5029733, 672550896, 672550899, 91954079]","['3', '2']",K 4,An der Apostelkirche,secondary,30,False,False,171.834,,"LINESTRING (7.6285378 51.9646967, 7.6284073 51.9647914, 7.6283972 51.9647979, 7.6283144 51.964851, 7.6281768 51.9649205, 7.6280109 51.9649973, 7.6278755 51.9650552, 7.6277157 51.9651224, 7.6275327 51.9651922, 7.6273939 51.965237, 7.6273425 51.9652509, 7.6272777 51.9652651, 7.627174 51.9652835, 7.6270814 51.9652955, 7.626973 51.9653033, 7.6268999 51.9653052, 7.6268277 51.9653057, 7.6266783 51.9653047, 7.6266153 51.9653038, 7.6265694 51.9653015, 7.6265141 51.965299, 7.6263537 51.9652918)",,
"[672550895, 12342583, 31773495]","['3', '2']",K 4,Voßgasse,secondary,30,False,True,120.147,,"LINESTRING (7.6285378 51.9646967, 7.6286509 51.9646082, 7.6286892 51.964585, 7.6287422 51.9645588, 7.6288436 51.9645175, 7.6290713 51.9644347, 7.6293516 51.9643405, 7.6294758 51.964299, 7.629586 51.9642658, 7.6297618 51.9642128, 7.6300221 51.9641424)",,
"[204256434, 1219552163]",,,Neubrückenstraße,residential,30,False,False,125.602,,"LINESTRING (7.6285378 51.9646967, 7.6284752 51.9646374, 7.6283588 51.9645574, 7.6280363 51.9643553, 7.6278337 51.9642223, 7.6277957 51.9641974, 7.627698 51.9641163, 7.6276217 51.9640377, 7.6275058 51.9638817, 7.6274469 51.9638024)",,
5186797,,,Stiftsherrenstraße,residential,30,True,False,232.57400000000004,,"LINESTRING (7.6311528 51.9667646, 7.631007 51.9662993, 7.6309661 51.9662076, 7.6309567 51.9661663, 7.6309514 51.9661378, 7.6309527 51.9660985, 7.6309567 51.9660634, 7.6309916 51.9659606, 7.6310466 51.9657779, 7.631123 51.9655111, 7.6311528 51.9653928, 7.6311592 51.9653607, 7.6311572 51.9653235, 7.6311514 51.9652942, 7.6311478 51.9652764, 7.6311371 51.9652305, 7.6311016 51.9651347, 7.6310399 51.9650149, 7.6309528 51.9648323, 7.6309219 51.9647835, 7.6308696 51.9647257)",,
10191731,,,Magdalenenstraße,residential,,False,True,143.52300000000002,,"LINESTRING (7.6249733 51.9654623, 7.6249552 51.9654265, 7.6242806 51.9642442)",,
"[666953649, 672550898]","['3', '2']",K 4,Bergstraße,secondary,30,False,False,100.684,,"LINESTRING (7.6249733 51.9654623, 7.6248614 51.9654871, 7.6247458 51.9655216, 7.6245414 51.9655919, 7.6243795 51.9656494, 7.6242458 51.9657065, 7.6242274 51.9657147, 7.6237368 51.9659441)",,
"[1216274643, 5029732]","['3', '2']",K 4,Bergstraße,secondary,30,False,True,97.011,,"LINESTRING (7.6249733 51.9654623, 7.6251814 51.9654228, 7.6254006 51.9653837, 7.6255998 51.9653488, 7.6257892 51.9653213, 7.6260346 51.9652964, 7.6260891 51.9652923, 7.6261465 51.965291, 7.6262099 51.9652895, 7.6263537 51.9652918)",,
"[472244420, 172095061]",2,K 4,Bült,secondary,30,False,True,95.79,,"LINESTRING (7.6300221 51.9641424, 7.6302489 51.9640864, 7.630413 51.9640344, 7.6306032 51.9639701, 7.6308195 51.9638975, 7.6309269 51.9638589, 7.6309977 51.963829, 7.6311062 51.9637779, 7.6312077 51.9637023)",,
"[12342583, 31773495, 672550895]","['3', '2']",K 4,Voßgasse,secondary,30,False,False,120.147,,"LINESTRING (7.6300221 51.9641424, 7.6297618 51.9642128, 7.629586 51.9642658, 7.6294758 51.964299, 7.6293516 51.9643405, 7.6290713 51.9644347, 7.6288436 51.9645175, 7.6287422 51.9645588, 7.6286892 51.964585, 7.6286509 51.9646082, 7.6285378 51.9646967)",,
"[467747207, 5707687, 467663047, 5707690, 816193652, 146577748, 146577749]",,,"['Spiekerhof', 'Bogenstraße']",residential,30,False,False,224.35200000000003,yes,"LINESTRING (7.6274469 51.9638024, 7.6273998 51.9638157, 7.6273166 51.9638305, 7.6272683 51.9638421, 7.6271419 51.9638783, 7.6271181 51.9638851, 7.6269666 51.9639272, 7.6267292 51.9639851, 7.6265279 51.9640334, 7.62646 51.9640491, 7.6264177 51.9640549, 7.626354 51.9640605, 7.6260967 51.9640689, 7.6250974 51.9641276, 7.6250027 51.9641368, 7.6248424 51.9641523, 7.624799 51.9641581, 7.6246607 51.9641804, 7.6242806 51.9642442)",6,
"[10631601, 32856015]",,,"['Roggenmarkt', 'Drubbel']",residential,30,False,True,103.612,,"LINESTRING (7.6274469 51.9638024, 7.6276023 51.9637545, 7.6277109 51.9637132, 7.6277941 51.9636752, 7.6278759 51.9636281, 7.6279389 51.9635803, 7.627951 51.9635711, 7.6280234 51.9635041, 7.628069 51.963457, 7.628132 51.9633777, 7.6282152 51.9632554, 7.6282862 51.9631373, 7.6283165 51.9630827)",,
"[204256434, 1219552163]",,,Neubrückenstraße,residential,30,False,True,125.602,,"LINESTRING (7.6274469 51.9638024, 7.6275058 51.9638817, 7.6276217 51.9640377, 7.627698 51.9641163, 7.6277957 51.9641974, 7.6278337 51.9642223, 7.6280363 51.9643553, 7.6283588 51.9645574, 7.6284752 51.9646374, 7.6285378 51.9646967)",,
"[1151454845, 672550894, 5186799]",2,,Hörsterstraße,residential,30,True,False,87.637,,"LINESTRING (7.6308696 51.9647257, 7.6308031 51.9647036, 7.6307359 51.9646714, 7.6306487 51.964619, 7.6305927 51.9645823, 7.6305241 51.9645381, 7.6304503 51.964488, 7.630354 51.9644164, 7.6302168 51.9643028, 7.6301101 51.9642151, 7.6300221 51.9641424)",,
"[230028160, 40810794, 1151914795, 40846059, 171280014, 5967602, 5967607]",2,,"['Klemensstraße', 'Loerstraße', 'Windthorststraße']",residential,"['50', '30']",False,False,537.239,,"LINESTRING (7.629918 51.958201, 7.6298236 51.9582866, 7.6297464 51.9583653, 7.6296044 51.9585462, 7.6295865 51.958569, 7.6292408 51.9589846, 7.6292017 51.9590292, 7.6291533 51.9590844, 7.6291383 51.9591123, 7.6291332 51.9591367, 7.6291408 51.9591645, 7.629164 51.9591979, 7.6292116 51.9592317, 7.6293062 51.9592747, 7.6294862 51.9593537, 7.6294983 51.9593587, 7.6295432 51.9593774, 7.6297719 51.9594739, 7.6299285 51.9595504, 7.6303126 51.9597364, 7.6304479 51.9598055, 7.6305102 51.9598555, 7.6305825 51.9599901, 7.6305987 51.9600598, 7.6305917 51.9601233, 7.6305689 51.9601745, 7.6305487 51.960208, 7.6304907 51.9602756, 7.6303466 51.9603965, 7.6301129 51.9605491, 7.6300072 51.9606068, 7.6299736 51.960625, 7.6298636 51.9606845, 7.6297787 51.9607302, 7.6295528 51.960831, 7.6293176 51.9608771, 7.6287569 51.9609206, 7.6285627 51.9609354, 7.6284569 51.9609432, 7.6280541 51.9609734, 7.6277688 51.9609949, 7.6276291 51.9611141, 7.6275557 51.9611749, 7.6274926 51.9612272)",,
5738250,,,Überwasserstraße,residential,30,False,True,80.106,,"LINESTRING (7.6194504 51.965151, 7.619901 51.9651431, 7.6206183 51.9651681)",,
5881250,,,Jüdefelderstraße,residential,30,True,False,48.108000000000004,,"LINESTRING (7.6194504 51.965151, 7.6193259 51.9653729, 7.6191811 51.9655495)",,
5881251,,,Jüdefelderstraße,residential,30,False,True,43.073,,"LINESTRING (7.6194504 51.965151, 7.6195861 51.9649002, 7.6196368 51.9648167, 7.6196556 51.9647849)",,
5707712,,,Alter Fischmarkt,residential,30,True,False,137.579,,"LINESTRING (7.628701 51.9632257, 7.6287908 51.9632806, 7.6289028 51.9633455, 7.628939 51.9633661, 7.629344 51.963576, 7.629458 51.9636413, 7.629505 51.9636719, 7.6296102 51.9637454, 7.6296558 51.963781, 7.6296947 51.9638181, 7.6297866 51.9639165, 7.6298038 51.9639338, 7.6299073 51.9640483, 7.6299335 51.96407, 7.6300221 51.9641424)",,
147060140,,,Alter Fischmarkt,residential,30,False,False,31.203,,"LINESTRING (7.628701 51.9632257, 7.6284985 51.9631286, 7.6284582 51.963112, 7.6284214 51.9631001, 7.6283784 51.963091, 7.6283165 51.9630827)",,
1211837938,,,Überwasserstraße,residential,30,False,True,25.434,,"LINESTRING (7.6206183 51.9651681, 7.6209723 51.965237)",,
5738250,,,Überwasserstraße,residential,30,False,False,80.106,,"LINESTRING (7.6206183 51.9651681, 7.619901 51.9651431, 7.6194504 51.965151)",,
26323292,,,Katthagen,residential,30,False,True,138.59199999999998,,"LINESTRING (7.6206183 51.9651681, 7.6206355 51.9649305, 7.6206993 51.9648013, 7.6208804 51.964558, 7.6209405 51.9645165, 7.621026 51.9644821, 7.6217373 51.9644206, 7.6218092 51.9644144)",,
1211837938,,,Überwasserstraße,residential,30,False,False,25.434,,"LINESTRING (7.6209723 51.965237, 7.6206183 51.9651681)",,
184238796,,,Rosenplatz,residential,30,False,True,63.019999999999996,,"LINESTRING (7.6209723 51.965237, 7.6211692 51.9652554, 7.6214695 51.9652607, 7.6218837 51.9652168)",6.1,
10191731,,,Magdalenenstraße,residential,,False,False,143.52300000000002,,"LINESTRING (7.6242806 51.9642442, 7.6249552 51.9654265, 7.6249733 51.9654623)",,
"[467747207, 467663047, 5707687, 5707690, 146577748, 816193652, 146577749]",,,"['Spiekerhof', 'Bogenstraße']",residential,30,False,True,224.35199999999995,yes,"LINESTRING (7.6242806 51.9642442, 7.6246607 51.9641804, 7.624799 51.9641581, 7.6248424 51.9641523, 7.6250027 51.9641368, 7.6250974 51.9641276, 7.6260967 51.9640689, 7.626354 51.9640605, 7.6264177 51.9640549, 7.62646 51.9640491, 7.6265279 51.9640334, 7.6267292 51.9639851, 7.6269666 51.9639272, 7.6271181 51.9638851, 7.6271419 51.9638783, 7.6272683 51.9638421, 7.6273166 51.9638305, 7.6273998 51.9638157, 7.6274469 51.9638024)",6,
"[1216274644, 5707693]",,,"['Spiekerhof', 'Rosenstraße']",residential,30,False,False,51.892,,"LINESTRING (7.6242806 51.9642442, 7.6237299 51.9643313, 7.6235679 51.9643911)",6.9,
"[1216274644, 5707693]",,,"['Spiekerhof', 'Rosenstraße']",residential,30,False,True,51.892,,"LINESTRING (7.6235679 51.9643911, 7.6237299 51.9643313, 7.6242806 51.9642442)",6.9,
"[205898884, 467663049, 47424429, 47424430, 6280942, 6191699, 205789310]",,,Spiegelturm,residential,30,False,False,173.29299999999998,yes,"LINESTRING (7.6235679 51.9643911, 7.6235454 51.9643393, 7.6234574 51.9641505, 7.6234143 51.9640387, 7.6233137 51.9637782, 7.6233292 51.9637725, 7.6234574 51.9637201, 7.6236286 51.9636393, 7.6236511 51.9636275, 7.6236804 51.9636112, 7.6237756 51.9635584, 7.6238888 51.9634925, 7.6242242 51.9633158, 7.6244308 51.9632114, 7.6244718 51.9631902)",,
205790141,,,Rosenstraße,residential,30,False,False,64.679,,"LINESTRING (7.6235679 51.9643911, 7.6235383 51.9644106, 7.623491 51.9644418, 7.6233741 51.9645462, 7.6232329 51.9646754, 7.623147 51.9647619, 7.6230383 51.9648713)",,
"[5707704, 82325329, 35573632, 5707678]",,,"['Drubbel', 'Prinzipalmarkt']",residential,30,False,True,219.77800000000002,,"LINESTRING (7.6283165 51.9630827, 7.62837 51.9629186, 7.6284023 51.9626898, 7.628404 51.9626082, 7.6283819 51.9625384, 7.6281762 51.9622096, 7.6279913 51.9619283, 7.627877 51.9617544, 7.6278668 51.9617396, 7.6277787 51.9616003, 7.6275845 51.9612874, 7.6274926 51.9612272)",,
"[10631601, 32856015]",,,"['Roggenmarkt', 'Drubbel']",residential,30,False,False,103.61200000000001,,"LINESTRING (7.6283165 51.9630827, 7.6282862 51.9631373, 7.6282152 51.9632554, 7.628132 51.9633777, 7.628069 51.963457, 7.6280234 51.9635041, 7.627951 51.9635711, 7.6279389 51.9635803, 7.6278759 51.9636281, 7.6277941 51.9636752, 7.6277109 51.9637132, 7.6276023 51.9637545, 7.6274469 51.9638024)",,
147060140,,,Alter Fischmarkt,residential,30,False,True,31.202999999999996,,"LINESTRING (7.6283165 51.9630827, 7.6283784 51.963091, 7.6284214 51.9631001, 7.6284582 51.963112, 7.6284985 51.9631286, 7.628701 51.9632257)",,
184238796,,,Rosenplatz,residential,30,False,False,6.181,,"LINESTRING (7.6219722 51.965206, 7.6218837 51.9652168)",6.1,
10631593,1,,Katthagen,residential,30,False,False,89.025,,"LINESTRING (7.6219722 51.965206, 7.6219695 51.9650118, 7.6219689 51.9649563, 7.6219583 51.9648979, 7.6218966 51.9646998, 7.6218092 51.9644144)",,
194105990,,,Rosenstraße,residential,30,False,True,62.818999999999996,,"LINESTRING (7.6219722 51.965206, 7.622187 51.9651837, 7.6222577 51.9651756, 7.6225089 51.9651277, 7.6227045 51.9650706, 7.6227299 51.96506, 7.6227654 51.9650451, 7.6228237 51.9650169)",,
34073159,,,Rosenstraße,residential,,False,False,21.87,,"LINESTRING (7.6230383 51.9648713, 7.6228237 51.9650169)",,
5707702,,,Schlaunstraße,residential,30,True,False,24.386,,"LINESTRING (7.6230383 51.9648713, 7.6230115 51.964939, 7.6230088 51.9649834, 7.6230169 51.9650179, 7.6230545 51.9650843)",,
205790141,,,Rosenstraße,residential,30,False,True,64.679,,"LINESTRING (7.6230383 51.9648713, 7.623147 51.9647619, 7.6232329 51.9646754, 7.6233741 51.9645462, 7.623491 51.9644418, 7.6235383 51.9644106, 7.6235679 51.9643911)",,
"[337804891, 5707685]",,,"['Johannisstraße', 'Rothenburg']",residential,30,False,True,53.7,,"LINESTRING (7.6241235 51.9606117, 7.624095 51.9606421, 7.6240516 51.9606622, 7.6240298 51.9606696, 7.6239979 51.9606804, 7.6236636 51.9607926, 7.6235737 51.9608222, 7.6234616 51.960861)",,
34349254,,,Rothenburg,residential,30,False,False,137.115,,"LINESTRING (7.6241235 51.9606117, 7.6243424 51.9606125, 7.6245762 51.9606173, 7.6246884 51.9606213, 7.6250491 51.9606343, 7.6255223 51.960651, 7.6259696 51.9606492, 7.6261229 51.9606487)",,
"[199910453, 198047398]",,,Aegidiistraße,residential,30,False,True,160.922,,"LINESTRING (7.6241235 51.9606117, 7.6241156 51.9605604, 7.6241038 51.9605165, 7.6240782 51.9604744, 7.6239659 51.9603812, 7.623872 51.9603124, 7.6237373 51.96022, 7.6235489 51.9600898, 7.6234674 51.9600309, 7.6233586 51.9599546, 7.6232525 51.959875, 7.6229098 51.9596205, 7.6227141 51.9594751)",,
5707697,,,Schlaunstraße,residential,30,True,False,18.434,,"LINESTRING (7.6230545 51.9650843, 7.6230022 51.9650483, 7.6229469 51.9650279, 7.6228857 51.965016, 7.6228237 51.9650169)",,
"[666953648, 34388842]",3,,Schlaunstraße,residential,30,False,False,106.46799999999999,,"LINESTRING (7.6230545 51.9650843, 7.623114 51.9651573, 7.623164 51.9652186, 7.6234119 51.9655274, 7.6235326 51.9656618, 7.6236293 51.9657926, 7.6237016 51.9658949, 7.6237368 51.9659441)",,
34073159,,,Rosenstraße,residential,,False,True,21.87,,"LINESTRING (7.6228237 51.9650169, 7.6230383 51.9648713)",,
194105990,,,Rosenstraße,residential,30,False,False,62.819,,"LINESTRING (7.6228237 51.9650169, 7.6227654 51.9650451, 7.6227299 51.96506, 7.6227045 51.9650706, 7.6225089 51.9651277, 7.6222577 51.9651756, 7.622187 51.9651837, 7.6219722 51.965206)",,
"[1169374435, 724504630, 12342543]",2,K 4,Münzstraße,secondary,30,False,True,152.57700000000003,,"LINESTRING (7.6179853 51.9665983, 7.6180597 51.9666076, 7.6184406 51.9666558, 7.6190833 51.966696, 7.6194417 51.966708, 7.6196646 51.9667025, 7.6200268 51.9666867, 7.6201329 51.9666821, 7.6201974 51.9666779)",,
10631606,,,Kuhstraße,residential,30,True,False,104.689,,"LINESTRING (7.6191811 51.9655495, 7.6196492 51.965618, 7.619803 51.9656405, 7.6199972 51.9656668, 7.6200569 51.9656748, 7.6206712 51.9657579)",,
10631607,,,Jüdefelderstraße,residential,30,True,False,142.619,,"LINESTRING (7.6191811 51.9655495, 7.6180546 51.9665163, 7.618037 51.9665362, 7.6179853 51.9665983)",,
1216274641,,,Frauenstraße,residential,30,False,True,6.035,,"LINESTRING (7.6205821 51.9635331, 7.6206497 51.9635679)",,
5881255,,,Jüdefelderstraße,residential,,False,False,73.67,,"LINESTRING (7.6205821 51.9635331, 7.6203061 51.9638364, 7.620058 51.9641116)",,
10631603,,,Frauenstraße,residential,30,False,False,113.878,,"LINESTRING (7.6205821 51.9635331, 7.6205247 51.9635096, 7.6204098 51.9634718, 7.6201583 51.9634272, 7.6199609 51.963409, 7.6197241 51.9634098, 7.6194449 51.963423, 7.6189615 51.9634458)",,
5967615,,,Johannisstraße,residential,30,False,False,59.723000000000006,,"LINESTRING (7.6226278 51.9609971, 7.622772 51.9609968, 7.6228801 51.9609875, 7.6229573 51.9609759, 7.6231008 51.960949, 7.6232776 51.9609136, 7.6233995 51.9608807, 7.6234616 51.960861)",,
"[938686824, 5967626, 1019979374]",,,Johannisstraße,residential,,False,False,162.39,,"LINESTRING (7.6226278 51.9609971, 7.6226091 51.9610436, 7.6225819 51.9610846, 7.6225341 51.9611564, 7.6224024 51.9613546, 7.6223912 51.961389, 7.6223906 51.9614188, 7.6224012 51.9614762, 7.62243 51.9615586, 7.6225256 51.9618131, 7.6225583 51.9618995, 7.6227102 51.9623011, 7.6227509 51.9624053)",,
"[5967612, 590142108, 10191757, 10191726]","['1', '2']",,Bispinghof,residential,"['50', '30']",False,True,161.438,yes,"LINESTRING (7.6226278 51.9609971, 7.6224427 51.9609935, 7.6222816 51.9609808, 7.6221933 51.960968, 7.6221401 51.9609578, 7.6220978 51.9609504, 7.6218833 51.9609051, 7.6218033 51.960885, 7.6216888 51.9608614, 7.6211102 51.9607758, 7.6209638 51.960768, 7.6208406 51.9607624, 7.6207205 51.960766, 7.6206033 51.9607786, 7.6205308 51.9607939, 7.620468 51.9608157, 7.6203595 51.9608607)",4,
"[951693538, 12687131]",,,Georgskommende,residential,30,False,True,153.761,,"LINESTRING (7.6190988 51.960597, 7.6191098 51.9605606, 7.6192285 51.9603357, 7.6194117 51.9600085, 7.6194649 51.9599135, 7.6192542 51.9598532, 7.618654 51.9596816, 7.6185986 51.9596623, 7.6184961 51.9596266)",,
5967599,,,Bispinghof,residential,30,True,False,93.33,,"LINESTRING (7.6203595 51.9608607, 7.620233 51.9607802, 7.6201202 51.9607376, 7.6196945 51.9606958, 7.6190988 51.960597)",,
"[590142108, 5967612, 10191757, 10191726]","['1', '2']",,Bispinghof,residential,"['50', '30']",False,False,161.43800000000002,yes,"LINESTRING (7.6203595 51.9608607, 7.620468 51.9608157, 7.6205308 51.9607939, 7.6206033 51.9607786, 7.6207205 51.960766, 7.6208406 51.9607624, 7.6209638 51.960768, 7.6211102 51.9607758, 7.6216888 51.9608614, 7.6218033 51.960885, 7.6218833 51.9609051, 7.6220978 51.9609504, 7.6221401 51.9609578, 7.6221933 51.960968, 7.6222816 51.9609808, 7.6224427 51.9609935, 7.6226278 51.9609971)",4,
8902530,2,,Universitätsstraße,residential,50,False,False,120.16300000000001,,"LINESTRING (7.6203595 51.9608607, 7.6202986 51.9609066, 7.6202459 51.9609682, 7.6201911 51.9610701, 7.6201385 51.9611862, 7.6200844 51.9612749, 7.6200262 51.9613379, 7.6199434 51.9614022, 7.6198732 51.9614448, 7.6197325 51.9615101, 7.6195778 51.9615718, 7.6194341 51.9616157, 7.6192988 51.9616566)",,
"[938686824, 5967626, 1019979374]",,,Johannisstraße,residential,,False,True,162.39000000000001,,"LINESTRING (7.6227509 51.9624053, 7.6227102 51.9623011, 7.6225583 51.9618995, 7.6225256 51.9618131, 7.62243 51.9615586, 7.6224012 51.9614762, 7.6223906 51.9614188, 7.6223912 51.961389, 7.6224024 51.9613546, 7.6225341 51.9611564, 7.6225819 51.9610846, 7.6226091 51.9610436, 7.6226278 51.9609971)",,
8902530,2,,Universitätsstraße,residential,50,False,True,120.16300000000001,,"LINESTRING (7.6192988 51.9616566, 7.6194341 51.9616157, 7.6195778 51.9615718, 7.6197325 51.9615101, 7.6198732 51.9614448, 7.6199434 51.9614022, 7.6200262 51.9613379, 7.6200844 51.9612749, 7.6201385 51.9611862, 7.6201911 51.9610701, 7.6202459 51.9609682, 7.6202986 51.9609066, 7.6203595 51.9608607)",,
184235777,,,Krummer Timpen,residential,30,True,False,120.513,,"LINESTRING (7.6192988 51.9616566, 7.6191488 51.9613849, 7.6190713 51.9611884, 7.6190477 51.9610447, 7.6190415 51.9608697, 7.6190686 51.9607085, 7.6190988 51.960597)",,
256481196,,,Krummer Timpen,residential,30,False,True,45.379,,"LINESTRING (7.6192988 51.9616566, 7.6193966 51.9617692, 7.6194579 51.9619129, 7.6195196 51.9620391)",,
256481196,,,Krummer Timpen,residential,30,False,False,45.379,,"LINESTRING (7.6195196 51.9620391, 7.6194579 51.9619129, 7.6193966 51.9617692, 7.6192988 51.9616566)",,
"[5967616, 256481196]",,,Krummer Timpen,residential,30,False,True,202.39600000000002,,"LINESTRING (7.6195196 51.9620391, 7.6195725 51.9621903, 7.6196507 51.962383, 7.6197085 51.9625977, 7.6197574 51.9626823, 7.6198934 51.9627978, 7.6200187 51.962884, 7.6201666 51.9629664, 7.6204093 51.9630867, 7.6206131 51.9631771, 7.6206841 51.9632193, 7.6207261 51.9632519, 7.6207508 51.963288, 7.620757 51.9633366, 7.6207433 51.9633925, 7.6206497 51.9635679)",,
5967608,,,Pferdegasse,residential,30,False,False,148.802,,"LINESTRING (7.6240809 51.9621421, 7.6240466 51.9620748, 7.6240025 51.9619883, 7.6239897 51.9619632, 7.6238515 51.9616408, 7.6237808 51.961479, 7.6237171 51.9613308, 7.6236267 51.9611207, 7.6235758 51.9610316, 7.6234616 51.960861)",,
