osmid,highway,oneway,reversed,length,ref,name,maxspeed,geometry,lanes,bridge
12276568,residential,False,False,46.481,,,,"LINESTRING (-78.748134 42.83902, -78.748129 42.839438)",,
12276568,residential,False,True,46.481,,,,"LINESTRING (-78.748129 42.839438, -78.748134 42.83902)",,
76792846,secondary,False,True,23.238,NY 16,Center Road,,"LINESTRING (-78.748129 42.839438, -78.748414 42.839438)",,
745690512,secondary,False,False,89.368,NY 16,Center Road,45 mph,"LINESTRING (-78.756314 42.839508, -78.755218 42.839499)",,
12277047,residential,False,False,149.836,,Washington Street,,"LINESTRING (-78.756314 42.839508, -78.756333 42.84001, -78.756341 42.840304, -78.756358 42.840619, -78.756361 42.840855)",,
12297717,residential,False,False,105.013,,Center Point Circle,,"LINESTRING (-78.756314 42.839508, -78.756291 42.83906, -78.7562784 42.838564)",,
745690512,secondary,False,True,214.03699999999998,NY 16,Center Road,45 mph,"LINESTRING (-78.756314 42.839508, -78.75741 42.839517, -78.758939 42.839523)",,
12277047,residential,False,True,149.836,,Washington Street,,"LINESTRING (-78.756361 42.840855, -78.756358 42.840619, -78.756341 42.840304, -78.756333 42.84001, -78.756314 42.839508)",,
12306664,residential,False,False,179.99,,Norwood Drive,,"LINESTRING (-78.7539062 42.8361328, -78.7531659 42.8361255, -78.751699 42.836111)",,
258087188,secondary,False,False,153.32899999999998,NY 277,Union Road,40 mph,"LINESTRING (-78.7539062 42.8361328, -78.7539153 42.8363604, -78.7539311 42.8366703, -78.7539354 42.8367546, -78.75395 42.8371052, -78.753967 42.837511)",5,
258087188,secondary,False,True,27.529,NY 277,Union Road,40 mph,"LINESTRING (-78.7539062 42.8361328, -78.7538982 42.8359035, -78.7538976 42.8358853)",5,
"[357269240, 12306543]",residential,False,"[False, True]",430.793,,Legion Parkway,,"LINESTRING (-78.7538976 42.8358853, -78.7545063 42.8358913, -78.7549965 42.8358961, -78.7551935 42.8358934, -78.756803 42.8359312, -78.7569358 42.8359514, -78.7570117 42.8359761, -78.7570813 42.8360581, -78.7571189 42.8361221, -78.7571323 42.8367662, -78.7571688 42.8375379)",,
258087188,secondary,False,False,27.529,NY 277,Union Road,40 mph,"LINESTRING (-78.7538976 42.8358853, -78.7538982 42.8359035, -78.7539062 42.8361328)",5,
12810932,motorway_link,True,False,306.63900000000007,,,,"LINESTRING (-78.7589055 42.8433395, -78.7584312 42.8432707, -78.7580418 42.8432013, -78.7576722 42.8430864, -78.7572948 42.8429265, -78.7566611 42.8425707, -78.7562612 42.8423669, -78.7559217 42.8422137, -78.7556164 42.8420799)",1,
34569433,motorway,True,False,350.767,NY 400,Aurora Expressway,65 mph,"LINESTRING (-78.7589055 42.8433395, -78.7574792 42.8433319, -78.7560022 42.8433038, -78.7546043 42.8432744)",2,
12306664,residential,False,True,71.433,,Norwood Drive,,"LINESTRING (-78.749359 42.836088, -78.749898 42.836093, -78.750235 42.836095)",,
12293958,residential,False,False,219.06900000000002,,Westcliff Drive,,"LINESTRING (-78.75897 42.837553, -78.758962 42.838068, -78.758939 42.839523)",,
12307300,residential,False,False,132.861,,Holland Avenue,,"LINESTRING (-78.75897 42.837553, -78.758077 42.837542, -78.7573407 42.8375382)",,
12293958,residential,False,True,219.06900000000002,,Westcliff Drive,,"LINESTRING (-78.758939 42.839523, -78.758962 42.838068, -78.75897 42.837553)",,
745690512,secondary,False,False,214.03699999999998,NY 16,Center Road,45 mph,"LINESTRING (-78.758939 42.839523, -78.75741 42.839517, -78.756314 42.839508)",,
12297717,residential,False,True,105.013,,Center Point Circle,,"LINESTRING (-78.7562784 42.838564, -78.756291 42.83906, -78.756314 42.839508)",,
12300316,residential,False,False,218.917,,Greymont Avenue,,"LINESTRING (-78.755143 42.837531, -78.7551441 42.83756, -78.755218 42.839499)",,
12307300,residential,False,False,95.914,,Holland Avenue,,"LINESTRING (-78.755143 42.837531, -78.7544673 42.8375195, -78.753967 42.837511)",,
12307300,residential,False,True,165.18200000000002,,Holland Avenue,,"LINESTRING (-78.755143 42.837531, -78.756243 42.837537, -78.7571688 42.8375379)",,
745690512,secondary,False,True,89.368,NY 16,Center Road,45 mph,"LINESTRING (-78.755218 42.839499, -78.756314 42.839508)",,
12300316,residential,False,False,189.133,,Greymont Avenue,,"LINESTRING (-78.755218 42.839499, -78.755255 42.83996, -78.75528 42.840621, -78.7552987 42.8411987)",,
12300316,residential,False,True,218.917,,Greymont Avenue,,"LINESTRING (-78.755218 42.839499, -78.7551441 42.83756, -78.755143 42.837531)",,
745690512,secondary,False,False,93.69,NY 16,Center Road,45 mph,"LINESTRING (-78.755218 42.839499, -78.754944 42.8394966, -78.7546941 42.8394944, -78.754069 42.839489)",,
