osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,tunnel,maxspeed
"[15661713, 15660218]","['Spruce Street', '13th Street']",residential,False,False,230.23899999999998,"LINESTRING (-82.5755288 38.3969462, -82.5765239 38.3972111, -82.5767143 38.3968359, -82.5768068 38.3965405, -82.5768551 38.396242, -82.5768766 38.3960045)",,,,
"[15660218, 15663123]","['Spruce Street', '11th Street']",residential,False,True,138.745,"LINESTRING (-82.5755288 38.3969462, -82.5750137 38.3967969, -82.5752082 38.3959939)",,,,
"[549201142, 15662510]",12th Street,residential,False,False,76.973,"LINESTRING (-82.5755288 38.3969462, -82.5754372 38.3971198, -82.5754186 38.397155, -82.5753845 38.3972194, -82.5753658 38.3972547, -82.5753115 38.3973624, -82.5752053 38.3975902)",2,,,
15662510,12th Street,residential,False,True,109.254,"LINESTRING (-82.5755288 38.3969462, -82.5756709 38.3966509, -82.5757447 38.3964438, -82.5757822 38.3962861, -82.5757957 38.3961474, -82.5757957 38.395995)",,,,
15660559,Sycamore Street,residential,False,False,72.934,"LINESTRING (-82.5780816 38.3973172, -82.57815 38.3973172, -82.5782291 38.3973267, -82.5783149 38.397344, -82.5788763 38.3975097)",,,,
"[761594265, 463504198, 463504199]",14th Street,primary,False,False,195.12499999999997,"LINESTRING (-82.5780816 38.3973172, -82.5780909 38.3978507, -82.5780949 38.3981936, -82.5781077 38.3988486, -82.5781064 38.3989337, -82.5780983 38.3989958, -82.5780848 38.3990708)",2,WV 75,yes,
761594265,14th Street,primary,False,True,123.608,"LINESTRING (-82.5780816 38.3973172, -82.5780679 38.3967782, -82.5780679 38.3964974, -82.5780635 38.3962057)",2,WV 75,,
785695523,Chestnut Street,residential,False,False,103.539,"LINESTRING (-82.578003 38.3992714, -82.5791095 38.3996106)",2,,,25 mph
785695523,Chestnut Street,residential,False,True,105.827,"LINESTRING (-82.578003 38.3992714, -82.5768712 38.3989264)",2,,,25 mph
785890513,14th Street,primary,False,True,23.438,"LINESTRING (-82.578003 38.3992714, -82.5780514 38.3991671, -82.5780848 38.3990708)",3,WV 75,,
"[49322545, 785890514, 785890515]",14th Street,primary,False,False,97.76,"LINESTRING (-82.578003 38.3992714, -82.5778708 38.3995383, -82.5778255 38.3996297, -82.5777251 38.3998326, -82.5775971 38.400091)",3,WV 75,,
"[15660384, 785968090]",Pine Street,residential,False,False,140.306,"LINESTRING (-82.5809575 38.3993528, -82.5795534 38.3989129, -82.5794625 38.3988844)",2,,,
15662105,16th Street,residential,False,False,85.27799999999999,"LINESTRING (-82.5809575 38.3993528, -82.5807805 38.3997073, -82.5806069 38.4000688)",2,,,
"[785890512, 785890510]",15th Street,residential,False,False,86.411,"LINESTRING (-82.5794625 38.3988844, -82.5791455 38.3995366, -82.5791095 38.3996106)",2,,,
"[15660889, 785968089, 785695522]","['14th Street', 'Pine Street']",residential,False,False,159.633,"LINESTRING (-82.5794625 38.3988844, -82.5794169 38.3988709, -82.5785013 38.3986, -82.5784544 38.398589, -82.5784054 38.3985822, -82.5783739 38.3986111, -82.5783464 38.39865, -82.5782244 38.398897, -82.5781667 38.39898, -82.5780848 38.3990708)",2,,,
"[15660384, 785968090]",Pine Street,residential,False,True,140.306,"LINESTRING (-82.5794625 38.3988844, -82.5795534 38.3989129, -82.5809575 38.3993528)",2,,,
