osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,ref
28865909,2,West Broadway Road,unclassified,False,False,12.936,"LINESTRING (-112.3921971 33.4064099, -112.392336 33.4064193)",,
"[529612617, 529612652, 529612630]","['4', '3', '2']",South Estrella Parkway,secondary,True,False,248.416,"LINESTRING (-112.3921971 33.4064099, -112.3921731 33.4080231, -112.3921681 33.4083595, -112.3921658 33.4085152, -112.39216 33.4086437)",,
529612637,2,West Illini Street,residential,False,False,13.804,"LINESTRING (-112.3921644 33.4114902, -112.3923131 33.4114883)",25 mph,
28865909,2,West Broadway Road,unclassified,False,True,12.936,"LINESTRING (-112.392336 33.4064193, -112.3921971 33.4064099)",,
"[406524284, 529612629]","['1', '2']",South Estrella Parkway,secondary,True,False,134.70799999999997,"LINESTRING (-112.392336 33.4064193, -112.3923355 33.4061515, -112.3923302 33.4053673, -112.3922568 33.4052201)",,
152264748,,West Illini Street,residential,False,False,12.421,"LINESTRING (-112.3923131 33.4114883, -112.3924469 33.4114902)",25 mph,
529612637,2,West Illini Street,residential,False,True,13.804,"LINESTRING (-112.3923131 33.4114883, -112.3921644 33.4114902)",25 mph,
"[437468005, 437468015, 437467991, 437467993, 437467994]","['4', '3', '2']",South Estrella Parkway,secondary,True,False,305.39500000000004,"LINESTRING (-112.3923131 33.4114883, -112.3923166 33.411131, -112.3923157 33.4106207, -112.392329 33.4095517, -112.3923311 33.4093985, -112.3923312 33.4093583, -112.3923318 33.4091585, -112.3923315 33.4088496, -112.392331 33.4087419)",,
131549793,3,MC 85,primary,True,False,16.085,"LINESTRING (-112.392159 33.4087595, -112.392331 33.4087419)",45 mph,MC 85;US 80 Hist
"[437468016, 437467988, 529612645]","['3', '2']",South Estrella Parkway,secondary,True,False,303.642,"LINESTRING (-112.392159 33.4087595, -112.3921596 33.4088753, -112.3921594 33.4091769, -112.3921601 33.4095464, -112.3921603 33.4096218, -112.3921633 33.4109961, -112.3921644 33.4114902)",,
406524285,3,South Estrella Parkway,secondary,True,False,12.877,"LINESTRING (-112.39216 33.4086437, -112.392159 33.4087595)",,
406524290,3,South Estrella Parkway,secondary,True,False,13.234,"LINESTRING (-112.392331 33.4087419, -112.392333 33.4086229)",,
"[529625249, 658324534, 131549791]","['1', '2']",MC 85,primary,True,False,133.624,"LINESTRING (-112.392331 33.4087419, -112.3924599 33.408725, -112.3928425 33.4086747, -112.3935794 33.4085849, -112.3936637 33.40856, -112.3937341 33.4085164)",45 mph,MC 85;US 80 Hist
131549795,3,MC 85,primary,True,False,16.224,"LINESTRING (-112.392333 33.4086229, -112.39216 33.4086437)",45 mph,MC 85;US 80 Hist
"[529612619, 529612620]","['3', '2']",South Estrella Parkway,secondary,True,False,245.03,"LINESTRING (-112.392333 33.4086229, -112.3923343 33.4084882, -112.3923383 33.4070598, -112.392336 33.4064193)",,
152264748,,West Illini Street,residential,False,True,84.144,"LINESTRING (-112.3952434 33.411244, -112.395045 33.4113112, -112.3947956 33.4113177, -112.3943529 33.4113291)",25 mph,
152264748,,West Illini Street,residential,False,False,84.14399999999999,"LINESTRING (-112.3943529 33.4113291, -112.3947956 33.4113177, -112.395045 33.4113112, -112.3952434 33.411244)",25 mph,
152264748,,West Illini Street,residential,False,True,178.552,"LINESTRING (-112.3943529 33.4113291, -112.3939782 33.4113387, -112.3936207 33.4114025, -112.3932755 33.4114641, -112.3932047 33.4114721, -112.3930494 33.4114858, -112.3928809 33.4114896, -112.3927314 33.4114913, -112.3924469 33.4114902)",25 mph,
"[529612640, 529612634, 356411939]","['1', '3', '2']",South Estrella Parkway,secondary,True,False,133.523,"LINESTRING (-112.3922568 33.4052201, -112.3921881 33.4053648, -112.3921873 33.4054155, -112.3921943 33.4058644, -112.3921971 33.4064099)",,
152264748,,West Illini Street,residential,False,True,12.421,"LINESTRING (-112.3924469 33.4114902, -112.3923131 33.4114883)",25 mph,
152264748,,West Illini Street,residential,False,False,178.552,"LINESTRING (-112.3924469 33.4114902, -112.3927314 33.4114913, -112.3928809 33.4114896, -112.3930494 33.4114858, -112.3932047 33.4114721, -112.3932755 33.4114641, -112.3936207 33.4114025, -112.3939782 33.4113387, -112.3943529 33.4113291)",25 mph,
"[529625305, 646547357, 529625302]","['1', '3', '4']",MC 85,primary,True,False,131.579,"LINESTRING (-112.3937341 33.4085164, -112.3936541 33.4084926, -112.3935826 33.4084854, -112.3930062 33.4085398, -112.3926895 33.4085806, -112.3924646 33.4086072, -112.392333 33.4086229)",45 mph,MC 85;US 80 Hist
