osmid,oneway,highway,maxspeed,reversed,length,lanes,name,geometry
528394549,True,motorway_link,65 mph,False,18.119,,,"LINESTRING (-117.5658541 33.8795056, -117.5656609 33.8794769)"
"[474674704, 440816393, 474674703]",True,primary,35 mph,False,113.96600000000001,"['3', '5']",South Main Street,"LINESTRING (-117.5658541 33.8795056, -117.5659021 33.879154, -117.5659412 33.8788094, -117.565966 33.8786113, -117.565921 33.8784912)"
317594616,True,motorway_link,65 mph,False,165.652,3,,"LINESTRING (-117.5656609 33.8794769, -117.5654679 33.8794514, -117.5645139 33.8793451, -117.5638854 33.879262)"
317594614,False,residential,,False,116.727,2,South Howard Street,"LINESTRING (-117.5622056 33.8781001, -117.562217 33.8780236, -117.5622824 33.8775794, -117.5623508 33.8771326, -117.5623637 33.8770586)"
317594614,False,residential,,True,71.137,2,South Howard Street,"LINESTRING (-117.5622056 33.8781001, -117.5621937 33.8781766, -117.5621264 33.8785932, -117.5620349 33.8787135)"
347770375,False,tertiary,30 mph,False,117.088,2,East 3rd Street,"LINESTRING (-117.5622056 33.8781001, -117.5622939 33.8781084, -117.5628151 33.8781672, -117.5633544 33.8782237, -117.5634634 33.8782353)"
172360676,False,residential,,False,117.08,2,West 4th Street,"LINESTRING (-117.5623637 33.8770586, -117.5624521 33.8770724, -117.5629829 33.8771286, -117.5635231 33.8771832, -117.5636211 33.8771948)"
172360676,False,residential,,True,115.51400000000001,2,West 4th Street,"LINESTRING (-117.5623637 33.8770586, -117.5622805 33.8770397, -117.5617393 33.8769849, -117.5612085 33.8769373, -117.5611231 33.8769296)"
317594614,False,residential,,False,113.22600000000001,2,South Howard Street,"LINESTRING (-117.5623637 33.8770586, -117.5623743 33.8769807, -117.5624415 33.8765566, -117.5625091 33.8761043, -117.5625167 33.8760483)"
317594614,False,residential,,True,116.727,2,South Howard Street,"LINESTRING (-117.5623637 33.8770586, -117.5623508 33.8771326, -117.5622824 33.8775794, -117.562217 33.8780236, -117.5622056 33.8781001)"
7156524,False,residential,,False,114.328,2,East 5th Street,"LINESTRING (-117.5625167 33.8760483, -117.5619024 33.8759832, -117.5612882 33.8759186)"
7156524,False,residential,,True,117.21000000000001,2,East 5th Street,"LINESTRING (-117.5625167 33.8760483, -117.563143 33.8761152, -117.5637762 33.8761811)"
317594614,False,residential,,False,119.90299999999999,2,South Howard Street,"LINESTRING (-117.5625167 33.8760483, -117.5626023 33.8754892, -117.5626061 33.8754642, -117.5626203 33.8753719, -117.5626805 33.8749786)"
317594614,False,residential,,True,113.226,2,South Howard Street,"LINESTRING (-117.5625167 33.8760483, -117.5625091 33.8761043, -117.5624415 33.8765566, -117.5623743 33.8769807, -117.5623637 33.8770586)"
317594614,False,residential,,False,115.83200000000001,2,South Howard Street,"LINESTRING (-117.5626805 33.8749786, -117.562751 33.8745182, -117.5627599 33.8744599, -117.5628386 33.8739452)"
317594614,False,residential,,True,119.90299999999999,2,South Howard Street,"LINESTRING (-117.5626805 33.8749786, -117.5626203 33.8753719, -117.5626061 33.8754642, -117.5626023 33.8754892, -117.5625167 33.8760483)"
"[474678397, 474678398, 474678399]",False,primary,35 mph,True,114.22999999999999,"['4', '5']",East 6th Street,"LINESTRING (-117.5626805 33.8749786, -117.562411 33.8749529, -117.5622117 33.8749342, -117.5620639 33.8749197, -117.5618378 33.874897, -117.5617077 33.8748857, -117.5614513 33.8748612)"
"[474678400, 474678401, 474678402]",False,primary,35 mph,False,117.22300000000001,"['4', '5']",East 6th Street,"LINESTRING (-117.5626805 33.8749786, -117.5629428 33.8750087, -117.5632329 33.875037, -117.5635891 33.8750832, -117.5639382 33.8751228)"
7273967,False,residential,,False,114.33000000000001,2,East 7th Street,"LINESTRING (-117.5628386 33.8739452, -117.56223 33.873881, -117.5620853 33.8738657, -117.5616101 33.8738156)"
7273967,False,residential,,True,117.214,2,East 7th Street,"LINESTRING (-117.5628386 33.8739452, -117.5633174 33.8739957, -117.5634585 33.8740106, -117.5640981 33.8740781)"
317594614,False,residential,,False,114.197,2,South Howard Street,"LINESTRING (-117.5628386 33.8739452, -117.5629171 33.8734326, -117.5629946 33.8729264)"
317594614,False,residential,,True,115.832,2,South Howard Street,"LINESTRING (-117.5628386 33.8739452, -117.5627599 33.8744599, -117.562751 33.8745182, -117.5626805 33.8749786)"
7199121,False,residential,25 mph,False,114.34100000000001,2,East 8th Street,"LINESTRING (-117.5629946 33.8729264, -117.5623887 33.8728624, -117.561766 33.8727967)"
7199121,False,residential,25 mph,True,117.21600000000001,2,East 8th Street,"LINESTRING (-117.5629946 33.8729264, -117.563609 33.8729912, -117.5642541 33.8730593)"
317594614,False,residential,,False,115.184,2,South Howard Street,"LINESTRING (-117.5629946 33.8729264, -117.5630734 33.8724116, -117.5631519 33.8718988)"
317594614,False,residential,,True,114.197,2,South Howard Street,"LINESTRING (-117.5629946 33.8729264, -117.5629171 33.8734326, -117.5628386 33.8739452)"
7125234,False,residential,,False,114.341,2,East 9th Street,"LINESTRING (-117.5631519 33.8718988, -117.5625404 33.8718343, -117.5619233 33.8717692)"
7125234,False,residential,,True,117.217,2,East 9th Street,"LINESTRING (-117.5631519 33.8718988, -117.563773 33.8719643, -117.5644114 33.8720317)"
317594614,False,residential,,False,116.11200000000001,2,South Howard Street,"LINESTRING (-117.5631519 33.8718988, -117.5631731 33.8717601, -117.5632306 33.8713846, -117.563289 33.871003, -117.5633104 33.8708629)"
317594614,False,residential,,True,115.184,2,South Howard Street,"LINESTRING (-117.5631519 33.8718988, -117.5630734 33.8724116, -117.5629946 33.8729264)"
7217616,False,residential,,True,117.218,2,East 10th Street,"LINESTRING (-117.5633104 33.8708629, -117.5639243 33.8709277, -117.5645699 33.8709958)"
317594614,False,residential,,True,116.112,2,South Howard Street,"LINESTRING (-117.5633104 33.8708629, -117.563289 33.871003, -117.5632306 33.8713846, -117.5631731 33.8717601, -117.5631519 33.8718988)"
109885635,False,residential,,False,112.506,,South Washburn Avenue,"LINESTRING (-117.5677422 33.8744542, -117.5678192 33.873958, -117.5678372 33.8738421, -117.5678979 33.8734507)"
1249183904,False,residential,,False,93.792,2,Stan Reynolds Parkway,"LINESTRING (-117.5677422 33.8744542, -117.5684521 33.874538, -117.5685331 33.8745476, -117.568748 33.874573)"
"[1249183904, 7076047]",False,residential,,True,74.129,"['3', '2']",Stan Reynolds Parkway,"LINESTRING (-117.5677422 33.8744542, -117.5673839 33.8744194, -117.5672918 33.8744104, -117.5672672 33.874408, -117.5671642 33.8744184, -117.5671153 33.8744233, -117.5670871 33.8744437, -117.5669858 33.8745169)"
7199121,False,residential,25 mph,False,110.712,2,East 8th Street,"LINESTRING (-117.566712 33.8733187, -117.5665478 33.8733014, -117.5661565 33.87326, -117.5659587 33.8732391, -117.5655224 33.8731931)"
"[474674681, 474674682, 474674683]",False,primary,40 mph,False,115.18100000000001,"['4', '5']",South Main Street,"LINESTRING (-117.566712 33.8733187, -117.5667278 33.8732179, -117.5667483 33.8730886, -117.5668345 33.8725297, -117.566871 33.8722913)"
"[474674698, 474674685]",True,primary,35 mph,False,153.55900000000003,"['4', '2']",South Main Street,"LINESTRING (-117.566712 33.8733187, -117.5666298 33.8734074, -117.5665743 33.8737251, -117.5665585 33.8738129, -117.566553 33.8738578, -117.5665423 33.8739926, -117.5665862 33.8741473, -117.5666129 33.874241, -117.5666549 33.874327, -117.5666577 33.8743325, -117.566695 33.8744069, -117.5667645 33.8744879, -117.566782 33.874505, -117.5668776 33.8745984)"
570742371,False,residential,,False,110.463,2,West 8th Street,"LINESTRING (-117.566712 33.8733187, -117.5668743 33.8733368, -117.567457 33.8734016, -117.5675755 33.8734148, -117.5678979 33.8734507)"
109885635,False,residential,,True,112.506,,South Washburn Avenue,"LINESTRING (-117.5678979 33.8734507, -117.5678372 33.8738421, -117.5678192 33.873958, -117.5677422 33.8744542)"
