osmid,highway,access,oneway,reversed,length,geometry
70223065,unclassified,destination,False,True,342.238,"LINESTRING (38.1105393 55.8748052, 38.1118559 55.8760165, 38.1124411 55.8765832, 38.1129993 55.8771301, 38.1130389 55.877167, 38.1133487 55.8774486)"
48227597,unclassified,destination,False,False,259.974,"LINESTRING (38.1133487 55.8774486, 38.1146367 55.8787453, 38.1148668 55.8788587, 38.1159711 55.8791435)"
70223065,unclassified,destination,False,False,342.238,"LINESTRING (38.1133487 55.8774486, 38.1130389 55.877167, 38.1129993 55.8771301, 38.1124411 55.8765832, 38.1118559 55.8760165, 38.1105393 55.8748052)"
35004344,unclassified,destination,False,False,391.724,"LINESTRING (38.1159711 55.8791435, 38.1176707 55.8807321, 38.1177707 55.8807776, 38.1179465 55.8808047, 38.1194944 55.8805871, 38.1197977 55.8805871, 38.1205491 55.8806745)"
48227597,unclassified,destination,False,False,451.403,"LINESTRING (38.1159711 55.8791435, 38.116432 55.8792007, 38.1166383 55.8791858, 38.1203399 55.8779572, 38.1209637 55.8786506, 38.1210417 55.8788079, 38.1211309 55.8791295)"
48227597,unclassified,destination,False,True,259.974,"LINESTRING (38.1159711 55.8791435, 38.1148668 55.8788587, 38.1146367 55.8787453, 38.1133487 55.8774486)"
35004344,unclassified,destination,False,True,391.72400000000005,"LINESTRING (38.1205491 55.8806745, 38.1197977 55.8805871, 38.1194944 55.8805871, 38.1179465 55.8808047, 38.1177707 55.8807776, 38.1176707 55.8807321, 38.1159711 55.8791435)"
48227597,unclassified,destination,False,True,191.011,"LINESTRING (38.1205491 55.8806745, 38.1212312 55.8802518, 38.1212995 55.8801903, 38.1213482 55.8801151, 38.1213556 55.8800125, 38.1213482 55.8799127, 38.1211309 55.8791295)"
48227597,unclassified,destination,False,False,191.011,"LINESTRING (38.1211309 55.8791295, 38.1213482 55.8799127, 38.1213556 55.8800125, 38.1213482 55.8801151, 38.1212995 55.8801903, 38.1212312 55.8802518, 38.1205491 55.8806745)"
48227597,unclassified,destination,False,True,451.40299999999996,"LINESTRING (38.1211309 55.8791295, 38.1210417 55.8788079, 38.1209637 55.8786506, 38.1203399 55.8779572, 38.1166383 55.8791858, 38.116432 55.8792007, 38.1159711 55.8791435)"
