osmid,lanes,name,highway,oneway,reversed,length,ref,geometry,bridge
435388641,5,Cal Sag Road,secondary,False,False,43.479,,"LINESTRING (-87.7528516 41.6614418, -87.7524262 41.661214)",
776418785,5,West Calumet Sag Road,primary,False,False,15.187,IL 83,"LINESTRING (-87.7528516 41.6614418, -87.7529897 41.6615313)",
435388625,2,127th Street,primary,True,False,49.782,IL 83,"LINESTRING (-87.7528516 41.6614418, -87.7526048 41.6614461, -87.7522525 41.6614523)",
24090882,,South Alpine Drive,residential,False,True,306.535,,"LINESTRING (-87.7563997 41.6614237, -87.7564173 41.6618897, -87.756427 41.6621412, -87.756438 41.6624288, -87.756439 41.6624538, -87.7564436 41.6625736, -87.756491 41.6626673, -87.7565903 41.6627239, -87.7570784 41.6630019, -87.7573062 41.6631317, -87.7577087 41.663361, -87.7577576 41.6633889, -87.7578898 41.663429, -87.7581703 41.6634238)",
"[776419128, 435388668]",3,West 127th Street,secondary,False,False,141.135,,"LINESTRING (-87.7563997 41.6614237, -87.7568811 41.661408, -87.7571101 41.6614005, -87.7572617 41.6613956, -87.7573219 41.6613946, -87.757346 41.6613942, -87.7580976 41.6613815)",
"[776419128, 776419129, 776418793]",,West 127th Street,secondary,False,True,53.242,,"LINESTRING (-87.7563997 41.6614237, -87.7563276 41.6614261, -87.7559626 41.661438, -87.7557888 41.6614424, -87.7557593 41.6614426)",
24074054,,South Central Avenue,tertiary,False,False,221.49599999999998,,"LINESTRING (-87.7580976 41.6613815, -87.75809 41.6611685, -87.7580787 41.6608517, -87.7580778 41.6608266, -87.7580715 41.6606496, -87.7580656 41.6604834, -87.7580638 41.6604341, -87.7580596 41.6603148, -87.7580565 41.6602262, -87.7580779 41.66011, -87.7580668 41.6598927, -87.7580621 41.659727, -87.7580442 41.6593915)",
24074054,,South Central Avenue,tertiary,False,True,227.174,,"LINESTRING (-87.7580976 41.6613815, -87.7581208 41.662033, -87.7581422 41.6626331, -87.7581467 41.6627595, -87.7581703 41.6634238)",
"[776419128, 435388668]",3,West 127th Street,secondary,False,True,141.135,,"LINESTRING (-87.7580976 41.6613815, -87.757346 41.6613942, -87.7573219 41.6613946, -87.7572617 41.6613956, -87.7571101 41.6614005, -87.7568811 41.661408, -87.7563997 41.6614237)",
24074054,,South Central Avenue,tertiary,False,False,121.37,,"LINESTRING (-87.7582024 41.664515, -87.7581996 41.6642491, -87.7581703 41.6634238)",
