osmid,name,highway,oneway,reversed,length,lanes,geometry,ref,maxspeed
7199330,Baldwin Street,residential,False,False,100.319,,"LINESTRING (-117.408057 34.579249, -117.408089 34.5801508)",,
693591849,Bartlett Avenue,tertiary,False,True,132.944,4,"LINESTRING (-117.408057 34.579249, -117.409509 34.5792334)",,
693591849,Bartlett Avenue,tertiary,False,False,135.85899999999998,4,"LINESTRING (-117.408057 34.579249, -117.407777 34.5792489, -117.4065731 34.5792597)",,
7199330,Baldwin Street,residential,False,False,99.45,,"LINESTRING (-117.408089 34.5801508, -117.408116 34.5810449)",,
7199330,Baldwin Street,residential,False,True,100.319,,"LINESTRING (-117.408089 34.5801508, -117.408057 34.579249)",,
7218609,Hardy Avenue,residential,False,False,129.042,,"LINESTRING (-117.408089 34.5801508, -117.4094984 34.5801359)",,
7218609,Hardy Avenue,residential,False,True,137.329,,"LINESTRING (-117.408089 34.5801508, -117.406589 34.5801596)",,
7199330,Baldwin Street,residential,False,True,99.45,,"LINESTRING (-117.408116 34.5810449, -117.408089 34.5801508)",,
832116344,Brockman Avenue,residential,False,False,136.705,,"LINESTRING (-117.408116 34.5810449, -117.4066229 34.5810611)",,
832116344,Brockman Avenue,residential,False,True,130.561,,"LINESTRING (-117.408116 34.5810449, -117.4095421 34.581051)",,
7209975,Lee Avenue,residential,False,False,403.84999999999997,,"LINESTRING (-117.4051351 34.582895, -117.4083595 34.5828564, -117.409546 34.5828422)",,
832116341,Pearmain Street,residential,False,False,200.87900000000002,,"LINESTRING (-117.4051351 34.582895, -117.4051343 34.5819917, -117.4051149 34.5810886)",,
832116341,Pearmain Street,residential,False,True,202.837,,"LINESTRING (-117.4051351 34.582895, -117.4051316 34.5837846, -117.4051424 34.5847191)",,
693591848,Jonathan Street,tertiary,False,False,199.173,,"LINESTRING (-117.409546 34.5828422, -117.4095421 34.581051)",,
7209975,Lee Avenue,residential,False,True,403.84999999999997,,"LINESTRING (-117.409546 34.5828422, -117.4083595 34.5828564, -117.4051351 34.582895)",,
693591848,Jonathan Street,tertiary,False,True,202.061,,"LINESTRING (-117.409546 34.5828422, -117.4095548 34.5836025, -117.409567 34.5846593)",,
832116345,Lee Avenue,residential,False,False,309.615,,"LINESTRING (-117.409546 34.5828422, -117.410738 34.5828391, -117.4113014 34.5828377, -117.4124973 34.5828346, -117.4128144 34.5828338, -117.412928 34.5828335)",,
832116345,Lee Avenue,residential,False,True,309.615,,"LINESTRING (-117.412928 34.5828335, -117.4128144 34.5828338, -117.4124973 34.5828346, -117.4113014 34.5828377, -117.410738 34.5828391, -117.409546 34.5828422)",,
186120666,Bartlett Avenue,tertiary,False,True,174.902,4,"LINESTRING (-117.412077 34.5792104, -117.4123032 34.5792129, -117.4129783 34.5792067, -117.4130628 34.5792062, -117.4131538 34.5792054, -117.4135583 34.5792019, -117.4139873 34.5791981)",,
"[119075002, 1058243748, 489437918]",Blue Star Memorial Highway,trunk,False,False,832.5120000000001,5,"LINESTRING (-117.412077 34.5792104, -117.412136 34.5793943, -117.4123039 34.5799167, -117.4124507 34.5802663, -117.41257 34.5806192, -117.4127367 34.5810898, -117.4142971 34.5857309, -117.414481 34.5862812, -117.41453 34.586419)",US 395,50 mph
1224625292,Bartlett Avenue,tertiary,False,False,128.455,4,"LINESTRING (-117.412077 34.5792104, -117.4118016 34.5792129, -117.4115727 34.5792152, -117.411517 34.5792154, -117.41114 34.5792188, -117.410674 34.579223)",,
832116341,Pearmain Street,residential,False,True,102.322,,"LINESTRING (-117.4051149 34.5801684, -117.4051149 34.5810886)",,
7218609,Hardy Avenue,residential,False,False,134.958,,"LINESTRING (-117.4051149 34.5801684, -117.4064084 34.5801607, -117.406589 34.5801596)",,
832116341,Pearmain Street,residential,False,False,100.38900000000001,,"LINESTRING (-117.4051149 34.5801684, -117.405112 34.5792728, -117.4051125 34.5792656)",,
7218609,Hardy Avenue,residential,False,False,137.329,,"LINESTRING (-117.406589 34.5801596, -117.408089 34.5801508)",,
7416620,Greening Street,residential,False,False,100.29,,"LINESTRING (-117.406589 34.5801596, -117.4066229 34.5810611)",,
7218609,Hardy Avenue,residential,False,True,134.958,,"LINESTRING (-117.406589 34.5801596, -117.4064084 34.5801607, -117.4051149 34.5801684)",,
7416620,Greening Street,residential,False,True,100.075,,"LINESTRING (-117.406589 34.5801596, -117.4065799 34.5796415, -117.4065731 34.5792597)",,
7218609,Hardy Avenue,residential,False,True,129.042,,"LINESTRING (-117.4094984 34.5801359, -117.408089 34.5801508)",,
693591848,Jonathan Street,tertiary,False,False,100.505,,"LINESTRING (-117.4094984 34.5801359, -117.4094935 34.5796457, -117.4095164 34.5795065, -117.409509 34.5792334)",,
693591848,Jonathan Street,tertiary,False,True,101.833,,"LINESTRING (-117.4094984 34.5801359, -117.4095132 34.5804511, -117.4095178 34.5805484, -117.4095421 34.581051)",,
7259052,White Avenue,residential,False,False,91.427,,"LINESTRING (-117.4128358 34.5846259, -117.4118371 34.5846238)",,
7259052,White Avenue,residential,False,True,91.427,,"LINESTRING (-117.4118371 34.5846238, -117.4128358 34.5846259)",,
7259052,White Avenue,residential,False,False,207.856,,"LINESTRING (-117.4118371 34.5846238, -117.4104438 34.5846456, -117.409567 34.5846593)",,
7305440,Montezuma Street,residential,False,False,202.88400000000001,,"LINESTRING (-117.4118371 34.5846238, -117.4118478 34.5852632, -117.4118517 34.5854959, -117.4118549 34.5856853, -117.4118625 34.5861368, -117.4118678 34.5864482)",,
7305440,Montezuma Street,residential,False,True,95.60300000000001,,"LINESTRING (-117.4118371 34.5846238, -117.4118328 34.5843699, -117.4118255 34.5839333, -117.4118238 34.5838336, -117.4118226 34.5837641)",,
7259052,White Avenue,residential,False,True,207.856,,"LINESTRING (-117.409567 34.5846593, -117.4104438 34.5846456, -117.4118371 34.5846238)",,
693591848,Jonathan Street,tertiary,False,False,202.061,,"LINESTRING (-117.409567 34.5846593, -117.4095548 34.5836025, -117.409546 34.5828422)",,
693591848,Jonathan Street,tertiary,False,True,201.81599999999997,,"LINESTRING (-117.409567 34.5846593, -117.4095564 34.5849943, -117.4095421 34.5854492, -117.4095382 34.5855655, -117.4095325 34.5857534, -117.4095579 34.5864736)",,
832116351,White Avenue,residential,False,False,405.115,,"LINESTRING (-117.409567 34.5846593, -117.4089875 34.5846749, -117.4076986 34.5846902, -117.4074686 34.5846923, -117.407264 34.5846947, -117.4070267 34.5846974, -117.4051424 34.5847191)",,
832116341,Pearmain Street,residential,False,False,202.837,,"LINESTRING (-117.4051424 34.5847191, -117.4051316 34.5837846, -117.4051351 34.582895)",,
832116341,Pearmain Street,residential,False,True,201.457,,"LINESTRING (-117.4051424 34.5847191, -117.4051428 34.5856326, -117.4051534 34.5865308)",,
832116351,White Avenue,residential,False,True,405.11499999999995,,"LINESTRING (-117.4051424 34.5847191, -117.4070267 34.5846974, -117.407264 34.5846947, -117.4074686 34.5846923, -117.4076986 34.5846902, -117.4089875 34.5846749, -117.409567 34.5846593)",,
832116332,Delicious Street,residential,False,True,199.193,,"LINESTRING (-117.4140259 34.5809892, -117.4140053 34.5800585, -117.4139877 34.5792313, -117.4139873 34.5791981)",,
