osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,bridge
7916658,North Street,residential,25 mph,False,True,111.17,"LINESTRING (-120.650591 40.418048, -120.64934 40.417744)",,,
7916163,Spruce Street,residential,,False,False,110.14,"LINESTRING (-120.650591 40.418048, -120.650393 40.418519, -120.650197 40.418992)",,,
7916658,North Street,residential,25 mph,False,False,108.486,"LINESTRING (-120.650591 40.418048, -120.651257 40.418201, -120.651811 40.418346)",,,
7918298,3rd Street,residential,,False,False,107.086,"LINESTRING (-120.650197 40.418992, -120.651402 40.419285)",,,
7918298,3rd Street,residential,,False,True,112.235,"LINESTRING (-120.650197 40.418992, -120.648937 40.418678)",,,
7916163,Spruce Street,residential,,False,False,108.291,"LINESTRING (-120.650197 40.418992, -120.650001 40.419455, -120.649809 40.41992)",,,
7916163,Spruce Street,residential,,False,True,110.14,"LINESTRING (-120.650197 40.418992, -120.650393 40.418519, -120.650591 40.418048)",,,
7916163,Spruce Street,residential,,False,True,108.291,"LINESTRING (-120.649809 40.41992, -120.650001 40.419455, -120.650197 40.418992)",,,
7917160,4th Street,residential,,False,False,107.924,"LINESTRING (-120.649809 40.41992, -120.650502 40.420089, -120.651021 40.420221)",,,
7917160,4th Street,residential,,False,True,111.083,"LINESTRING (-120.649809 40.41992, -120.649164 40.419762, -120.648557 40.419621)",,,
7916588,Hall Street,residential,,False,False,97.563,"LINESTRING (-120.6474655 40.4151243, -120.647127 40.415963)",,,
7919235,Main Street,trunk,30 mph,False,False,132.453,"LINESTRING (-120.6474655 40.4151243, -120.6489549 40.415489)",4,CA 36,
7916588,Hall Street,residential,,False,True,97.563,"LINESTRING (-120.647127 40.415963, -120.6474655 40.4151243)",,,
7919061,1st Street,residential,25 mph,False,False,133.472,"LINESTRING (-120.647127 40.415963, -120.6485393 40.4163073, -120.6486285 40.416329)",,,
"[7916617, 757401342, 757401343]",Alexander Avenue,tertiary,25 mph,False,False,222.12199999999999,"LINESTRING (-120.652563 40.41277, -120.652255 40.413102, -120.6520751 40.4133163, -120.651999 40.413407, -120.651918 40.413504, -120.651841 40.413634, -120.6518232 40.413674, -120.651734 40.413874, -120.651592 40.414215, -120.651455 40.41456)",,,yes
757401345,Riverside Drive,tertiary,25 mph,False,False,119.811,"LINESTRING (-120.652563 40.41277, -120.653053 40.413028, -120.653398 40.413201, -120.653554 40.413271, -120.653765 40.413331)",2,,
757401345,Riverside Drive,tertiary,25 mph,False,True,110.338,"LINESTRING (-120.652563 40.41277, -120.652287 40.412621, -120.652043 40.412473, -120.651916 40.412372, -120.651816 40.412274, -120.651646 40.41208)",2,,
7919619,Cornell Street,residential,,False,False,99.503,"LINESTRING (-120.651455 40.41456, -120.652578 40.414824)",,,
