osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,width,ref,access,junction
"[631422460, 359398581]",False,"['3', '2']",Colorado Avenue,unclassified,False,146.317,"LINESTRING (-108.5627457 39.0663377, -108.5626236 39.0663363, -108.5621149 39.0663343, -108.5618836 39.0663373, -108.5616999 39.0663274, -108.5615731 39.0663089, -108.5614875 39.0663099, -108.5614102 39.0663237, -108.561382 39.0663232, -108.5612142 39.0663249, -108.5611816 39.0663252, -108.5610557 39.0663265)",,,,,
359398581,False,2,Colorado Avenue,unclassified,True,146.37300000000002,"LINESTRING (-108.5627457 39.0663377, -108.5628691 39.0663391, -108.5632666 39.0663383, -108.5634424 39.0663383, -108.5635503 39.0663282, -108.5636882 39.0663125, -108.5638052 39.066312, -108.5639843 39.0663125, -108.5642856 39.0663216, -108.5643191 39.0663228, -108.5644385 39.0663266)",,,,,
"[1133247914, 1133247915]",False,2,South 6th Street,"['tertiary', 'unclassified']",False,108.071,"LINESTRING (-108.5627457 39.0663377, -108.5627464 39.0662277, -108.5627465 39.0662165, -108.5627466 39.0662023, -108.562743 39.0658434, -108.562744 39.0654726, -108.562744 39.0654622, -108.5627442 39.0653658)",,32',,,
"[1133247915, 16996771]",False,2,South 6th Street,"['tertiary', 'unclassified']",True,113.63099999999999,"LINESTRING (-108.5627457 39.0663377, -108.5627452 39.0664189, -108.562745 39.0664368, -108.562745 39.0664456, -108.5627445 39.0665113, -108.5627447 39.0666917, -108.5627453 39.0668041, -108.562745 39.0671924, -108.5627453 39.0672632, -108.5627453 39.0673596)",,"[""32'"", ""21'""]",,,
"[533392552, 533392551]",True,"['4', '3']",Ute Avenue,primary,False,148.62699999999998,"LINESTRING (-108.5627442 39.0653658, -108.5628764 39.0653649, -108.563718 39.0653675, -108.5643046 39.0653693, -108.5643314 39.0653694, -108.5644657 39.0653698)",35 mph,,I 70 Bus,,
"[1133247914, 1133247915]",False,2,South 6th Street,"['unclassified', 'tertiary']",True,108.071,"LINESTRING (-108.5627442 39.0653658, -108.562744 39.0654622, -108.562744 39.0654726, -108.562743 39.0658434, -108.5627466 39.0662023, -108.5627465 39.0662165, -108.5627464 39.0662277, -108.5627457 39.0663377)",,32',,,
480679036,True,3,Pitkin Avenue,primary,False,148.91400000000002,"LINESTRING (-108.5627444 39.06439, -108.5626297 39.0643897, -108.562029 39.0643883, -108.5612149 39.0643865, -108.561181 39.0643864, -108.5610196 39.064386)",35 mph,,I 70 Bus,,
"[231154720, 1135257927]",False,2,South 6th Street,unclassified,False,106.191,"LINESTRING (-108.5627444 39.06439, -108.5627445 39.0643211, -108.5627446 39.0643044, -108.5627454 39.0639059, -108.5627461 39.0635441, -108.5627462 39.0635233, -108.5627463 39.063435)",,32',,,
17000089,False,2,White Avenue,unclassified,False,147.20200000000003,"LINESTRING (-108.5695268 39.0692725, -108.5690665 39.0692721, -108.5689002 39.069272, -108.5686401 39.0692718, -108.5680607 39.0692713, -108.5679849 39.0692713, -108.5679596 39.0692712, -108.5678217 39.0692711)",,,,,
117882079,False,2,North 2nd Street,residential,False,118.056,"LINESTRING (-108.5695268 39.0692725, -108.5695268 39.0693342, -108.5695268 39.069373, -108.5695269 39.069755, -108.569527 39.0701972, -108.569527 39.0702103, -108.569527 39.0703342)",25 mph,32',,,
117882079,False,2,North 2nd Street,residential,False,117.066,"LINESTRING (-108.569527 39.0703342, -108.569527 39.070459, -108.569527 39.0704728, -108.5695271 39.0707829, -108.5695271 39.0708004, -108.5695271 39.0710255, -108.5695271 39.0710589, -108.5695272 39.071279, -108.5695272 39.0712932, -108.5695272 39.071387)",25 mph,32',,,
117882079,False,2,North 2nd Street,residential,True,118.056,"LINESTRING (-108.569527 39.0703342, -108.569527 39.0702103, -108.569527 39.0701972, -108.5695269 39.069755, -108.5695268 39.069373, -108.5695268 39.0693342, -108.5695268 39.0692725)",25 mph,32',,,
"[631424947, 230624357, 631424950]",False,5,Grand Avenue,secondary,False,147.21699999999998,"LINESTRING (-108.569527 39.0703342, -108.5694047 39.0703344, -108.568911 39.0703351, -108.5686693 39.0703354, -108.5683439 39.0703359, -108.56796 39.0703364, -108.5678217 39.0703366)",30 mph,,,,
16999226,False,2,Main Street,tertiary,True,144.852,"LINESTRING (-108.5661363 39.0673658, -108.566259 39.0673663, -108.5663066 39.0673665, -108.5665587 39.0673623, -108.5666665 39.0673593, -108.5667772 39.0673534, -108.5669952 39.0673176, -108.5671408 39.0672951, -108.5673116 39.067281, -108.5674912 39.0672798, -108.5676792 39.0672788, -108.5677135 39.0672788, -108.5678051 39.0672787)",,,,,
231158426,False,2,Main Street,tertiary,False,147.37599999999998,"LINESTRING (-108.5661363 39.0673658, -108.5660156 39.0673653, -108.5659803 39.0673651, -108.5658577 39.0673652, -108.5656973 39.0673643, -108.5655213 39.0673529, -108.5653861 39.0673335, -108.5652935 39.0673152, -108.5651856 39.0672945, -108.5650947 39.0672818, -108.5649881 39.0672786, -108.5646008 39.0672744, -108.5645635 39.0672745, -108.5644399 39.0672736)",,,,,
"[17002577, 1133571449, 1133571448]",True,2,South 4th Street,secondary,False,113.82,"LINESTRING (-108.5661363 39.0673658, -108.5661359 39.0671944, -108.5661359 39.0671818, -108.5661386 39.0668, -108.5661381 39.0666782, -108.5661373 39.0665114, -108.566137 39.0664393, -108.5661369 39.0664225, -108.5661366 39.0663422)",30 mph,"[""34'"", ""24'""]",,,
16997028,True,2,North 4th Street,secondary,False,104.702,"LINESTRING (-108.5661375 39.0683074, -108.5661375 39.0682114, -108.5661369 39.0678267, -108.5661365 39.067472, -108.5661364 39.0674384, -108.5661363 39.0673658)",30 mph,24',,,
"[489667172, 631425085, 631425084]",False,"['3', '2']",Rood Avenue,tertiary,False,146.45800000000003,"LINESTRING (-108.5661375 39.0683074, -108.5660141 39.068318, -108.5659794 39.0683179, -108.5656441 39.068317, -108.56529 39.068316, -108.5651441 39.0683156, -108.5648716 39.0683149, -108.5646872 39.0683144, -108.5646075 39.0683142, -108.5645487 39.0683142, -108.5644418 39.0683142)",,,,,
"[631425082, 631425083]",False,"['3', '2']",Rood Avenue,tertiary,True,145.833,"LINESTRING (-108.5661375 39.0683074, -108.5662435 39.0682984, -108.5662792 39.0683, -108.5664899 39.0683117, -108.5669664 39.0683165, -108.5671361 39.068317, -108.5673925 39.0683109, -108.5676916 39.0683074, -108.5677123 39.0683073, -108.5678253 39.068307)",,,,,
"[17000089, 1135263275]",False,2,White Avenue,unclassified,False,145.71699999999998,"LINESTRING (-108.5661303 39.0692698, -108.5660189 39.0692697, -108.5659864 39.0692697, -108.56514 39.069269, -108.5650997 39.069269, -108.5650512 39.069269, -108.5646562 39.0692687, -108.5645801 39.0692692, -108.5645539 39.0692694, -108.5644424 39.0692702)",,,,,
17000089,False,2,White Avenue,unclassified,True,146.019,"LINESTRING (-108.5661303 39.0692698, -108.5662653 39.0692699, -108.5662883 39.0692699, -108.5674351 39.0692708, -108.5676898 39.069271, -108.5677111 39.069271, -108.5678217 39.0692711)",,,,,
489667171,True,2,North 4th Street,secondary,False,107.016,"LINESTRING (-108.5661303 39.0692698, -108.5661311 39.0691729, -108.5661339 39.068793, -108.5661367 39.0684185, -108.5661369 39.0683924, -108.5661375 39.0683074)",30 mph,,,,
489667171,True,2,North 4th Street,secondary,False,119.051,"LINESTRING (-108.56614 39.0703397, -108.5661232 39.0702223, -108.5661267 39.0697605, -108.5661294 39.0693928, -108.5661296 39.0693706, -108.5661303 39.0692698)",30 mph,,,,
"[631424955, 555303054]",False,"['5', '6']",Grand Avenue,secondary,True,145.20100000000002,"LINESTRING (-108.56614 39.0703397, -108.5662366 39.0703397, -108.5662615 39.0703396, -108.566683 39.0703388, -108.566753 39.0703387, -108.5669461 39.0703383, -108.5673184 39.0703376, -108.5677334 39.0703321, -108.5678217 39.0703366)",30 mph,,,,
"[631420901, 631420902, 631420903]",False,5,Grand Avenue,secondary,False,146.57899999999998,"LINESTRING (-108.56614 39.0703397, -108.5660574 39.0703398, -108.5660157 39.0703399, -108.5655958 39.0703405, -108.5654511 39.0703404, -108.5649941 39.0703401, -108.5645915 39.0703397, -108.5645576 39.0703397, -108.5644421 39.0703396)",30 mph,,,,
16997041,False,2,South 3rd Street,tertiary,False,107.294,"LINESTRING (-108.5678051 39.0672787, -108.5678053 39.0671989, -108.5678054 39.0671698, -108.5678174 39.0668083, -108.5678263 39.0665381, -108.5678285 39.066454, -108.5678287 39.0664246, -108.5678295 39.066314)",,28',,,
16999226,False,2,Main Street,tertiary,False,144.852,"LINESTRING (-108.5678051 39.0672787, -108.5677135 39.0672788, -108.5676792 39.0672788, -108.5674912 39.0672798, -108.5673116 39.067281, -108.5671408 39.0672951, -108.5669952 39.0673176, -108.5667772 39.0673534, -108.5666665 39.0673593, -108.5665587 39.0673623, -108.5663066 39.0673665, -108.566259 39.0673663, -108.5661363 39.0673658)",,,,,
"[631425080, 631425079]",False,"['3', '2']",North 3rd Street,tertiary,False,114.36,"LINESTRING (-108.5678051 39.0672787, -108.567805 39.0673474, -108.5678043 39.067432, -108.5678125 39.0678248, -108.5678154 39.0679339, -108.5678224 39.0681961, -108.567823 39.0682187, -108.5678253 39.068307)",,,,,
16997041,False,2,South 3rd Street,tertiary,False,104.533,"LINESTRING (-108.5678295 39.066314, -108.56783 39.0662317, -108.5678302 39.0662092, -108.5678336 39.0658504, -108.5678335 39.0654775, -108.5678328 39.0654637, -108.5678284 39.065374)",,28',,,
16997041,False,2,South 3rd Street,tertiary,True,107.29400000000001,"LINESTRING (-108.5678295 39.066314, -108.5678287 39.0664246, -108.5678285 39.066454, -108.5678263 39.0665381, -108.5678174 39.0668083, -108.5678054 39.0671698, -108.5678053 39.0671989, -108.5678051 39.0672787)",,28',,,
231159075,False,2,Colorado Avenue,unclassified,False,146.32700000000003,"LINESTRING (-108.5678295 39.066314, -108.5677052 39.0663135, -108.567334 39.0663138, -108.5672427 39.0663132, -108.5670481 39.0663145, -108.5669717 39.0663185, -108.5669115 39.0663259, -108.5667354 39.0663409, -108.5662995 39.0663422, -108.566261 39.0663422, -108.5661366 39.0663422)",,,,,
231159075,False,2,Colorado Avenue,unclassified,True,96.11,"LINESTRING (-108.5678295 39.066314, -108.567958 39.0663145, -108.5682934 39.0663152, -108.5685482 39.066316, -108.568683 39.0663302, -108.5688011 39.0663409, -108.5689407 39.0663399)",,,,,
16997041,False,2,South 3rd Street,tertiary,True,104.53299999999999,"LINESTRING (-108.5678284 39.065374, -108.5678328 39.0654637, -108.5678335 39.0654775, -108.5678336 39.0658504, -108.5678302 39.0662092, -108.56783 39.0662317, -108.5678295 39.066314)",,28',,,
231159080,False,2,South 3rd Street,unclassified,False,108.02499999999999,"LINESTRING (-108.5678284 39.065374, -108.5678234 39.0652693, -108.5678225 39.0652528, -108.5678207 39.0650613, -108.567821 39.064882, -108.5678237 39.0644986, -108.5678227 39.0644026)",,,,,
"[533392554, 314138388]",True,3,Ute Avenue,trunk,False,147.86700000000002,"LINESTRING (-108.5678284 39.065374, -108.5679592 39.0653742, -108.5687487 39.0653718, -108.5694085 39.0653697, -108.5695411 39.0653693)",30 mph,,I 70 Bus;US 50,,
231159080,False,2,South 3rd Street,unclassified,False,108.03,"LINESTRING (-108.5678227 39.0644026, -108.5678217 39.0643051, -108.5678204 39.0639182, -108.5678191 39.0635309, -108.5678217 39.0634311)",,,,,
231159080,False,2,South 3rd Street,unclassified,True,108.025,"LINESTRING (-108.5678227 39.0644026, -108.5678237 39.0644986, -108.567821 39.064882, -108.5678207 39.0650613, -108.5678225 39.0652528, -108.5678234 39.0652693, -108.5678284 39.065374)",,,,,
489667170,True,3,Pitkin Avenue,trunk,False,145.84900000000002,"LINESTRING (-108.5678227 39.0644026, -108.5677091 39.0644022, -108.5662942 39.064397, -108.566267 39.0643969, -108.5661334 39.0643964)",35 mph,,I 70 Bus;US 50,,
1224801831,False,2,Rood Avenue,tertiary,True,8.832,"LINESTRING (-108.56099 39.0683097, -108.5610923 39.0683098)",30 mph,,,,
231157697,False,2,Rood Avenue,residential,False,140.70299999999997,"LINESTRING (-108.56099 39.0683097, -108.5608686 39.0683096, -108.5608445 39.0683096, -108.5603279 39.0683093, -108.559486 39.0683087, -108.5593602 39.0683086)",30 mph,,,,
"[631422554, 631422602]",True,"['1', '2']",North 7th Street,tertiary,False,106.506,"LINESTRING (-108.56099 39.0683097, -108.5609877 39.0684106, -108.560991 39.0685141, -108.560992 39.0686258, -108.5609727 39.0687851, -108.5609558 39.0688702, -108.5609504 39.0690086, -108.5609496 39.0691681, -108.5609491 39.0692657)",25 mph,,,,
986071522,False,2,White Avenue,residential,True,8.996,"LINESTRING (-108.5609491 39.0692657, -108.5610533 39.0692658)",,,,,
"[631422592, 231154726]",True,"['1', '4']",North 7th Street,tertiary,False,117.778,"LINESTRING (-108.5609491 39.0692657, -108.5609493 39.0693678, -108.5609501 39.0698279, -108.560951 39.0701785, -108.5609511 39.0702048, -108.5609514 39.0703249)",25 mph,,,,
"[986071523, 231157701]",False,2,White Avenue,residential,False,137.662,"LINESTRING (-108.5609491 39.0692657, -108.5608661 39.0692656, -108.5608358 39.0692656, -108.5607948 39.0692656, -108.559488 39.0692645, -108.5593545 39.0692643)",,"['10', '7.5']",,,
376168589,False,5,Grand Avenue,secondary,True,10.774,"LINESTRING (-108.5609514 39.0703249, -108.5610762 39.070325)",30 mph,,,,
485581034,True,2,North 7th Street,secondary,False,117.658,"LINESTRING (-108.5609514 39.0703249, -108.560952 39.0704479, -108.5609561 39.0708962, -108.5609564 39.0709341, -108.5609593 39.0712845, -108.5609601 39.071383)",30 mph,,,,
"[230297738, 631304979]",False,"['4', '3']",Grand Avenue,secondary,False,137.531,"LINESTRING (-108.5609514 39.0703249, -108.5608647 39.0703247, -108.5608217 39.0703246, -108.5604927 39.070324, -108.5603252 39.0703237, -108.5594877 39.070322, -108.5593583 39.0703218)",30 mph,,,,
231159087,False,2,South 2nd Street,unclassified,False,106.711,"LINESTRING (-108.5695411 39.0653693, -108.5695399 39.0652862, -108.5695398 39.0652767, -108.5695329 39.0649954, -108.5695334 39.0649451, -108.5695351 39.0648862, -108.5695345 39.0645494, -108.5695344 39.0645388, -108.5695342 39.0644097)",,,,,
231159087,False,2,South 2nd Street,unclassified,True,65.845,"LINESTRING (-108.5695411 39.0653693, -108.5695396 39.0654631, -108.5695393 39.0654793, -108.5695334 39.0658504, -108.5695355 39.0659614)",,,,,
533392553,True,2,South 4th Street,secondary,False,107.943,"LINESTRING (-108.5661355 39.0653654, -108.5661184 39.0652708, -108.5661174 39.06488, -108.5661165 39.0645216, -108.5661164 39.0645003, -108.5661334 39.0643964)",30 mph,,,,
533392554,True,3,Ute Avenue,trunk,False,146.163,"LINESTRING (-108.5661355 39.0653654, -108.5662682 39.0653641, -108.5677121 39.0653738, -108.5678284 39.065374)",30 mph,,I 70 Bus;US 50,,
17000329,True,2,South 5th Street,secondary,False,107.338,"LINESTRING (-108.5644657 39.0653698, -108.564415 39.0654608, -108.5644239 39.0658457, -108.5644422 39.0662298, -108.5644385 39.0663266)",25 mph,,,,
314272370,False,5,South 5th Street,trunk,True,11.177999999999999,"LINESTRING (-108.5644657 39.0653698, -108.5644764 39.0653017, -108.5644812 39.06527)",35 mph,,US 50,,
"[314156377, 705816846]",True,2,Ute Avenue,trunk,False,144.16400000000002,"LINESTRING (-108.5644657 39.0653698, -108.5645876 39.0653712, -108.5651876 39.065369, -108.5656146 39.0653675, -108.565987 39.0653662, -108.566019 39.0653661, -108.5661355 39.0653654)",30 mph,,I 70 Bus;US 50,,
"[231158427, 707926301, 707926302]",False,3,South 7th Street,tertiary,False,108.206,"LINESTRING (-108.5610266 39.0653591, -108.561026 39.065264, -108.5610259 39.0652403, -108.5610249 39.0650747, -108.5610237 39.0648739, -108.5610223 39.0647037, -108.5610206 39.0645099, -108.5610204 39.0644852, -108.5610196 39.064386)",,,,,
480679018,True,3,Ute Avenue,primary,False,148.29100000000003,"LINESTRING (-108.5610266 39.0653591, -108.5611797 39.0653596, -108.5617966 39.0653615, -108.5620254 39.0653622, -108.5625927 39.065364, -108.5626276 39.0653641, -108.5627442 39.0653658)",35 mph,,I 70 Bus,,
"[631422489, 631422499]",True,"['1', '2']",South 7th Street,tertiary,False,109.075,"LINESTRING (-108.5610266 39.0653591, -108.5609805 39.0654031, -108.5609751 39.065449, -108.5609734 39.0654606, -108.5609655 39.0657359, -108.5609535 39.0658435, -108.5609482 39.0659664, -108.5609457 39.0662276, -108.5609448 39.0663265)",25 mph,,,,
16999196,False,2,South 8th Street,residential,False,108.705,"LINESTRING (-108.5593615 39.0653635, -108.5593616 39.0652638, -108.5593616 39.0652431, -108.5593622 39.0648674, -108.5593627 39.0644868, -108.5593628 39.0643859)",30 mph,10,,,
16999196,False,2,South 8th Street,residential,True,107.094,"LINESTRING (-108.5593615 39.0653635, -108.5593616 39.0654587, -108.5593616 39.0654793, -108.559362 39.0658455, -108.5593614 39.0659233, -108.5593591 39.066212, -108.559359 39.0662249, -108.5593583 39.0663266)",30 mph,10,,,
533406080,True,3,Ute Avenue,primary,False,143.757,"LINESTRING (-108.5593615 39.0653635, -108.5594885 39.0653632, -108.5608252 39.0653596, -108.560863 39.0653595, -108.5610266 39.0653591)",35 mph,,I 70 Bus,,
230896203,False,2,North 3rd Street,residential,False,116.711,"LINESTRING (-108.5678217 39.0703366, -108.567822 39.0704405, -108.5678219 39.0704756, -108.5678222 39.0706595, -108.5678226 39.0709108, -108.5678227 39.070971, -108.5678228 39.0710351, -108.5678232 39.0712739, -108.5678232 39.071292, -108.5678233 39.0713862)",25 mph,,,,
"[631424947, 230624357, 631424950]",False,5,Grand Avenue,secondary,True,147.21699999999998,"LINESTRING (-108.5678217 39.0703366, -108.56796 39.0703364, -108.5683439 39.0703359, -108.5686693 39.0703354, -108.568911 39.0703351, -108.5694047 39.0703344, -108.569527 39.0703342)",30 mph,,,,
