osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,bridge,name
"[301992040, 40160385]",2,R360,secondary,50,False,False,355.047,"LINESTRING (-8.7418026 53.6194948, -8.7417354 53.6195188, -8.7416723 53.6195378, -8.7415046 53.6195802, -8.7412501 53.6196394, -8.7406899 53.6197671, -8.7405554 53.6197918, -8.7404579 53.6198066, -8.7403342 53.6198193, -8.7401498 53.6198299, -8.7400059 53.6198391, -8.7398311 53.619856, -8.7395113 53.6198975, -8.7394719 53.6199026, -8.7392328 53.6199343, -8.7390413 53.6199527, -8.7389021 53.6199647, -8.7387716 53.6199683, -8.7385108 53.619976, -8.7379434 53.6199823, -8.7375502 53.6199803, -8.7371489 53.6199851, -8.7370567 53.6199886, -8.7369645 53.6199922, -8.7368396 53.6199999, -8.7367029 53.6200162, -8.7365566 53.620043)",,
"[198385448, 769777274, 198385451]",2,N83,primary,100,False,True,162.072,"LINESTRING (-8.7418026 53.6194948, -8.74189 53.6194602, -8.7420137 53.6194087, -8.7422104 53.6193246, -8.7423778 53.6192576, -8.7425506 53.6191884, -8.7428392 53.6190694, -8.7429123 53.6190336, -8.7429795 53.6189946, -8.7430319 53.6189537, -8.7430723 53.618912, -8.7431163 53.6188493, -8.7432257 53.6186954, -8.7433964 53.6184522)",yes,Bridge Street
313138749,2,N83,primary,100,False,False,142.26299999999998,"LINESTRING (-8.7418026 53.6194948, -8.7418453 53.6195439, -8.741871 53.6195791, -8.7423732 53.6203662, -8.742416 53.6205324, -8.7424459 53.6207076)",,Church Street
182737150,,,residential,,False,False,159.676,"LINESTRING (-8.7424459 53.6207076, -8.7419363 53.6207223, -8.7416324 53.6207579, -8.7413671 53.6207096, -8.7411659 53.6206969, -8.7404042 53.6209228, -8.7401346 53.6209254)",,
313138749,2,N83,primary,100,False,True,142.26299999999998,"LINESTRING (-8.7424459 53.6207076, -8.742416 53.6205324, -8.7423732 53.6203662, -8.741871 53.6195791, -8.7418453 53.6195439, -8.7418026 53.6194948)",,Church Street
301992040,,R360,secondary,50,False,True,51.318,"LINESTRING (-8.7358928 53.6202716, -8.7359499 53.6202356, -8.7360237 53.6201975, -8.736126 53.6201537, -8.7362306 53.6201178, -8.7363441 53.6200868, -8.7365566 53.620043)",,
"[301992041, 301994636]",,R360,secondary,50,False,False,206.891,"LINESTRING (-8.7358928 53.6202716, -8.7358262 53.6203174, -8.7357537 53.620388, -8.7356918 53.6204642, -8.7356347 53.6205573, -8.7355681 53.6206913, -8.7354956 53.6208804, -8.7354444 53.6210102, -8.735404 53.6210935, -8.735363 53.6211726, -8.7352946 53.6212804, -8.7351809 53.6214426, -8.7350246 53.6216346, -8.734776 53.6219238, -8.7347156 53.6219825)",,
"[301992041, 301994636]",,R360,secondary,50,False,True,206.891,"LINESTRING (-8.7347156 53.6219825, -8.734776 53.6219238, -8.7350246 53.6216346, -8.7351809 53.6214426, -8.7352946 53.6212804, -8.735363 53.6211726, -8.735404 53.6210935, -8.7354444 53.6210102, -8.7354956 53.6208804, -8.7355681 53.6206913, -8.7356347 53.6205573, -8.7356918 53.6204642, -8.7357537 53.620388, -8.7358262 53.6203174, -8.7358928 53.6202716)",,
72567069,2,,unclassified,50,False,False,261.33200000000005,"LINESTRING (-8.7413096 53.6168074, -8.7414225 53.6168188, -8.7431185 53.6169898, -8.7439442 53.6170584, -8.7442065 53.6170996, -8.7444349 53.6171501, -8.744465 53.6171568, -8.7447235 53.6172438, -8.744989 53.6173817, -8.7450624 53.6174185)",,The Green
"[72567064, 313138333]",2,R328,secondary,50,False,True,117.45600000000002,"LINESTRING (-8.7413096 53.6168074, -8.7412663 53.616904, -8.7411319 53.6171581, -8.7410162 53.617381, -8.7409314 53.6175445, -8.7409143 53.6176162, -8.7409064 53.6176709, -8.7409303 53.6177324, -8.740977 53.617783, -8.7410222 53.6178094)",,Barrack Street
72567069,2,,unclassified,50,False,True,261.332,"LINESTRING (-8.7450624 53.6174185, -8.744989 53.6173817, -8.7447235 53.6172438, -8.744465 53.6171568, -8.7444349 53.6171501, -8.7442065 53.6170996, -8.7439442 53.6170584, -8.7431185 53.6169898, -8.7414225 53.6168188, -8.7413096 53.6168074)",,The Green
301862414,2,N83,primary,100,False,True,327.77000000000004,"LINESTRING (-8.7450624 53.6174185, -8.745202 53.6173534, -8.7453716 53.6172824, -8.7455913 53.6172001, -8.745764 53.6171354, -8.7458259 53.6171107, -8.745927 53.6170703, -8.7461265 53.6169806, -8.7463194 53.6168898, -8.746489 53.6167971, -8.7466121 53.6167212, -8.7467318 53.6166413, -8.7469629 53.6164746, -8.7472306 53.6162684, -8.7474501 53.6161126, -8.7477577 53.6159123, -8.7480377 53.6157366, -8.7482755 53.6155876, -8.7485538 53.615423, -8.7486224 53.6153881)",,
313137301,2,N83,primary,100,False,False,100.684,"LINESTRING (-8.7450624 53.6174185, -8.7442908 53.6178367, -8.7439366 53.61803)",,High Street
72567064,2,R328,secondary,50,False,False,17.544,"LINESTRING (-8.7433964 53.6184522, -8.7433109 53.6184254, -8.7431612 53.6183785)",,Barrack Street
301936155,2,R328,secondary,,False,True,85.583,"LINESTRING (-8.7433964 53.6184522, -8.7434428 53.6184689, -8.743621 53.6185328, -8.7444964 53.6188604)",,Castle Street
769777273,2,N83,primary,100,False,True,59.369,"LINESTRING (-8.7433964 53.6184522, -8.7434478 53.61839, -8.7435342 53.6183022, -8.743634 53.6182184, -8.7437487 53.6181405, -8.7439366 53.61803)",,
"[198385448, 769777274, 198385451]",2,N83,primary,100,False,False,162.07199999999997,"LINESTRING (-8.7433964 53.6184522, -8.7432257 53.6186954, -8.7431163 53.6188493, -8.7430723 53.618912, -8.7430319 53.6189537, -8.7429795 53.6189946, -8.7429123 53.6190336, -8.7428392 53.6190694, -8.7425506 53.6191884, -8.7423778 53.6192576, -8.7422104 53.6193246, -8.7420137 53.6194087, -8.74189 53.6194602, -8.7418026 53.6194948)",yes,Bridge Street
72567073,,,unclassified,,False,False,80.088,"LINESTRING (-8.7439366 53.61803, -8.7437674 53.6179275, -8.7431612 53.6183785)",,
313137301,2,N83,primary,100,False,True,100.684,"LINESTRING (-8.7439366 53.61803, -8.7442908 53.6178367, -8.7450624 53.6174185)",,High Street
769777273,2,N83,primary,100,False,False,59.36900000000001,"LINESTRING (-8.7439366 53.61803, -8.7437487 53.6181405, -8.743634 53.6182184, -8.7435342 53.6183022, -8.7434478 53.61839, -8.7433964 53.6184522)",,
72567064,2,R328,secondary,50,False,False,154.89799999999997,"LINESTRING (-8.7431612 53.6183785, -8.7430124 53.6183357, -8.7427927 53.6182831, -8.7427105 53.6182634, -8.7424098 53.6181938, -8.7421957 53.6181438, -8.742034 53.6180992, -8.7419375 53.6180744, -8.7418107 53.6180418, -8.7414781 53.617954, -8.7412526 53.6178911, -8.7411193 53.6178513, -8.7410419 53.6178209, -8.7410222 53.6178094)",,Barrack Street
72567064,2,R328,secondary,50,False,True,17.544,"LINESTRING (-8.7431612 53.6183785, -8.7433109 53.6184254, -8.7433964 53.6184522)",,Barrack Street
72567073,,,unclassified,,False,True,80.088,"LINESTRING (-8.7431612 53.6183785, -8.7437674 53.6179275, -8.7439366 53.61803)",,
301936155,2,R328,secondary,,False,False,85.583,"LINESTRING (-8.7444964 53.6188604, -8.743621 53.6185328, -8.7434428 53.6184689, -8.7433964 53.6184522)",,Castle Street
301936155,2,R328,secondary,,False,True,250.631,"LINESTRING (-8.7444964 53.6188604, -8.7453201 53.6192375, -8.7456545 53.6193742, -8.7459281 53.6194619, -8.7469109 53.6196991, -8.7477821 53.6199295, -8.7478073 53.619936)",,Castle Street
769777275,2,,residential,,False,True,53.945,"LINESTRING (-8.7444964 53.6188604, -8.7442599 53.6190461, -8.7439408 53.6192131)",,
239201486,,,residential,,False,True,47.341,"LINESTRING (-8.7365566 53.620043, -8.7365327 53.6199879, -8.7365191 53.6199457, -8.7365139 53.6199134, -8.7365076 53.6198625, -8.7365097 53.6198253, -8.7365139 53.6197682, -8.7365286 53.6196931, -8.7365369 53.6196552, -8.7365292 53.6196213)",,Friar's Walk
301992040,,R360,secondary,50,False,False,51.318000000000005,"LINESTRING (-8.7365566 53.620043, -8.7363441 53.6200868, -8.7362306 53.6201178, -8.736126 53.6201537, -8.7360237 53.6201975, -8.7359499 53.6202356, -8.7358928 53.6202716)",,
