osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,ref
5284858,2,Southeast Jackson Street,tertiary,False,True,84.59,"LINESTRING (-122.6414776 45.4447838, -122.641591 45.4447708, -122.6420221 45.4447193, -122.6422533 45.4446916, -122.6422791 45.4446885, -122.6424474 45.4446683, -122.6425466 45.4446565)",,,
104736358,2,Southeast Main Street,tertiary,False,True,83.26100000000001,"LINESTRING (-122.6414776 45.4447838, -122.6415 45.4448857, -122.6415278 45.4449841, -122.6415735 45.4451673, -122.6416182 45.4453464, -122.6416434 45.4454438, -122.6416609 45.4455214)",20 mph,,
"[161000493, 317234686]",2,Southeast Jackson Street,tertiary,False,False,87.411,"LINESTRING (-122.6414776 45.4447838, -122.641333 45.4448003, -122.6409383 45.4448434, -122.6408056 45.4448581, -122.640474 45.4448949, -122.6403712 45.4449078)",,,
198240018,,Southeast Main Street,tertiary,False,False,87.86,"LINESTRING (-122.6414776 45.4447838, -122.641453 45.444695, -122.641285 45.4440966, -122.6412652 45.4440079)",20 mph,,
198202885,,Southeast 21st Avenue,secondary,False,False,84.10499999999999,"LINESTRING (-122.6403712 45.4449078, -122.640355 45.4448266, -122.6403348 45.4447404, -122.6403013 45.4446016, -122.6402692 45.4444541, -122.6402371 45.4443213, -122.640217 45.4442393, -122.6401964 45.4441615)",,,
"[161000493, 317234686]",2,Southeast Jackson Street,tertiary,False,True,87.411,"LINESTRING (-122.6403712 45.4449078, -122.640474 45.4448949, -122.6408056 45.4448581, -122.6409383 45.4448434, -122.641333 45.4448003, -122.6414776 45.4447838)",,,
"[127678354, 317798725]",2,Southeast 21st Avenue,secondary,False,True,84.28399999999999,"LINESTRING (-122.6403712 45.4449078, -122.640394 45.4450162, -122.6404012 45.4450437, -122.6405357 45.4455832, -122.6405664 45.4456527)",,,
"[589546993, 286358469]","['3', '2']",Southeast Harrison Street,secondary,False,True,114.37100000000001,"LINESTRING (-122.6349444 45.4464772, -122.6359081 45.4464565, -122.6361415 45.4464515, -122.6364098 45.4464457)",25 mph,,
"[601932395, 127678683, 188662717]","['3', '2']",Southeast Lava Drive,tertiary,False,False,231.85399999999996,"LINESTRING (-122.6460996 45.4465865, -122.6459829 45.4466077, -122.6457585 45.4466594, -122.645446 45.4467323, -122.6449138 45.4468655, -122.6448762 45.446875, -122.6446683 45.4469412, -122.6445196 45.4469992, -122.6442804 45.4471071, -122.6440732 45.4472044, -122.6437577 45.4473379, -122.6435198 45.4474414, -122.6434254 45.4474655)",,,
"[104736288, 418737868, 159114103, 418961466, 159114106]","['3', '2']",Southeast 17th Avenue,primary,False,False,266.806,"LINESTRING (-122.6434254 45.4474655, -122.6433875 45.4473701, -122.6433462 45.4472247, -122.6433185 45.4471273, -122.6432938 45.4470132, -122.6432759 45.4468923, -122.643261 45.4467449, -122.6432519 45.4465777, -122.643258 45.4464022, -122.6432707 45.4462385, -122.6432775 45.4461622, -122.6433077 45.4459815, -122.6433382 45.4458217, -122.6433973 45.445613, -122.6433947 45.4455458, -122.6433857 45.445511, -122.6433588 45.445469, -122.6433241 45.4454378, -122.6432659 45.4454078, -122.643173 45.4453819, -122.6430671 45.4453744, -122.642967 45.4453773, -122.6428609 45.4453855)",35 mph,yes,
"[601932395, 188662717, 127678683]","['3', '2']",Southeast Lava Drive,tertiary,False,True,231.85399999999996,"LINESTRING (-122.6434254 45.4474655, -122.6435198 45.4474414, -122.6437577 45.4473379, -122.6440732 45.4472044, -122.6442804 45.4471071, -122.6445196 45.4469992, -122.6446683 45.4469412, -122.6448762 45.446875, -122.6449138 45.4468655, -122.645446 45.4467323, -122.6457585 45.4466594, -122.6459829 45.4466077, -122.6460996 45.4465865)",,,
"[127678354, 317798725]",2,Southeast 21st Avenue,secondary,False,False,84.28399999999999,"LINESTRING (-122.6405664 45.4456527, -122.6405357 45.4455832, -122.6404012 45.4450437, -122.640394 45.4450162, -122.6403712 45.4449078)",,,
127678355,,Southeast 21st Avenue,residential,False,True,46.744,"LINESTRING (-122.6405664 45.4456527, -122.6405986 45.4457219, -122.6406276 45.4458492, -122.640652 45.4460672)",,,
198240013,2,Southeast Harrison Street,secondary,False,False,127.839,"LINESTRING (-122.6405664 45.4456527, -122.6404638 45.4456634, -122.6400074 45.4457156, -122.6399655 45.4457225, -122.6399331 45.4457283, -122.639903 45.445736, -122.6398636 45.4457488, -122.639821 45.4457665, -122.6397922 45.445784, -122.639763 45.4458044, -122.639737 45.4458266, -122.6397138 45.4458497, -122.6396928 45.445875, -122.6396793 45.4458928, -122.6396636 45.4459141, -122.6396488 45.445939, -122.6396362 45.4459623, -122.6396056 45.4460366, -122.6395753 45.4461299, -122.6395655 45.4461585, -122.6395588 45.4461786, -122.6395497 45.4461982, -122.6395407 45.4462137, -122.6395273 45.4462325, -122.6395142 45.4462482, -122.6395036 45.44626, -122.639489 45.4462741, -122.639451 45.4463068)",25 mph,,
317234685,2,Southeast Harrison Street,secondary,False,True,86.648,"LINESTRING (-122.6405664 45.4456527, -122.6406677 45.4456421, -122.641511 45.4455456, -122.6416609 45.4455214)",25 mph,,
198202885,,Southeast 21st Avenue,secondary,False,True,84.105,"LINESTRING (-122.6401964 45.4441615, -122.640217 45.4442393, -122.6402371 45.4443213, -122.6402692 45.4444541, -122.6403013 45.4446016, -122.6403348 45.4447404, -122.640355 45.4448266, -122.6403712 45.4449078)",,,
198202886,,Southeast 21st Avenue,secondary,False,False,84.86100000000002,"LINESTRING (-122.6401964 45.4441615, -122.640176 45.444089, -122.6401171 45.4438576, -122.6400939 45.4437486, -122.640028 45.4434561, -122.6400175 45.4434088)",,,
198202895,,Southeast Monroe Street,tertiary,False,False,262.808,"LINESTRING (-122.6401964 45.4441615, -122.640095 45.4441955, -122.6399032 45.4442195, -122.6396269 45.4442531, -122.639158 45.4443102, -122.6390912 45.4443183, -122.6389836 45.4443306, -122.6384737 45.4443926, -122.6383614 45.4444064, -122.638302 45.4444136, -122.6378118 45.4444727, -122.6375574 45.4445132, -122.63728 45.444547, -122.636995 45.4445779, -122.636888 45.44459)",,,
849985601,,Southeast Monroe Street,tertiary,False,True,85.284,"LINESTRING (-122.6401964 45.4441615, -122.64031 45.44413, -122.6406199 45.4440891, -122.64114 45.4440205, -122.6412652 45.4440079)",,,
104736333,,Southeast Jefferson Street,tertiary,False,True,85.24000000000001,"LINESTRING (-122.6400175 45.4434088, -122.64012 45.4433965, -122.6406631 45.4433314, -122.640962 45.4432954, -122.6410904 45.4432676)",,,
198202886,,Southeast 21st Avenue,secondary,False,True,84.861,"LINESTRING (-122.6400175 45.4434088, -122.640028 45.4434561, -122.6400939 45.4437486, -122.6401171 45.4438576, -122.640176 45.444089, -122.6401964 45.4441615)",,,
198240009,,Southeast 21st Avenue,secondary,False,False,89.74499999999999,"LINESTRING (-122.6400175 45.4434088, -122.6400016 45.4433361, -122.639993 45.4433069, -122.6399308 45.4430586, -122.6398381 45.4426808, -122.6398202 45.4426137)",,,
104736376,,Southeast Washington Street,tertiary,False,False,106.07799999999999,"LINESTRING (-122.6398202 45.4426137, -122.6397284 45.4426243, -122.6394536 45.4426592, -122.6393508 45.4426723, -122.6392399 45.4426855, -122.639179 45.442693, -122.6388089 45.4427391, -122.6385728 45.4427679, -122.6384812 45.4427794)",,,
129998403,2,Southeast 21st Avenue,secondary,False,False,75.92500000000001,"LINESTRING (-122.6398202 45.4426137, -122.6398013 45.4425423, -122.6397214 45.4421948, -122.6396795 45.4420287, -122.6396586 45.4419404)",,,
142217009,,Southeast Washington Street,tertiary,False,True,85.59,"LINESTRING (-122.6398202 45.4426137, -122.6399121 45.4426031, -122.6404096 45.4425377, -122.64077 45.4424898, -122.640899 45.4424739)",,,
198240009,,Southeast 21st Avenue,secondary,False,True,89.745,"LINESTRING (-122.6398202 45.4426137, -122.6398381 45.4426808, -122.6399308 45.4430586, -122.639993 45.4433069, -122.6400016 45.4433361, -122.6400175 45.4434088)",,,
"[104736296, 104736372, 129998404]",2,"['Southeast Lake Road', 'Southeast Main Street']","['residential', 'tertiary']",False,True,260.474,"LINESTRING (-122.6393782 45.4406952, -122.6394769 45.4406833, -122.6395429 45.4406785, -122.6395827 45.4406777, -122.6396227 45.4406802, -122.6396514 45.440687, -122.639696 45.4407013, -122.63977 45.4407332, -122.639868 45.4407758, -122.6401311 45.4408901, -122.6403879 45.4410172, -122.64045 45.4410503, -122.6405108 45.441089, -122.6405674 45.4411347, -122.6406028 45.4411871, -122.640631 45.4412808, -122.6406531 45.4413816, -122.6407357 45.4417559, -122.6407717 45.4419156, -122.640882 45.4424082, -122.640899 45.4424739)",,,
127677969,,Southeast Lake Road,secondary,False,False,110.036,"LINESTRING (-122.6393782 45.4406952, -122.6393483 45.4406306, -122.6393213 45.4405965, -122.6392925 45.4405661, -122.6392332 45.4405247, -122.6391685 45.4404918, -122.6382842 45.4401046)",30 mph,,
129998403,2,Southeast 21st Avenue,secondary,False,True,140.21,"LINESTRING (-122.6393782 45.4406952, -122.6393879 45.4407595, -122.6394495 45.4410182, -122.6395046 45.441244, -122.6395417 45.4414575, -122.6395776 45.4416057, -122.6396189 45.4417703, -122.6396468 45.4418912, -122.6396586 45.4419404)",,,
"[198202887, 418737871]","['3', '2']",Southeast McLoughlin Boulevard,primary,True,False,175.37800000000001,"LINESTRING (-122.6425091 45.4438633, -122.642484 45.4437637, -122.6424162 45.4434883, -122.6423511 45.4432242, -122.6422564 45.4428389, -122.642138 45.4424564, -122.6420993 45.4423128)",30 mph,,OR 99E
198240018,,Southeast Main Street,tertiary,False,False,83.44,"LINESTRING (-122.6412652 45.4440079, -122.641248 45.4439327, -122.641106 45.4433351, -122.6410904 45.4432676)",20 mph,,
198240018,,Southeast Main Street,tertiary,False,True,87.86,"LINESTRING (-122.6412652 45.4440079, -122.641285 45.4440966, -122.641453 45.444695, -122.6414776 45.4447838)",20 mph,,
849985601,,Southeast Monroe Street,tertiary,False,False,85.284,"LINESTRING (-122.6412652 45.4440079, -122.64114 45.4440205, -122.6406199 45.4440891, -122.64031 45.44413, -122.6401964 45.4441615)",,,
"[849985601, 198233194]",,Southeast Monroe Street,tertiary,False,True,86.62299999999999,"LINESTRING (-122.6412652 45.4440079, -122.641398 45.4439944, -122.6416625 45.4439643, -122.6420194 45.443921, -122.64214 45.4439063, -122.642268 45.4438906, -122.6423605 45.4438804)",,,
5292133,,Southeast 25th Avenue,residential,False,False,175.35899999999998,"LINESTRING (-122.636888 45.44459, -122.6368741 45.4445199, -122.6366159 45.4433939, -122.636537 45.44311, -122.6365153 45.443035)",,,
198202895,,Southeast Monroe Street,tertiary,False,True,262.808,"LINESTRING (-122.636888 45.44459, -122.636995 45.4445779, -122.63728 45.444547, -122.6375574 45.4445132, -122.6378118 45.4444727, -122.638302 45.4444136, -122.6383614 45.4444064, -122.6384737 45.4443926, -122.6389836 45.4443306, -122.6390912 45.4443183, -122.639158 45.4443102, -122.6396269 45.4442531, -122.6399032 45.4442195, -122.640095 45.4441955, -122.6401964 45.4441615)",,,
104736355,2,Southeast Harrison Street,primary,False,False,11.786,"LINESTRING (-122.6428609 45.4453855, -122.6427107 45.4453969)",25 mph,,
107722925,2,Southeast McLoughlin Boulevard,primary,True,False,171.489,"LINESTRING (-122.6428609 45.4453855, -122.64284 45.4452784, -122.6427598 45.4449101, -122.6427002 45.4446493, -122.642529 45.4439679, -122.6425091 45.4438633)",30 mph,,OR 99E
"[104736288, 418961466, 418737868, 159114103, 159114106]","['3', '2']",Southeast 17th Avenue,primary,False,True,266.80600000000004,"LINESTRING (-122.6428609 45.4453855, -122.642967 45.4453773, -122.6430671 45.4453744, -122.643173 45.4453819, -122.6432659 45.4454078, -122.6433241 45.4454378, -122.6433588 45.445469, -122.6433857 45.445511, -122.6433947 45.4455458, -122.6433973 45.445613, -122.6433382 45.4458217, -122.6433077 45.4459815, -122.6432775 45.4461622, -122.6432707 45.4462385, -122.643258 45.4464022, -122.6432519 45.4465777, -122.643261 45.4467449, -122.6432759 45.4468923, -122.6432938 45.4470132, -122.6433185 45.4471273, -122.6433462 45.4472247, -122.6433875 45.4473701, -122.6434254 45.4474655)",35 mph,yes,
122732826,,Southeast Scott Street,residential,False,True,77.81200000000001,"LINESTRING (-122.6418217 45.4462194, -122.641932 45.4462057, -122.6425625 45.4461281, -122.642611 45.4461222, -122.6428041 45.4460984)",,,
188649012,2,Southeast Main Street,tertiary,False,False,78.623,"LINESTRING (-122.6418217 45.4462194, -122.6417271 45.4458231, -122.6417221 45.445802, -122.6416784 45.4455958, -122.6416609 45.4455214)",20 mph,,
"[188649012, 122732821]",2,Southeast Main Street,tertiary,False,True,232.302,"LINESTRING (-122.6418217 45.4462194, -122.641834 45.4462754, -122.6419028 45.4465635, -122.6419104 45.4465958, -122.6419267 45.4466862, -122.6419527 45.4468262, -122.641963 45.446882, -122.6419769 45.4469699, -122.641981 45.4469961, -122.6419986 45.4471103, -122.6420073 45.4471665, -122.642014 45.4472097, -122.6420203 45.4472545, -122.6420293 45.4473375, -122.6420345 45.4474014, -122.6420389 45.4474963, -122.6420401 45.4475227, -122.6420445 45.4477011, -122.6420453 45.4477354, -122.6420466 45.4477872, -122.6420435 45.4478588, -122.6420418 45.447897, -122.6420329 45.4480209, -122.6420308 45.448051, -122.6420157 45.4481558, -122.6420104 45.4481799, -122.6419849 45.448296)",20 mph,,
104736358,2,Southeast Main Street,tertiary,False,False,83.261,"LINESTRING (-122.6416609 45.4455214, -122.6416434 45.4454438, -122.6416182 45.4453464, -122.6415735 45.4451673, -122.6415278 45.4449841, -122.6415 45.4448857, -122.6414776 45.4447838)",20 mph,,
188649012,2,Southeast Main Street,tertiary,False,True,78.62299999999999,"LINESTRING (-122.6416609 45.4455214, -122.6416784 45.4455958, -122.6417221 45.445802, -122.6417271 45.4458231, -122.6418217 45.4462194)",20 mph,,
317234685,2,Southeast Harrison Street,secondary,False,False,86.648,"LINESTRING (-122.6416609 45.4455214, -122.641511 45.4455456, -122.6406677 45.4456421, -122.6405664 45.4456527)",25 mph,,
