osmid,highway,oneway,reversed,length,geometry,name
19361943,residential,False,False,214.58899999999997,"LINESTRING (-71.5374333 41.4528778, -71.53743 41.45274, -71.537445 41.452679, -71.53746 41.452652, -71.537491 41.452629, -71.537529 41.45261, -71.53756 41.452587, -71.537605 41.452541, -71.537643 41.452469, -71.537651 41.452419, -71.537666 41.45237, -71.537666 41.452179, -71.537643 41.452087, -71.537598 41.451847, -71.53759 41.451771, -71.53759 41.451588, -71.537598 41.451534, -71.537598 41.451347, -71.53759 41.451305, -71.537575 41.451263, -71.537567 41.451221, -71.537521 41.451149, -71.537491 41.451084, -71.53746 41.451027)",
19371377,tertiary,False,False,183.63700000000003,"LINESTRING (-71.5374333 41.4528778, -71.5377517 41.4528198, -71.5378051 41.4528101, -71.5379454 41.4527761, -71.5381308 41.4527183, -71.53833 41.452621, -71.538483 41.452553, -71.538803 41.452419, -71.538956 41.452347, -71.539116 41.452278, -71.539391 41.452148)",Curtis Corner Road
19371377,tertiary,False,True,239.571,"LINESTRING (-71.5374333 41.4528778, -71.5370404 41.4529276, -71.5367618 41.4529482, -71.5364288 41.4529631, -71.5359083 41.4529714, -71.5355049 41.452973, -71.5353583 41.4529763, -71.5352179 41.4529808, -71.535079 41.4529923, -71.5348073 41.453034, -71.534577 41.4530662)",Curtis Corner Road
19361947,residential,False,True,25.589,"LINESTRING (-71.53746 41.451027, -71.5371641 41.4509656)",
19361943,residential,False,False,41.149,"LINESTRING (-71.53746 41.451027, -71.53746 41.45097, -71.537468 41.450943, -71.537491 41.450733, -71.537491 41.4506583)",
19361943,residential,False,True,214.58899999999994,"LINESTRING (-71.53746 41.451027, -71.537491 41.451084, -71.537521 41.451149, -71.537567 41.451221, -71.537575 41.451263, -71.53759 41.451305, -71.537598 41.451347, -71.537598 41.451534, -71.53759 41.451588, -71.53759 41.451771, -71.537598 41.451847, -71.537643 41.452087, -71.537666 41.452179, -71.537666 41.45237, -71.537651 41.452419, -71.537643 41.452469, -71.537605 41.452541, -71.53756 41.452587, -71.537529 41.45261, -71.537491 41.452629, -71.53746 41.452652, -71.537445 41.452679, -71.53743 41.45274, -71.5374333 41.4528778)",
19361946,residential,False,True,33.739,"LINESTRING (-71.537491 41.4506583, -71.5371014 41.4505759)",
19361943,residential,False,True,41.149,"LINESTRING (-71.537491 41.4506583, -71.537491 41.450733, -71.537468 41.450943, -71.53746 41.45097, -71.53746 41.451027)",
19361946,residential,False,False,38.413,"LINESTRING (-71.5366405 41.4505757, -71.5371014 41.4505759)",
19361946,residential,False,False,33.739,"LINESTRING (-71.5371014 41.4505759, -71.537491 41.4506583)",
19361946,residential,False,True,38.413,"LINESTRING (-71.5371014 41.4505759, -71.5366405 41.4505757)",
19361948,residential,False,True,43.647,"LINESTRING (-71.5371014 41.4505759, -71.5371641 41.4509656)",
19361947,residential,False,False,39.67,"LINESTRING (-71.5366979 41.4510143, -71.5368235 41.4509894, -71.5369644 41.4509601, -71.5371641 41.4509656)",
19361947,residential,False,False,25.589,"LINESTRING (-71.5371641 41.4509656, -71.53746 41.451027)",
19361948,residential,False,False,43.647,"LINESTRING (-71.5371641 41.4509656, -71.5371014 41.4505759)",
19361947,residential,False,True,39.67,"LINESTRING (-71.5371641 41.4509656, -71.5369644 41.4509601, -71.5368235 41.4509894, -71.5366979 41.4510143)",
19365162,residential,False,True,185.55,"LINESTRING (-71.539104 41.450501, -71.539187 41.4508024, -71.539187 41.4512847, -71.539282 41.4515356, -71.539391 41.452148)",
19371377,tertiary,False,False,64.11,"LINESTRING (-71.533836 41.453217, -71.533913 41.45319, -71.534511 41.4530783, -71.534577 41.4530662)",Curtis Corner Road
19386017,residential,False,False,554.1309999999999,"LINESTRING (-71.533836 41.453217, -71.533539 41.454231, -71.533508 41.454323, -71.533485 41.45446, -71.533485 41.454506, -71.533493 41.454544, -71.533524 41.45462, -71.533562 41.454662, -71.533722 41.454807, -71.533844 41.454933, -71.533882 41.454987, -71.533936 41.4550887, -71.534035 41.455254, -71.534111 41.455353, -71.5341692 41.4554112, -71.53421 41.455452, -71.534485 41.455677, -71.534615 41.455776, -71.534752 41.455914, -71.534828 41.456017, -71.534889 41.456139, -71.534958 41.456322, -71.534981 41.456432, -71.534981 41.456482, -71.534966 41.456566, -71.53495 41.456604, -71.534927 41.456642, -71.534882 41.456764, -71.534866 41.456852, -71.534866 41.456993, -71.534882 41.457081, -71.534897 41.457123, -71.53495 41.457218, -71.534988 41.457264, -71.535019 41.45731, -71.535065 41.457356, -71.535095 41.457405, -71.535126 41.457474, -71.535149 41.45755, -71.535187 41.457771)",Genesee Way
19371377,tertiary,False,False,239.571,"LINESTRING (-71.534577 41.4530662, -71.5348073 41.453034, -71.535079 41.4529923, -71.5352179 41.4529808, -71.5353583 41.4529763, -71.5355049 41.452973, -71.5359083 41.4529714, -71.5364288 41.4529631, -71.5367618 41.4529482, -71.5370404 41.4529276, -71.5374333 41.4528778)",Curtis Corner Road
19371377,tertiary,False,True,64.11,"LINESTRING (-71.534577 41.4530662, -71.534511 41.4530783, -71.533913 41.45319, -71.533836 41.453217)",Curtis Corner Road
19365162,residential,False,False,185.55,"LINESTRING (-71.539391 41.452148, -71.539282 41.4515356, -71.539187 41.4512847, -71.539187 41.4508024, -71.539104 41.450501)",
19371377,tertiary,False,False,73.268,"LINESTRING (-71.539391 41.452148, -71.539642 41.452023, -71.540108 41.451767)",Curtis Corner Road
19371377,tertiary,False,True,183.637,"LINESTRING (-71.539391 41.452148, -71.539116 41.452278, -71.538956 41.452347, -71.538803 41.452419, -71.538483 41.452553, -71.53833 41.452621, -71.5381308 41.4527183, -71.5379454 41.4527761, -71.5378051 41.4528101, -71.5377517 41.4528198, -71.5374333 41.4528778)",Curtis Corner Road
19371377,tertiary,False,True,73.268,"LINESTRING (-71.540108 41.451767, -71.539642 41.452023, -71.539391 41.452148)",Curtis Corner Road
19386017,residential,False,True,554.131,"LINESTRING (-71.535187 41.457771, -71.535149 41.45755, -71.535126 41.457474, -71.535095 41.457405, -71.535065 41.457356, -71.535019 41.45731, -71.534988 41.457264, -71.53495 41.457218, -71.534897 41.457123, -71.534882 41.457081, -71.534866 41.456993, -71.534866 41.456852, -71.534882 41.456764, -71.534927 41.456642, -71.53495 41.456604, -71.534966 41.456566, -71.534981 41.456482, -71.534981 41.456432, -71.534958 41.456322, -71.534889 41.456139, -71.534828 41.456017, -71.534752 41.455914, -71.534615 41.455776, -71.534485 41.455677, -71.53421 41.455452, -71.5341692 41.4554112, -71.534111 41.455353, -71.534035 41.455254, -71.533936 41.4550887, -71.533882 41.454987, -71.533844 41.454933, -71.533722 41.454807, -71.533562 41.454662, -71.533524 41.45462, -71.533493 41.454544, -71.533485 41.454506, -71.533485 41.45446, -71.533508 41.454323, -71.533539 41.454231, -71.533836 41.453217)",Genesee Way
