osmid,oneway,lanes,name,highway,maxspeed,reversed,length,width,geometry
217050242,True,2,Colonia,residential,45,False,102.855,,"LINESTRING (-56.1869811 -34.9046154, -56.1881049 -34.9046942)"
454296737,True,2,Ejido,tertiary,45,False,103.774,,"LINESTRING (-56.1869811 -34.9046154, -56.1870701 -34.903685)"
78098364,True,2,Paraguay,tertiary,45,False,108.901,,"LINESTRING (-56.1923968 -34.9069626, -56.1925069 -34.9059874)"
190682782,True,3,San José,residential,45,False,103.429,,"LINESTRING (-56.1923968 -34.9069626, -56.1912672 -34.9068787)"
78109562,True,1,Agrimensor Germán Barbato,residential,45,False,104.041,5.9,"LINESTRING (-56.1862341 -34.9036238, -56.1861088 -34.9045538)"
189868842,True,2,Ejido,tertiary,45,False,103.951,,"LINESTRING (-56.1863527 -34.9102579, -56.1864534 -34.9093267)"
78112917,True,,Zelmar Michelini,residential,45,False,103.896,10.8,"LINESTRING (-56.1900401 -34.9077124, -56.1899327 -34.9086426)"
380627284,True,2,Soriano,residential,45,False,103.485,,"LINESTRING (-56.1900401 -34.9077124, -56.1909349 -34.9077745, -56.1911709 -34.9077909)"
78112917,True,,Zelmar Michelini,residential,45,False,107.485,10.8,"LINESTRING (-56.1902466 -34.9058229, -56.1901364 -34.9067853)"
179061659,False,4,Avenida 18 de Julio,secondary,45,True,52.542,,"LINESTRING (-56.1902466 -34.9058229, -56.1908204 -34.9058658)"
179061671,False,4,Avenida 18 de Julio,secondary,45,False,103.478,,"LINESTRING (-56.1902466 -34.9058229, -56.1891159 -34.9057444)"
78106496,True,1,Curiales,residential,45,False,105.428,,"LINESTRING (-56.1879029 -34.9018606, -56.187795 -34.9028046)"
450903755,True,2,Paysandú,tertiary,45,False,59.778,,"LINESTRING (-56.1879029 -34.9018606, -56.1872498 -34.9018147)"
78119770,True,,Wilson Ferreira Aldunate,residential,45,False,103.549,10.5,"LINESTRING (-56.1956586 -34.9081238, -56.195773 -34.9071973)"
380627284,True,2,Soriano,residential,45,False,103.027,,"LINESTRING (-56.1956586 -34.9081238, -56.1967847 -34.9081991)"
78099929,True,3,Río Negro,secondary,45,False,87.87799999999999,,"LINESTRING (-56.1936548 -34.9043302, -56.1936543 -34.904411, -56.1937287 -34.9045953, -56.1937588 -34.9046874, -56.1937609 -34.9047654, -56.1937194 -34.9051057)"
449593808,True,2,Avenida Libertador Brigadier General Lavalleja,residential,45,False,99.268,,"LINESTRING (-56.1936548 -34.9043302, -56.1937287 -34.9044069, -56.1941117 -34.9051372)"
78119770,True,,Wilson Ferreira Aldunate,residential,45,False,107.811,10.5,"LINESTRING (-56.195773 -34.9071973, -56.1958589 -34.9062303)"
190682782,True,3,San José,residential,45,False,103.653,,"LINESTRING (-56.195773 -34.9071973, -56.1946407 -34.9071155)"
995426421,True,2,Canelones,tertiary,45,False,104.099,,"LINESTRING (-56.1865538 -34.9083989, -56.187691 -34.908481)"
995426422,True,2,Ejido,tertiary,45,False,104.888,,"LINESTRING (-56.1865538 -34.9083989, -56.1866553 -34.9074593)"
78117258,True,,Carlos Quijano,residential,45,False,103.29,10.8,"LINESTRING (-56.1889211 -34.9076314, -56.1890152 -34.9067057)"
380627284,True,2,Soriano,residential,45,False,102.436,,"LINESTRING (-56.1889211 -34.9076314, -56.1900401 -34.9077124)"
995426421,True,2,Canelones,tertiary,45,False,105.106,,"LINESTRING (-56.1899327 -34.9086426, -56.1910809 -34.9087255)"
78112917,True,,Zelmar Michelini,residential,45,False,103.315,10.8,"LINESTRING (-56.1899327 -34.9086426, -56.1898367 -34.909475, -56.189826 -34.9095676)"
78109339,True,2,Durazno,residential,45,False,102.736,,"LINESTRING (-56.1874753 -34.9103364, -56.1863527 -34.9102579)"
78109287,True,3,Mercedes,residential,45,False,79.727,,"LINESTRING (-56.193577 -34.9041721, -56.1927072 -34.9040997)"
376520422,True,4,Avenida Libertador Brigadier General Lavalleja,secondary,45,False,18.958,,"LINESTRING (-56.193577 -34.9041721, -56.1936548 -34.9043302)"
78103558,True,,Río Negro,residential,45,False,104.917,,"LINESTRING (-56.1938978 -34.9032367, -56.1940001 -34.9022969)"
226079999,True,3,Avenida Uruguay,tertiary,45,False,104.864,,"LINESTRING (-56.1938978 -34.9032367, -56.1950441 -34.9033114)"
1233180752,True,,Carlos Quijano,residential,45,False,107.286,10.8,"LINESTRING (-56.1890152 -34.9067057, -56.1891159 -34.9057444)"
