osmid,name,highway,oneway,reversed,length,geometry,bridge,ref,maxspeed,lanes,width
15934627,North Van Buren Street,residential,False,False,14.201,"LINESTRING (-91.528699 41.661186, -91.528697 41.6613137)",,,,,
15933154,South Van Buren Street,residential,False,False,128.031,"LINESTRING (-91.528699 41.661186, -91.5286998 41.6611068, -91.5286989 41.6608687, -91.5286979 41.66063, -91.5286978 41.660581, -91.5286975 41.6603541, -91.5286973 41.6601776, -91.5286971 41.6600346)",,,,,
724768004,East Iowa Avenue,residential,True,False,122.58,"LINESTRING (-91.528699 41.661186, -91.528591 41.6611852, -91.5273577 41.661176, -91.5272235 41.661175)",,,,,
15933154,South Van Buren Street,residential,False,True,128.031,"LINESTRING (-91.5286971 41.6600346, -91.5286973 41.6601776, -91.5286975 41.6603541, -91.5286978 41.660581, -91.5286979 41.66063, -91.5286989 41.6608687, -91.5286998 41.6611068, -91.528699 41.661186)",,,,,
"[724142812, 48179406]",East Washington Street,residential,False,False,20.892000000000003,"LINESTRING (-91.5286971 41.6600346, -91.5285971 41.6600347, -91.5285801 41.6600347, -91.5284456 41.6600349)",yes,,,,
"[724787496, 779732019, 724142811]",South Van Buren Street,residential,False,"[False, True]",123.06899999999999,"LINESTRING (-91.5286971 41.6600346, -91.528683 41.6599808, -91.5286723 41.65994, -91.5286689 41.659927, -91.52867 41.6598602, -91.528674 41.6594862, -91.5286873 41.6590282, -91.5286901 41.65893)",yes,,,,
909739029,East Washington Street,unclassified,False,True,123.84599999999999,"LINESTRING (-91.5286971 41.6600346, -91.5288317 41.6600354, -91.5291412 41.6600343, -91.5294998 41.6600419, -91.5300475 41.6600566, -91.5301873 41.660053)",,,,,
262775073,East College Street,residential,False,False,119.32100000000001,"LINESTRING (-91.5286901 41.65893, -91.5286228 41.6589294, -91.5284635 41.6589281, -91.5273953 41.6589192, -91.5272539 41.658918)",,,,,
"[187312456, 262775073, 909739032]",East College Street,"['residential', 'tertiary']",False,True,126.185,"LINESTRING (-91.5286901 41.65893, -91.5287882 41.6589311, -91.529301 41.6589374, -91.5295251 41.6589404, -91.5300606 41.6589407, -91.5302071 41.6589579)",yes,,,,
"[724787496, 779732019, 724142811]",South Van Buren Street,residential,False,"[False, True]",123.06900000000002,"LINESTRING (-91.5286901 41.65893, -91.5286873 41.6590282, -91.528674 41.6594862, -91.52867 41.6598602, -91.5286689 41.659927, -91.5286723 41.65994, -91.528683 41.6599808, -91.5286971 41.6600346)",yes,,,,
724787496,South Van Buren Street,residential,False,True,121.88,"LINESTRING (-91.5286901 41.65893, -91.5286904 41.6583849, -91.5286914 41.6580559, -91.5286918 41.6579376, -91.5286921 41.6578339)",,,,,
187312459,East Burlington Street,primary,False,False,118.259,"LINESTRING (-91.5286921 41.6578339, -91.5283485 41.6578315, -91.5279264 41.6578286, -91.5273789 41.6578228, -91.5272687 41.6578241)",,IA 1,25 mph,,
"[1219861530, 187312459, 187312455]",East Burlington Street,primary,False,True,126.24099999999999,"LINESTRING (-91.5286921 41.6578339, -91.5287837 41.6578351, -91.5290126 41.6578362, -91.5290942 41.6578365, -91.5291488 41.6578369, -91.5292763 41.6578377, -91.5293275 41.657838, -91.5295471 41.6578395, -91.5300791 41.6578431, -91.5302116 41.6578439)",yes,IA 1,25 mph,4,
724787496,South Van Buren Street,residential,False,False,121.88,"LINESTRING (-91.5286921 41.6578339, -91.5286918 41.6579376, -91.5286914 41.6580559, -91.5286904 41.6583849, -91.5286901 41.65893)",,,,,
15933917,North Clinton Street,secondary,False,True,130.76,"LINESTRING (-91.5345877 41.6624679, -91.5345882 41.6623561, -91.5346097 41.661409, -91.5346121 41.6612921)",,,,2,
"[1219909292, 48178982]",East Jefferson Street,secondary,True,False,124.727,"LINESTRING (-91.5345877 41.6624679, -91.5344292 41.6624662, -91.5336193 41.6624574, -91.5332156 41.662453, -91.5330864 41.6624516)",,,,2,
