osmid,bridge,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,junction,name,access
"[44035329, 987606597]",yes,True,4,I 4,motorway,55 mph,False,356.883,"LINESTRING (-81.3825745 28.5436158, -81.3825286 28.542398, -81.382492 28.5413016, -81.3825173 28.5404077)",,,
1011709638,yes,True,,,motorway_link,,False,223.24,"LINESTRING (-81.3825745 28.5436158, -81.3826788 28.5417599, -81.3826983 28.5416114)",interchange,,
44034902,,True,3,FL 526,secondary,30 mph,False,205.21900000000002,"LINESTRING (-81.38288 28.5457053, -81.3828761 28.5456428, -81.3828752 28.5442929, -81.3828819 28.5441592, -81.3828901 28.5439924, -81.3828905 28.5438601)",,Hughey Avenue,
49847027,,False,3,FL 526,secondary,30 mph,True,97.257,"LINESTRING (-81.38288 28.5457053, -81.3827378 28.5457181, -81.3827055 28.5457205, -81.3820591 28.545717, -81.381886 28.5457022)",,Robinson Street,
11179244,,True,3,,tertiary,,False,9.964,"LINESTRING (-81.3814037 28.5383479, -81.3814022 28.5384375)",,Garland Avenue,
"[1039251826, 215671213]",,True,1,,primary,,False,70.318,"LINESTRING (-81.3814037 28.5383479, -81.3813248 28.5383544, -81.3812033 28.5383643, -81.3811137 28.5383664, -81.3807834 28.5383742, -81.3807422 28.538375, -81.3806849 28.538376)",,West South Street,
49847027,,False,3,FL 526,secondary,30 mph,False,97.25699999999999,"LINESTRING (-81.381886 28.5457022, -81.3820591 28.545717, -81.3827055 28.5457205, -81.3827378 28.5457181, -81.38288 28.5457053)",,Robinson Street,
552931299,,False,4,FL 526,secondary,30 mph,True,160.958,"LINESTRING (-81.381886 28.5457022, -81.3817902 28.545696, -81.381757 28.5456931, -81.3815571 28.5456924, -81.3813932 28.5456919, -81.3813302 28.5456917, -81.3812564 28.5456916, -81.3809352 28.545691, -81.3808526 28.5456908, -81.3808138 28.5456913, -81.3807059 28.5456906, -81.3803217 28.5456877, -81.3802386 28.5456871)",,Robinson Street,
80742674,,True,3,,tertiary,,False,84.587,"LINESTRING (-81.3828837 28.5420311, -81.3828833 28.5419743, -81.3828831 28.541939, -81.3828863 28.5413697, -81.3828853 28.5412704)",,Hughey Avenue,
80745435,,False,2,,tertiary,,False,109.182,"LINESTRING (-81.3828837 28.5420311, -81.3828007 28.542027, -81.3818412 28.5420288, -81.3817661 28.5420278)",,Central Boulevard,
213546020,,False,2,,tertiary,,True,112.127,"LINESTRING (-81.3828597 28.5401996, -81.3827353 28.5402066, -81.3825471 28.5402193, -81.3821054 28.540249, -81.3817933 28.5402634, -81.3817147 28.5402697)",,Church Street,
"[49847456, 1123531522]",,True,3,,tertiary,,False,203.914,"LINESTRING (-81.3828597 28.5401996, -81.382852 28.5401025, -81.3828453 28.5397934, -81.3828458 28.5397359, -81.3828463 28.5396844, -81.3828513 28.5395769, -81.3828621 28.5394629, -81.3828771 28.5393543, -81.3828908 28.5392713, -81.3828948 28.5392469, -81.3829191 28.5391386, -81.382992 28.538859, -81.3830213 28.5387169, -81.3830364 28.5386261, -81.3830493 28.5385131, -81.3830758 28.5383837)",,Hughey Avenue,
11193647,,False,4,FL 526,secondary,30 mph,False,2.891,"LINESTRING (-81.3775836 28.5456792, -81.377554 28.5456789)",,Robinson Street,
11193647,,False,4,FL 526,secondary,30 mph,True,147.72899999999998,"LINESTRING (-81.3775836 28.5456792, -81.3776161 28.5456799, -81.3782695 28.5456793, -81.3786265 28.5456808, -81.3789343 28.5456814, -81.379096 28.5456822)",,Robinson Street,
11204339,,False,2,,residential,,False,7.934,"LINESTRING (-81.3774615 28.5446227, -81.3775427 28.5446211)",,Jefferson Street,
11204339,,False,2,,residential,,True,67.51,"LINESTRING (-81.3774615 28.5446227, -81.3774259 28.5446233, -81.3768403 28.5446287, -81.3767704 28.5446291)",,Jefferson Street,
1038707886,,True,1,,residential,,False,117.366,"LINESTRING (-81.3774615 28.5446227, -81.3774625 28.5447068, -81.37747 28.5453502, -81.3774725 28.5455664, -81.3774705 28.5456027, -81.3774662 28.545678)",,North Magnolia Avenue,
1160435050,,False,2,,tertiary,,True,7.179,"LINESTRING (-81.3774412 28.5435901, -81.3775143 28.5435834)",,Washington Street,
1038707886,,True,1,,residential,,False,114.837,"LINESTRING (-81.3774412 28.5435901, -81.3774424 28.5436421, -81.3774607 28.5445605, -81.3774615 28.5446227)",,North Magnolia Avenue,
1160435050,,False,2,,tertiary,,False,67.99000000000001,"LINESTRING (-81.3774412 28.5435901, -81.377388 28.5435947, -81.3773481 28.5435986, -81.3767457 28.5436055)",,Washington Street,
1038707885,,False,2,,tertiary,,True,7.883,"LINESTRING (-81.377418 28.54215, -81.3774987 28.5421504)",,Central Boulevard,
1038707886,,True,1,,residential,,False,81.82499999999999,"LINESTRING (-81.377418 28.54215, -81.3774103 28.5422349, -81.3774065 28.5422733, -81.3774081 28.5425425, -81.3774322 28.5428848)",,North Magnolia Avenue,
1109277586,,False,2,,tertiary,,False,149.114,"LINESTRING (-81.377418 28.54215, -81.3773755 28.5421498, -81.376887 28.5421561, -81.3768568 28.5421567, -81.3767198 28.5421594, -81.3765498 28.5421632, -81.3759874 28.5421838, -81.3758922 28.5421875)",,Central Boulevard,
"[1121179679, 80745431]",,True,"['4', '3']",,tertiary,30 mph,False,203.45700000000002,"LINESTRING (-81.3817661 28.5420278, -81.3817674 28.5421187, -81.3817731 28.5425151, -81.3817764 28.5427449, -81.3817836 28.5432414, -81.3817877 28.5435236, -81.3817906 28.5437252, -81.3817963 28.5438573)",,Garland Avenue,
80745435,,False,2,,tertiary,,True,109.182,"LINESTRING (-81.3817661 28.5420278, -81.3818412 28.5420288, -81.3828007 28.542027, -81.3828837 28.5420311)",,Central Boulevard,
"[11182195, 1121166925, 1121166926]",,False,3,,tertiary,,False,267.54200000000003,"LINESTRING (-81.3817661 28.5420278, -81.3816764 28.5420264, -81.3813303 28.5420209, -81.3811599 28.5420182, -81.3810569 28.5420163, -81.3810157 28.5420171, -81.3809618 28.5420207, -81.3808936 28.5420293, -81.3808568 28.5420377, -81.3808277 28.5420465, -81.3807881 28.5420587, -81.3807492 28.5420728, -81.3807079 28.5420822, -81.380677 28.5420863, -81.3806707 28.5420872, -81.3806419 28.54209, -81.3805973 28.5420934, -81.3805578 28.5420949, -81.3804422 28.542096, -81.3799368 28.5421009, -81.3798623 28.5421016, -81.3791387 28.5421082, -81.3790789 28.5421104, -81.3790389 28.5421098)",,Central Boulevard,
11201732,,False,2,,unclassified,,True,112.694,"LINESTRING (-81.3817317 28.5412824, -81.3818365 28.5412813, -81.3827883 28.5412713, -81.3828853 28.5412704)",,Pine Street,
80742726,,True,3,,tertiary,,False,82.952,"LINESTRING (-81.3817317 28.5412824, -81.3817349 28.5413511, -81.3817457 28.5415844, -81.3817618 28.5419336, -81.3817649 28.5420019, -81.3817661 28.5420278)",,Garland Avenue,
"[215671206, 213546047]",,False,2,,unclassified,,False,264.011,"LINESTRING (-81.3817317 28.5412824, -81.3816394 28.5412837, -81.3813724 28.5412875, -81.3808744 28.5412947, -81.3808192 28.5412942, -81.3807783 28.5412938, -81.3806702 28.541295, -81.3803471 28.5412988, -81.3797564 28.5413058, -81.3795664 28.541308, -81.379116 28.5413133, -81.3790292 28.5413143)",,Pine Street,
80742726,,True,3,,tertiary,,False,112.631,"LINESTRING (-81.3817147 28.5402697, -81.3817204 28.5403507, -81.381725 28.5405911, -81.3817311 28.5412189, -81.3817317 28.5412824)",,Garland Avenue,
"[423215360, 556550801, 135787519]",,False,2,,unclassified,,True,93.054,"LINESTRING (-81.3817147 28.5402697, -81.3815592 28.5402789, -81.3812869 28.5402951, -81.3808448 28.5403222, -81.3808055 28.5403243, -81.3807643 28.5403266)",,Church Street,
213546020,,False,2,,tertiary,,False,112.12700000000001,"LINESTRING (-81.3817147 28.5402697, -81.3817933 28.5402634, -81.3821054 28.540249, -81.3825471 28.5402193, -81.3827353 28.5402066, -81.3828597 28.5401996)",,Church Street,
1160435050,,False,2,,tertiary,,False,81.257,"LINESTRING (-81.3767457 28.5436055, -81.37653 28.543608, -81.3761656 28.5436122, -81.375999 28.5436137, -81.3759139 28.5436151)",,Washington Street,
1160435050,,False,2,,tertiary,,True,67.99,"LINESTRING (-81.3767457 28.5436055, -81.3773481 28.5435986, -81.377388 28.5435947, -81.3774412 28.5435901)",,Washington Street,
11179409,,False,2,,residential,,True,117.07399999999998,"LINESTRING (-81.3767704 28.5446291, -81.3767732 28.5449503, -81.3767747 28.5451205, -81.3767757 28.5452371, -81.3767775 28.5454386, -81.3767786 28.5455655, -81.3767721 28.5455955, -81.3767539 28.5456799)",,Palmetto Avenue,
11204339,,False,2,,residential,,False,67.50999999999999,"LINESTRING (-81.3767704 28.5446291, -81.3768403 28.5446287, -81.3774259 28.5446233, -81.3774615 28.5446227)",,Jefferson Street,
