osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,access,bridge
732450865,2,US 9,North Broadway,primary,False,True,98.242,"LINESTRING (-73.858704 41.083289, -73.858562 41.082412)",,,
23532132,,,Depeyster Street,residential,False,True,123.287,"LINESTRING (-73.858704 41.083289, -73.859034 41.083234, -73.859732 41.083096, -73.8601382 41.083047)",,,
732450865,2,US 9,North Broadway,primary,False,False,89.423,"LINESTRING (-73.858704 41.083289, -73.8587779 41.0837054, -73.8588123 41.0839638, -73.8588186 41.0840881)",,,
23523663,,,College Avenue,residential,False,False,233.63,"LINESTRING (-73.8626441 41.0818349, -73.8599067 41.0822312)",,,
23523663,,,College Avenue,residential,False,True,85.50800000000001,"LINESTRING (-73.8626441 41.0818349, -73.8631969 41.0817588, -73.8636491 41.0817029)",,,
23532132,,,Depeyster Street,residential,False,True,86.821,"LINESTRING (-73.8621073 41.0827676, -73.8630916 41.0830109)",,,
23474420,,,Valley Street,unclassified,True,False,113.166,"LINESTRING (-73.8621073 41.0827676, -73.862606 41.0819364, -73.8626441 41.0818349)",25 mph,,
23532132,,,Depeyster Street,residential,False,False,168.043,"LINESTRING (-73.8621073 41.0827676, -73.861067 41.082888, -73.8601382 41.083047)",,,
23474420,,,Valley Street,unclassified,True,False,54.559,"LINESTRING (-73.8606331 41.0842282, -73.8606434 41.0841383, -73.8606631 41.0840685, -73.8606885 41.0839943, -73.8607103 41.0839444, -73.8607414 41.0838903, -73.8607838 41.0838319, -73.860844 41.083773)",25 mph,,
23528655,,,North Washington Street,unclassified,False,False,47.107,"LINESTRING (-73.8606331 41.0842282, -73.8605529 41.0841104, -73.8603909 41.083846)",25 mph,,
667061952,,,North Washington Street,unclassified,False,True,62.074999999999996,"LINESTRING (-73.8606331 41.0842282, -73.8607308 41.0844079, -73.8608369 41.0846164, -73.8608616 41.084678, -73.8608752 41.0847537)",25 mph,,
23474757,,,Pleasant Street,residential,False,False,55.077,"LINESTRING (-73.8637482 41.087688, -73.863706 41.0871937)",,,
23474757,,,Pleasant Street,residential,False,True,55.077,"LINESTRING (-73.863706 41.0871937, -73.8637482 41.087688)",,,
407397554,,,Van Tassel Avenue,residential,False,False,66.505,"LINESTRING (-73.8599361 41.0895027, -73.859919 41.08921, -73.8599082 41.088905)",,,
23530404,,,Wirth Avenue,residential,False,False,43.415,"LINESTRING (-73.8599082 41.088905, -73.8604257 41.0888872)",,,
407397554,,,Van Tassel Avenue,residential,False,False,36.484,"LINESTRING (-73.8599082 41.088905, -73.8598709 41.0885781)",,,
407397554,,,Van Tassel Avenue,residential,False,True,66.505,"LINESTRING (-73.8599082 41.088905, -73.859919 41.08921, -73.8599361 41.0895027)",,,
407397554,,,Van Tassel Avenue,residential,False,True,36.484,"LINESTRING (-73.8598709 41.0885781, -73.8599082 41.088905)",,,
23537109,,,Rice Avenue,residential,False,False,79.423,"LINESTRING (-73.8598709 41.0885781, -73.8597627 41.0885802, -73.858925 41.088621)",,,
"[407397554, 23528445]",,,"['Van Tassel Avenue', 'Holland Avenue']",residential,False,False,151.04700000000003,"LINESTRING (-73.8598709 41.0885781, -73.8598553 41.0883429, -73.8598519 41.088293, -73.8598621 41.088258, -73.8599255 41.0882361, -73.860038 41.0882302, -73.860229 41.088228, -73.8603441 41.0882529, -73.8604348 41.088316, -73.8604505 41.088415, -73.8604257 41.0888872)",,,
79226938,,,Beekman Avenue,unclassified,False,False,59.849,"LINESTRING (-73.8636686 41.0838346, -73.8630138 41.0840493)",25 mph,,
79226938,,,Beekman Avenue,unclassified,False,True,59.849,"LINESTRING (-73.8630138 41.0840493, -73.8636686 41.0838346)",25 mph,,
23532331,,,Teresa Street,residential,True,False,188.548,"LINESTRING (-73.8630138 41.0840493, -73.8631267 41.084361, -73.8633027 41.08493, -73.8635401 41.0856977)",,,
"[1016466221, 1016466223]",,,Beekman Avenue,unclassified,False,False,37.745999999999995,"LINESTRING (-73.8630138 41.0840493, -73.8628255 41.0841112, -73.862601 41.084185)",25 mph,,
667061959,,,Beekman Avenue,unclassified,False,False,50.039,"LINESTRING (-73.862601 41.084185, -73.8625391 41.0842058, -73.8620558 41.0843684)",25 mph,,
"[1016466221, 1016466223]",,,Beekman Avenue,unclassified,False,True,37.745999999999995,"LINESTRING (-73.862601 41.084185, -73.8628255 41.0841112, -73.8630138 41.0840493)",25 mph,,
667061959,,,Beekman Avenue,unclassified,False,False,107.826,"LINESTRING (-73.8620558 41.0843684, -73.8608752 41.0847537)",25 mph,,
23530197,,,Pocantico Street,residential,False,False,169.27500000000003,"LINESTRING (-73.8620558 41.0843684, -73.8621843 41.0848599, -73.8622262 41.0850201, -73.8622463 41.0850969, -73.8622709 41.0851912, -73.8623508 41.0854833, -73.8624605 41.0858598)",,,
667061959,,,Beekman Avenue,unclassified,False,True,50.039,"LINESTRING (-73.8620558 41.0843684, -73.8625391 41.0842058, -73.862601 41.084185)",25 mph,,
667061959,,,Beekman Avenue,unclassified,False,True,107.826,"LINESTRING (-73.8608752 41.0847537, -73.8620558 41.0843684)",25 mph,,
667061952,,,North Washington Street,unclassified,False,False,62.074999999999996,"LINESTRING (-73.8608752 41.0847537, -73.8608616 41.084678, -73.8608369 41.0846164, -73.8607308 41.0844079, -73.8606331 41.0842282)",25 mph,,
667061955,,,Beekman Avenue,unclassified,False,False,93.762,"LINESTRING (-73.8608752 41.0847537, -73.8603477 41.0849195, -73.8603091 41.0849316, -73.8601238 41.0849899, -73.8598427 41.0850783)",25 mph,,
23530253,,,Lawrence Avenue,residential,False,False,233.806,"LINESTRING (-73.8598427 41.0850783, -73.8599214 41.0862879, -73.8600083 41.0871771)",,,
667061955,,,Beekman Avenue,unclassified,False,False,108.425,"LINESTRING (-73.8598427 41.0850783, -73.859428 41.0852164, -73.8593829 41.0852314, -73.8591868 41.0852905, -73.8591529 41.0853007, -73.859021 41.0853311, -73.8588607 41.0853572, -73.8587291 41.0853688, -73.8586203 41.0853718)",25 mph,,
667061955,,,Beekman Avenue,unclassified,False,True,93.762,"LINESTRING (-73.8598427 41.0850783, -73.8601238 41.0849899, -73.8603091 41.0849316, -73.8603477 41.0849195, -73.8608752 41.0847537)",25 mph,,
121772525,3,US 9,North Broadway,primary,False,False,39.574,"LINESTRING (-73.8586203 41.0853718, -73.858486 41.085713)",,,
23506638,,,Hudson Terrace,residential,False,False,129.929,"LINESTRING (-73.8586203 41.0853718, -73.8585087 41.0853815, -73.8570709 41.0853959)",,,
